DayID,TradingVolume,DailyRange_Percent,VIX_Index,InstitutionalBuy_Percent,PriceVolatility
1200070,313.2,93.3,282.9,48.8,330.4
1200071,16.6,302.7,337.8,38.0,129.9
1200072,56.2,22.6,153.9,29.1,55.4
1200073,13.3,405.5,108.0,489.4,350.0
1200074,95.5,40.4,107.3,272.4,467.4
1200075,186.7,105.8,387.8,14.7,273.9
1200076,52.2,438.1,134.7,24.4,96.8
1200077,148.4,459.1,189.6,481.5,393.4
1200078,298.5,115.2,250.0,192.0,38.3
1200079,376.6,145.3,272.9,477.3,30.2
1200080,420.4,392.8,380.9,147.9,479.9
1200081,482.8,232.5,451.5,125.8,438.1
1200082,419.5,155.0,472.6,396.3,95.7
1200083,347.9,496.7,163.9,188.8,184.5
1200084,113.2,464.3,90.4,210.8,357.9
1200085,25.1,427.1,,497.7,324.8
1200086,294.5,68.8,257.8,52.7,367.7
1200087,140.4,86.1,359.4,160.1,59.7
1200088,397.6,162.3,324.9,356.5,305.8
1200089,249.7,437.2,416.6,160.6,204.8
1200090,346.5,176.3,95.3,311.9,190.8
1200091,219.5,32.1,324.6,315.2,121.4
1200092,48.8,236.3,374.1,346.9,450.7
1200093,402.2,498.3,97.7,172.6,145.9
1200094,456.8,283.0,222.0,381.8,185.8
1200095,476.9,79.6,43.0,257.7,116.3
1200096,102.0,71.1,63.4,17.8,499.1
1200097,354.5,95.2,357.5,217.5,262.4
1200098,329.0,267.2,219.6,354.5,203.6
1200099,155.7,233.7,355.6,26.2,490.3
1200100,408.7,410.9,193.1,77.6,170.3
1200101,242.2,222.6,194.1,78.6,207.8
1200102,478.4,420.7,492.8,277.6,337.0
1200103,75.0,287.7,448.4,342.1,241.7
1200104,268.4,279.4,386.2,426.6,405.6
1200105,493.4,16.5,144.8,92.8,48.8
1200106,220.6,295.9,131.5,304.2,328.8
1200107,210.7,129.5,258.7,108.6,446.0
1200108,89.3,476.5,72.5,203.5,441.5
1200109,468.5,85.1,404.8,391.2,104.8
1200110,173.5,119.5,405.8,96.7,322.5
1200111,12.1,496.9,37.7,412.9,319.2
1200112,76.0,437.3,444.9,426.2,119.3
1200113,65.3,453.5,463.3,252.7,386.1
1200114,450.8,76.2,134.0,313.7,473.1
1200115,341.1,497.8,81.7,149.2,46.0
1200116,130.8,296.2,317.0,362.2,245.7
1200117,190.8,14.6,322.1,327.4,199.8
1200118,94.9,131.2,37.2,131.0,114.5
1200119,400.6,365.2,468.1,423.2,71.7
1200120,199.4,157.8,336.7,158.7,73.9
1200121,261.5,452.1,165.9,482.5,72.1
1200122,413.3,59.5,262.4,313.2,230.6
1200123,375.3,23.5,266.0,206.0,208.8
1200124,185.0,411.9,386.4,98.6,269.0
1200125,412.1,453.5,455.5,187.6,355.6
1200126,382.8,377.2,440.5,21.5,28.9
1200127,319.9,332.8,361.4,448.1,377.0
1200128,188.6,236.5,196.1,406.8,239.2
1200129,194.7,390.8,,200.9,324.8
1200130,100.6,434.9,227.7,273.0,79.9
1200131,77.9,295.8,243.7,385.5,288.6
1200132,222.0,180.9,24.6,360.6,480.4
1200133,392.4,14.7,286.5,129.5,220.4
1200134,20.3,463.8,111.1,74.3,302.1
1200135,225.7,68.4,448.6,472.2,196.3
1200136,446.0,252.4,324.9,497.4,91.8
1200137,270.8,255.9,448.8,347.7,466.0
1200138,274.9,347.7,435.0,253.8,112.3
1200139,131.5,138.0,289.4,236.9,296.6
1200140,106.2,306.4,429.1,162.2,433.5
1200141,133.3,66.4,109.7,91.5,36.3
1200142,202.8,181.1,230.5,94.5,327.7
1200143,22.0,168.4,100.0,10.8,279.9
1200144,335.6,389.5,283.6,80.0,489.7
1200145,110.5,355.9,208.0,384.8,74.9
1200146,468.8,16.2,134.4,465.0,239.5
1200147,174.6,266.8,229.6,445.9,438.5
1200148,292.7,454.1,260.1,460.2,127.6
1200149,124.3,43.5,491.3,486.2,82.1
1200150,261.3,91.8,244.7,110.7,252.8
1200151,197.0,37.3,330.7,166.0,102.6
1200152,16.9,308.9,435.9,234.1,150.5
1200153,493.8,296.3,174.4,328.5,120.0
1200154,412.3,270.8,360.0,50.3,72.8
1200155,70.7,164.7,306.1,100.6,387.1
1200156,420.7,42.0,342.5,253.7,349.8
1200157,419.3,220.3,408.1,399.2,399.1
1200158,430.3,432.0,381.8,397.9,176.9
1200159,445.5,72.5,309.3,242.8,465.1
1200160,74.1,140.8,254.5,326.5,375.7
1200161,482.4,12.2,438.1,126.4,331.9
1200162,194.0,310.1,446.2,211.8,348.6
1200163,216.4,270.5,480.4,410.6,71.0
1200164,334.7,261.8,428.1,222.5,320.9
1200165,322.5,380.7,374.4,211.7,369.9
1200166,433.9,77.5,26.4,298.4,86.5
1200167,273.7,63.6,133.7,309.1,484.8
1200168,54.1,404.2,196.2,337.3,170.0
1200169,209.6,320.0,287.0,267.4,459.4
1200170,34.2,63.4,112.6,298.3,443.8
1200171,326.1,169.9,151.4,454.2,69.4
1200172,419.1,330.7,463.3,297.2,251.0
1200173,281.8,351.5,206.5,98.9,234.3
1200174,263.8,77.7,452.3,247.0,318.4
1200175,319.0,349.6,188.1,235.8,180.1
1200176,456.4,487.6,85.9,261.6,92.8
1200177,92.2,152.4,356.5,37.4,118.7
1200178,257.6,334.9,213.8,439.9,465.0
1200179,407.6,247.8,423.4,485.2,234.7
1200180,294.9,147.3,316.0,41.5,498.4
1200181,34.5,378.9,409.7,264.4,368.7
1200182,237.2,210.8,369.3,492.0,242.6
1200183,82.9,165.4,105.8,324.0,401.1
1200184,249.1,401.2,326.6,81.7,52.3
1200185,82.1,429.6,158.2,308.8,391.2
1200186,401.9,340.0,498.9,409.0,439.9
1200187,265.9,281.8,116.6,431.5,117.6
1200188,422.8,498.8,100.2,492.6,364.3
1200189,493.7,227.3,182.2,38.0,400.3
1200190,114.6,164.5,68.3,206.9,137.8
1200191,275.0,190.9,224.2,90.0,471.4
1200192,184.7,261.9,17.8,267.4,399.4
1200193,228.7,451.7,120.6,193.6,435.9
1200194,103.5,482.1,155.7,390.2,233.3
1200195,487.5,85.5,67.4,209.8,36.7
1200196,488.4,25.4,435.5,416.5,433.2
1200197,320.5,332.0,80.9,255.8,366.2
1200198,265.1,64.8,203.1,262.7,389.9
1200199,369.2,330.5,438.0,310.4,222.2
1200200,171.8,481.2,135.7,36.3,287.5
1200201,46.9,361.5,398.6,335.4,159.9
1200202,267.8,36.9,28.5,182.3,236.1
1200203,194.5,92.5,370.5,426.6,333.7
1200204,363.8,58.0,132.7,307.4,353.3
1200205,385.1,289.2,362.9,162.0,202.6
1200206,191.3,292.3,59.6,119.2,400.2
1200207,171.5,64.7,374.1,203.7,422.0
1200208,312.2,364.8,396.8,136.9,167.6
1200209,370.6,276.9,267.3,13.3,197.9
1200210,132.9,410.2,491.9,92.4,13.3
1200211,70.1,340.1,201.4,354.0,241.5
1200212,138.9,158.1,56.4,20.1,499.4
1200213,496.7,370.2,34.9,245.3,154.5
1200214,64.9,129.3,321.6,24.2,330.3
1200215,306.8,299.3,336.2,57.1,360.9
1200216,471.0,279.3,340.1,308.6,106.4
1200217,309.7,167.5,36.3,258.3,363.4
1200218,206.1,195.9,181.1,295.0,149.5
1200219,306.6,398.7,183.8,357.4,242.1
1200220,443.6,155.1,272.4,451.8,184.1
1200221,274.6,465.0,158.7,212.7,127.7
1200222,295.4,71.3,390.8,206.9,34.5
1200223,109.2,429.1,43.0,462.5,425.0
1200224,266.6,466.7,330.8,126.7,12.3
1200225,317.8,107.9,94.8,376.9,404.9
1200226,299.6,394.9,372.0,67.7,72.2
1200227,131.0,389.8,210.3,201.6,429.0
1200228,131.3,304.5,182.3,107.8,498.7
1200229,180.8,229.5,309.2,37.3,364.2
1200230,394.1,215.0,394.1,281.1,452.6
1200231,396.3,244.7,446.1,488.4,377.6
1200232,358.6,436.3,494.9,412.4,443.7
1200233,160.0,138.6,418.9,314.9,417.8
1200234,217.4,62.4,123.4,393.0,53.6
1200235,220.1,298.2,495.8,200.1,367.4
1200236,333.6,499.6,90.7,67.7,472.3
1200237,411.0,110.3,462.9,482.8,167.1
1200238,450.0,149.8,247.4,337.1,145.5
1200239,394.0,494.6,120.6,495.9,185.8
1200240,228.8,440.7,144.8,19.5,494.7
1200241,151.0,284.9,99.5,420.1,275.4
1200242,219.4,257.5,268.2,154.4,264.3
1200243,332.8,73.2,490.5,24.3,464.0
1200244,70.5,164.6,125.7,294.3,387.6
1200245,450.7,415.4,483.2,398.5,12.1
1200246,243.9,364.5,367.6,59.8,21.6
1200247,219.6,374.1,328.1,389.6,201.2
1200248,435.5,356.6,438.7,225.7,230.3
1200249,184.6,388.9,13.6,468.3,218.5
1200250,63.4,138.6,415.4,12.9,297.8
1200251,180.9,14.2,357.1,64.3,244.3
1200252,142.0,227.7,280.6,352.6,245.2
1200253,387.6,414.0,84.6,406.8,259.7
1200254,365.3,124.9,209.4,135.7,231.0
1200255,160.6,278.1,259.3,57.7,24.8
1200256,272.9,167.0,188.7,194.9,435.4
1200257,104.5,447.0,39.7,387.6,452.2
1200258,284.4,491.6,466.1,294.6,155.8
1200259,358.1,29.4,473.5,114.5,227.7
1200260,150.0,93.9,,383.3,189.9
1200261,335.5,422.8,316.9,421.7,214.3
1200262,203.3,473.7,379.1,452.8,311.2
1200263,223.6,38.5,235.0,100.1,371.1
1200264,474.9,25.1,275.3,343.1,452.4
1200265,471.8,382.3,10.3,410.6,76.0
1200266,370.1,79.4,317.6,358.2,35.6
1200267,242.0,143.9,220.5,297.3,267.1
1200268,121.9,471.7,411.4,491.1,493.6
1200269,410.2,14.4,496.2,344.3,237.7
1200270,324.7,257.8,386.7,74.4,351.3
1200271,347.2,367.1,316.4,218.5,35.8
1200272,148.3,236.3,424.3,486.3,460.1
1200273,456.6,171.0,360.8,392.1,320.5
1200274,357.0,125.1,276.7,239.4,381.1
1200275,27.0,235.0,411.0,274.0,147.8
1200276,442.7,446.4,31.2,443.8,213.0
1200277,494.3,316.2,280.7,49.4,365.7
1200278,479.5,443.3,303.2,57.8,225.0
1200279,211.9,332.9,183.5,284.7,486.2
1200280,62.8,270.9,99.3,391.0,393.2
1200281,307.1,392.0,160.0,55.1,482.4
1200282,373.5,136.3,123.3,479.9,287.8
1200283,298.6,103.1,316.6,451.4,18.2
1200284,204.4,378.7,283.5,314.9,379.6
1200285,305.9,278.0,337.5,288.5,60.6
1200286,253.2,316.7,,307.5,10.9
1200287,231.8,305.7,38.4,497.9,92.5
1200288,311.2,251.7,456.2,232.3,129.9
1200289,48.0,46.1,389.5,47.2,99.6
1200290,293.7,60.5,341.2,333.8,343.4
1200291,203.7,355.4,479.0,160.4,69.4
1200292,238.2,91.9,158.0,251.3,111.1
1200293,77.1,446.1,,45.2,109.6
1200294,447.7,249.2,82.3,164.6,107.6
1200295,192.4,300.6,407.1,411.5,155.0
1200296,457.4,16.0,177.3,480.5,22.2
1200297,234.9,279.2,468.6,412.1,477.9
1200298,231.2,402.9,129.0,204.8,383.4
1200299,271.2,31.1,411.4,454.5,313.9
1200300,369.6,124.3,491.2,154.4,186.0
1200301,176.9,108.7,365.3,233.1,85.8
1200302,104.6,416.1,80.3,379.7,491.2
1200303,195.9,291.1,447.3,123.8,79.8
1200304,319.6,291.9,256.1,292.9,412.3
1200305,463.0,467.8,493.5,207.8,69.6
1200306,449.0,458.0,390.0,190.5,209.3
1200307,317.5,375.0,452.2,393.6,354.8
1200308,398.6,277.2,309.8,342.0,124.7
1200309,222.7,127.1,114.3,38.6,449.2
1200310,333.2,108.4,160.5,219.5,388.7
1200311,486.8,353.2,358.8,361.7,213.5
1200312,496.1,92.2,185.0,402.8,69.4
1200313,349.2,330.9,452.0,286.4,43.1
1200314,342.4,56.0,442.0,209.7,341.7
1200315,380.0,445.8,243.7,77.3,406.8
1200316,278.8,365.1,187.1,28.2,23.3
1200317,319.1,476.5,409.5,65.0,418.1
1200318,398.8,299.0,410.7,198.4,334.5
1200319,306.8,364.6,382.1,126.3,88.2
1200320,445.8,257.6,331.5,330.4,463.3
1200321,242.5,78.7,371.5,419.3,408.6
1200322,301.5,425.2,349.8,205.0,193.9
1200323,354.6,445.0,128.6,364.7,124.8
1200324,465.5,87.0,247.7,326.8,220.0
1200325,390.7,240.3,345.1,261.4,432.6
1200326,369.2,11.5,303.1,208.0,231.3
1200327,84.0,470.7,15.7,379.3,10.0
1200328,385.9,181.6,391.3,478.0,178.1
1200329,318.3,183.1,50.2,301.8,276.1
1200330,438.2,362.0,204.1,188.0,72.2
1200331,242.4,18.4,438.6,399.1,244.1
1200332,11.2,14.0,312.7,318.8,133.2
1200333,181.4,375.6,74.8,228.1,341.4
1200334,29.3,404.2,436.1,471.7,14.9
1200335,359.5,428.5,266.1,487.4,232.5
1200336,86.0,463.8,374.0,117.9,100.5
1200337,380.8,497.9,34.0,455.2,248.1
1200338,348.0,456.9,409.5,193.2,119.4
1200339,364.3,16.8,432.7,273.7,467.2
1200340,140.7,279.2,116.0,32.1,65.2
1200341,339.8,300.8,157.7,453.9,121.3
1200342,209.0,24.4,163.6,485.4,238.9
1200343,277.6,341.6,62.3,467.1,22.9
1200344,248.0,396.2,166.4,221.3,162.1
1200345,499.6,339.1,419.7,149.2,34.5
1200346,160.2,243.9,154.2,85.3,359.2
1200347,399.6,182.7,216.7,216.7,481.9
1200348,364.7,95.2,186.7,273.7,461.0
1200349,299.0,220.8,72.1,40.9,418.4
1200350,14.4,192.7,422.8,436.2,89.1
1200351,351.0,349.6,101.7,130.5,130.4
1200352,92.5,160.3,143.5,28.9,247.6
1200353,491.4,90.4,329.7,389.3,286.0
1200354,57.6,173.3,221.6,377.8,417.7
1200355,163.5,495.2,157.1,44.0,384.8
1200356,390.7,14.4,227.4,58.4,295.5
1200357,377.3,453.6,362.0,187.6,286.0
1200358,172.5,90.2,309.8,419.3,400.1
1200359,372.7,404.3,,334.4,35.8
1200360,113.2,58.9,141.5,227.6,389.5
1200361,357.9,213.1,206.3,97.9,143.3
1200362,251.7,102.7,141.3,456.7,390.5
1200363,239.6,383.9,455.6,245.3,227.4
1200364,290.5,403.6,496.3,378.7,79.6
1200365,185.8,39.7,196.7,320.5,441.5
1200366,80.9,164.5,360.1,121.3,323.9
1200367,435.1,239.3,447.8,357.8,323.3
1200368,415.1,14.5,191.4,439.3,46.4
1200369,17.0,193.9,175.2,165.1,448.0
1200370,442.3,453.0,203.1,207.7,24.9
1200371,467.8,127.4,455.0,290.0,192.7
1200372,386.1,342.7,152.9,307.7,206.5
1200373,297.7,75.2,420.1,451.7,463.5
1200374,85.3,188.1,90.0,77.7,37.1
1200375,207.7,195.4,253.3,272.0,400.9
1200376,63.5,25.0,392.6,498.2,120.4
1200377,173.4,372.9,355.2,96.0,226.5
1200378,475.8,60.8,299.4,377.8,499.0
1200379,378.7,477.4,341.3,62.1,201.1
1200380,492.3,146.2,134.6,135.3,34.7
1200381,271.0,368.2,427.5,465.6,491.6
1200382,187.9,302.1,123.8,196.5,499.4
1200383,55.3,196.6,140.8,469.2,277.3
1200384,300.9,37.0,279.9,494.6,270.9
1200385,253.4,317.1,452.4,140.9,257.8
1200386,489.7,82.9,497.1,436.4,214.1
1200387,133.0,15.3,284.7,421.7,217.8
1200388,35.7,168.5,195.8,299.7,221.7
1200389,441.4,150.2,481.8,150.9,108.8
1200390,110.3,211.1,95.8,341.8,237.2
1200391,298.9,413.0,287.1,235.1,498.0
1200392,24.7,27.0,169.2,118.0,79.8
1200393,181.8,357.6,70.5,206.9,375.9
1200394,444.1,95.2,64.2,121.1,40.6
1200395,194.3,142.3,369.4,455.2,345.4
1200396,372.5,323.5,274.9,259.7,42.5
1200397,259.9,248.8,472.0,17.2,37.7
1200398,302.4,276.0,492.2,309.3,428.5
1200399,397.7,444.8,112.6,19.8,330.8
1200400,328.0,159.4,311.0,220.6,166.1
1200401,82.9,68.5,351.5,404.5,219.7
1200402,435.6,314.9,135.0,366.8,392.6
1200403,327.6,62.7,420.2,486.5,76.7
1200404,423.2,496.0,454.0,254.3,219.6
1200405,177.3,469.6,403.8,353.7,341.1
1200406,168.7,169.8,373.7,347.1,103.6
1200407,199.5,359.7,175.3,54.1,124.4
1200408,192.9,281.4,494.5,443.9,483.5
1200409,17.2,352.6,169.2,272.8,222.3
1200410,439.1,91.7,237.7,69.8,475.4
1200411,251.9,174.0,443.2,140.3,496.0
1200412,72.4,333.6,284.8,22.6,347.9
1200413,130.6,132.8,274.1,232.5,288.5
1200414,117.5,215.0,175.9,181.9,494.8
1200415,222.7,425.9,130.1,225.1,207.2
1200416,495.2,351.4,261.6,45.2,111.4
1200417,432.6,157.3,232.1,89.4,13.7
1200418,328.3,337.5,387.7,10.4,422.6
1200419,212.3,423.0,214.0,194.8,30.8
1200420,51.0,430.2,60.6,252.4,21.3
1200421,65.2,316.7,318.1,339.6,423.2
1200422,307.7,297.6,340.7,299.6,493.2
1200423,379.8,300.1,85.7,411.5,462.9
1200424,212.3,265.3,345.5,309.2,421.9
1200425,357.5,166.3,108.2,356.7,402.1
1200426,259.8,422.6,272.7,161.7,69.5
1200427,99.7,146.6,267.2,241.9,403.0
1200428,107.7,192.1,26.0,181.1,397.0
1200429,465.6,378.9,165.2,113.4,146.7
1200430,184.0,476.7,211.9,330.6,480.5
1200431,45.5,243.0,146.2,44.9,47.8
1200432,132.8,11.2,,156.4,237.0
1200433,71.6,336.3,391.6,480.1,358.5
1200434,165.2,481.1,138.5,100.2,123.8
1200435,303.3,242.1,145.8,446.2,475.4
1200436,158.6,120.6,115.3,148.2,178.9
1200437,384.8,291.9,352.2,246.4,254.4
1200438,256.8,217.8,371.4,319.6,41.6
1200439,464.8,465.3,233.0,312.6,225.7
1200440,284.0,191.0,380.9,462.3,310.9
1200441,395.4,134.1,140.2,143.1,384.1
1200442,281.2,141.9,106.9,157.4,338.4
1200443,453.2,405.2,203.3,76.2,217.4
1200444,212.0,17.7,474.0,93.3,460.4
1200445,147.0,81.1,102.8,242.0,240.9
1200446,337.3,214.4,250.5,480.1,453.6
1200447,290.0,351.5,357.6,314.6,255.0
1200448,87.6,98.7,337.2,133.6,240.2
1200449,288.8,52.1,217.2,107.8,21.9
1200450,94.3,454.4,58.0,60.8,14.0
1200451,483.7,484.6,397.9,391.5,178.1
1200452,448.2,329.5,437.5,62.6,57.7
1200453,367.3,77.1,87.1,120.6,21.6
1200454,347.9,185.6,310.0,434.8,230.5
1200455,385.6,169.0,52.1,230.0,270.8
1200456,282.2,99.0,117.7,407.8,476.2
1200457,430.6,257.0,140.0,416.6,175.3
1200458,219.9,197.9,157.8,370.6,436.0
1200459,140.4,60.0,208.6,94.2,481.7
1200460,290.3,18.4,421.0,303.0,184.1
1200461,295.9,290.6,195.2,59.5,144.7
1200462,479.2,118.7,383.7,422.0,494.9
1200463,87.7,183.8,96.2,150.6,374.4
1200464,245.7,363.8,,65.0,208.3
1200465,162.1,79.2,160.4,320.6,153.8
1200466,362.3,371.5,130.5,381.4,269.8
1200467,314.7,247.4,73.2,295.7,447.7
1200468,49.8,252.8,13.2,55.8,73.5
1200469,146.3,202.1,266.9,194.5,355.7
1200470,294.6,342.2,144.6,83.2,11.7
1200471,391.2,132.8,39.4,112.3,40.3
1200472,177.5,120.0,215.3,269.9,403.0
1200473,240.2,328.6,90.6,131.7,114.7
1200474,20.6,419.9,309.0,348.5,429.3
1200475,166.0,71.1,399.9,139.7,369.6
1200476,404.6,59.1,49.8,189.0,440.1
1200477,239.9,50.6,295.2,229.1,495.1
1200478,444.4,400.4,15.8,464.9,474.8
1200479,286.4,198.2,180.1,172.6,106.5
1200480,285.6,17.4,69.7,198.6,344.3
1200481,74.1,11.9,364.6,475.4,476.4
1200482,404.0,223.3,252.1,13.7,319.2
1200483,89.6,410.1,364.1,370.5,14.7
1200484,37.2,362.2,283.8,254.0,455.4
1200485,16.2,199.9,368.5,459.1,20.0
1200486,310.5,438.9,101.8,40.9,405.3
1200487,111.4,181.4,80.1,59.2,210.5
1200488,125.6,383.6,133.4,370.0,236.9
1200489,78.5,67.1,458.4,128.6,415.0
1200490,201.7,359.9,466.5,169.1,157.2
1200491,174.2,419.2,57.1,203.4,227.4
1200492,370.4,475.8,146.6,303.1,307.5
1200493,446.7,233.9,390.2,144.4,490.5
1200494,474.7,125.3,221.5,27.7,252.4
1200495,359.1,250.0,135.4,18.5,366.3
1200496,97.2,143.8,492.3,131.4,499.0
1200497,91.4,113.7,169.5,51.0,400.5
1200498,331.8,124.4,440.2,492.2,80.1
1200499,220.0,159.5,262.5,101.9,121.2
1200500,252.3,274.4,369.2,332.5,296.8
1200501,137.5,226.0,474.2,109.3,258.1
1200502,64.8,209.0,259.2,478.0,141.9
1200503,236.0,298.7,173.5,321.4,64.5
1200504,491.9,22.6,189.3,123.5,272.5
1200505,267.5,36.6,275.3,268.7,461.5
1200506,415.1,412.3,151.3,355.7,433.5
1200507,410.8,224.9,407.3,108.1,206.5
1200508,251.6,117.4,321.8,202.0,112.9
1200509,135.3,23.7,476.8,190.5,286.3
1200510,322.7,130.1,334.5,336.0,499.9
1200511,232.1,52.7,309.9,243.4,313.9
1200512,260.6,300.6,79.7,62.5,228.9
1200513,301.4,189.9,31.8,497.8,496.0
1200514,347.6,286.0,245.8,35.0,283.6
1200515,408.1,440.0,239.4,415.1,312.2
1200516,444.8,144.3,23.9,38.7,236.3
1200517,77.7,107.5,380.0,373.4,166.2
1200518,92.7,160.9,354.9,128.5,120.2
1200519,114.1,316.4,76.0,27.2,469.3
1200520,198.4,474.0,364.2,29.4,129.4
1200521,79.3,330.1,296.2,249.7,495.8
1200522,400.3,329.9,329.5,398.7,496.4
1200523,291.1,362.6,190.6,293.5,313.7
1200524,454.5,377.7,413.4,196.3,425.9
1200525,254.1,472.5,208.3,459.6,472.7
1200526,239.0,33.4,499.6,257.3,95.5
1200527,122.4,237.8,474.8,339.7,97.6
1200528,214.2,435.0,316.7,54.9,438.6
1200529,159.0,414.1,45.7,345.1,322.0
1200530,150.4,412.7,424.2,88.2,18.7
1200531,376.1,218.6,225.6,497.5,208.5
1200532,34.0,384.8,10.4,320.4,116.1
1200533,168.4,339.7,232.3,219.3,357.6
1200534,174.7,191.8,127.1,293.0,406.1
1200535,281.3,217.9,402.6,424.6,106.9
1200536,300.1,143.9,416.2,17.2,184.7
1200537,117.3,55.2,23.3,244.7,315.3
1200538,193.2,386.9,261.1,439.0,142.9
1200539,211.0,327.6,35.5,362.5,299.5
1200540,320.3,172.6,476.4,107.6,232.7
1200541,297.3,220.5,459.0,200.0,141.1
1200542,304.7,129.6,218.8,246.9,194.6
1200543,439.0,172.6,457.2,450.4,326.1
1200544,135.8,245.8,412.8,457.2,60.6
1200545,43.9,316.7,414.8,316.2,44.1
1200546,350.9,113.9,327.1,335.7,177.8
1200547,400.8,161.4,312.7,450.4,81.8
1200548,68.4,212.5,70.8,325.5,156.7
1200549,482.8,351.4,369.9,426.3,401.6
1200550,108.3,436.7,383.4,29.7,195.1
1200551,210.0,36.3,387.6,219.2,95.5
1200552,130.9,388.1,233.8,120.8,95.4
1200553,356.3,397.9,176.0,338.5,290.8
1200554,74.5,243.6,307.3,396.8,95.9
1200555,329.9,449.0,364.5,302.7,153.2
1200556,29.2,99.7,427.7,272.7,143.0
1200557,155.8,408.5,79.5,152.9,66.6
1200558,164.6,230.4,441.0,16.1,27.7
1200559,392.2,375.5,188.6,403.7,271.6
1200560,407.6,315.6,101.1,241.2,164.5
1200561,90.6,180.3,443.9,242.5,187.0
1200562,488.4,103.1,236.2,214.8,479.1
1200563,476.3,261.0,190.7,278.6,478.0
1200564,383.1,230.0,45.5,457.3,347.3
1200565,169.4,91.8,408.9,145.0,340.0
1200566,169.5,341.1,175.3,168.8,244.9
1200567,264.1,125.1,194.7,394.3,319.0
1200568,302.4,413.3,24.9,55.7,267.0
1200569,224.7,35.3,214.5,455.6,385.0
1200570,475.1,113.9,449.1,35.1,403.3
1200571,353.7,57.0,250.2,404.3,199.9
1200572,182.4,75.3,408.2,94.4,397.0
1200573,474.3,223.9,185.5,325.9,482.0
1200574,124.7,63.1,465.0,235.0,250.3
1200575,400.1,141.1,489.1,392.2,422.9
1200576,457.3,246.5,444.4,117.6,287.6
1200577,99.1,242.5,401.7,18.3,243.5
1200578,360.8,158.2,273.8,245.9,41.3
1200579,35.6,115.4,17.1,463.9,371.1
1200580,59.8,308.4,358.3,51.7,46.4
