ReviewID,CourseCategory,Rating,ReviewText_Words,HelpfulVotes,Recommend
650211,Design,5,24.0,4,Yes
650212,Marketing,4,141.0,38,Yes
650213,Business,5,148.0,30,Yes
650214,Design,5,86.0,2,Yes
650215,IT & Software,4,5.0,2,Yes
650216,Marketing,4,60.0,3,Yes
650217,IT & Software,5,112.0,4,Yes
650218,Design,4,32.0,0,Yes
650219,Design,5,37.0,7,Yes
650220,IT & Software,3,116.0,0,No
650221,Development,4,75.0,0,Yes
650222,Business,4,170.0,14,Yes
650223,Development,5,70.0,7,Yes
650224,Marketing,4,17.0,0,Yes
650225,IT & Software,4,9.0,2,Yes
650226,Development,4,28.0,2,Yes
650227,Development,4,59.0,2,Yes
650228,Marketing,5,91.0,3,Yes
650229,Design,4,22.0,1,Yes
650230,Business,5,27.0,5,Yes
650231,Design,3,19.0,6,No
650232,IT & Software,1,168.0,26,No
650233,IT & Software,4,92.0,4,Yes
650234,Design,3,96.0,4,No
650235,Business,4,134.0,11,Yes
650236,Development,3,12.0,3,No
650237,Marketing,5,5.0,6,Yes
650238,Marketing,5,94.0,4,Yes
650239,Design,3,110.0,0,No
650240,IT & Software,4,37.0,5,Yes
650241,Business,5,102.0,6,Yes
650242,IT & Software,4,36.0,1,Yes
650243,IT & Software,3,84.0,1,No
650244,Development,5,36.0,1,Yes
650245,Development,5,50.0,0,Yes
650246,IT & Software,5,100.0,5,Yes
650247,Marketing,4,46.0,1,Yes
650248,Business,5,67.0,7,Yes
650249,Business,4,74.0,3,Yes
650250,Business,5,70.0,6,Yes
650251,IT & Software,5,81.0,0,Yes
650252,Marketing,3,33.0,0,No
650253,Business,4,192.0,47,Yes
650254,Design,4,104.0,5,Yes
650255,Business,4,91.0,3,Yes
650256,Business,5,66.0,5,Yes
650257,Business,5,108.0,1,Yes
650258,Design,3,42.0,2,No
650259,Marketing,4,132.0,14,Yes
650260,Marketing,4,75.0,7,Yes
650261,Marketing,5,93.0,2,Yes
650262,Business,3,91.0,0,No
650263,Development,5,31.0,1,Yes
650264,Business,2,246.0,17,No
650265,Business,4,27.0,6,Yes
650266,Design,4,,6,Yes
650267,Marketing,3,135.0,9,No
650268,Marketing,5,5.0,4,Yes
650269,Marketing,1,158.0,41,No
650270,IT & Software,3,91.0,2,No
650271,Business,4,35.0,4,Yes
650272,Business,5,125.0,21,Yes
650273,IT & Software,5,127.0,9,Yes
650274,Design,5,151.0,38,Yes
650275,Design,4,120.0,7,Yes
650276,Development,5,149.0,16,Yes
650277,Development,2,245.0,34,No
650278,Design,5,60.0,7,Yes
650279,Design,5,77.0,3,Yes
650280,Marketing,5,53.0,4,Yes
650281,Business,1,230.0,33,No
650282,Marketing,2,266.0,48,No
650283,Marketing,1,170.0,32,No
650284,Design,4,112.0,4,Yes
650285,Marketing,4,82.0,3,Yes
650286,IT & Software,5,51.0,3,Yes
650287,Marketing,4,75.0,1,Yes
650288,Development,4,101.0,6,Yes
650289,Marketing,4,69.0,1,Yes
650290,Business,5,133.0,16,Yes
650291,Business,5,106.0,4,Yes
650292,Design,2,178.0,35,No
650293,IT & Software,5,105.0,4,Yes
650294,Development,5,64.0,5,Yes
650295,Business,4,63.0,1,Yes
650296,IT & Software,5,137.0,28,Yes
650297,Design,5,40.0,6,Yes
650298,Business,3,94.0,2,No
650299,Development,4,131.0,7,Yes
650300,IT & Software,3,113.0,4,No
650301,Business,5,74.0,2,Yes
650302,Design,5,69.0,0,Yes
650303,IT & Software,4,91.0,6,Yes
650304,Development,5,143.0,18,Yes
650305,IT & Software,5,28.0,7,Yes
650306,Development,5,,5,Yes
650307,Marketing,3,86.0,1,No
650308,Development,4,67.0,2,Yes
650309,Marketing,5,68.0,7,Yes
650310,Development,4,13.0,1,Yes
650311,IT & Software,4,146.0,46,Yes
650312,Development,5,23.0,1,Yes
650313,Design,2,198.0,49,No
650314,Business,3,60.0,7,No
650315,IT & Software,4,,5,Yes
650316,Development,4,50.0,1,Yes
650317,Design,5,49.0,0,Yes
650318,Design,4,75.0,1,Yes
650319,IT & Software,5,77.0,2,Yes
650320,Development,5,98.0,3,Yes
650321,Marketing,5,57.0,2,Yes
650322,IT & Software,4,76.0,1,Yes
650323,Marketing,5,168.0,15,Yes
650324,Business,5,50.0,1,Yes
650325,Design,4,181.0,38,Yes
650326,Marketing,4,108.0,0,Yes
650327,Development,4,78.0,2,Yes
650328,Marketing,4,70.0,2,Yes
650329,IT & Software,5,89.0,7,Yes
650330,Development,4,18.0,4,Yes
650331,Development,4,70.0,3,Yes
650332,Design,5,72.0,1,Yes
650333,Development,3,96.0,5,No
650334,Marketing,3,110.0,0,No
650335,Marketing,5,5.0,7,Yes
650336,Development,3,99.0,6,No
650337,IT & Software,3,103.0,0,No
650338,Design,5,113.0,6,Yes
650339,Marketing,4,19.0,6,Yes
650340,IT & Software,4,35.0,4,Yes
650341,Marketing,5,32.0,2,Yes
650342,IT & Software,5,44.0,6,Yes
650343,IT & Software,3,94.0,5,No
650344,Development,3,25.0,6,No
650345,Design,2,211.0,15,No
650346,Development,5,5.0,5,Yes
650347,IT & Software,4,80.0,2,Yes
650348,Development,1,221.0,40,No
650349,Business,5,66.0,2,Yes
650350,Business,4,110.0,2,Yes
650351,Design,4,74.0,3,Yes
650352,Design,3,30.0,0,No
650353,Business,4,22.0,7,Yes
650354,Business,5,92.0,7,Yes
650355,IT & Software,4,47.0,4,Yes
650356,Business,4,92.0,7,Yes
650357,Business,4,88.0,3,Yes
650358,IT & Software,4,16.0,2,Yes
650359,Design,5,19.0,1,Yes
650360,Marketing,4,107.0,2,Yes
650361,Development,5,112.0,6,Yes
650362,IT & Software,3,90.0,0,No
650363,Marketing,5,53.0,1,Yes
650364,Marketing,1,206.0,7,No
650365,IT & Software,5,106.0,3,Yes
650366,Marketing,5,74.0,7,Yes
650367,Development,5,117.0,3,Yes
650368,Design,5,86.0,2,Yes
650369,Development,5,103.0,4,Yes
650370,Marketing,3,6.0,7,No
650371,Design,5,5.0,1,Yes
650372,Design,2,183.0,41,No
650373,Business,5,107.0,1,Yes
650374,Development,5,49.0,4,Yes
650375,Design,5,80.0,3,Yes
650376,Development,5,95.0,0,Yes
650377,Marketing,5,5.0,4,Yes
650378,Development,5,73.0,0,Yes
650379,Development,3,164.0,35,No
650380,Marketing,5,26.0,7,Yes
650381,Business,3,81.0,1,No
650382,Design,5,67.0,5,Yes
650383,IT & Software,4,43.0,5,Yes
650384,Design,3,58.0,6,No
650385,Business,4,99.0,1,Yes
650386,Development,5,79.0,0,Yes
650387,Development,3,105.0,4,No
650388,Business,5,32.0,3,Yes
650389,Design,5,129.0,7,Yes
650390,Marketing,4,132.0,44,Yes
650391,Marketing,5,36.0,0,Yes
650392,Business,5,5.0,3,Yes
650393,Marketing,4,133.0,49,Yes
650394,IT & Software,2,298.0,23,No
650395,Development,4,49.0,3,Yes
650396,Design,4,98.0,2,Yes
650397,Design,5,29.0,3,Yes
650398,Development,5,71.0,3,Yes
650399,IT & Software,4,160.0,13,Yes
650400,Design,5,19.0,0,Yes
650401,Marketing,5,31.0,4,Yes
650402,IT & Software,4,68.0,6,Yes
650403,IT & Software,4,128.0,19,Yes
650404,IT & Software,3,86.0,2,No
650405,IT & Software,2,218.0,27,No
650406,Development,5,50.0,7,Yes
650407,Business,4,83.0,5,Yes
650408,Design,1,186.0,41,No
650409,Marketing,4,130.0,12,Yes
650410,Business,4,74.0,2,Yes
650411,Business,3,35.0,2,No
650412,Development,4,128.0,28,Yes
650413,IT & Software,4,46.0,1,Yes
650414,IT & Software,4,39.0,2,Yes
650415,Development,4,104.0,7,Yes
650416,Business,4,80.0,4,Yes
650417,IT & Software,5,57.0,7,Yes
650418,Design,3,65.0,7,No
650419,Marketing,4,115.0,2,Yes
650420,Marketing,3,129.0,35,No
650421,Design,3,89.0,1,No
650422,Development,5,118.0,4,Yes
650423,Development,5,88.0,2,Yes
650424,Development,4,64.0,3,Yes
650425,Design,5,104.0,0,Yes
650426,Design,5,46.0,5,Yes
650427,Development,4,83.0,3,Yes
650428,Business,5,128.0,20,Yes
650429,Design,3,61.0,5,No
650430,Business,1,193.0,12,No
650431,Business,3,28.0,6,No
650432,Marketing,4,71.0,3,Yes
650433,IT & Software,5,120.0,7,Yes
650434,Design,5,55.0,1,Yes
650435,Design,5,155.0,40,Yes
650436,Marketing,5,107.0,4,Yes
650437,IT & Software,2,269.0,29,No
650438,Business,5,95.0,7,Yes
650439,Marketing,5,85.0,1,Yes
650440,Design,5,31.0,0,Yes
650441,IT & Software,3,120.0,1,No
650442,Development,4,51.0,7,Yes
650443,Design,4,81.0,2,Yes
650444,Development,4,65.0,2,Yes
650445,Marketing,4,76.0,4,Yes
650446,Business,3,65.0,3,No
650447,Design,5,5.0,7,Yes
650448,Marketing,5,12.0,5,Yes
650449,IT & Software,4,46.0,3,Yes
650450,Development,5,98.0,2,Yes
650451,IT & Software,4,167.0,46,Yes
650452,Marketing,4,5.0,3,Yes
650453,Business,4,68.0,0,Yes
650454,IT & Software,5,79.0,2,Yes
650455,IT & Software,2,187.0,29,No
650456,Business,3,109.0,1,No
650457,IT & Software,4,,4,Yes
650458,Design,4,84.0,3,Yes
650459,Design,4,5.0,0,Yes
650460,IT & Software,5,75.0,1,Yes
650461,Design,5,14.0,4,Yes
650462,Development,5,137.0,41,Yes
650463,IT & Software,4,117.0,6,Yes
650464,Business,2,233.0,42,No
650465,Business,5,76.0,7,Yes
650466,Development,2,136.0,15,No
650467,Marketing,4,123.0,14,Yes
650468,Marketing,5,50.0,4,Yes
650469,Design,3,95.0,6,No
650470,Marketing,4,89.0,1,Yes
650471,Business,4,64.0,6,Yes
650472,Development,4,87.0,4,Yes
650473,IT & Software,5,79.0,2,Yes
650474,Business,5,113.0,6,Yes
650475,Design,5,56.0,6,Yes
650476,Business,5,135.0,28,Yes
650477,Development,4,61.0,5,Yes
650478,Development,4,33.0,1,Yes
650479,Business,2,161.0,21,No
650480,Business,5,104.0,6,Yes
650481,IT & Software,5,106.0,0,Yes
650482,Marketing,4,64.0,6,Yes
650483,Marketing,5,103.0,0,Yes
650484,Design,3,32.0,2,No
650485,Business,4,33.0,4,Yes
650486,Design,5,49.0,6,Yes
650487,Design,5,86.0,7,Yes
650488,Business,3,12.0,6,No
650489,Development,5,61.0,2,Yes
650490,Development,5,86.0,6,Yes
650491,Business,4,125.0,38,Yes
650492,Business,4,55.0,4,Yes
650493,Business,5,23.0,4,Yes
650494,Marketing,5,,3,Yes
650495,Business,4,65.0,2,Yes
650496,Design,4,56.0,1,Yes
650497,IT & Software,4,133.0,15,Yes
650498,Business,2,242.0,12,No
650499,Business,1,201.0,34,No
650500,Business,5,92.0,4,Yes
650501,IT & Software,5,39.0,3,Yes
650502,Development,5,49.0,7,Yes
650503,IT & Software,5,87.0,5,Yes
650504,Marketing,5,24.0,2,Yes
650505,Business,2,162.0,11,No
650506,Marketing,4,71.0,7,Yes
650507,Business,5,117.0,3,Yes
650508,Marketing,2,169.0,11,No
650509,Design,3,102.0,6,No
650510,Design,4,28.0,4,Yes
650511,Design,3,104.0,5,No
650512,IT & Software,5,139.0,47,Yes
650513,Business,5,55.0,0,Yes
650514,IT & Software,5,121.0,36,Yes
650515,Business,4,142.0,33,Yes
650516,Development,2,186.0,35,No
650517,Design,4,59.0,2,Yes
650518,Development,2,196.0,36,No
650519,Development,5,74.0,5,Yes
650520,Marketing,2,252.0,26,No
650521,IT & Software,4,125.0,49,Yes
650522,Design,2,217.0,24,No
650523,Development,4,103.0,0,Yes
650524,Business,4,149.0,34,Yes
650525,Marketing,2,159.0,9,No
650526,Business,5,149.0,6,Yes
650527,Business,4,81.0,1,Yes
650528,Marketing,5,91.0,1,Yes
650529,Design,4,95.0,0,Yes
650530,Marketing,3,128.0,26,No
650531,Marketing,4,54.0,1,Yes
650532,Marketing,5,117.0,5,Yes
650533,Development,5,68.0,4,Yes
650534,IT & Software,4,105.0,6,Yes
650535,IT & Software,3,62.0,3,No
650536,Business,5,51.0,1,Yes
650537,Development,3,92.0,6,No
650538,Marketing,4,141.0,10,Yes
650539,Business,3,50.0,5,No
650540,Business,5,49.0,7,Yes
650541,Development,2,257.0,40,No
650542,Development,4,19.0,6,Yes
650543,Business,5,43.0,2,Yes
650544,Marketing,5,95.0,1,Yes
650545,Business,4,69.0,3,Yes
650546,Development,4,77.0,2,Yes
650547,IT & Software,5,98.0,2,Yes
650548,Development,4,21.0,6,Yes
650549,IT & Software,4,99.0,2,Yes
650550,IT & Software,3,84.0,0,No
650551,IT & Software,4,83.0,1,Yes
650552,Marketing,5,98.0,3,Yes
650553,IT & Software,4,42.0,1,Yes
650554,Business,3,117.0,3,No
650555,Development,4,64.0,0,Yes
650556,Design,5,66.0,3,Yes
650557,IT & Software,5,60.0,5,Yes
650558,Development,5,128.0,32,Yes
650559,Marketing,5,95.0,7,Yes
650560,Design,5,,5,Yes
650561,Business,4,37.0,6,Yes
650562,Development,4,40.0,6,Yes
650563,IT & Software,3,115.0,5,No
650564,Design,2,180.0,36,No
650565,Design,5,73.0,5,Yes
650566,IT & Software,4,112.0,4,Yes
650567,Marketing,3,97.0,5,No
650568,IT & Software,5,119.0,6,Yes
650569,IT & Software,3,55.0,2,No
650570,Business,3,166.0,13,No
650571,Design,5,71.0,7,Yes
650572,Development,4,57.0,3,Yes
650573,Business,5,49.0,5,Yes
650574,Design,5,90.0,7,Yes
650575,Business,3,55.0,4,No
650576,Marketing,4,65.0,0,Yes
650577,Development,2,203.0,11,No
650578,Business,5,9.0,1,Yes
650579,Business,4,27.0,1,Yes
650580,Development,2,137.0,19,No
650581,Business,5,104.0,7,Yes
650582,IT & Software,4,94.0,1,Yes
650583,IT & Software,5,57.0,1,Yes
650584,Marketing,5,123.0,18,Yes
650585,IT & Software,3,30.0,1,No
650586,Marketing,5,85.0,4,Yes
650587,Marketing,5,89.0,3,Yes
650588,Development,5,117.0,0,Yes
650589,IT & Software,5,133.0,29,Yes
650590,Design,4,129.0,30,Yes
650591,Business,5,76.0,7,Yes
650592,Development,4,107.0,0,Yes
650593,Marketing,3,28.0,4,No
650594,Business,5,179.0,13,Yes
650595,Design,5,46.0,6,Yes
650596,Marketing,5,32.0,4,Yes
650597,Design,3,99.0,3,No
650598,Development,5,79.0,0,Yes
650599,Design,3,36.0,4,No
650600,Marketing,4,71.0,4,Yes
650601,Business,4,94.0,1,Yes
650602,IT & Software,4,100.0,6,Yes
650603,Business,5,67.0,5,Yes
650604,IT & Software,4,84.0,4,Yes
650605,Business,5,59.0,2,Yes
650606,Marketing,5,54.0,5,Yes
650607,Design,4,122.0,31,Yes
650608,Marketing,5,18.0,2,Yes
650609,Development,4,138.0,29,Yes
650610,Marketing,1,178.0,40,No
650611,Development,2,114.0,7,No
650612,Business,3,19.0,2,No
650613,Design,5,109.0,6,Yes
650614,IT & Software,4,93.0,3,Yes
650615,Business,5,140.0,15,Yes
650616,Marketing,5,72.0,2,Yes
650617,Marketing,3,76.0,7,No
650618,Design,5,68.0,7,Yes
650619,IT & Software,2,172.0,15,No
650620,Design,5,13.0,5,Yes
650621,Business,1,204.0,49,No
650622,Business,4,33.0,4,Yes
650623,Design,2,189.0,29,No
650624,Design,3,,7,No
650625,IT & Software,3,5.0,7,No
650626,IT & Software,5,73.0,3,Yes
650627,Development,5,75.0,5,Yes
650628,Business,5,55.0,1,Yes
650629,Marketing,3,109.0,6,No
650630,Development,4,77.0,1,Yes
650631,Marketing,5,93.0,5,Yes
650632,Development,4,101.0,6,Yes
650633,IT & Software,5,105.0,4,Yes
650634,Design,5,140.0,45,Yes
650635,Marketing,5,105.0,2,Yes
650636,Development,5,65.0,7,Yes
650637,Development,5,63.0,5,Yes
650638,Design,5,99.0,0,Yes
650639,IT & Software,5,37.0,7,Yes
650640,Development,4,49.0,1,Yes
650641,Business,5,36.0,0,Yes
650642,Development,5,164.0,41,Yes
650643,Business,5,42.0,3,Yes
650644,IT & Software,4,99.0,7,Yes
650645,Development,3,59.0,0,No
650646,Development,5,99.0,7,Yes
650647,Business,5,55.0,2,Yes
650648,Design,1,177.0,5,No
650649,Development,4,68.0,3,Yes
650650,Development,5,173.0,35,Yes
650651,IT & Software,1,147.0,31,No
650652,Development,4,71.0,7,Yes
650653,Marketing,4,79.0,7,Yes
650654,Design,4,91.0,1,Yes
650655,Design,4,121.0,36,Yes
650656,Design,4,117.0,0,Yes
650657,Design,5,84.0,0,Yes
650658,Development,5,69.0,7,Yes
650659,Development,5,80.0,7,Yes
650660,Development,5,36.0,3,Yes
650661,Marketing,3,143.0,40,No
650662,Design,2,190.0,23,No
650663,IT & Software,5,47.0,5,Yes
650664,Development,4,95.0,5,Yes
650665,Marketing,3,142.0,20,No
650666,Business,4,39.0,4,Yes
650667,Business,5,87.0,1,Yes
650668,Business,4,,5,Yes
650669,IT & Software,4,132.0,27,Yes
650670,Design,4,131.0,43,Yes
650671,Design,4,72.0,3,Yes
650672,Business,4,92.0,6,Yes
650673,Design,5,,6,Yes
650674,IT & Software,5,134.0,48,Yes
650675,Design,3,114.0,7,No
650676,Development,4,127.0,49,Yes
650677,Development,4,61.0,3,Yes
650678,Design,3,33.0,3,No
650679,Design,3,103.0,7,No
650680,Development,4,47.0,6,Yes
650681,Design,5,123.0,34,Yes
650682,Business,4,83.0,3,Yes
650683,Business,5,78.0,5,Yes
650684,IT & Software,5,41.0,4,Yes
650685,Design,5,90.0,4,Yes
650686,IT & Software,5,67.0,6,Yes
650687,Marketing,4,38.0,1,Yes
650688,Development,5,31.0,4,Yes
650689,IT & Software,2,212.0,46,No
650690,Design,5,54.0,6,Yes
650691,Business,4,126.0,24,Yes
650692,Business,3,139.0,46,No
650693,Development,5,54.0,5,Yes
650694,Business,5,5.0,6,Yes
650695,Development,5,90.0,7,Yes
650696,Business,4,60.0,7,Yes
650697,IT & Software,4,35.0,0,Yes
650698,IT & Software,5,81.0,3,Yes
650699,Business,5,71.0,2,Yes
650700,Marketing,4,124.0,24,Yes
650701,Design,4,89.0,6,Yes
650702,IT & Software,4,92.0,2,Yes
650703,Design,5,62.0,0,Yes
650704,Marketing,3,43.0,2,No
650705,IT & Software,5,79.0,1,Yes
650706,IT & Software,4,107.0,5,Yes
650707,Business,5,46.0,1,Yes
650708,Development,4,114.0,6,Yes
650709,Business,5,46.0,1,Yes
650710,Development,4,57.0,5,Yes
650711,Design,3,74.0,0,No
650712,Business,5,81.0,1,Yes
650713,IT & Software,5,182.0,35,Yes
650714,Business,2,154.0,49,No
650715,Marketing,4,5.0,4,Yes
650716,Marketing,4,70.0,0,Yes
650717,Marketing,4,128.0,23,Yes
650718,IT & Software,2,191.0,32,No
650719,Development,4,11.0,2,Yes
650720,Development,5,72.0,5,Yes
650721,Business,5,52.0,2,Yes
650722,Business,3,180.0,44,No
650723,Development,5,64.0,0,Yes
650724,Development,5,118.0,5,Yes
650725,IT & Software,4,39.0,4,Yes
650726,Marketing,2,193.0,40,No
650727,Development,5,58.0,4,Yes
650728,Business,5,76.0,0,Yes
650729,Marketing,1,231.0,15,No
650730,Business,4,55.0,2,Yes
650731,IT & Software,1,166.0,40,No
650732,Business,5,129.0,8,Yes
650733,IT & Software,5,76.0,0,Yes
650734,Development,4,24.0,5,Yes
650735,Design,4,60.0,4,Yes
650736,IT & Software,1,201.0,6,No
650737,Business,5,29.0,3,Yes
650738,Development,5,83.0,7,Yes
650739,Design,2,232.0,13,No
650740,Marketing,5,16.0,3,Yes
650741,Development,4,35.0,3,Yes
650742,Design,4,63.0,4,Yes
650743,Marketing,5,50.0,0,Yes
650744,Design,5,86.0,5,Yes
650745,Business,5,111.0,2,Yes
650746,IT & Software,4,42.0,2,Yes
650747,Design,3,109.0,0,No
650748,Design,5,117.0,4,Yes
650749,Marketing,5,36.0,7,Yes
650750,IT & Software,3,146.0,21,No
650751,Marketing,4,103.0,2,Yes
650752,Business,4,39.0,5,Yes
650753,IT & Software,4,5.0,6,Yes
650754,Design,5,102.0,6,Yes
650755,Marketing,5,47.0,5,Yes
650756,IT & Software,4,82.0,5,Yes
