MovieID,Title,ReleaseYear,Genre,Runtime,AvgRating
90165,Movie Title 165,1996,Sci-Fi,108,2.92
90166,Movie Title 166,1982,Horror,134,2.54
90167,Movie Title 167,2011,Comedy,125,2.94
90168,Movie Title 168,1990,Action,100,3.47
90169,Movie Title 169,1999,Action,154,3.58
90170,Movie Title 170,1980,Drama,104,4.06
90171,Movie Title 171,2019,Drama,118,3.88
90172,Movie Title 172,2002,Drama,85,4.74
90173,Movie Title 173,1994,Drama,92,3.2
90174,Movie Title 174,1999,Action,89,3.63
90175,Movie Title 175,2002,Drama,115,4.48
90176,Movie Title 176,1983,Comedy,91,3.97
90177,Movie Title 177,2006,Action,116,3.4
90178,Movie Title 178,1997,Action,64,3.35
90179,Movie Title 179,2010,Sci-Fi,114,3.49
90180,Movie Title 180,2016,Sci-Fi,140,3.77
90181,Movie Title 181,1995,Horror,96,3.68
90182,Movie Title 182,2002,Action,127,3.09
90183,Movie Title 183,2007,Action,112,2.65
90184,Movie Title 184,2018,Action,95,3.33
90185,Movie Title 185,1988,Romance,102,3.52
90186,Movie Title 186,1988,Action,76,4.32
90187,Movie Title 187,2005,Drama,107,4.63
90188,Movie Title 188,2001,Drama,137,4.49
90189,Movie Title 189,1987,Action,136,3.14
90190,Movie Title 190,2005,Action,100,3.95
90191,Movie Title 191,1983,Comedy,96,2.56
90192,Movie Title 192,2007,Horror,144,3.63
90193,Movie Title 193,1993,Action,168,3.28
90194,Movie Title 194,2009,Comedy,113,4.15
90195,Movie Title 195,2000,Sci-Fi,100,3.76
90196,Movie Title 196,2013,Sci-Fi,108,3.99
90197,Movie Title 197,1985,Action,121,2.56
90198,Movie Title 198,2014,Horror,89,4.08
90199,Movie Title 199,2002,Comedy,111,2.61
90200,Movie Title 200,2023,Action,122,3.84
90201,Movie Title 201,2020,Action,105,4.08
90202,Movie Title 202,2004,Comedy,121,4.1
90203,Movie Title 203,2003,Horror,90,2.48
90204,Movie Title 204,1999,Comedy,98,3.11
90205,Movie Title 205,2013,Action,106,3.9
90206,Movie Title 206,1981,Horror,91,3.59
90207,Movie Title 207,1997,Drama,85,4.96
90208,Movie Title 208,2001,Action,116,2.44
90209,Movie Title 209,2000,Action,129,3.63
90210,Movie Title 210,2014,Sci-Fi,91,3.54
90211,Movie Title 211,2001,Drama,112,2.96
90212,Movie Title 212,2006,Comedy,121,3.53
90213,Movie Title 213,2019,Action,117,2.7
90214,Movie Title 214,2021,Horror,109,3.16
90215,Movie Title 215,2006,Romance,84,2.99
90216,Movie Title 216,1992,Drama,105,3.38
90217,Movie Title 217,2005,Horror,114,4.03
90218,Movie Title 218,2023,Action,126,3.57
90219,Movie Title 219,1997,Comedy,93,4.22
90220,Movie Title 220,1998,Drama,116,4.43
90221,Movie Title 221,1997,Action,144,3.17
90222,Movie Title 222,2018,Horror,117,3.6
90223,Movie Title 223,1984,Comedy,103,3.03
90224,Movie Title 224,2023,Comedy,126,2.27
90225,Movie Title 225,1980,Drama,100,4.03
90226,Movie Title 226,2022,Sci-Fi,159,4.04
90227,Movie Title 227,2017,Drama,158,3.46
90228,Movie Title 228,1989,Sci-Fi,121,2.65
90229,Movie Title 229,2009,Drama,96,3.95
90230,Movie Title 230,2005,Drama,65,4.25
90231,Movie Title 231,1995,Drama,130,3.69
90232,Movie Title 232,1998,Action,127,2.98
90233,Movie Title 233,2022,Comedy,115,3.09
90234,Movie Title 234,1983,Action,108,3.0
90235,Movie Title 235,1983,Sci-Fi,118,2.88
90236,Movie Title 236,2014,Drama,106,3.81
90237,Movie Title 237,2022,Horror,85,2.57
90238,Movie Title 238,1987,Action,141,3.59
90239,Movie Title 239,2005,Drama,87,4.78
90240,Movie Title 240,2022,Action,122,2.59
90241,Movie Title 241,2002,Comedy,102,2.61
90242,Movie Title 242,2010,Drama,110,3.0
90243,Movie Title 243,1994,Sci-Fi,83,4.38
90244,Movie Title 244,2013,Drama,143,3.95
90245,Movie Title 245,2015,Drama,124,3.49
90246,Movie Title 246,2003,Drama,106,3.4
90247,Movie Title 247,2005,Romance,107,3.75
90248,Movie Title 248,1985,Sci-Fi,142,2.62
90249,Movie Title 249,2012,Action,128,2.25
90250,Movie Title 250,1989,Horror,111,4.5
90251,Movie Title 251,2017,Horror,122,4.03
90252,Movie Title 252,1995,Action,137,3.69
90253,Movie Title 253,1991,Comedy,99,3.68
90254,Movie Title 254,2020,Drama,118,4.15
90255,Movie Title 255,2012,Action,122,2.78
90256,Movie Title 256,2020,Romance,102,2.26
90257,Movie Title 257,2015,Romance,83,4.12
90258,Movie Title 258,1995,Horror,116,3.58
90259,Movie Title 259,2006,Drama,113,3.18
90260,Movie Title 260,2014,Action,105,2.79
90261,Movie Title 261,2012,Drama,131,4.62
90262,Movie Title 262,2000,Drama,86,3.24
90263,Movie Title 263,1993,Action,123,4.39
90264,Movie Title 264,2011,Action,131,3.34
90265,Movie Title 265,2001,Action,137,4.16
90266,Movie Title 266,2019,Comedy,132,4.04
90267,Movie Title 267,2009,Drama,60,4.39
90268,Movie Title 268,2020,Action,116,2.46
90269,Movie Title 269,2020,Horror,127,3.25
90270,Movie Title 270,1988,Drama,111,5.0
90271,Movie Title 271,2002,Action,106,4.13
90272,Movie Title 272,2000,Action,86,2.56
90273,Movie Title 273,1992,Action,98,4.47
90274,Movie Title 274,1984,Drama,93,3.46
90275,Movie Title 275,2022,Comedy,82,3.86
90276,Movie Title 276,2020,Horror,134,3.82
90277,Movie Title 277,1991,Drama,103,3.57
90278,Movie Title 278,1982,Horror,116,2.79
90279,Movie Title 279,2021,Comedy,122,3.66
90280,Movie Title 280,2016,Sci-Fi,96,2.75
90281,Movie Title 281,2001,Drama,92,3.47
90282,Movie Title 282,1993,Romance,123,4.43
90283,Movie Title 283,1991,Action,118,3.05
90284,Movie Title 284,2012,Horror,124,2.91
90285,Movie Title 285,2007,Action,142,3.22
90286,Movie Title 286,1982,Romance,100,3.05
90287,Movie Title 287,2001,Comedy,137,4.18
90288,Movie Title 288,1982,Comedy,120,2.95
90289,Movie Title 289,1994,Drama,145,4.49
90290,Movie Title 290,2009,Sci-Fi,110,3.26
90291,Movie Title 291,1983,Drama,105,4.25
90292,Movie Title 292,2016,Drama,95,4.27
90293,Movie Title 293,1985,Action,128,4.04
90294,Movie Title 294,2023,Action,78,
90295,Movie Title 295,1997,Horror,114,3.16
90296,Movie Title 296,2010,Horror,103,2.45
90297,Movie Title 297,1985,Comedy,95,4.09
90298,Movie Title 298,1981,Horror,91,4.12
90299,Movie Title 299,2003,Drama,138,4.41
90300,Movie Title 300,1987,Sci-Fi,111,3.63
90301,Movie Title 301,2014,Comedy,88,2.76
90302,Movie Title 302,2018,Action,134,2.67
90303,Movie Title 303,1995,Action,114,
90304,Movie Title 304,1992,Romance,98,3.04
90305,Movie Title 305,2004,Drama,62,3.87
90306,Movie Title 306,2012,Drama,104,3.76
90307,Movie Title 307,1989,Drama,109,3.75
90308,Movie Title 308,1987,Drama,104,5.0
90309,Movie Title 309,2001,Comedy,115,2.65
90310,Movie Title 310,1996,Comedy,123,2.9
90311,Movie Title 311,1987,Romance,135,3.5
90312,Movie Title 312,1984,Comedy,113,3.34
90313,Movie Title 313,1990,Action,92,3.5
90314,Movie Title 314,2001,Action,79,2.82
90315,Movie Title 315,2000,Romance,118,2.56
90316,Movie Title 316,1994,Action,65,4.32
90317,Movie Title 317,1990,Comedy,112,2.64
90318,Movie Title 318,2007,Comedy,101,4.1
90319,Movie Title 319,2004,Action,94,3.31
90320,Movie Title 320,2021,Sci-Fi,81,3.79
90321,Movie Title 321,2013,Comedy,135,3.06
90322,Movie Title 322,1985,Sci-Fi,123,2.88
90323,Movie Title 323,2017,Drama,122,4.44
90324,Movie Title 324,2000,Drama,118,3.2
90325,Movie Title 325,1988,Horror,113,2.63
90326,Movie Title 326,1983,Sci-Fi,101,2.52
90327,Movie Title 327,1990,Comedy,102,3.19
90328,Movie Title 328,2013,Comedy,120,3.28
90329,Movie Title 329,2011,Action,98,3.13
90330,Movie Title 330,1999,Action,135,4.45
90331,Movie Title 331,1981,Romance,114,3.6
90332,Movie Title 332,2013,Drama,125,2.92
90333,Movie Title 333,1981,Drama,116,3.24
90334,Movie Title 334,2018,Sci-Fi,137,3.99
90335,Movie Title 335,1982,Drama,124,3.28
90336,Movie Title 336,1984,Drama,100,4.69
90337,Movie Title 337,1984,Action,108,2.91
90338,Movie Title 338,1980,Romance,134,3.06
90339,Movie Title 339,1983,Action,111,2.54
90340,Movie Title 340,1985,Comedy,128,3.42
90341,Movie Title 341,2017,Comedy,105,3.47
90342,Movie Title 342,1996,Romance,88,2.7
90343,Movie Title 343,1995,Comedy,114,4.11
90344,Movie Title 344,1985,Sci-Fi,106,3.15
90345,Movie Title 345,1998,Comedy,120,4.19
90346,Movie Title 346,2016,Romance,111,3.69
90347,Movie Title 347,2004,Comedy,116,2.27
90348,Movie Title 348,2006,Drama,88,4.13
90349,Movie Title 349,1993,Drama,114,3.84
90350,Movie Title 350,1992,Action,145,2.74
90351,Movie Title 351,1995,Action,110,4.06
90352,Movie Title 352,2007,Drama,108,3.59
90353,Movie Title 353,2020,Sci-Fi,103,2.89
90354,Movie Title 354,2003,Comedy,119,4.05
90355,Movie Title 355,1990,Action,133,3.4
90356,Movie Title 356,2012,Action,92,3.43
90357,Movie Title 357,1982,Drama,95,5.0
90358,Movie Title 358,2011,Action,105,4.05
90359,Movie Title 359,1982,Comedy,113,2.7
90360,Movie Title 360,2005,Comedy,124,3.99
90361,Movie Title 361,2010,Drama,139,3.96
90362,Movie Title 362,2001,Drama,146,3.88
90363,Movie Title 363,1997,Drama,84,4.48
90364,Movie Title 364,2008,Comedy,93,3.35
90365,Movie Title 365,1997,Action,92,3.87
90366,Movie Title 366,2017,Action,109,3.68
90367,Movie Title 367,2011,Comedy,111,3.7
90368,Movie Title 368,1987,Sci-Fi,107,4.21
90369,Movie Title 369,2005,Action,131,2.66
90370,Movie Title 370,1983,Drama,97,4.08
90371,Movie Title 371,1998,Action,132,2.56
90372,Movie Title 372,1985,Drama,89,3.89
90373,Movie Title 373,2009,Action,106,3.59
90374,Movie Title 374,2003,Drama,88,4.45
90375,Movie Title 375,1980,Drama,98,3.12
90376,Movie Title 376,2021,Horror,125,2.35
90377,Movie Title 377,1984,Sci-Fi,115,3.88
90378,Movie Title 378,1985,Comedy,163,3.67
90379,Movie Title 379,2013,Romance,107,2.59
90380,Movie Title 380,2016,Action,125,4.12
90381,Movie Title 381,2018,Comedy,81,2.3
90382,Movie Title 382,1983,Sci-Fi,119,2.88
90383,Movie Title 383,2023,Sci-Fi,103,3.11
90384,Movie Title 384,1998,Horror,87,2.64
90385,Movie Title 385,2018,Drama,100,3.32
90386,Movie Title 386,2019,Comedy,120,3.02
90387,Movie Title 387,2007,Drama,132,3.18
90388,Movie Title 388,2023,Sci-Fi,102,2.23
90389,Movie Title 389,1999,Sci-Fi,99,2.91
90390,Movie Title 390,1989,Action,122,4.03
90391,Movie Title 391,1990,Comedy,127,2.86
90392,Movie Title 392,2022,Comedy,125,3.59
90393,Movie Title 393,1984,Action,107,2.75
90394,Movie Title 394,1980,Sci-Fi,106,4.06
90395,Movie Title 395,2004,Horror,85,2.92
90396,Movie Title 396,1980,Comedy,82,2.61
90397,Movie Title 397,1989,Sci-Fi,89,3.93
90398,Movie Title 398,1998,Comedy,95,2.58
90399,Movie Title 399,1983,Sci-Fi,130,4.06
90400,Movie Title 400,1992,Drama,92,4.98
90401,Movie Title 401,1995,Action,120,4.33
90402,Movie Title 402,2020,Romance,106,3.79
90403,Movie Title 403,1987,Action,81,4.07
90404,Movie Title 404,1987,Drama,98,3.26
90405,Movie Title 405,2006,Action,67,2.73
90406,Movie Title 406,2001,Action,117,2.53
90407,Movie Title 407,2020,Action,126,4.02
90408,Movie Title 408,2001,Drama,128,2.85
90409,Movie Title 409,2021,Horror,114,3.71
90410,Movie Title 410,1981,Sci-Fi,99,2.63
90411,Movie Title 411,2019,Drama,60,4.4
90412,Movie Title 412,1983,Drama,105,5.0
90413,Movie Title 413,1984,Comedy,112,3.44
90414,Movie Title 414,2007,Sci-Fi,134,2.47
90415,Movie Title 415,1991,Drama,112,4.93
90416,Movie Title 416,2009,Drama,97,3.26
90417,Movie Title 417,2010,Drama,67,3.02
90418,Movie Title 418,1995,Comedy,117,3.22
90419,Movie Title 419,1994,Romance,136,4.29
90420,Movie Title 420,2006,Drama,113,4.22
90421,Movie Title 421,1988,Romance,70,3.01
90422,Movie Title 422,1996,Comedy,89,4.17
90423,Movie Title 423,2013,Comedy,83,3.65
90424,Movie Title 424,1999,Drama,85,4.12
90425,Movie Title 425,2014,Sci-Fi,106,3.07
90426,Movie Title 426,1994,Action,117,3.87
90427,Movie Title 427,2004,Comedy,118,2.74
90428,Movie Title 428,1981,Comedy,102,4.15
90429,Movie Title 429,2001,Action,109,3.23
90430,Movie Title 430,2013,Horror,139,2.28
90431,Movie Title 431,1988,Drama,107,3.72
90432,Movie Title 432,2005,Drama,98,3.93
90433,Movie Title 433,2009,Drama,95,2.95
90434,Movie Title 434,1991,Comedy,77,2.92
90435,Movie Title 435,2007,Horror,122,3.67
90436,Movie Title 436,2010,Action,130,3.8
90437,Movie Title 437,1998,Drama,133,3.37
90438,Movie Title 438,1983,Comedy,82,2.87
90439,Movie Title 439,1997,Action,132,4.35
90440,Movie Title 440,2004,Action,127,2.83
90441,Movie Title 441,2019,Horror,119,2.86
90442,Movie Title 442,1986,Action,134,3.58
90443,Movie Title 443,1998,Comedy,102,3.53
90444,Movie Title 444,1997,Comedy,147,4.05
90445,Movie Title 445,2004,Sci-Fi,122,3.29
90446,Movie Title 446,1980,Drama,94,3.58
90447,Movie Title 447,1997,Sci-Fi,118,3.87
90448,Movie Title 448,1995,Romance,112,3.6
90449,Movie Title 449,2015,Comedy,112,2.3
90450,Movie Title 450,1996,Action,104,3.16
90451,Movie Title 451,1996,Romance,75,4.18
90452,Movie Title 452,1989,Comedy,120,3.07
90453,Movie Title 453,2000,Comedy,113,3.05
90454,Movie Title 454,1999,Action,92,2.79
90455,Movie Title 455,1996,Sci-Fi,96,4.33
90456,Movie Title 456,1988,Action,134,2.92
90457,Movie Title 457,2004,Sci-Fi,104,3.2
90458,Movie Title 458,2023,Action,94,3.02
90459,Movie Title 459,2005,Sci-Fi,110,2.65
90460,Movie Title 460,1997,Action,111,3.64
90461,Movie Title 461,2020,Action,117,3.31
90462,Movie Title 462,1985,Sci-Fi,93,3.6
90463,Movie Title 463,1993,Comedy,100,2.79
90464,Movie Title 464,2009,Comedy,88,3.76
90465,Movie Title 465,2004,Drama,127,4.43
90466,Movie Title 466,2005,Sci-Fi,90,3.52
90467,Movie Title 467,1993,Romance,102,3.93
90468,Movie Title 468,2017,Action,132,2.41
90469,Movie Title 469,1980,Drama,91,4.07
90470,Movie Title 470,2014,Horror,85,2.27
90471,Movie Title 471,2006,Romance,121,2.82
90472,Movie Title 472,1987,Drama,108,4.25
90473,Movie Title 473,1994,Comedy,112,4.04
90474,Movie Title 474,1995,Romance,136,3.57
90475,Movie Title 475,2020,Action,124,3.39
90476,Movie Title 476,2001,Comedy,79,3.37
90477,Movie Title 477,1988,Horror,118,3.79
90478,Movie Title 478,2005,Drama,145,4.01
90479,Movie Title 479,2001,Comedy,109,3.61
90480,Movie Title 480,2013,Comedy,93,3.06
90481,Movie Title 481,2012,Comedy,101,2.61
90482,Movie Title 482,1985,Sci-Fi,91,3.15
90483,Movie Title 483,2002,Romance,133,3.61
90484,Movie Title 484,2014,Romance,140,3.04
90485,Movie Title 485,2005,Drama,112,4.62
90486,Movie Title 486,1991,Drama,149,4.12
90487,Movie Title 487,2022,Comedy,80,3.58
90488,Movie Title 488,2000,Action,111,3.42
90489,Movie Title 489,2018,Drama,97,4.77
90490,Movie Title 490,2012,Sci-Fi,130,3.33
90491,Movie Title 491,1991,Drama,95,4.64
90492,Movie Title 492,1988,Comedy,111,4.31
90493,Movie Title 493,2006,Drama,124,2.92
90494,Movie Title 494,1992,Comedy,94,2.76
90495,Movie Title 495,2019,Drama,137,2.83
90496,Movie Title 496,2014,Action,129,2.84
90497,Movie Title 497,1980,Action,111,4.06
90498,Movie Title 498,2004,Action,148,2.55
90499,Movie Title 499,1995,Drama,99,4.24
90500,Movie Title 500,2001,Drama,108,3.21
90501,Movie Title 501,2010,Comedy,152,3.4
90502,Movie Title 502,2012,Drama,94,4.63
90503,Movie Title 503,2005,Horror,93,2.61
90504,Movie Title 504,1990,Action,95,3.0
90505,Movie Title 505,2004,Horror,113,3.49
90506,Movie Title 506,2001,Comedy,143,2.26
90507,Movie Title 507,2003,Drama,142,3.15
90508,Movie Title 508,2023,Horror,90,3.43
90509,Movie Title 509,2014,Romance,144,4.09
90510,Movie Title 510,2018,Action,156,2.75
90511,Movie Title 511,2011,Romance,97,3.39
90512,Movie Title 512,2018,Drama,104,2.96
90513,Movie Title 513,2016,Action,106,2.75
90514,Movie Title 514,1990,Romance,93,3.71
90515,Movie Title 515,2021,Drama,117,4.7
90516,Movie Title 516,1998,Action,97,4.37
90517,Movie Title 517,1984,Action,122,3.98
90518,Movie Title 518,1983,Comedy,107,3.05
90519,Movie Title 519,1985,Horror,124,2.62
90520,Movie Title 520,2017,Drama,142,4.4
90521,Movie Title 521,2009,Comedy,123,3.45
90522,Movie Title 522,1987,Action,110,4.2
90523,Movie Title 523,2017,Action,89,3.33
90524,Movie Title 524,2000,Romance,125,2.78
90525,Movie Title 525,1999,Action,104,2.57
90526,Movie Title 526,2019,Action,90,3.32
90527,Movie Title 527,2010,Drama,94,2.93
90528,Movie Title 528,1991,Sci-Fi,73,3.65
90529,Movie Title 529,2020,Sci-Fi,111,3.84
90530,Movie Title 530,2008,Comedy,79,2.34
90531,Movie Title 531,1981,Action,145,3.5
90532,Movie Title 532,2004,Comedy,114,3.73
90533,Movie Title 533,2016,Drama,70,4.01
90534,Movie Title 534,2000,Action,85,2.87
90535,Movie Title 535,2021,Comedy,119,3.58
90536,Movie Title 536,1984,Action,99,3.11
90537,Movie Title 537,1982,Romance,105,3.45
90538,Movie Title 538,1998,Drama,158,3.6
90539,Movie Title 539,1981,Comedy,111,2.88
90540,Movie Title 540,1991,Sci-Fi,123,3.16
90541,Movie Title 541,2000,Sci-Fi,65,4.06
90542,Movie Title 542,2021,Sci-Fi,72,3.66
90543,Movie Title 543,1984,Romance,108,3.35
90544,Movie Title 544,1985,Action,122,4.15
90545,Movie Title 545,1997,Action,114,3.64
90546,Movie Title 546,2009,Horror,112,3.58
90547,Movie Title 547,2005,Comedy,107,3.26
90548,Movie Title 548,1989,Comedy,111,4.27
90549,Movie Title 549,1997,Romance,117,3.82
90550,Movie Title 550,1998,Action,113,2.53
90551,Movie Title 551,1999,Sci-Fi,123,3.99
90552,Movie Title 552,2002,Drama,108,4.41
90553,Movie Title 553,2000,Sci-Fi,96,2.94
90554,Movie Title 554,1981,Drama,130,4.16
90555,Movie Title 555,2016,Drama,95,3.55
90556,Movie Title 556,2017,Comedy,82,2.69
90557,Movie Title 557,1996,Action,115,3.86
90558,Movie Title 558,2006,Drama,86,3.89
90559,Movie Title 559,2010,Action,113,2.34
90560,Movie Title 560,2002,Action,122,3.74
90561,Movie Title 561,1993,Horror,106,4.26
90562,Movie Title 562,1998,Drama,92,3.48
90563,Movie Title 563,2010,Drama,122,3.44
90564,Movie Title 564,2019,Sci-Fi,127,3.46
90565,Movie Title 565,1984,Comedy,119,2.56
90566,Movie Title 566,2019,Drama,138,4.17
90567,Movie Title 567,2017,Romance,115,4.01
90568,Movie Title 568,2005,Action,98,2.43
90569,Movie Title 569,2008,Romance,136,2.5
90570,Movie Title 570,2019,Action,144,3.1
