TransactionID,ItemCount,FreshProduce_Percent,CouponUsed,PaymentMethod,TotalSpend
1590079,263.3,179.9,0,175.4,95.6
1590080,267.2,233.6,1,263.7,94.4
1590081,283.7,154.0,0,104.1,43.7
1590082,304.2,70.2,1,303.9,268.5
1590083,198.0,488.3,1,71.8,165.2
1590084,334.4,90.6,1,93.0,28.3
1590085,121.9,233.4,1,341.7,431.8
1590086,62.8,386.3,0,154.0,181.8
1590087,208.6,344.7,1,298.8,176.6
1590088,134.2,452.4,1,370.5,28.4
1590089,446.2,159.8,1,162.0,242.7
1590090,428.8,450.6,1,368.1,402.1
1590091,223.8,443.8,0,421.3,81.5
1590092,184.9,370.4,1,275.9,449.6
1590093,195.4,467.1,0,27.3,224.0
1590094,70.1,185.7,1,69.2,262.7
1590095,198.1,424.2,1,67.2,199.2
1590096,72.2,310.4,0,287.8,41.7
1590097,373.6,109.3,1,37.7,258.3
1590098,296.8,310.9,0,149.0,477.6
1590099,50.6,47.2,0,209.2,377.1
1590100,50.0,363.0,1,54.3,241.8
1590101,434.0,60.7,1,166.0,488.3
1590102,94.5,489.4,1,314.2,361.6
1590103,462.9,499.3,1,449.1,290.0
1590104,147.8,208.0,1,298.0,98.3
1590105,434.3,93.4,1,372.1,421.0
1590106,160.7,36.6,1,470.0,10.5
1590107,153.2,414.3,1,336.6,285.4
1590108,11.1,243.5,0,376.4,209.8
1590109,114.1,190.7,0,368.7,314.3
1590110,296.5,117.9,0,95.3,309.4
1590111,257.2,205.3,0,306.7,193.5
1590112,342.5,100.4,0,242.9,25.7
1590113,310.0,262.4,1,81.2,37.2
1590114,288.8,401.7,0,341.8,147.6
1590115,320.2,305.3,0,42.5,200.0
1590116,181.2,382.7,1,452.8,311.9
1590117,420.1,319.1,0,449.0,214.1
1590118,175.6,292.3,1,469.0,283.4
1590119,280.2,453.5,1,122.6,22.0
1590120,478.1,166.5,1,328.6,387.1
1590121,186.3,288.6,1,345.2,369.5
1590122,214.4,259.8,1,497.3,240.9
1590123,432.1,20.4,1,15.2,251.3
1590124,404.0,150.7,0,262.0,46.2
1590125,437.2,229.1,1,118.9,161.1
1590126,350.0,401.2,0,378.3,244.9
1590127,330.9,402.9,1,409.5,48.4
1590128,326.5,273.4,0,171.2,105.2
1590129,204.3,293.9,0,201.1,40.6
1590130,240.9,310.6,0,83.1,297.8
1590131,482.9,445.7,0,413.3,155.1
1590132,365.9,419.7,0,426.8,308.9
1590133,111.6,287.4,1,291.2,459.8
1590134,488.1,344.6,0,404.6,497.0
1590135,326.4,175.6,0,39.2,465.2
1590136,204.5,233.0,0,311.5,172.7
1590137,146.0,143.1,1,15.6,474.3
1590138,479.5,98.8,0,193.6,415.9
1590139,168.4,456.6,1,143.2,27.8
1590140,337.1,207.0,1,243.6,92.4
1590141,145.6,246.5,1,111.3,48.4
1590142,113.5,474.3,1,386.8,460.6
1590143,485.7,412.7,1,47.3,319.9
1590144,352.7,387.5,1,258.2,345.5
1590145,363.3,10.2,1,28.5,22.8
1590146,160.4,85.5,0,131.5,459.2
1590147,79.4,82.5,0,371.9,138.4
1590148,466.9,99.5,1,335.8,483.8
1590149,254.7,34.8,1,178.7,54.6
1590150,302.6,150.3,0,380.4,281.7
1590151,211.7,290.6,0,251.4,123.9
1590152,325.8,330.8,1,330.6,138.1
1590153,293.7,59.0,0,169.1,297.4
1590154,407.3,241.7,0,483.0,177.6
1590155,433.2,130.0,1,63.8,338.0
1590156,405.8,166.4,1,167.3,364.1
1590157,293.1,22.5,1,254.7,54.0
1590158,361.0,204.7,1,422.8,466.2
1590159,181.3,253.5,0,189.6,278.2
1590160,280.5,317.8,0,95.1,286.3
1590161,28.5,26.4,1,176.1,356.2
1590162,392.1,392.3,0,231.6,83.7
1590163,132.1,450.7,1,332.0,372.2
1590164,370.9,138.5,0,326.1,329.0
1590165,131.1,472.2,1,369.2,137.1
1590166,253.8,67.8,1,305.1,44.4
1590167,260.3,347.8,1,441.7,272.2
1590168,424.7,305.6,1,425.4,456.0
1590169,87.7,74.3,1,260.2,52.2
1590170,57.8,468.2,0,220.4,248.9
1590171,215.2,307.9,1,304.3,395.7
1590172,426.8,228.2,1,448.3,303.2
1590173,294.9,354.8,1,403.3,57.9
1590174,408.3,,0,270.4,329.6
1590175,196.8,449.2,1,471.6,322.5
1590176,89.0,407.0,0,260.0,472.4
1590177,364.4,43.4,1,426.1,423.7
1590178,300.0,497.7,0,164.5,340.6
1590179,28.9,397.3,1,228.4,484.3
1590180,12.9,132.8,1,330.1,340.1
1590181,38.9,241.2,0,164.9,160.5
1590182,467.5,430.2,0,210.3,391.9
1590183,141.7,343.5,1,83.6,322.9
1590184,496.2,315.8,0,330.7,160.9
1590185,454.5,398.6,0,145.5,352.1
1590186,249.0,482.5,1,92.7,252.1
1590187,325.5,345.6,0,211.2,225.9
1590188,27.2,171.4,1,391.9,70.4
1590189,498.9,268.6,1,48.7,375.8
1590190,422.3,147.7,1,451.0,374.8
1590191,488.2,435.9,1,57.7,406.7
1590192,62.4,86.9,0,455.5,416.6
1590193,280.6,198.5,1,206.4,195.1
1590194,43.0,378.3,1,259.4,329.1
1590195,366.2,492.7,0,273.8,406.4
1590196,300.6,45.8,0,67.0,180.5
1590197,186.5,165.3,0,50.7,444.2
1590198,474.2,229.2,1,309.5,338.2
1590199,365.6,405.2,0,160.9,74.0
1590200,255.7,188.8,0,437.5,373.0
1590201,104.1,140.3,1,173.9,74.4
1590202,100.5,406.1,0,331.5,208.4
1590203,22.2,389.9,1,68.1,361.6
1590204,488.3,226.8,0,199.3,249.1
1590205,424.0,392.2,1,155.3,497.9
1590206,92.3,297.0,0,93.5,493.9
1590207,275.9,354.4,0,144.7,371.7
1590208,283.6,153.3,1,436.3,333.2
1590209,497.2,400.1,0,214.8,297.1
1590210,187.6,17.4,1,423.5,323.1
1590211,125.7,358.0,0,146.1,262.1
1590212,359.8,143.1,1,308.3,277.2
1590213,464.2,149.1,0,201.7,160.3
1590214,181.7,472.7,1,122.8,292.9
1590215,346.7,371.7,0,78.9,45.7
1590216,273.9,242.8,0,367.4,341.3
1590217,133.3,121.9,0,304.9,171.4
1590218,488.8,127.6,1,26.8,320.5
1590219,128.0,390.8,0,318.0,12.3
1590220,288.5,315.6,0,348.3,178.0
1590221,158.5,18.0,0,366.0,305.9
1590222,203.1,401.9,1,449.9,294.1
1590223,94.9,172.2,0,87.7,349.0
1590224,106.5,400.5,1,242.5,465.0
1590225,208.9,243.3,1,41.7,318.9
1590226,310.9,184.4,1,315.0,457.3
1590227,255.7,126.5,1,81.9,373.7
1590228,141.5,366.3,1,241.2,124.0
1590229,427.4,234.2,0,456.9,146.0
1590230,461.4,395.8,0,263.3,468.1
1590231,265.1,,1,23.3,11.8
1590232,229.6,26.1,1,272.6,387.2
1590233,223.4,56.8,0,203.9,419.2
1590234,159.2,376.0,1,277.9,464.8
1590235,394.3,252.6,0,297.3,214.6
1590236,293.7,19.5,1,269.3,194.1
1590237,426.1,447.0,1,343.9,318.7
1590238,450.7,383.3,1,39.0,329.4
1590239,56.6,389.7,1,253.4,138.3
1590240,183.3,448.1,1,258.3,230.5
1590241,253.4,392.8,0,279.5,325.1
1590242,173.6,110.7,1,308.4,31.2
1590243,183.1,231.5,1,262.9,240.9
1590244,247.9,428.4,0,303.7,397.4
1590245,461.4,403.7,1,207.8,200.0
1590246,18.8,364.1,0,103.2,218.7
1590247,135.4,190.3,1,19.4,284.4
1590248,469.1,43.4,1,101.5,441.3
1590249,70.0,143.4,1,257.5,447.0
1590250,406.2,18.9,0,300.5,23.0
1590251,68.2,82.0,0,261.0,158.6
1590252,38.1,54.9,1,63.5,482.8
1590253,212.7,105.8,1,338.7,343.3
1590254,386.2,187.8,0,442.3,348.5
1590255,205.4,68.1,1,250.9,62.1
1590256,236.5,482.2,0,372.2,200.9
1590257,438.8,405.1,1,460.1,281.7
1590258,202.5,423.7,0,54.8,168.4
1590259,259.5,171.2,1,329.5,225.6
1590260,104.4,334.5,1,164.5,402.2
1590261,330.2,479.8,0,13.8,218.9
1590262,299.4,170.8,0,437.6,41.0
1590263,63.9,429.5,1,215.1,274.3
1590264,460.8,164.9,0,340.1,125.0
1590265,488.7,494.0,0,131.3,270.5
1590266,415.2,248.1,1,381.9,185.7
1590267,92.3,231.6,1,331.4,330.3
1590268,468.1,147.2,0,460.0,79.2
1590269,299.8,51.6,1,376.1,222.0
1590270,163.0,470.0,0,241.3,345.6
1590271,84.7,393.7,0,356.7,54.5
1590272,53.9,171.6,0,10.5,355.5
1590273,331.7,119.8,1,252.4,345.9
1590274,188.8,341.3,0,75.5,120.0
1590275,215.5,203.9,1,98.8,133.1
1590276,183.6,80.5,0,36.6,194.6
1590277,224.9,368.8,0,262.9,96.4
1590278,82.4,98.9,1,314.3,227.1
1590279,97.7,275.2,1,424.1,133.6
1590280,77.1,339.8,1,446.0,375.6
1590281,73.1,363.2,0,374.5,366.6
1590282,124.9,41.9,1,30.5,35.3
1590283,135.3,80.8,0,110.3,27.9
1590284,220.9,43.9,1,213.4,74.1
1590285,187.6,35.1,0,269.4,198.2
1590286,113.1,34.9,0,267.6,391.5
1590287,157.3,230.3,1,407.2,299.8
1590288,189.9,179.5,0,401.8,484.4
1590289,452.7,306.3,1,26.3,319.4
1590290,84.6,50.1,1,203.4,326.7
1590291,82.2,318.1,0,103.2,57.4
1590292,266.0,165.6,1,110.4,359.4
1590293,436.5,154.6,1,375.7,188.1
1590294,412.8,255.2,0,37.1,25.2
1590295,352.4,147.4,0,483.8,254.3
1590296,416.2,149.4,0,350.5,366.5
1590297,60.4,413.3,0,430.1,332.0
1590298,77.7,,1,489.3,252.4
1590299,410.1,498.6,1,284.3,299.6
1590300,112.1,440.0,1,148.0,107.1
1590301,434.6,190.9,0,144.7,258.8
1590302,452.9,113.0,0,248.2,160.9
1590303,448.0,34.2,0,173.0,366.0
1590304,256.9,201.2,0,339.2,368.4
1590305,413.1,363.5,0,62.7,106.8
1590306,281.7,402.7,1,124.2,344.8
1590307,338.6,115.9,1,82.4,469.4
1590308,96.1,142.2,1,57.0,38.6
1590309,482.5,319.9,0,329.0,125.6
1590310,332.8,412.2,1,86.7,72.1
1590311,366.0,463.5,1,50.2,223.1
1590312,96.4,292.0,1,430.5,218.2
1590313,359.9,254.6,1,158.8,326.7
1590314,295.9,349.5,0,323.3,374.0
1590315,309.0,93.2,1,40.3,216.1
1590316,313.7,298.1,1,340.6,34.5
1590317,155.6,325.8,0,484.3,112.6
1590318,483.8,55.2,0,490.3,147.7
1590319,347.7,380.7,1,159.0,270.0
1590320,390.5,23.2,1,19.0,358.2
1590321,207.9,13.1,0,486.9,27.1
1590322,365.8,272.4,0,398.8,181.2
1590323,136.5,249.6,1,470.1,54.3
1590324,442.6,387.6,1,169.7,71.6
1590325,71.9,33.5,1,267.4,235.4
1590326,308.3,353.0,1,265.0,486.7
1590327,162.2,225.7,1,411.2,115.7
1590328,299.1,251.2,0,38.0,178.1
1590329,295.3,79.8,0,121.7,485.3
1590330,286.9,350.2,1,411.5,369.1
1590331,79.2,46.3,0,379.2,320.1
1590332,56.0,383.4,0,125.3,433.8
1590333,371.9,94.7,1,337.0,23.2
1590334,40.8,224.0,1,208.8,301.8
1590335,467.1,70.6,1,50.7,392.5
1590336,110.0,48.9,0,441.9,93.6
1590337,414.6,251.1,1,56.5,339.6
1590338,56.8,70.1,1,384.8,269.0
1590339,498.8,19.0,0,104.3,461.2
1590340,226.9,426.0,0,474.2,199.0
1590341,374.6,449.9,1,65.0,52.2
1590342,386.5,263.8,0,147.4,187.2
1590343,337.7,288.4,0,238.1,264.1
1590344,477.0,50.5,1,307.5,240.5
1590345,181.0,239.7,1,356.1,201.6
1590346,415.9,361.7,0,194.9,275.5
1590347,58.8,101.4,1,285.8,452.7
1590348,257.5,407.1,1,484.6,138.0
1590349,469.6,175.3,1,154.4,204.7
1590350,386.2,267.1,0,345.8,115.2
1590351,112.1,252.8,0,483.0,372.3
1590352,160.6,357.2,0,337.2,110.8
1590353,327.3,405.9,0,276.3,73.1
1590354,212.4,396.8,1,461.5,131.6
1590355,193.3,460.7,1,441.8,398.8
1590356,380.2,285.1,1,295.6,224.3
1590357,23.2,191.7,0,449.0,355.0
1590358,182.7,378.9,1,379.2,429.6
1590359,26.0,54.9,1,264.1,183.8
1590360,428.1,95.0,0,400.2,78.8
1590361,415.4,141.2,0,430.0,480.7
1590362,45.2,436.4,0,101.0,15.2
1590363,210.4,137.1,0,423.3,174.6
1590364,42.3,129.6,0,477.8,90.2
1590365,457.9,135.7,0,76.4,447.5
1590366,78.1,81.8,1,280.6,123.0
1590367,339.3,458.0,0,163.8,448.3
1590368,444.5,60.4,0,36.6,219.8
1590369,274.1,473.3,1,148.0,191.8
1590370,426.9,81.1,1,201.2,336.9
1590371,401.8,309.9,0,484.7,459.8
1590372,122.9,436.3,1,297.6,482.2
1590373,349.3,50.8,1,486.0,397.0
1590374,274.4,405.4,0,72.0,102.3
1590375,388.4,490.5,0,315.4,314.1
1590376,280.9,25.8,0,170.2,223.7
1590377,412.5,172.9,1,362.9,496.5
1590378,188.8,450.1,1,401.5,461.7
1590379,140.5,494.1,1,335.0,330.5
1590380,364.1,136.2,1,195.9,122.1
1590381,404.7,218.3,0,468.3,172.9
1590382,453.0,83.6,1,377.3,402.2
1590383,485.9,179.8,0,264.4,176.1
1590384,469.7,474.5,0,212.7,462.3
1590385,62.5,35.3,0,303.2,89.0
1590386,412.4,273.6,1,197.6,326.7
1590387,389.5,440.3,0,307.2,367.3
1590388,117.5,138.8,0,68.4,421.6
1590389,423.1,103.9,0,464.1,22.1
1590390,188.3,405.9,0,84.7,246.9
1590391,380.7,164.1,1,309.4,172.7
1590392,201.1,437.1,0,276.8,98.6
1590393,119.7,34.0,0,232.5,19.0
1590394,92.6,19.0,1,332.2,244.9
1590395,27.4,351.5,0,74.0,192.8
1590396,482.8,171.1,1,345.0,376.7
1590397,403.6,437.5,0,93.6,391.9
1590398,448.9,375.8,1,43.5,125.4
1590399,329.2,99.2,1,317.7,325.8
1590400,26.2,101.2,1,225.1,57.6
1590401,410.9,322.1,0,459.0,427.9
1590402,179.3,216.3,1,133.4,279.5
1590403,472.8,214.7,1,212.5,152.5
1590404,307.9,405.6,0,419.2,260.1
1590405,460.9,167.4,0,170.4,177.0
1590406,178.0,292.3,0,360.0,31.3
1590407,294.4,443.6,1,98.2,68.7
1590408,402.1,159.9,1,353.8,442.9
1590409,248.8,182.0,1,97.0,12.9
1590410,384.9,46.9,0,438.9,195.6
1590411,68.2,146.7,0,132.1,206.6
1590412,240.2,255.3,1,218.6,209.3
1590413,219.3,362.5,1,367.2,125.0
1590414,183.8,486.2,1,101.7,483.8
1590415,412.9,457.8,0,170.3,67.4
1590416,96.7,198.0,0,292.3,338.5
1590417,46.9,228.9,0,478.7,367.5
1590418,61.2,140.0,1,376.2,210.5
1590419,334.8,135.9,1,449.7,92.4
1590420,316.6,438.7,1,17.5,100.6
1590421,99.2,361.0,0,417.5,450.4
1590422,137.2,78.5,0,365.0,228.7
1590423,450.5,465.9,0,184.4,386.3
1590424,37.8,497.1,1,31.3,93.3
1590425,408.9,237.7,0,354.4,297.3
1590426,440.9,93.7,1,470.3,80.9
1590427,32.6,194.2,1,185.3,180.7
1590428,357.5,98.2,0,29.5,392.7
1590429,21.2,217.5,1,362.7,462.6
1590430,462.0,132.8,1,143.7,80.2
1590431,161.4,105.5,0,120.9,134.5
1590432,440.9,400.2,0,75.2,281.1
1590433,32.0,477.4,1,243.2,10.5
1590434,103.7,384.7,1,104.9,487.8
1590435,480.5,392.2,1,283.1,485.9
1590436,333.1,302.9,0,165.7,319.4
1590437,486.5,168.8,0,492.5,406.7
1590438,83.2,487.7,1,87.1,266.6
1590439,41.2,177.5,1,106.6,459.9
1590440,109.1,496.8,1,178.2,286.0
1590441,248.9,287.6,0,36.1,485.1
1590442,83.4,223.9,0,496.8,495.5
1590443,157.7,192.6,1,450.8,234.6
1590444,315.3,493.3,0,365.0,25.0
1590445,302.7,171.6,1,181.1,154.6
1590446,80.0,90.6,0,336.9,349.5
1590447,435.0,196.9,0,131.6,330.1
1590448,145.8,124.4,1,197.3,296.3
1590449,337.2,26.9,1,61.4,336.1
1590450,471.5,27.3,1,72.8,29.0
1590451,476.6,14.5,0,427.2,380.3
1590452,80.7,185.5,1,291.1,111.0
1590453,223.4,392.1,0,443.8,253.8
1590454,203.2,157.7,1,115.3,305.9
1590455,147.8,295.0,0,193.9,90.0
1590456,369.7,441.9,0,91.3,476.4
1590457,302.0,300.3,1,272.7,56.5
1590458,68.7,148.5,0,264.4,497.7
1590459,323.0,428.4,0,438.6,387.0
1590460,469.0,241.4,1,343.4,380.8
1590461,96.0,151.0,0,251.3,434.7
1590462,486.4,30.1,0,215.8,325.9
1590463,159.8,340.0,1,29.8,449.9
1590464,244.3,159.1,0,141.7,296.0
1590465,284.4,387.4,1,368.0,448.5
1590466,163.9,110.9,0,334.0,276.0
1590467,314.1,172.9,0,424.0,28.3
1590468,341.1,51.7,1,480.3,403.3
1590469,134.1,290.6,0,88.6,439.4
1590470,444.4,231.8,0,375.0,44.5
1590471,409.4,275.2,1,173.3,27.5
1590472,187.4,294.4,0,392.0,178.2
1590473,175.1,192.2,1,232.6,264.6
1590474,262.9,416.2,0,145.3,269.9
1590475,160.7,45.1,0,114.6,149.9
1590476,258.8,151.0,0,220.8,109.5
1590477,490.7,108.2,0,256.8,26.8
1590478,110.5,296.2,1,188.3,287.7
1590479,232.1,444.5,1,372.8,338.6
1590480,338.5,76.0,0,390.8,395.8
1590481,339.3,166.7,1,221.1,94.8
1590482,452.5,278.2,0,344.5,301.8
1590483,428.6,445.4,1,324.2,92.8
1590484,196.0,25.8,0,117.8,456.6
1590485,407.2,301.1,1,481.7,137.2
1590486,498.9,255.0,0,117.0,477.1
1590487,350.6,345.0,1,363.7,233.1
1590488,166.4,250.5,0,50.4,442.5
1590489,469.1,276.7,1,132.9,278.7
1590490,377.0,74.5,1,289.4,442.3
1590491,444.4,196.1,1,390.9,477.6
1590492,353.4,163.2,1,208.5,463.6
1590493,32.7,331.0,0,172.9,159.8
1590494,413.1,83.6,1,224.5,482.0
1590495,287.8,276.6,1,367.2,403.5
1590496,152.5,86.0,0,356.3,323.9
1590497,479.5,215.8,0,498.7,285.8
1590498,349.2,238.9,1,220.9,153.9
1590499,198.5,497.3,1,124.6,292.5
1590500,216.0,386.0,0,355.2,387.4
1590501,96.9,210.4,0,174.0,284.0
1590502,14.4,196.8,0,420.0,132.8
1590503,181.3,358.9,0,94.7,158.9
1590504,182.5,371.3,0,401.3,171.7
1590505,11.0,380.3,0,313.3,386.1
1590506,317.2,290.8,1,228.9,469.8
1590507,211.0,22.4,0,490.6,228.8
1590508,394.3,494.5,1,175.0,51.7
1590509,94.9,59.3,0,350.4,463.6
1590510,293.1,382.8,0,13.9,147.1
1590511,475.1,288.1,0,359.1,455.2
1590512,478.5,402.7,1,109.7,318.1
1590513,169.7,,1,261.2,419.4
1590514,416.3,275.7,1,247.3,415.7
1590515,456.8,413.4,1,266.3,453.6
1590516,166.8,359.7,0,445.8,110.6
1590517,486.7,77.9,1,340.1,57.4
1590518,266.2,152.6,1,400.9,70.9
1590519,51.5,311.9,0,347.3,361.9
1590520,463.4,366.7,1,473.6,15.8
1590521,274.3,447.4,1,247.1,136.2
1590522,414.9,146.5,1,277.4,43.8
1590523,105.5,89.1,1,408.2,45.9
1590524,68.5,13.3,0,235.5,162.0
1590525,280.1,405.5,0,250.6,177.2
1590526,443.2,92.0,0,275.2,233.6
1590527,139.0,293.5,1,380.3,286.7
1590528,198.6,51.5,0,452.8,441.0
1590529,330.2,143.0,0,160.3,352.5
1590530,133.4,79.8,0,284.2,237.0
1590531,356.6,349.0,1,298.8,144.3
1590532,74.9,218.8,1,303.8,25.8
1590533,484.9,127.5,1,42.3,466.2
1590534,177.7,291.3,1,430.0,388.8
1590535,440.5,301.6,0,431.5,44.7
1590536,187.0,420.1,0,475.0,270.6
1590537,66.7,323.3,0,200.4,119.6
1590538,296.9,411.2,0,402.0,70.4
1590539,10.5,179.5,1,287.8,445.5
1590540,448.8,34.9,0,252.0,155.3
1590541,399.1,83.7,1,373.7,475.2
1590542,361.8,365.2,1,33.3,211.9
1590543,409.6,25.5,1,452.4,172.4
1590544,140.3,163.3,0,130.6,431.9
1590545,304.6,318.7,0,354.5,135.8
1590546,367.0,221.7,1,233.7,460.9
1590547,130.7,310.6,1,463.5,385.1
1590548,27.1,22.3,1,357.2,62.6
1590549,30.5,110.2,0,212.2,204.3
1590550,33.0,368.7,1,158.4,225.4
1590551,258.3,399.1,1,160.8,305.9
1590552,209.8,197.9,0,470.2,465.3
1590553,402.4,154.8,1,384.0,158.5
1590554,129.5,420.2,1,474.9,381.1
1590555,334.3,300.7,0,278.6,288.7
1590556,19.0,31.6,1,332.9,255.5
1590557,36.0,264.2,1,403.8,137.8
1590558,325.6,357.3,0,489.6,28.3
1590559,152.6,442.2,0,334.3,96.4
1590560,27.6,174.7,1,384.5,469.7
1590561,181.8,483.7,0,167.2,313.5
1590562,97.0,394.3,1,331.2,302.1
1590563,246.2,482.2,0,108.3,410.1
1590564,406.3,380.0,0,275.3,93.4
1590565,190.4,59.2,1,305.9,144.9
1590566,39.8,228.3,0,105.0,98.9
1590567,416.8,150.0,1,76.4,262.2
1590568,488.6,124.1,0,237.0,364.4
1590569,455.8,239.7,0,144.0,11.8
1590570,182.7,260.6,1,280.2,330.8
1590571,444.6,152.9,0,412.2,332.9
1590572,308.6,271.7,0,262.9,286.2
1590573,175.5,176.7,1,315.7,63.3
1590574,353.3,,1,194.9,313.4
1590575,421.3,338.2,1,422.8,237.7
1590576,205.1,180.4,1,147.5,245.8
1590577,206.3,469.6,1,319.1,60.0
1590578,336.7,401.7,1,316.4,343.2
1590579,97.9,69.2,0,198.4,180.4
1590580,106.4,206.5,0,177.8,268.2
1590581,368.7,12.7,1,223.6,40.1
1590582,204.1,166.6,0,200.9,401.7
1590583,169.3,14.8,0,443.0,367.2
1590584,11.8,218.5,1,477.0,166.2
1590585,74.4,388.4,1,225.8,403.1
1590586,242.8,256.6,0,445.2,335.1
1590587,134.5,114.2,0,299.4,230.1
1590588,47.0,267.8,0,67.6,418.0
1590589,20.1,224.0,1,490.3,236.1
1590590,159.1,242.8,0,355.9,359.1
1590591,393.1,276.9,1,168.6,202.3
1590592,451.0,115.8,1,267.4,418.2
1590593,186.9,467.9,0,26.3,103.7
1590594,311.9,344.0,1,99.6,137.3
1590595,34.3,442.4,1,482.8,171.2
1590596,281.5,255.1,0,60.5,320.7
1590597,177.1,392.8,1,294.4,181.6
1590598,32.0,398.9,0,307.8,391.1
1590599,325.2,302.6,1,322.7,346.1
1590600,470.7,410.4,1,163.2,295.4
1590601,270.2,193.5,0,475.0,386.3
1590602,377.1,125.6,0,163.2,324.5
1590603,178.9,84.4,0,460.6,384.8
1590604,169.4,365.0,1,423.7,86.5
1590605,391.5,141.1,0,57.4,116.0
1590606,351.5,488.0,0,103.2,439.7
1590607,209.9,46.4,0,246.5,340.0
1590608,244.6,108.3,0,59.2,478.1
1590609,245.0,15.0,1,150.0,78.8
1590610,438.5,66.6,0,15.1,121.2
1590611,247.2,405.4,0,50.7,141.2
1590612,209.0,297.1,1,116.4,119.1
1590613,435.5,227.0,0,137.0,149.9
1590614,442.5,79.5,0,493.1,332.6
1590615,480.6,271.5,0,316.1,220.2
1590616,257.5,435.0,1,474.1,56.5
1590617,294.2,96.8,1,314.7,280.8
1590618,139.7,146.9,0,325.0,33.2
1590619,300.1,273.4,0,44.1,93.3
1590620,36.9,250.7,0,279.8,422.5
1590621,52.0,337.2,1,394.2,231.2
1590622,292.5,364.7,1,354.3,37.2
1590623,295.9,387.3,1,58.0,183.9
1590624,335.6,,0,112.2,370.2
1590625,110.2,269.7,1,268.7,276.3
1590626,432.1,435.3,1,110.6,309.2
1590627,109.9,387.8,1,324.1,76.5
1590628,376.2,481.6,1,328.0,51.7
1590629,391.0,365.9,0,200.1,363.1
1590630,253.2,393.1,1,331.2,285.8
1590631,331.3,10.6,0,97.7,159.2
1590632,27.5,332.3,1,222.1,269.8
1590633,48.8,329.6,0,225.5,297.3
