ItemID,StockLevel,UnitCost,LeadTime_Days,MonthlySales,TurnoverRate
1050107,446.0,92.7,278.9,435.6,268.7
1050108,470.3,69.1,76.7,159.9,30.2
1050109,262.8,51.4,397.7,13.5,239.2
1050110,63.7,31.9,234.7,389.3,304.0
1050111,200.9,198.7,119.8,358.4,352.9
1050112,180.8,50.6,314.5,320.3,150.9
1050113,387.7,78.9,133.6,442.2,313.1
1050114,136.3,242.8,122.9,438.9,231.6
1050115,133.4,296.1,87.0,382.2,387.9
1050116,465.9,403.2,28.3,440.7,381.6
1050117,195.7,82.3,20.6,95.0,365.2
1050118,96.7,189.7,475.8,395.9,67.3
1050119,122.5,382.6,403.6,427.5,265.9
1050120,147.8,361.0,339.5,150.9,28.9
1050121,362.1,465.3,43.3,36.5,461.9
1050122,208.7,273.1,119.8,191.7,468.2
1050123,435.2,62.4,228.4,373.2,191.0
1050124,313.1,288.1,408.1,311.8,246.6
1050125,277.1,307.0,434.1,249.0,169.2
1050126,146.2,193.1,154.6,22.7,244.8
1050127,108.0,334.4,466.5,61.8,220.3
1050128,167.5,426.9,309.9,270.8,128.0
1050129,100.6,312.2,157.6,445.1,324.3
1050130,102.0,276.6,53.4,20.9,14.0
1050131,449.0,389.1,107.2,400.3,191.3
1050132,303.2,411.9,108.4,141.9,206.1
1050133,391.8,418.0,434.6,52.4,277.5
1050134,202.4,92.7,119.5,494.3,358.4
1050135,256.2,288.1,118.2,399.5,476.1
1050136,478.3,331.8,327.7,128.5,58.5
1050137,301.2,442.8,72.6,301.2,45.6
1050138,361.3,132.2,209.1,239.9,404.7
1050139,173.0,37.9,151.7,278.1,144.0
1050140,399.0,74.1,240.8,241.1,451.2
1050141,346.8,354.9,418.8,154.5,194.1
1050142,292.0,245.2,151.3,494.3,220.2
1050143,68.0,33.6,167.6,448.6,396.9
1050144,106.9,369.8,377.2,20.3,171.6
1050145,276.4,343.1,192.6,171.0,438.8
1050146,151.9,216.8,325.5,85.7,247.3
1050147,251.9,319.2,204.3,18.7,381.6
1050148,380.7,471.0,403.2,150.0,454.7
1050149,126.8,492.1,136.9,456.4,344.9
1050150,125.5,476.0,463.9,393.4,468.7
1050151,336.9,201.2,39.6,10.2,177.1
1050152,233.9,64.3,299.3,340.6,298.9
1050153,432.9,258.3,23.3,130.8,330.5
1050154,335.1,61.4,227.7,218.0,16.4
1050155,259.0,51.6,479.0,80.7,205.5
1050156,186.4,398.2,110.5,155.6,59.3
1050157,383.7,318.5,269.6,318.3,359.0
1050158,22.6,203.0,188.0,367.4,369.9
1050159,329.8,288.6,434.0,51.4,74.2
1050160,475.6,405.4,451.8,380.5,293.0
1050161,408.6,211.5,311.2,495.5,39.7
1050162,489.0,448.8,140.8,289.6,174.9
1050163,395.0,67.6,51.6,132.6,364.4
1050164,258.1,167.1,359.3,85.9,151.4
1050165,82.2,388.1,453.9,29.6,224.3
1050166,247.5,320.0,400.0,268.5,50.5
1050167,214.7,132.6,161.3,352.8,443.2
1050168,409.9,344.3,468.6,280.5,158.4
1050169,399.7,412.6,176.5,390.8,455.3
1050170,310.6,221.0,496.3,240.4,385.1
1050171,373.6,26.2,17.1,23.9,356.9
1050172,63.8,219.4,344.3,447.8,474.0
1050173,244.6,76.3,301.3,39.1,68.3
1050174,121.2,226.9,163.4,151.6,478.5
1050175,352.9,123.5,477.6,426.3,462.5
1050176,147.6,299.5,153.6,322.6,95.3
1050177,161.6,311.8,314.3,485.6,210.9
1050178,367.7,496.3,438.2,221.9,442.4
1050179,222.6,465.1,138.3,194.3,15.4
1050180,219.6,257.6,334.9,477.1,473.7
1050181,438.0,250.2,245.7,42.7,11.7
1050182,197.2,210.0,444.1,351.6,126.2
1050183,332.8,364.1,370.7,59.9,213.6
1050184,398.6,22.2,390.1,63.4,18.4
1050185,,357.7,110.6,97.4,360.6
1050186,468.4,402.4,98.5,94.1,396.2
1050187,23.6,25.1,151.0,348.0,360.1
1050188,496.4,465.9,480.2,141.3,173.4
1050189,304.2,170.2,273.7,158.1,207.0
1050190,399.6,247.1,150.2,28.5,328.3
1050191,449.0,93.4,259.2,470.4,162.4
1050192,465.1,426.1,298.5,116.6,174.4
1050193,262.8,278.4,160.6,440.2,189.9
1050194,370.4,356.4,451.3,483.7,256.9
1050195,27.4,136.1,69.4,57.8,428.5
1050196,379.1,484.3,243.5,259.7,151.3
1050197,280.0,409.9,317.0,28.4,418.1
1050198,67.6,111.7,10.7,365.2,321.2
1050199,323.6,58.2,41.4,181.8,34.9
1050200,346.5,290.6,315.7,122.9,51.2
1050201,59.8,11.2,333.5,164.9,236.5
1050202,492.1,434.9,491.1,149.4,207.1
1050203,483.1,379.1,342.6,30.7,323.3
1050204,408.7,25.5,60.7,399.7,169.1
1050205,355.4,188.0,340.1,315.2,320.5
1050206,329.6,387.6,99.5,32.1,401.5
1050207,147.7,462.4,114.7,130.6,176.8
1050208,404.1,333.6,239.3,25.4,282.7
1050209,387.6,86.4,179.8,441.4,386.0
1050210,490.6,11.4,183.2,43.6,378.0
1050211,93.3,468.5,269.6,323.1,172.3
1050212,111.9,273.6,391.5,134.6,147.0
1050213,139.2,64.2,49.1,35.6,460.5
1050214,228.4,151.3,283.6,70.7,146.9
1050215,498.5,304.4,211.3,393.7,296.9
1050216,331.8,397.8,114.5,100.4,345.1
1050217,471.9,14.7,50.8,178.3,389.7
1050218,200.2,234.6,407.7,469.4,135.3
1050219,438.2,474.2,158.4,328.8,47.6
1050220,213.0,295.1,234.1,232.9,69.1
1050221,221.2,42.1,13.8,440.1,163.4
1050222,284.8,59.3,58.0,57.0,450.3
1050223,342.0,486.8,482.3,273.2,463.7
1050224,246.1,490.3,471.2,416.5,450.6
1050225,390.1,207.7,156.5,332.5,223.4
1050226,396.8,479.7,61.0,445.3,310.1
1050227,362.1,176.7,200.0,90.8,38.4
1050228,340.6,31.4,296.0,309.9,417.6
1050229,13.3,199.5,46.1,345.7,63.4
1050230,485.6,59.6,343.5,299.3,496.5
1050231,437.7,393.2,170.0,411.2,315.1
1050232,185.9,115.5,247.7,491.9,452.5
1050233,388.2,30.2,219.5,391.8,285.9
1050234,,59.4,67.8,360.3,469.1
1050235,491.4,458.9,336.4,96.2,395.9
1050236,194.0,11.9,322.6,62.4,34.9
1050237,161.0,46.4,400.2,343.4,315.9
1050238,143.6,60.5,127.0,305.4,13.6
1050239,306.9,67.3,431.9,274.8,395.7
1050240,334.6,338.2,445.2,155.6,233.7
1050241,167.6,93.6,88.4,328.0,304.0
1050242,197.1,61.0,427.3,48.1,229.5
1050243,325.2,395.7,300.8,211.4,70.9
1050244,371.4,489.1,420.3,486.3,201.5
1050245,425.2,89.0,323.7,380.0,118.4
1050246,283.3,163.7,50.2,449.2,99.8
1050247,217.0,170.3,406.8,187.5,22.6
1050248,68.5,441.2,429.3,23.2,240.8
1050249,62.3,425.0,355.8,422.2,446.9
1050250,493.0,302.6,388.6,99.0,254.3
1050251,119.3,124.5,116.0,166.1,270.4
1050252,69.7,169.5,309.5,397.8,435.1
1050253,314.0,180.7,149.8,446.1,262.4
1050254,97.4,439.4,380.4,393.4,367.5
1050255,153.1,306.9,78.5,85.3,337.5
1050256,118.3,46.9,131.8,239.4,247.3
1050257,181.8,499.3,297.8,420.2,453.1
1050258,345.9,337.0,301.8,343.2,369.5
1050259,375.6,398.6,418.6,28.0,238.6
1050260,431.9,88.6,47.2,436.7,32.2
1050261,250.1,350.4,55.1,345.3,449.7
1050262,302.9,79.3,161.7,356.3,158.5
1050263,68.3,26.4,120.8,229.3,463.4
1050264,445.3,239.3,234.8,380.6,51.1
1050265,73.0,434.4,372.9,302.6,336.9
1050266,499.8,164.7,420.9,47.2,102.7
1050267,489.3,191.7,459.1,306.0,440.4
1050268,172.8,456.3,286.8,330.6,430.8
1050269,107.5,255.3,381.4,451.9,236.6
1050270,477.4,354.7,199.1,419.8,272.9
1050271,110.6,331.6,334.1,86.8,55.8
1050272,191.1,193.7,150.6,22.2,288.6
1050273,430.1,458.1,386.5,177.3,26.4
1050274,342.7,267.2,103.8,199.0,473.7
1050275,462.3,413.1,65.4,147.8,80.2
1050276,147.8,172.6,187.3,471.1,450.3
1050277,387.8,195.2,311.1,393.4,112.2
1050278,305.2,277.7,43.6,229.9,278.2
1050279,49.9,358.0,337.8,469.8,251.3
1050280,77.2,80.4,23.7,93.9,171.1
1050281,127.0,268.8,353.5,414.5,391.0
1050282,376.5,411.3,287.3,202.7,281.2
1050283,419.6,452.8,466.3,257.1,375.0
1050284,65.9,271.7,55.1,342.4,110.5
1050285,330.6,483.0,487.6,119.3,496.3
1050286,70.5,15.3,208.7,348.3,142.9
1050287,382.5,81.9,201.8,141.2,380.7
1050288,434.7,175.5,464.2,269.9,467.5
1050289,116.3,128.1,150.8,212.2,41.1
1050290,492.9,490.1,83.1,457.3,259.9
1050291,453.7,302.0,490.8,56.9,412.5
1050292,309.2,86.0,46.1,149.7,256.1
1050293,104.7,436.8,66.4,406.4,410.3
1050294,211.2,287.9,385.6,124.2,145.1
1050295,265.0,438.8,135.5,124.4,60.3
1050296,384.9,252.6,125.5,447.2,431.8
1050297,198.2,416.3,333.0,399.3,304.0
1050298,493.5,289.8,404.1,392.2,389.7
1050299,139.1,214.9,104.5,12.3,144.3
1050300,152.3,191.5,457.1,445.8,487.7
1050301,413.8,186.8,110.8,277.8,204.9
1050302,335.7,230.9,269.6,210.1,338.6
1050303,179.1,133.4,377.2,194.6,27.6
1050304,91.3,498.1,276.5,179.6,237.1
1050305,33.7,282.5,153.4,497.6,310.5
1050306,172.4,315.9,23.4,219.6,323.9
1050307,406.5,122.2,397.9,323.0,203.3
1050308,236.2,443.3,496.2,498.7,119.1
1050309,421.8,160.1,293.5,75.8,54.8
1050310,406.8,234.9,16.9,192.8,268.1
1050311,121.8,353.7,209.0,253.4,155.0
1050312,363.1,69.4,305.1,340.1,344.5
1050313,475.7,219.1,284.8,96.7,40.7
1050314,228.2,437.8,22.6,151.4,409.7
1050315,178.6,63.7,210.9,240.9,130.7
1050316,473.5,340.5,109.5,467.2,334.2
1050317,69.0,390.1,326.2,279.4,419.7
1050318,12.3,212.3,54.2,428.9,117.6
1050319,394.6,436.8,152.0,307.8,242.5
1050320,228.6,339.2,217.2,90.4,39.2
1050321,43.2,109.6,156.7,160.0,212.7
1050322,112.0,447.7,486.1,171.9,277.4
1050323,162.0,310.9,471.0,21.7,198.4
1050324,85.8,117.8,293.6,130.7,405.7
1050325,430.3,363.1,369.0,350.3,152.0
1050326,140.1,300.3,202.2,246.6,21.9
1050327,174.4,344.4,120.2,381.7,414.1
1050328,297.1,250.1,15.0,426.9,13.4
1050329,238.0,55.2,162.5,298.8,88.9
1050330,479.9,119.9,140.8,384.0,269.3
1050331,170.7,94.0,312.5,97.4,14.6
1050332,159.3,147.9,436.0,424.2,19.4
1050333,477.6,355.2,324.0,109.5,475.8
1050334,377.4,451.5,370.0,82.9,207.4
1050335,245.3,146.9,113.8,59.1,225.6
1050336,269.4,46.2,159.9,108.6,259.8
1050337,424.1,399.6,306.7,493.1,248.4
1050338,428.4,111.2,433.2,428.3,278.5
1050339,96.4,127.1,485.2,444.2,63.4
1050340,45.4,165.9,335.9,196.6,169.6
1050341,429.6,105.7,273.0,350.7,327.0
1050342,407.5,499.2,152.0,363.8,378.6
1050343,123.6,162.9,32.1,294.3,357.2
1050344,,430.1,218.5,441.7,72.5
1050345,163.1,140.2,483.9,337.7,249.2
1050346,308.1,58.7,460.6,36.9,150.4
1050347,397.5,380.4,96.8,115.5,376.2
1050348,234.6,412.7,419.4,176.2,195.9
1050349,105.9,280.0,196.2,116.8,25.0
1050350,304.4,426.2,72.3,207.2,414.8
1050351,15.3,488.2,166.7,185.4,43.3
1050352,227.3,177.3,24.4,417.7,485.3
1050353,272.0,414.8,352.6,147.1,458.3
1050354,155.9,463.0,183.4,116.4,318.7
1050355,283.3,400.2,61.5,395.3,291.2
1050356,440.9,343.9,200.0,144.1,325.4
1050357,202.0,300.9,155.8,172.0,325.7
1050358,364.6,431.7,202.8,283.1,200.7
1050359,417.2,425.3,252.0,414.2,226.6
1050360,320.2,224.9,341.9,369.2,482.2
1050361,292.9,37.8,485.6,50.5,318.7
1050362,124.3,202.0,33.8,88.7,133.8
1050363,279.8,266.4,222.0,81.1,390.8
1050364,217.3,406.0,325.8,245.4,431.0
1050365,490.0,263.8,215.1,80.8,58.1
1050366,302.2,124.9,412.4,426.1,436.7
1050367,276.1,444.8,177.7,159.2,258.1
1050368,230.7,318.7,64.8,245.0,265.1
1050369,150.8,86.2,112.6,46.0,393.0
1050370,468.6,223.4,494.0,225.9,289.3
1050371,399.7,357.8,62.5,432.7,108.3
1050372,342.2,499.7,32.5,261.1,498.9
1050373,492.7,99.0,167.7,115.9,241.8
1050374,450.5,397.3,479.4,450.4,470.2
1050375,341.2,369.2,340.9,309.9,56.9
1050376,331.9,55.0,193.7,226.3,72.2
1050377,334.4,126.0,299.6,53.9,189.3
1050378,294.7,347.7,260.2,372.1,385.6
1050379,235.7,334.0,205.4,117.0,86.1
1050380,334.3,263.7,54.1,335.4,460.7
1050381,37.7,28.6,133.3,358.6,106.3
1050382,472.7,427.9,275.6,415.0,171.4
1050383,10.1,202.8,439.0,403.2,430.7
1050384,219.5,16.6,72.1,376.3,197.9
1050385,420.4,238.9,209.2,453.5,130.0
1050386,313.5,474.1,43.0,171.6,230.1
1050387,453.7,156.7,29.0,418.4,270.0
1050388,421.8,198.0,154.0,430.7,74.0
1050389,490.8,24.2,474.2,406.7,453.2
1050390,213.2,217.3,416.0,245.4,120.5
1050391,447.1,373.3,24.5,319.1,16.2
1050392,319.1,389.6,79.9,53.6,380.9
1050393,375.9,152.7,401.4,332.3,36.7
1050394,232.2,10.3,353.1,167.3,55.8
1050395,281.9,489.1,157.0,175.5,16.5
1050396,167.2,118.9,307.5,353.6,371.4
1050397,129.0,168.7,393.6,337.5,373.3
1050398,342.4,298.1,258.8,441.8,262.2
1050399,471.1,216.2,149.6,485.9,198.3
1050400,376.9,55.6,238.6,256.5,125.6
1050401,21.6,20.2,117.8,12.9,55.4
1050402,336.8,119.9,262.2,193.5,188.1
1050403,88.9,381.2,468.9,64.1,239.4
1050404,404.3,356.3,320.5,80.9,63.1
1050405,466.2,233.9,428.4,325.9,233.5
1050406,29.3,465.9,460.8,347.9,39.8
1050407,148.3,474.4,203.6,174.9,333.7
1050408,133.0,105.3,198.5,21.1,102.9
1050409,376.3,184.9,399.0,107.0,431.7
1050410,66.9,57.2,48.6,314.7,48.1
1050411,449.6,90.3,32.6,173.7,31.5
1050412,63.8,402.9,417.7,200.9,278.2
1050413,381.8,97.6,198.2,23.4,405.5
1050414,340.1,226.3,51.5,19.5,334.8
1050415,405.7,277.8,84.6,77.6,46.8
1050416,33.1,497.1,369.5,37.6,303.5
1050417,90.2,180.8,229.3,115.3,303.7
1050418,135.5,336.5,293.9,210.2,94.4
1050419,63.4,386.6,79.6,173.6,171.3
1050420,451.9,124.6,123.5,114.2,31.9
1050421,295.5,175.5,382.3,384.0,153.6
1050422,310.9,140.8,106.5,499.6,73.7
1050423,298.0,485.7,342.9,186.4,66.9
1050424,202.1,365.5,459.4,484.9,398.8
1050425,292.2,378.5,99.4,435.4,41.8
1050426,121.5,407.7,417.0,485.6,25.2
1050427,338.7,250.5,396.4,428.0,493.7
1050428,43.6,437.4,364.7,115.2,389.2
1050429,42.7,346.4,164.2,73.2,338.1
1050430,169.0,496.0,359.7,118.5,10.1
1050431,267.1,41.7,98.9,432.7,497.8
1050432,383.8,365.8,171.7,49.0,249.1
1050433,358.3,342.0,242.8,326.4,141.7
1050434,298.7,133.5,130.3,37.4,120.9
1050435,475.7,228.9,433.4,280.8,29.0
1050436,68.5,200.6,333.5,116.0,442.7
1050437,35.2,402.6,209.9,107.1,396.3
1050438,367.8,65.2,440.6,265.9,67.3
1050439,82.7,459.6,152.8,287.4,35.4
1050440,303.6,58.2,182.5,463.6,306.9
1050441,103.4,176.5,61.2,35.7,127.8
1050442,120.1,257.6,24.6,79.5,429.0
1050443,69.0,280.1,329.9,334.9,69.8
1050444,388.4,49.4,109.0,175.6,274.0
1050445,202.1,277.4,319.1,266.0,283.4
1050446,53.2,353.6,33.2,306.3,345.7
1050447,199.0,381.7,404.5,464.7,112.4
1050448,189.1,108.8,427.8,249.8,142.0
1050449,379.7,112.5,126.0,479.7,210.3
1050450,220.3,281.5,474.4,70.1,425.6
1050451,62.7,321.0,471.7,258.8,497.1
1050452,116.3,31.2,259.7,390.9,49.9
1050453,360.0,164.4,459.4,342.0,179.3
1050454,395.2,15.4,29.7,288.6,480.8
1050455,59.7,280.7,39.1,389.6,478.1
1050456,185.9,303.8,20.8,476.9,453.3
1050457,93.8,52.0,117.0,298.0,121.2
1050458,450.9,493.7,118.0,309.4,399.6
1050459,328.1,159.5,94.3,386.8,262.4
1050460,100.0,50.3,324.9,173.2,363.2
1050461,146.5,12.4,136.4,347.9,270.3
1050462,447.6,149.6,206.4,368.2,387.6
1050463,215.9,182.5,477.6,65.6,280.6
1050464,257.7,366.2,118.5,70.2,70.0
1050465,470.6,85.8,278.8,353.8,459.5
1050466,332.6,28.5,417.2,291.1,144.5
1050467,72.6,451.2,497.6,211.2,20.8
1050468,420.8,479.7,71.7,463.4,134.2
1050469,420.1,439.3,18.2,282.9,491.6
1050470,322.4,390.0,354.3,289.0,283.1
1050471,447.9,79.3,247.6,420.7,49.3
1050472,69.0,484.1,160.8,325.5,236.8
1050473,447.5,261.8,51.0,335.3,364.0
1050474,407.1,175.0,352.6,161.4,339.9
1050475,129.2,388.8,398.7,193.9,362.1
1050476,105.4,275.0,52.0,17.5,87.8
1050477,362.4,83.3,415.8,473.1,292.4
1050478,242.1,128.2,447.4,207.9,313.6
1050479,125.4,437.8,362.0,29.7,202.1
1050480,174.2,13.0,24.9,269.2,279.5
1050481,49.3,258.1,482.4,279.2,344.5
1050482,152.0,61.6,219.6,101.1,250.1
1050483,428.8,69.8,371.8,234.3,166.1
1050484,206.8,477.1,428.8,438.1,171.3
1050485,15.6,419.9,132.4,491.7,230.1
1050486,135.1,337.7,174.6,259.8,32.0
1050487,453.4,321.8,362.8,48.7,237.3
1050488,121.9,177.6,22.4,216.2,40.5
1050489,15.3,82.4,55.8,12.2,417.6
1050490,423.0,83.5,285.9,95.7,136.4
1050491,13.8,195.4,15.6,103.7,51.0
1050492,448.3,426.4,404.4,273.2,182.7
1050493,247.9,402.5,38.1,47.4,488.3
1050494,50.6,225.8,57.7,66.5,467.2
1050495,454.4,294.1,409.3,214.9,182.1
1050496,359.8,431.8,297.0,204.8,315.9
1050497,487.0,456.9,413.7,458.3,46.4
1050498,72.1,440.8,326.3,235.8,422.7
1050499,313.9,240.2,399.9,156.3,206.6
1050500,340.0,413.1,179.7,238.0,29.5
1050501,498.4,363.6,474.5,11.8,490.0
1050502,18.9,278.8,259.3,288.4,499.9
1050503,211.2,316.0,246.1,333.1,225.8
1050504,345.0,33.7,60.4,434.4,455.3
1050505,193.2,423.9,114.9,34.8,130.8
1050506,485.8,38.8,352.8,263.7,367.9
1050507,91.0,287.6,160.9,362.2,331.2
1050508,500.0,154.0,375.8,472.7,351.3
1050509,449.4,333.6,297.2,338.4,204.6
1050510,334.6,137.4,346.1,272.1,494.0
1050511,197.2,355.3,266.7,56.6,494.3
1050512,14.3,225.8,160.0,229.7,339.9
1050513,434.3,118.6,122.8,327.0,33.7
1050514,303.2,180.9,255.0,308.2,135.0
1050515,487.5,105.5,250.7,201.3,334.3
1050516,275.5,245.2,312.8,93.0,342.0
1050517,166.9,95.1,66.9,117.0,87.8
1050518,39.8,84.2,251.9,288.6,72.3
1050519,168.0,252.2,444.4,150.5,73.4
1050520,338.3,186.8,47.5,83.4,114.4
1050521,85.9,458.6,407.0,164.2,11.0
1050522,316.0,190.6,147.1,95.7,131.2
1050523,390.3,79.3,155.5,258.5,305.6
1050524,275.7,181.5,70.9,361.1,268.5
1050525,379.1,457.1,216.4,439.9,387.8
1050526,213.3,490.1,121.8,338.9,292.3
1050527,451.6,281.5,274.3,200.8,296.2
1050528,201.7,130.7,467.9,360.4,327.8
1050529,333.5,266.9,219.3,143.1,470.1
1050530,441.2,196.1,20.4,244.3,111.4
1050531,387.2,341.5,202.9,297.6,278.3
1050532,282.7,217.1,225.9,115.2,189.9
1050533,148.3,261.5,299.8,47.2,327.5
1050534,480.6,203.9,21.9,477.3,23.0
1050535,278.3,220.4,463.1,350.9,481.1
1050536,182.4,88.7,319.5,130.3,97.3
1050537,415.3,68.6,355.0,153.8,376.2
1050538,113.0,246.2,461.8,375.9,92.1
1050539,100.4,222.5,441.0,437.8,122.8
1050540,,224.7,171.1,157.7,112.6
1050541,250.7,413.3,96.4,19.7,165.4
1050542,222.5,122.8,426.9,51.9,216.8
1050543,394.6,52.4,437.8,131.6,66.6
1050544,477.1,230.3,169.1,257.9,64.8
1050545,239.2,10.1,457.2,26.5,108.5
1050546,54.1,151.5,340.6,223.8,150.3
1050547,378.1,313.5,14.8,135.6,352.5
1050548,182.4,280.3,51.2,215.2,108.7
1050549,317.7,380.5,464.6,62.2,155.3
1050550,172.6,217.3,178.6,103.6,20.9
1050551,16.6,362.2,480.0,492.1,45.6
1050552,404.6,280.7,268.8,38.9,305.2
1050553,149.0,156.2,135.1,487.6,380.3
1050554,210.6,36.9,72.2,16.7,268.0
1050555,214.1,391.7,334.7,56.4,389.5
1050556,441.0,406.0,70.6,360.3,429.7
1050557,369.4,216.7,162.9,405.8,133.2
1050558,81.3,22.1,437.1,169.0,236.2
1050559,275.0,317.4,27.2,189.4,271.0
1050560,185.1,379.4,496.4,295.1,347.9
1050561,457.9,209.8,297.4,247.1,415.3
1050562,459.3,383.5,105.4,12.8,36.2
1050563,93.3,251.3,445.6,138.2,215.5
1050564,34.2,65.8,495.0,479.4,207.5
1050565,26.4,190.0,152.0,282.1,295.7
1050566,482.7,228.6,192.2,259.7,481.9
1050567,361.1,177.1,54.3,279.1,90.2
1050568,347.7,386.1,439.2,291.1,63.5
1050569,25.3,410.9,203.7,228.5,137.9
1050570,458.6,61.1,345.8,138.2,386.8
1050571,343.0,19.7,73.8,224.2,318.6
1050572,159.3,44.0,23.6,214.8,274.9
1050573,221.4,275.7,204.8,175.4,477.1
1050574,423.9,296.5,183.2,175.0,65.5
1050575,459.5,157.8,175.8,454.9,242.4
1050576,346.9,305.9,188.5,459.3,332.7
1050577,458.8,367.9,179.7,93.5,312.7
1050578,34.3,217.8,277.3,418.9,14.2
1050579,193.5,472.1,194.2,14.1,331.9
1050580,481.9,343.1,78.0,325.5,256.3
