EmployeeID,ExpYears,Department,Gender,EducationLevel,Salary
1780114,100.0,Engineering,F,278.1,401.4
1780115,398.8,HR,M,195.4,428.9
1780116,282.4,Sales,M,370.7,25.1
1780117,218.6,HR,F,236.8,342.1
1780118,431.9,Sales,F,417.6,342.5
1780119,382.5,Engineering,M,454.9,396.2
1780120,380.9,Engineering,M,412.6,428.2
1780121,477.1,Support,F,212.1,255.9
1780122,461.2,Sales,M,69.3,302.7
1780123,161.6,Engineering,F,122.3,459.7
1780124,331.3,Sales,F,34.7,111.0
1780125,165.3,HR,F,128.2,212.5
1780126,216.6,Sales,F,463.4,489.9
1780127,118.7,HR,F,97.7,279.7
1780128,360.7,Sales,M,294.8,30.6
1780129,100.0,HR,F,361.9,159.0
1780130,266.1,Support,F,12.8,365.7
1780131,36.9,Support,M,354.4,136.8
1780132,356.1,HR,F,439.3,45.5
1780133,459.9,Sales,F,223.6,63.0
1780134,107.1,Support,F,97.0,445.7
1780135,194.9,Support,M,449.2,356.5
1780136,33.6,Support,F,21.9,284.5
1780137,75.6,Support,M,261.7,84.0
1780138,11.9,Sales,F,41.6,281.1
1780139,60.0,Sales,F,448.9,176.3
1780140,211.2,HR,M,79.4,13.3
1780141,486.7,Engineering,F,56.7,158.3
1780142,73.7,Engineering,F,202.7,219.3
1780143,335.2,Support,F,458.9,192.2
1780144,177.7,Sales,M,65.3,259.3
1780145,314.1,Sales,M,340.2,434.0
1780146,458.3,Engineering,M,311.4,264.2
1780147,52.2,Engineering,M,115.4,140.9
1780148,44.0,Sales,F,300.4,254.2
1780149,91.0,Sales,M,134.7,426.0
1780150,275.0,HR,M,195.0,498.2
1780151,285.3,Sales,F,203.5,160.7
1780152,296.8,Sales,F,444.8,44.4
1780153,32.8,HR,M,63.6,22.8
1780154,413.7,Engineering,F,260.2,321.5
1780155,289.4,Sales,F,11.5,444.0
1780156,295.9,HR,F,433.7,340.1
1780157,355.0,Sales,M,231.2,473.7
1780158,79.2,HR,F,307.7,456.6
1780159,346.4,Engineering,M,247.3,
1780160,256.5,Sales,M,400.1,36.7
1780161,10.5,Sales,F,217.1,76.0
1780162,228.8,Sales,M,391.6,382.0
1780163,143.4,HR,F,479.1,119.7
1780164,53.5,HR,M,443.4,25.6
1780165,177.8,Sales,F,74.6,220.4
1780166,373.3,Sales,M,35.8,263.6
1780167,291.2,HR,F,127.3,451.5
1780168,470.4,HR,F,108.7,163.7
1780169,490.3,HR,F,423.2,248.6
1780170,358.7,HR,M,297.3,116.5
1780171,278.0,Support,M,57.2,52.2
1780172,322.4,Sales,F,182.2,437.1
1780173,365.6,HR,M,497.6,142.1
1780174,351.5,Sales,F,279.3,322.0
1780175,101.8,HR,F,214.8,117.9
1780176,249.5,Engineering,M,453.7,364.6
1780177,98.2,Support,F,127.2,396.5
1780178,317.7,Sales,F,495.7,46.3
1780179,67.9,HR,M,122.9,121.5
1780180,115.3,Engineering,M,358.9,134.7
1780181,340.9,Sales,F,387.1,199.6
1780182,280.9,Engineering,F,492.8,199.8
1780183,466.4,Engineering,M,72.2,179.5
1780184,138.0,Sales,M,271.4,291.4
1780185,281.1,Support,M,89.4,139.7
1780186,434.3,Sales,M,272.5,68.6
1780187,105.4,Sales,M,358.1,115.7
1780188,43.4,HR,M,237.3,26.8
1780189,75.3,Sales,M,335.8,412.6
1780190,60.1,Sales,F,297.2,52.9
1780191,474.9,Sales,M,359.1,471.6
1780192,27.6,Sales,F,213.8,264.4
1780193,296.2,Support,M,475.9,374.2
1780194,199.8,Support,F,477.5,164.2
1780195,487.8,Support,M,311.8,122.1
1780196,182.8,HR,M,179.8,132.6
1780197,396.1,Sales,F,221.8,73.0
1780198,352.8,Support,M,89.0,62.0
1780199,438.5,Sales,F,123.5,215.0
1780200,35.7,Engineering,M,91.6,377.3
1780201,214.0,Engineering,M,448.3,134.9
1780202,417.2,Engineering,M,455.3,247.2
1780203,164.5,HR,M,208.8,19.2
1780204,218.5,HR,M,458.5,251.2
1780205,421.0,Engineering,M,110.8,103.7
1780206,402.9,HR,M,125.9,76.8
1780207,44.4,Sales,F,30.1,20.4
1780208,155.9,Support,F,172.4,
1780209,80.0,Engineering,M,112.4,316.4
1780210,323.6,HR,M,45.8,398.3
1780211,137.4,HR,M,230.0,442.5
1780212,177.8,HR,F,33.2,298.3
1780213,161.3,HR,M,191.1,320.3
1780214,144.8,Sales,F,92.2,262.7
1780215,196.8,Support,M,367.9,377.3
1780216,235.1,Engineering,M,298.9,289.4
1780217,320.8,HR,F,53.1,90.3
1780218,249.1,Sales,F,76.4,293.9
1780219,383.3,HR,M,241.2,299.7
1780220,239.5,Support,M,493.7,496.2
1780221,387.4,Engineering,M,411.2,117.9
1780222,326.4,Engineering,F,10.6,345.8
1780223,11.9,Sales,F,245.2,449.3
1780224,192.5,Support,M,401.4,80.9
1780225,221.0,HR,F,348.9,468.8
1780226,368.8,HR,F,382.8,162.7
1780227,255.2,Sales,F,382.3,380.8
1780228,399.6,Engineering,M,485.0,114.9
1780229,149.2,Sales,F,153.9,204.0
1780230,321.4,Engineering,M,150.1,325.7
1780231,132.3,HR,M,114.1,216.6
1780232,359.4,Engineering,M,473.7,122.9
1780233,206.0,HR,F,305.0,102.3
1780234,347.0,HR,F,489.0,
1780235,115.5,Engineering,F,220.1,31.3
1780236,38.8,Sales,F,84.0,267.1
1780237,41.8,Engineering,F,347.9,152.8
1780238,66.4,Sales,F,133.9,78.1
1780239,483.3,Sales,M,414.9,213.7
1780240,192.6,Engineering,M,354.3,231.8
1780241,60.9,Support,F,436.4,333.6
1780242,214.5,Sales,M,460.1,407.3
1780243,23.3,HR,F,371.9,120.7
1780244,348.6,HR,F,386.6,112.9
1780245,27.5,Engineering,M,439.4,388.7
1780246,28.8,Support,F,246.5,248.3
1780247,474.5,HR,F,295.7,352.8
1780248,14.6,Sales,F,203.7,74.8
1780249,230.1,Support,M,365.0,92.5
1780250,125.4,HR,M,450.3,407.4
1780251,336.9,Sales,F,417.6,86.0
1780252,364.0,Support,F,73.1,74.0
1780253,305.9,Support,M,51.7,223.1
1780254,379.6,Sales,M,403.2,175.8
1780255,313.1,Engineering,F,143.8,80.6
1780256,235.5,Support,M,141.6,186.9
1780257,66.5,HR,M,250.1,369.7
1780258,393.2,Sales,F,15.6,469.8
1780259,461.2,Engineering,M,118.9,462.7
1780260,454.0,Engineering,F,148.9,394.9
1780261,171.8,HR,F,251.4,152.2
1780262,490.8,Engineering,M,347.6,333.8
1780263,110.9,Engineering,M,118.3,420.4
1780264,234.6,Sales,M,460.9,158.1
1780265,488.9,HR,F,60.3,337.9
1780266,219.1,Support,F,390.7,269.8
1780267,431.8,Support,M,318.2,142.5
1780268,35.7,Engineering,F,301.5,184.5
1780269,448.2,Engineering,M,420.6,403.2
1780270,456.8,Support,M,494.5,26.7
1780271,195.2,HR,M,337.7,93.4
1780272,309.7,Support,F,475.7,23.9
1780273,224.5,Engineering,M,104.1,191.1
1780274,472.5,HR,F,161.0,496.4
1780275,461.7,Engineering,F,406.0,222.3
1780276,93.4,Support,F,78.5,486.3
1780277,268.8,Sales,F,53.5,125.2
1780278,357.7,HR,M,333.7,303.8
1780279,180.5,Sales,F,241.3,447.7
1780280,499.0,Support,F,366.5,248.6
1780281,325.3,Support,M,13.5,386.8
1780282,331.0,HR,M,267.6,199.3
1780283,130.7,Engineering,M,121.6,137.1
1780284,206.7,Sales,M,443.3,249.5
1780285,405.3,Support,F,342.0,99.9
1780286,315.6,Engineering,M,52.4,83.5
1780287,222.0,Support,F,212.7,161.1
1780288,191.9,Sales,M,259.9,48.5
1780289,491.8,Engineering,F,254.1,209.7
1780290,240.4,Sales,M,186.6,447.2
1780291,299.6,HR,F,472.2,218.6
1780292,110.1,Support,F,499.5,283.1
1780293,123.1,Engineering,M,389.2,127.9
1780294,116.2,Engineering,M,283.4,213.1
1780295,189.0,Support,F,16.4,190.8
1780296,377.0,HR,F,40.4,245.5
1780297,307.3,Support,F,108.7,79.4
1780298,311.4,Engineering,F,334.2,207.8
1780299,417.0,Engineering,F,368.9,357.8
1780300,149.4,Support,M,269.5,440.1
1780301,255.4,HR,F,402.0,457.3
1780302,359.3,Support,M,87.5,69.7
1780303,84.3,Support,F,486.1,393.6
1780304,154.2,Sales,M,388.7,51.1
1780305,201.7,Engineering,F,233.8,493.0
1780306,56.2,Support,F,345.4,247.7
1780307,262.7,HR,F,228.7,79.6
1780308,161.6,Support,M,368.8,36.2
1780309,238.6,Engineering,M,291.2,343.8
1780310,20.0,Sales,M,223.1,170.0
1780311,64.5,Sales,F,224.6,316.5
1780312,55.7,Support,F,45.2,333.3
1780313,446.4,Sales,F,197.2,493.9
1780314,425.4,HR,F,311.4,301.2
1780315,147.9,Support,F,176.8,100.0
1780316,73.1,Support,M,344.8,228.6
1780317,334.1,Support,F,332.8,343.3
1780318,240.2,HR,M,45.6,165.6
1780319,478.9,HR,M,420.8,107.4
1780320,217.4,Sales,F,147.1,439.3
1780321,199.2,Sales,F,372.8,69.2
1780322,253.9,HR,F,325.6,415.8
1780323,229.8,Engineering,F,97.9,56.6
1780324,52.6,Support,F,291.0,139.0
1780325,294.4,Sales,F,377.9,373.7
1780326,382.4,Sales,F,63.9,238.9
1780327,135.2,HR,F,128.2,110.0
1780328,464.7,Engineering,M,245.1,66.8
1780329,440.8,HR,F,206.5,340.5
1780330,358.7,Sales,M,200.9,237.6
1780331,497.7,Support,M,60.7,
1780332,255.7,HR,M,355.7,499.8
1780333,182.1,Support,M,431.9,16.3
1780334,15.2,HR,M,404.5,432.4
1780335,185.0,Sales,F,91.8,38.5
1780336,307.7,Engineering,M,36.1,324.8
1780337,426.8,Support,M,430.7,390.1
1780338,13.4,Support,M,104.8,313.3
1780339,410.0,Engineering,M,417.8,327.1
1780340,398.7,HR,M,117.5,49.0
1780341,165.2,HR,M,160.5,401.6
1780342,252.9,Sales,F,37.4,375.3
1780343,263.7,Engineering,M,410.9,165.1
1780344,152.2,Support,F,133.2,237.9
1780345,265.6,Support,F,15.1,337.5
1780346,162.6,Engineering,F,166.9,74.2
1780347,37.0,Engineering,M,468.6,152.9
1780348,460.9,HR,M,480.9,472.1
1780349,55.1,Sales,M,117.8,482.6
1780350,70.3,Engineering,M,334.1,409.2
1780351,63.5,Engineering,M,81.8,452.4
1780352,218.7,Engineering,F,319.0,204.5
1780353,324.0,Engineering,F,403.3,166.7
1780354,42.7,Engineering,M,161.7,26.2
1780355,208.8,Support,M,146.7,295.0
1780356,224.0,Sales,F,153.8,258.2
1780357,385.7,Engineering,F,213.2,217.8
1780358,397.4,Support,M,373.5,72.8
1780359,202.7,Support,M,135.7,42.9
1780360,244.1,Sales,M,233.8,320.3
1780361,128.4,HR,F,341.8,112.4
1780362,262.6,Support,F,413.9,95.3
1780363,418.0,Sales,M,150.8,101.4
1780364,33.2,HR,M,45.3,447.1
1780365,478.8,HR,F,164.9,437.5
1780366,341.2,Support,F,406.7,295.0
1780367,361.6,Support,F,224.0,487.8
1780368,23.2,Engineering,M,293.5,423.6
1780369,449.9,HR,M,131.0,430.0
1780370,141.6,HR,M,102.9,192.9
1780371,440.3,Engineering,F,136.2,193.8
1780372,88.9,Engineering,M,423.0,12.0
1780373,273.3,HR,F,41.3,31.5
1780374,414.1,Support,F,27.9,91.7
1780375,51.5,Support,F,287.4,242.1
1780376,35.0,Support,M,415.6,100.1
1780377,321.5,Sales,M,407.8,279.6
1780378,102.7,Engineering,F,451.1,123.7
1780379,413.7,Engineering,F,454.0,214.4
1780380,16.0,Sales,F,269.2,469.0
1780381,195.9,Engineering,M,321.0,287.1
1780382,185.5,Engineering,F,233.7,189.0
1780383,187.5,Support,M,315.7,23.3
1780384,81.6,HR,F,55.5,37.3
1780385,393.4,HR,F,467.9,41.6
1780386,99.8,Support,M,454.5,362.2
1780387,310.2,HR,M,372.4,276.6
1780388,356.5,Engineering,F,343.7,326.3
1780389,270.5,Sales,F,16.7,396.8
1780390,18.0,Sales,M,472.6,
1780391,60.6,HR,M,81.2,323.4
1780392,134.9,Sales,F,192.7,104.0
1780393,22.7,HR,M,339.3,432.6
1780394,465.9,Support,F,81.8,416.8
1780395,231.7,Engineering,M,146.6,460.0
1780396,55.3,Engineering,M,394.5,114.5
1780397,284.7,HR,M,320.8,210.0
1780398,193.2,HR,F,436.4,232.0
1780399,405.5,Sales,F,95.9,208.4
1780400,478.1,Support,F,102.3,175.5
1780401,198.3,Engineering,F,450.0,499.8
1780402,158.7,Sales,M,325.5,39.8
1780403,260.6,Engineering,F,451.4,97.5
1780404,322.7,Engineering,M,393.7,366.6
1780405,134.2,Engineering,F,126.7,470.5
1780406,78.6,HR,M,144.9,253.6
1780407,34.3,Support,F,455.6,81.7
1780408,74.2,HR,F,71.8,87.0
1780409,369.3,Sales,F,40.5,361.8
1780410,332.9,Sales,F,94.2,272.6
1780411,21.2,Sales,F,28.0,311.1
1780412,260.7,Engineering,F,340.5,23.1
1780413,262.8,Sales,F,77.1,341.6
1780414,137.9,Sales,F,149.0,306.4
1780415,339.3,Support,M,289.5,348.2
1780416,362.1,Engineering,F,414.7,343.6
1780417,140.1,Support,F,315.2,86.1
1780418,478.4,HR,M,46.2,296.7
1780419,432.4,Sales,F,118.1,183.5
1780420,491.9,Support,M,452.3,173.9
1780421,498.6,HR,M,100.4,47.9
1780422,385.1,Support,M,276.8,145.5
1780423,398.8,Support,M,298.1,404.3
1780424,299.5,Sales,M,105.3,232.4
1780425,353.3,Sales,M,381.3,233.5
1780426,257.0,Sales,F,306.9,400.3
1780427,272.1,Support,F,137.3,187.0
1780428,191.3,Sales,M,110.8,376.5
1780429,416.9,Sales,M,379.1,156.4
1780430,102.8,Sales,M,133.0,319.2
1780431,411.0,Engineering,F,256.1,119.2
1780432,427.6,HR,M,69.4,261.0
1780433,141.3,Support,M,142.8,196.7
1780434,55.2,Sales,F,78.0,398.0
1780435,325.3,Support,M,350.7,113.8
1780436,479.3,HR,F,492.4,313.7
1780437,345.2,HR,M,295.9,230.2
1780438,31.3,HR,F,71.6,485.9
1780439,41.7,Support,M,80.8,305.1
1780440,160.7,Support,M,331.2,41.3
1780441,398.3,Engineering,F,50.1,448.9
1780442,443.5,HR,F,242.1,15.6
1780443,391.4,Support,M,340.3,419.3
1780444,261.1,Sales,F,117.2,436.4
1780445,190.7,HR,M,239.6,45.4
1780446,152.0,Support,F,124.1,156.0
1780447,218.1,Sales,F,206.7,147.0
1780448,444.8,Sales,M,177.7,231.8
1780449,426.6,Sales,M,440.1,357.9
1780450,135.9,Sales,M,491.2,140.9
1780451,208.3,Sales,M,423.1,383.1
1780452,184.4,Sales,F,132.6,374.8
1780453,378.5,Engineering,F,432.0,104.9
1780454,389.8,Engineering,M,20.9,70.1
1780455,487.8,Engineering,M,497.6,295.6
1780456,34.5,Support,M,407.6,498.0
1780457,415.6,Engineering,F,359.5,287.8
1780458,283.4,HR,M,267.6,93.9
1780459,287.5,Engineering,F,39.8,14.2
1780460,459.7,Sales,M,196.4,407.6
1780461,480.3,Support,F,334.2,117.0
1780462,473.9,Engineering,F,442.8,325.1
1780463,499.9,Support,M,459.1,244.7
1780464,347.4,Sales,F,445.8,233.6
1780465,406.3,Engineering,M,296.3,53.7
1780466,215.6,Support,M,458.7,72.3
1780467,112.3,Support,M,372.9,317.6
1780468,11.5,Engineering,F,292.0,224.1
1780469,496.1,HR,F,427.8,305.9
1780470,473.2,Support,F,162.6,159.1
1780471,174.9,Support,F,325.7,178.0
1780472,252.3,Support,M,364.8,344.0
1780473,101.7,Sales,M,395.1,49.3
1780474,295.1,Engineering,M,306.2,357.3
1780475,92.5,Sales,M,426.3,384.7
1780476,25.2,Engineering,F,389.6,73.9
1780477,278.1,Support,F,469.0,61.3
1780478,435.5,Support,M,339.3,27.1
1780479,276.3,Support,M,171.8,117.9
1780480,411.7,Engineering,M,471.2,420.7
1780481,294.8,Support,F,275.7,426.8
1780482,57.8,HR,F,263.7,205.2
1780483,187.2,Sales,F,316.4,350.2
1780484,123.7,Sales,F,115.2,21.9
1780485,102.6,Engineering,F,363.5,123.5
1780486,39.3,Support,F,195.4,172.8
1780487,430.3,HR,F,242.9,394.8
1780488,23.0,Engineering,M,391.2,160.1
1780489,96.1,Engineering,M,354.9,223.7
1780490,172.5,Engineering,F,408.1,112.8
1780491,271.2,Sales,F,167.2,221.8
1780492,12.9,HR,M,483.0,468.7
1780493,95.8,Support,M,381.5,120.5
1780494,49.7,HR,F,221.8,278.0
1780495,21.9,Support,F,33.8,80.1
1780496,291.6,Engineering,M,138.4,15.5
1780497,210.9,HR,M,354.0,66.2
1780498,52.5,HR,F,90.7,319.1
1780499,55.3,Sales,F,39.9,430.4
1780500,451.5,Sales,F,126.9,368.0
1780501,95.2,Engineering,M,309.4,194.2
1780502,170.3,HR,F,309.7,312.3
1780503,267.9,Sales,F,421.4,460.6
1780504,138.3,Sales,F,36.2,350.7
1780505,359.1,Engineering,M,252.7,234.8
1780506,487.7,Support,M,155.1,493.2
1780507,167.0,Engineering,F,322.2,441.3
1780508,137.7,HR,F,413.1,183.4
1780509,141.5,Support,F,269.3,59.8
1780510,275.8,HR,F,457.4,368.8
1780511,335.5,Sales,F,360.4,80.4
1780512,249.0,Engineering,M,244.0,266.4
1780513,376.3,Engineering,F,314.5,254.6
1780514,400.2,Sales,F,76.1,15.8
1780515,313.5,Support,F,407.8,358.4
1780516,364.2,Sales,F,330.1,295.0
1780517,376.9,Sales,F,340.1,228.2
1780518,290.5,HR,F,353.0,440.1
1780519,444.7,Support,M,235.8,387.9
1780520,102.8,HR,F,167.0,266.1
1780521,408.4,Engineering,M,301.6,242.0
1780522,478.2,Sales,M,192.7,128.9
1780523,31.7,HR,F,334.3,165.4
1780524,379.6,HR,F,254.2,479.7
1780525,189.4,HR,F,82.6,170.9
1780526,270.4,HR,F,100.1,175.1
1780527,493.5,Support,F,468.5,231.6
1780528,301.3,HR,M,308.9,226.8
1780529,413.0,Support,F,326.1,377.3
1780530,147.8,HR,M,311.4,453.2
1780531,472.0,Support,M,158.8,67.9
1780532,115.7,Sales,F,363.6,230.0
1780533,26.7,Engineering,F,414.9,482.2
1780534,11.2,Engineering,F,229.4,304.9
1780535,405.4,HR,M,180.0,239.5
1780536,428.7,HR,M,193.6,344.8
1780537,298.9,HR,F,245.2,389.2
1780538,334.2,Engineering,M,262.3,197.0
1780539,390.2,HR,F,349.2,425.3
1780540,493.8,Engineering,M,31.9,277.9
1780541,329.4,Engineering,F,52.1,430.9
1780542,344.3,HR,M,302.8,
1780543,232.0,Sales,F,11.3,66.7
1780544,446.7,HR,M,256.9,232.3
1780545,293.8,Support,M,378.7,452.2
1780546,338.5,Engineering,F,385.5,48.8
1780547,216.5,HR,M,353.3,397.2
1780548,482.3,Engineering,M,304.4,15.4
1780549,353.5,Support,M,395.3,475.1
1780550,393.4,Sales,M,282.6,183.3
1780551,198.7,Engineering,M,32.4,238.6
1780552,253.2,HR,M,199.4,456.5
1780553,439.3,Engineering,F,357.5,262.1
1780554,323.9,Support,F,105.5,57.1
1780555,216.7,Support,M,354.0,109.3
1780556,305.7,Engineering,M,130.3,483.5
1780557,104.2,Support,M,435.6,399.4
1780558,206.3,Engineering,M,99.4,207.9
1780559,84.6,Support,M,330.5,438.8
1780560,378.7,Engineering,F,461.3,272.0
1780561,99.9,Engineering,M,238.9,292.3
1780562,219.8,HR,F,492.7,121.3
1780563,326.9,HR,M,416.6,202.1
1780564,244.6,Support,F,286.6,59.6
1780565,356.9,Support,M,444.1,211.2
1780566,107.6,HR,M,130.6,433.6
1780567,441.0,HR,M,398.7,322.6
1780568,214.5,Engineering,F,276.8,279.4
1780569,161.0,Support,F,406.8,265.1
1780570,50.0,HR,F,81.3,452.5
1780571,279.7,Support,M,179.0,367.0
1780572,497.6,Support,M,305.5,321.0
1780573,474.7,Sales,M,139.9,135.1
1780574,370.1,Sales,M,198.3,371.3
1780575,464.3,HR,F,98.8,29.2
1780576,167.9,HR,M,416.0,149.0
1780577,159.6,HR,M,107.6,425.3
1780578,181.7,Engineering,F,98.7,112.6
1780579,329.7,Engineering,M,486.3,431.3
1780580,88.8,Engineering,M,337.3,350.8
1780581,221.5,Support,F,486.7,10.6
1780582,42.2,Support,F,132.2,96.2
1780583,93.3,Engineering,F,437.3,488.1
1780584,93.6,Engineering,M,90.0,325.8
1780585,207.5,Sales,M,301.3,397.2
1780586,104.7,Sales,F,201.8,12.1
1780587,353.4,Sales,F,199.1,225.8
1780588,78.4,Support,M,331.0,331.0
1780589,275.5,Support,F,470.9,268.9
1780590,282.8,Engineering,M,314.8,253.9
1780591,31.6,Sales,F,158.6,259.6
1780592,450.9,HR,M,316.7,493.6
1780593,375.2,Sales,F,359.1,71.9
1780594,381.3,Engineering,F,230.6,20.9
1780595,381.8,Engineering,F,104.1,352.4
1780596,275.1,Sales,M,99.0,369.1
1780597,63.0,HR,M,256.4,
1780598,420.0,Support,M,339.2,115.2
1780599,369.4,HR,F,399.5,51.0
1780600,322.2,Support,M,287.1,329.6
1780601,396.1,Support,M,417.2,311.7
1780602,312.4,Sales,F,281.5,240.8
1780603,69.7,HR,F,262.9,487.8
1780604,343.7,HR,F,407.6,35.5
1780605,410.3,Engineering,F,46.6,421.3
1780606,47.3,HR,M,260.3,300.5
1780607,230.3,HR,M,310.5,81.4
1780608,95.2,Support,F,400.1,344.7
1780609,415.5,Support,F,245.7,150.1
1780610,223.5,HR,F,257.9,150.6
1780611,375.7,Sales,M,234.6,72.6
1780612,197.9,Engineering,F,155.4,77.5
1780613,89.2,Support,M,437.8,168.9
1780614,96.1,Engineering,F,477.8,121.2
1780615,60.3,Sales,F,374.4,443.0
1780616,352.8,Sales,M,476.5,441.5
1780617,163.8,Sales,F,134.3,179.5
1780618,363.3,HR,F,398.7,211.1
1780619,205.3,Engineering,M,261.7,423.4
1780620,260.7,Support,F,358.7,15.5
1780621,98.1,HR,F,476.3,446.2
1780622,97.7,Support,F,195.0,318.9
1780623,294.3,Engineering,F,70.0,125.8
1780624,209.0,Sales,F,218.6,377.8
1780625,237.1,Engineering,M,131.1,242.6
1780626,455.1,HR,F,306.6,260.3
1780627,398.2,HR,M,407.9,222.9
1780628,365.6,Support,M,146.3,40.7
1780629,287.3,Support,M,70.3,315.4
1780630,42.4,Engineering,M,383.2,326.9
1780631,385.1,Engineering,F,90.7,32.6
1780632,67.7,Engineering,F,463.0,210.2
1780633,371.4,HR,F,182.9,256.7
1780634,261.3,HR,F,458.1,223.2
1780635,160.9,Engineering,M,259.1,467.2
1780636,313.6,HR,M,49.5,295.1
1780637,358.8,HR,F,141.9,38.7
1780638,48.3,Sales,M,444.5,126.7
1780639,291.0,Sales,M,178.5,210.4
1780640,148.6,Sales,M,469.8,427.5
1780641,422.6,HR,F,473.5,16.7
