ItemID,StockLevel,UnitCost,LeadTime_Days,MonthlySales,TurnoverRate
1150150,334.4,463.3,252.7,48.0,315.3
1150151,220.0,258.8,18.8,257.5,236.9
1150152,328.2,213.9,293.3,423.7,32.9
1150153,432.5,346.9,359.8,155.7,448.3
1150154,345.3,481.5,192.5,26.2,457.0
1150155,118.2,498.2,398.6,416.6,84.6
1150156,492.4,256.0,81.7,204.5,255.4
1150157,275.2,35.9,403.8,389.1,147.7
1150158,56.8,51.2,98.7,473.4,317.5
1150159,,451.9,33.2,252.0,423.9
1150160,189.2,341.5,12.7,397.8,16.1
1150161,57.7,432.6,139.3,265.8,479.7
1150162,266.2,402.9,14.2,373.0,350.2
1150163,289.0,115.1,282.1,454.1,119.7
1150164,13.4,290.3,255.0,307.2,276.8
1150165,54.6,36.8,285.9,106.3,420.0
1150166,481.5,449.5,482.0,270.5,187.3
1150167,138.0,144.7,34.2,323.9,124.8
1150168,22.9,440.5,246.6,11.5,402.3
1150169,463.5,497.1,472.4,156.2,265.3
1150170,199.3,145.2,306.2,62.0,214.9
1150171,277.8,102.7,454.8,489.3,24.3
1150172,275.8,405.4,295.5,249.2,173.0
1150173,45.7,205.0,388.3,403.5,301.3
1150174,106.5,241.6,187.7,329.7,70.2
1150175,384.5,297.3,307.2,453.2,341.2
1150176,340.3,382.2,245.1,484.8,435.0
1150177,392.0,246.8,250.5,276.5,170.6
1150178,130.3,142.6,360.9,167.7,72.4
1150179,143.0,357.7,160.1,440.9,438.0
1150180,99.0,172.5,477.2,187.2,274.2
1150181,366.3,46.9,20.9,47.1,473.5
1150182,439.2,271.6,220.3,279.1,10.9
1150183,412.1,365.4,451.8,382.3,468.1
1150184,165.7,127.1,446.1,211.3,28.2
1150185,300.7,490.3,316.4,206.2,202.9
1150186,383.2,423.9,451.2,114.2,242.5
1150187,112.8,220.3,191.5,359.2,411.1
1150188,406.4,151.0,461.5,493.5,235.2
1150189,491.7,235.9,413.7,22.8,115.9
1150190,57.4,181.0,99.4,168.6,166.1
1150191,259.9,466.2,453.2,237.9,498.5
1150192,69.5,355.7,82.8,108.9,35.7
1150193,324.5,429.1,373.2,450.3,309.5
1150194,173.0,265.7,327.1,21.8,278.8
1150195,491.7,455.5,11.0,174.3,62.9
1150196,207.5,55.9,494.6,242.6,484.7
1150197,280.2,33.7,322.4,481.5,463.9
1150198,392.9,241.1,393.0,309.3,98.4
1150199,357.8,22.2,182.0,83.2,133.3
1150200,496.6,136.1,144.0,56.9,95.8
1150201,50.1,74.9,476.5,171.0,363.8
1150202,478.1,175.7,274.6,142.2,184.6
1150203,156.0,499.3,163.9,397.6,343.9
1150204,276.6,171.3,129.9,353.2,471.3
1150205,390.0,122.8,237.7,378.8,70.3
1150206,98.2,148.6,86.2,419.7,289.0
1150207,327.9,424.3,47.3,406.8,62.0
1150208,428.3,364.7,80.6,57.5,57.9
1150209,357.3,477.6,284.3,172.1,189.4
1150210,329.8,492.4,402.9,53.1,465.8
1150211,410.7,214.8,19.1,84.7,228.1
1150212,395.5,30.2,49.7,499.2,431.3
1150213,145.2,25.2,34.3,492.5,35.4
1150214,15.7,354.8,279.6,216.2,452.2
1150215,220.6,68.8,71.1,496.3,473.3
1150216,277.3,378.3,437.8,56.7,18.7
1150217,20.9,497.4,215.5,228.0,100.0
1150218,249.1,205.1,239.8,434.8,266.8
1150219,211.5,237.0,137.6,243.2,93.0
1150220,341.0,281.9,373.1,447.8,108.9
1150221,462.1,391.0,402.0,108.0,181.7
1150222,410.5,248.5,313.8,489.8,487.8
1150223,309.6,475.7,39.6,198.8,307.7
1150224,213.0,279.6,330.9,471.8,473.8
1150225,111.6,333.4,101.4,42.4,114.6
1150226,367.3,366.0,442.4,412.4,174.7
1150227,437.4,28.5,287.7,421.0,254.6
1150228,482.3,89.8,56.6,284.1,236.4
1150229,431.2,122.2,296.1,271.1,207.8
1150230,125.5,405.5,343.4,450.5,103.3
1150231,72.1,463.9,339.1,241.0,138.5
1150232,380.5,393.7,401.3,409.8,35.6
1150233,370.8,490.7,156.0,21.9,138.7
1150234,83.1,231.0,212.5,392.9,319.6
1150235,444.6,394.3,68.8,294.7,37.6
1150236,122.9,369.7,253.6,187.3,346.5
1150237,406.5,328.8,177.5,67.5,296.7
1150238,475.0,459.3,228.9,169.9,234.8
1150239,188.2,173.7,177.6,411.7,254.9
1150240,,421.6,147.3,330.9,83.7
1150241,28.5,213.8,88.4,290.5,463.8
1150242,404.6,301.3,292.6,279.8,499.6
1150243,218.4,401.8,264.3,492.8,498.3
1150244,123.6,52.4,383.0,202.5,307.0
1150245,10.3,169.6,116.8,432.4,496.0
1150246,170.4,473.3,53.9,333.8,70.1
1150247,479.1,385.4,392.7,151.4,42.0
1150248,209.5,300.3,31.2,405.9,98.6
1150249,177.5,72.3,365.7,139.3,133.4
1150250,323.3,444.9,175.3,39.5,196.6
1150251,204.6,433.1,461.5,194.4,388.0
1150252,123.2,109.7,257.1,291.6,418.4
1150253,301.7,100.9,96.4,185.8,429.3
1150254,303.8,436.2,138.4,72.9,95.6
1150255,485.2,143.2,57.8,112.9,464.9
1150256,460.2,405.2,25.5,113.6,79.7
1150257,473.4,46.0,404.4,289.5,421.1
1150258,177.0,366.3,413.6,23.6,140.9
1150259,452.2,303.7,64.8,276.0,469.4
1150260,409.1,218.0,265.5,428.9,194.6
1150261,275.2,307.9,92.1,48.2,167.3
1150262,281.1,338.7,477.7,72.8,103.8
1150263,225.1,97.0,487.1,61.2,92.0
1150264,273.2,136.5,176.4,366.6,61.2
1150265,493.1,390.8,46.0,191.7,65.1
1150266,456.2,84.6,23.1,295.5,309.9
1150267,209.3,167.5,242.0,325.4,342.4
1150268,242.2,15.6,339.8,123.6,397.9
1150269,43.5,380.4,145.8,368.9,105.3
1150270,43.3,151.7,468.4,58.2,281.8
1150271,436.3,308.8,40.6,174.7,65.9
1150272,81.4,172.2,364.3,195.3,366.0
1150273,291.6,20.9,161.0,344.8,375.9
1150274,426.9,301.8,174.2,491.8,403.7
1150275,159.8,145.2,13.2,66.7,335.0
1150276,390.4,99.7,267.9,121.8,91.1
1150277,373.3,405.9,238.0,492.9,261.2
1150278,360.4,99.0,410.0,407.7,85.2
1150279,434.4,465.9,461.2,387.1,317.1
1150280,273.0,253.9,28.4,314.8,110.3
1150281,306.2,316.6,146.7,66.7,45.4
1150282,263.2,344.0,291.8,307.2,220.8
1150283,420.6,368.3,463.3,206.4,476.4
1150284,258.1,261.2,488.7,352.4,387.5
1150285,272.9,164.8,363.5,109.6,96.9
1150286,221.5,185.9,459.2,326.4,210.5
1150287,466.4,338.3,387.5,409.5,349.2
1150288,397.3,352.8,305.9,466.1,104.2
1150289,27.6,326.2,299.6,420.3,362.4
1150290,258.2,218.9,125.4,489.2,208.4
1150291,311.7,399.3,57.1,115.6,82.8
1150292,275.8,287.9,228.6,33.0,180.7
1150293,441.5,26.0,458.9,277.2,413.0
1150294,370.9,434.1,120.4,450.0,101.7
1150295,156.2,467.3,312.2,469.5,25.8
1150296,487.3,375.6,315.6,291.6,145.7
1150297,118.0,436.0,322.9,404.0,421.7
1150298,427.7,477.4,75.7,449.4,68.0
1150299,471.9,272.7,371.2,103.2,66.5
1150300,235.1,149.2,296.0,216.1,169.4
1150301,338.9,22.4,43.0,243.8,349.2
1150302,85.4,283.4,26.4,57.6,73.6
1150303,377.5,425.2,23.8,232.1,200.1
1150304,405.5,261.7,201.1,22.3,369.7
1150305,84.0,80.8,303.6,387.4,333.0
1150306,88.9,408.9,389.6,187.9,155.9
1150307,359.4,120.0,74.5,126.1,359.9
1150308,49.1,246.3,265.0,478.0,421.5
1150309,72.0,428.8,188.1,33.1,45.1
1150310,195.2,207.1,302.3,459.2,256.5
1150311,295.3,275.0,113.7,294.6,282.0
1150312,453.8,435.0,282.0,321.2,42.4
1150313,394.3,97.8,310.3,103.0,399.4
1150314,473.4,168.6,416.2,464.3,189.7
1150315,183.9,484.9,186.1,46.7,262.7
1150316,241.1,137.4,50.9,239.1,37.0
1150317,160.4,308.3,423.7,124.9,186.5
1150318,229.0,475.0,267.2,354.2,367.4
1150319,29.2,335.3,482.2,220.9,291.4
1150320,376.5,432.2,105.5,212.2,411.3
1150321,264.3,102.3,458.9,103.0,35.4
1150322,301.9,154.4,346.3,22.0,197.3
1150323,324.2,347.0,467.4,242.2,472.3
1150324,365.1,309.0,358.1,462.8,305.6
1150325,360.8,277.9,101.1,479.6,130.8
1150326,110.4,15.0,393.1,240.1,85.6
1150327,206.9,258.0,131.6,478.9,31.5
1150328,477.9,13.4,42.5,484.2,115.5
1150329,357.9,206.0,70.9,359.6,356.8
1150330,280.1,485.4,75.5,39.6,267.7
1150331,167.4,165.2,340.8,296.5,153.0
1150332,300.3,383.2,116.7,168.7,283.3
1150333,168.2,263.3,443.5,467.8,99.2
1150334,40.6,45.5,49.8,437.7,209.5
1150335,208.5,297.4,41.4,216.0,249.1
1150336,127.3,150.4,310.2,232.1,203.5
1150337,105.7,259.5,470.1,412.5,102.8
1150338,12.7,75.4,114.0,264.0,171.4
1150339,390.7,486.6,311.5,289.8,242.4
1150340,174.8,292.1,459.5,415.3,64.2
1150341,72.0,416.0,432.9,102.4,88.9
1150342,311.0,146.9,122.3,13.9,164.6
1150343,,206.8,219.1,275.0,257.9
1150344,29.5,105.4,416.3,356.4,54.8
1150345,201.9,179.7,222.6,480.0,457.5
1150346,21.9,197.4,404.1,96.1,468.6
1150347,310.3,413.2,37.4,417.8,30.1
1150348,53.0,268.2,169.4,446.1,305.2
1150349,226.4,365.8,55.9,145.9,152.8
1150350,488.8,217.0,140.3,289.4,169.1
1150351,167.7,248.4,338.4,409.5,114.7
1150352,394.0,286.0,244.8,204.7,48.7
1150353,19.9,438.4,231.5,124.7,261.2
1150354,62.7,111.7,470.6,323.6,145.7
1150355,451.7,198.8,106.4,326.9,221.9
1150356,189.3,409.3,29.6,232.7,69.0
1150357,459.1,86.3,356.3,234.3,360.0
1150358,200.9,284.5,291.6,407.0,389.3
1150359,325.2,292.9,111.7,50.9,249.7
1150360,461.0,302.9,280.6,491.1,165.9
1150361,213.2,254.0,97.0,71.0,439.6
1150362,387.7,408.3,462.2,487.5,358.2
1150363,328.7,388.0,391.3,216.5,448.9
1150364,435.3,48.7,377.2,305.1,45.4
1150365,425.7,403.1,165.3,225.5,58.4
1150366,258.1,169.3,348.6,44.5,99.3
1150367,353.9,101.7,222.6,417.3,362.7
1150368,334.8,485.2,492.2,418.3,319.4
1150369,181.8,48.0,353.9,404.1,281.3
1150370,418.3,123.0,318.3,395.3,108.5
1150371,85.7,433.8,26.3,374.0,472.8
1150372,76.3,373.7,36.6,124.9,224.5
1150373,332.2,412.6,264.4,324.3,377.4
1150374,237.0,21.4,176.3,311.8,84.1
1150375,351.0,485.7,301.6,454.0,126.2
1150376,214.9,222.3,75.7,165.6,205.4
1150377,220.9,460.2,308.5,59.9,174.6
1150378,474.4,261.5,454.1,149.0,396.9
1150379,358.7,108.2,334.6,146.2,357.8
1150380,357.9,13.4,53.9,494.5,213.9
1150381,329.8,400.8,220.8,291.8,171.2
1150382,234.9,16.0,306.9,470.4,158.1
1150383,328.1,425.4,367.1,242.7,191.0
1150384,434.4,86.4,353.2,59.4,65.2
1150385,45.7,405.8,140.6,422.9,110.2
1150386,440.3,376.7,457.6,210.0,28.9
1150387,380.3,269.3,495.3,143.7,315.9
1150388,251.9,374.4,41.1,41.5,37.2
1150389,475.9,114.0,427.4,318.5,106.8
1150390,44.0,186.3,323.5,196.7,249.8
1150391,146.5,438.7,383.6,101.7,378.1
1150392,283.3,38.1,423.1,391.5,416.7
1150393,184.5,482.8,368.4,70.3,483.0
1150394,76.4,496.3,352.0,434.7,211.6
1150395,238.7,264.5,294.7,23.5,398.3
1150396,106.1,476.4,207.5,23.7,24.9
1150397,142.7,225.8,33.2,35.4,23.0
1150398,251.4,308.6,442.9,40.3,235.2
1150399,310.8,224.4,426.5,474.2,297.2
1150400,236.0,312.7,395.5,104.0,138.0
1150401,261.8,381.0,248.5,490.3,246.6
1150402,14.9,477.6,187.5,433.1,297.2
1150403,94.2,485.8,478.9,37.0,61.0
1150404,128.6,448.0,407.1,394.1,475.4
1150405,405.6,211.7,488.9,343.5,220.1
1150406,199.9,85.7,119.4,291.8,149.6
1150407,185.7,430.4,26.4,421.2,357.0
1150408,426.8,337.0,48.4,31.3,132.3
1150409,138.2,141.2,367.1,168.4,183.1
1150410,255.7,233.5,57.1,116.6,371.1
1150411,107.9,356.4,23.9,396.4,109.4
1150412,218.8,60.2,16.7,492.7,165.4
1150413,371.4,113.9,483.3,420.0,98.3
1150414,197.5,224.5,340.4,218.0,313.1
1150415,261.3,48.7,454.1,487.2,400.1
1150416,418.5,235.6,272.9,416.7,165.7
1150417,174.4,227.1,389.7,317.5,395.5
1150418,149.0,34.5,176.7,240.9,332.5
1150419,195.0,117.3,41.3,147.2,241.2
1150420,190.5,468.8,319.6,321.5,187.6
1150421,137.0,317.9,239.0,489.3,54.2
1150422,50.4,497.7,205.2,19.4,348.5
1150423,374.7,487.8,238.5,297.2,293.2
1150424,156.0,466.0,174.2,195.2,290.3
1150425,395.9,83.6,393.6,300.3,358.1
1150426,150.5,181.2,489.0,305.7,141.9
1150427,158.1,150.4,341.9,418.4,238.6
1150428,202.2,86.4,320.5,113.1,101.9
1150429,309.0,70.6,459.9,39.5,198.8
1150430,354.8,424.9,294.5,165.5,40.7
1150431,498.5,465.2,312.4,496.7,490.1
1150432,172.7,252.6,139.9,357.8,218.0
1150433,80.2,129.5,494.9,487.8,253.7
1150434,492.1,387.1,370.3,363.9,167.3
1150435,439.0,280.2,307.9,174.5,16.7
1150436,463.8,52.3,313.5,374.5,217.3
1150437,217.4,275.6,469.8,200.0,51.4
1150438,375.0,264.4,90.2,97.6,397.5
1150439,474.1,244.7,151.9,369.6,99.0
1150440,84.4,47.3,92.8,231.5,486.4
1150441,37.9,311.9,45.2,295.7,149.1
1150442,404.2,238.2,121.2,491.2,328.7
1150443,378.8,55.7,37.1,232.6,464.6
1150444,486.9,175.7,251.8,48.8,416.3
1150445,209.0,331.2,133.4,492.1,468.6
1150446,157.0,16.3,369.7,81.3,350.9
1150447,231.4,271.2,156.7,315.2,251.6
1150448,448.4,74.4,457.9,396.4,365.0
1150449,386.7,277.6,129.7,89.3,277.2
1150450,324.9,201.6,148.1,87.3,223.8
1150451,469.6,256.3,442.6,211.4,419.1
1150452,19.9,499.7,56.6,403.6,142.5
1150453,401.3,400.5,68.7,409.6,387.1
1150454,394.5,209.9,351.1,391.5,120.0
1150455,406.9,16.7,319.6,272.7,95.2
1150456,468.5,420.9,16.5,129.4,362.9
1150457,489.7,101.1,285.7,101.6,376.2
1150458,156.0,318.6,124.2,241.9,404.7
1150459,237.9,284.6,44.0,448.4,472.2
1150460,424.7,492.8,337.1,184.9,182.5
1150461,473.3,146.7,463.9,208.1,429.2
1150462,383.9,412.1,419.0,359.3,357.6
1150463,429.3,464.7,417.1,68.0,67.9
1150464,484.4,385.8,15.6,383.1,110.1
1150465,181.1,171.1,143.4,479.7,248.2
1150466,54.1,22.3,285.3,420.4,319.9
1150467,433.4,114.9,199.7,135.6,449.7
1150468,419.4,91.9,235.6,55.9,337.5
1150469,29.1,152.3,245.5,376.7,177.7
1150470,463.9,439.7,491.5,126.0,317.4
1150471,482.0,335.6,399.9,450.9,270.0
1150472,269.2,130.3,184.6,142.5,77.2
1150473,314.8,211.3,353.7,51.1,394.3
1150474,231.3,66.2,38.2,126.2,191.7
1150475,487.1,228.6,264.0,330.7,358.8
1150476,77.2,213.3,381.8,58.5,118.0
1150477,253.3,70.4,183.0,203.6,406.0
1150478,348.3,458.4,188.6,123.9,495.0
1150479,316.8,235.1,408.0,419.2,326.1
1150480,33.1,388.7,77.9,99.9,379.2
1150481,186.9,283.5,353.4,118.1,312.4
1150482,240.5,438.2,331.5,380.5,99.4
1150483,204.6,278.7,137.0,79.0,39.8
1150484,68.3,361.0,348.8,46.4,190.3
1150485,195.9,58.3,80.2,202.0,356.5
1150486,227.6,133.6,181.1,98.8,471.7
1150487,329.5,224.0,287.6,431.2,49.8
1150488,259.9,499.4,124.7,42.3,316.3
1150489,276.4,387.0,38.0,274.6,44.9
1150490,217.2,264.7,53.7,219.7,491.3
1150491,351.6,23.7,302.3,243.4,111.7
1150492,23.0,209.2,343.9,412.5,409.9
1150493,307.8,482.7,56.5,353.6,29.9
1150494,67.5,434.2,149.6,496.9,63.0
1150495,293.4,195.3,312.9,342.4,328.2
1150496,175.5,391.2,27.8,218.5,293.5
1150497,206.1,179.8,373.5,396.3,250.8
1150498,,257.6,283.1,423.2,69.0
1150499,59.9,397.7,378.1,90.8,98.1
1150500,78.3,448.0,318.4,302.4,454.1
1150501,145.4,460.0,156.1,435.7,164.6
1150502,329.0,306.6,389.3,197.2,480.1
1150503,50.5,206.5,123.6,224.5,301.3
1150504,206.0,273.0,70.7,319.4,62.7
1150505,440.7,120.2,185.5,319.0,11.8
1150506,498.0,359.7,50.2,17.7,400.7
1150507,427.6,264.6,50.4,196.5,126.5
1150508,487.6,64.4,98.0,340.5,317.1
1150509,,267.3,340.6,218.6,298.1
1150510,316.4,342.3,192.8,359.9,302.7
1150511,385.2,403.8,256.5,172.4,128.1
1150512,234.4,97.3,289.8,475.9,228.8
1150513,383.6,297.2,107.6,451.4,389.2
1150514,39.0,452.0,365.2,186.4,374.4
1150515,168.0,435.4,17.4,204.9,178.5
1150516,103.3,258.5,218.3,138.6,315.5
1150517,13.3,31.9,244.9,360.6,426.6
1150518,33.8,225.5,150.2,403.2,182.8
1150519,254.7,278.1,420.2,77.0,88.3
1150520,462.6,438.4,282.1,195.6,63.1
1150521,236.1,64.5,63.7,306.8,87.0
1150522,127.7,136.7,305.6,463.6,401.1
1150523,309.8,226.2,368.9,337.0,222.0
1150524,149.5,473.6,341.8,301.5,486.0
1150525,392.2,416.3,373.8,64.0,408.8
1150526,171.2,19.8,175.0,66.8,314.2
1150527,316.4,104.8,303.1,167.3,230.3
1150528,185.5,234.1,124.2,159.0,342.5
1150529,144.2,476.7,295.5,191.3,147.9
1150530,15.5,221.3,430.1,432.5,353.4
1150531,129.8,60.8,149.5,234.6,458.4
1150532,475.4,323.4,22.4,30.9,177.4
1150533,42.3,108.3,147.8,145.8,146.0
1150534,116.8,232.1,237.2,451.4,350.4
1150535,404.3,97.7,473.6,401.6,47.3
1150536,113.2,25.7,164.6,400.6,287.2
1150537,124.1,491.8,203.0,241.3,464.9
1150538,207.4,39.6,161.9,393.2,106.0
1150539,345.3,170.8,143.8,354.1,387.5
1150540,285.2,138.2,232.8,314.3,186.6
1150541,493.9,294.4,331.9,319.6,100.4
1150542,237.3,436.7,173.0,416.8,403.5
1150543,409.6,209.1,355.1,385.1,295.6
1150544,287.2,40.3,236.0,44.7,352.3
1150545,349.8,145.9,447.3,439.0,148.0
1150546,129.2,238.1,306.6,339.0,210.4
1150547,478.0,417.4,46.2,256.9,374.6
1150548,354.5,10.6,358.9,157.7,81.2
1150549,335.8,307.8,102.2,354.2,347.4
1150550,344.7,27.3,195.7,315.5,411.0
1150551,168.2,221.8,151.4,147.4,344.7
1150552,129.7,421.2,449.8,81.2,109.7
1150553,310.0,43.9,326.5,86.5,153.5
1150554,370.5,60.2,338.0,197.6,35.9
1150555,66.4,309.6,136.4,366.4,475.1
1150556,376.3,335.8,71.8,195.2,419.5
1150557,334.6,425.3,418.1,66.0,217.5
1150558,302.3,38.1,390.8,453.2,360.1
1150559,115.9,155.0,148.7,419.7,295.5
1150560,461.0,342.3,93.0,118.9,83.0
1150561,191.4,101.8,335.1,402.7,267.9
1150562,469.4,31.8,386.4,366.4,21.7
1150563,,392.6,465.4,471.9,270.9
1150564,132.7,48.2,101.7,420.1,22.8
1150565,177.0,71.5,44.8,56.4,251.7
1150566,427.3,350.5,223.0,472.2,435.4
1150567,216.1,305.8,20.7,75.0,404.3
1150568,96.7,434.6,33.2,149.7,178.5
1150569,220.5,241.6,444.1,394.3,156.6
1150570,463.4,191.5,262.6,78.2,409.7
1150571,174.4,464.1,171.4,239.3,141.8
1150572,16.5,61.2,277.1,496.8,490.2
1150573,244.5,32.2,176.9,350.7,20.4
1150574,316.7,179.6,91.1,28.3,129.0
1150575,200.0,146.8,180.1,40.5,290.1
1150576,457.7,267.7,266.2,146.3,26.8
1150577,499.6,449.3,182.0,75.3,50.3
1150578,278.6,212.3,177.9,381.3,489.8
1150579,160.1,339.6,235.3,486.9,14.8
1150580,129.7,274.9,229.2,175.8,389.9
1150581,377.0,99.3,30.1,442.8,119.3
