CustomerID,TotalPurchases,AvgOrderValue,Tenure_Months,ChurnRisk,CustomerLifetimeValue
1910052,164.9,279.4,129.7,279.5,235.8
1910053,86.4,460.2,484.8,159.0,61.8
1910054,319.3,243.9,211.5,25.7,470.0
1910055,477.5,179.2,129.7,305.1,304.4
1910056,354.9,341.6,112.5,394.5,364.1
1910057,33.1,68.3,492.7,245.4,219.8
1910058,88.1,468.5,437.6,442.4,346.5
1910059,213.5,243.4,498.1,320.4,168.2
1910060,243.7,32.5,434.4,66.2,110.7
1910061,344.3,220.6,166.1,229.9,49.2
1910062,42.5,170.4,287.0,390.0,330.4
1910063,188.4,244.5,137.5,498.3,331.2
1910064,135.5,460.0,145.6,408.4,299.4
1910065,167.5,168.5,146.5,295.5,217.8
1910066,484.0,482.3,343.7,236.8,410.9
1910067,15.2,283.4,320.9,480.4,486.6
1910068,131.7,363.0,74.4,496.1,209.1
1910069,237.1,56.7,275.3,497.4,62.6
1910070,324.4,107.8,132.8,422.7,408.6
1910071,269.2,184.5,389.8,342.8,440.7
1910072,450.7,204.1,476.3,49.2,257.0
1910073,37.2,78.4,41.2,400.4,364.4
1910074,292.6,138.8,305.4,491.9,68.6
1910075,480.1,435.5,463.2,186.2,11.2
1910076,188.0,164.4,258.4,13.2,238.0
1910077,397.7,36.8,67.5,348.1,110.8
1910078,440.9,423.3,460.3,252.2,345.5
1910079,329.9,93.3,468.5,85.3,136.1
1910080,46.7,71.0,496.5,141.5,401.6
1910081,210.1,10.3,69.4,406.8,260.7
1910082,214.6,301.4,483.2,113.4,268.0
1910083,388.1,114.5,175.0,330.9,193.0
1910084,49.9,395.8,92.3,107.9,236.2
1910085,111.8,426.8,404.9,225.1,387.5
1910086,177.7,438.7,190.8,273.2,369.6
1910087,60.6,93.8,168.0,366.9,206.0
1910088,86.8,428.8,392.4,107.9,269.0
1910089,363.4,151.4,325.8,253.3,199.9
1910090,34.3,255.9,270.9,258.7,182.3
1910091,151.1,425.7,158.3,495.2,333.8
1910092,451.8,98.0,389.3,110.4,152.8
1910093,272.3,442.7,172.6,21.1,463.8
1910094,194.4,,412.6,163.1,312.3
1910095,237.5,410.0,351.2,419.3,471.6
1910096,286.8,162.5,366.3,231.2,472.0
1910097,433.5,158.8,283.3,14.4,226.8
1910098,400.9,246.9,204.9,461.0,471.8
1910099,396.7,27.0,425.9,142.6,157.4
1910100,59.5,268.2,488.5,295.1,134.1
1910101,20.8,63.2,134.3,448.4,229.8
1910102,105.8,357.7,295.6,175.6,129.2
1910103,331.8,377.0,177.3,31.5,419.9
1910104,487.2,159.0,104.5,488.2,126.8
1910105,123.9,373.5,233.9,189.1,75.4
1910106,493.0,10.7,390.9,339.3,92.5
1910107,377.2,333.7,389.2,290.0,181.2
1910108,429.0,35.8,208.8,25.6,144.4
1910109,205.8,193.6,401.0,404.3,229.9
1910110,267.9,41.1,84.7,426.6,129.4
1910111,439.8,120.3,368.6,274.8,324.9
1910112,64.5,40.0,150.5,179.6,365.2
1910113,232.7,263.9,228.2,412.6,148.7
1910114,129.6,173.1,474.0,404.5,39.5
1910115,325.7,371.5,364.5,496.6,499.8
1910116,436.9,301.8,171.3,359.7,142.3
1910117,126.2,23.5,198.1,323.8,426.6
1910118,378.3,41.5,299.5,431.0,274.3
1910119,424.4,480.5,13.0,217.7,270.1
1910120,298.8,46.3,407.0,47.3,474.5
1910121,377.0,460.6,473.0,381.0,203.3
1910122,90.0,222.8,130.1,33.3,85.3
1910123,308.3,478.1,114.0,463.6,349.5
1910124,315.8,291.9,300.0,344.8,470.2
1910125,498.3,234.5,367.7,48.1,247.6
1910126,261.1,46.4,105.8,117.2,500.0
1910127,18.0,467.2,384.2,256.3,257.1
1910128,15.0,99.4,257.6,418.2,331.2
1910129,407.3,89.8,327.2,200.5,410.4
1910130,156.9,140.4,160.3,380.8,149.0
1910131,265.4,381.8,380.1,128.2,424.6
1910132,39.6,81.0,364.8,20.0,169.3
1910133,77.0,475.4,122.9,297.8,203.8
1910134,392.8,105.7,279.4,140.4,77.7
1910135,27.2,35.2,472.4,220.5,301.1
1910136,351.9,363.3,77.0,231.6,167.5
1910137,375.0,152.6,250.5,163.7,193.4
1910138,32.7,380.9,232.7,256.0,408.5
1910139,204.0,477.3,295.8,444.1,140.4
1910140,131.4,488.5,466.0,326.3,372.4
1910141,19.0,452.6,386.8,437.9,429.6
1910142,371.9,256.0,345.2,466.4,495.9
1910143,211.6,32.2,325.5,347.8,69.6
1910144,236.3,371.9,273.6,454.6,482.8
1910145,202.3,300.2,44.1,350.6,427.7
1910146,416.6,161.3,497.3,227.1,48.5
1910147,39.3,272.7,399.5,129.1,429.3
1910148,229.7,144.5,226.4,441.9,387.9
1910149,346.9,190.3,472.8,203.0,382.6
1910150,471.4,210.4,110.5,181.6,260.0
1910151,169.6,486.8,382.3,253.7,433.2
1910152,159.0,109.9,110.9,225.1,333.5
1910153,53.5,169.6,369.6,260.6,440.7
1910154,148.3,34.0,375.5,448.0,246.3
1910155,51.6,274.3,32.2,280.5,357.2
1910156,265.7,438.8,73.1,277.0,426.7
1910157,35.9,424.9,293.3,188.8,258.2
1910158,24.2,172.3,460.9,76.2,230.2
1910159,408.7,467.2,97.9,456.6,341.9
1910160,126.9,217.4,389.9,415.3,443.0
1910161,453.7,11.9,132.6,153.6,349.3
1910162,243.1,129.9,313.1,399.7,374.3
1910163,199.4,135.3,469.8,337.2,253.5
1910164,348.2,454.6,22.0,437.5,353.3
1910165,251.5,227.2,346.4,137.0,313.7
1910166,369.3,298.2,346.5,257.5,12.8
1910167,27.0,261.4,355.7,480.9,22.3
1910168,204.9,80.7,37.0,317.1,137.9
1910169,347.7,285.0,78.0,163.6,18.7
1910170,64.9,424.5,123.1,160.4,332.7
1910171,257.9,116.3,476.4,71.9,309.9
1910172,303.5,275.3,202.2,241.3,24.6
1910173,307.7,11.9,379.3,80.4,404.8
1910174,313.2,53.8,408.4,240.3,37.2
1910175,292.7,300.3,186.5,178.5,214.1
1910176,99.1,367.6,34.6,362.2,437.0
1910177,240.9,208.9,409.8,162.3,377.4
1910178,469.3,259.7,448.2,21.5,65.3
1910179,301.6,343.6,152.9,391.8,128.8
1910180,118.4,459.0,197.3,308.4,203.1
1910181,300.5,467.2,108.2,265.0,136.4
1910182,487.2,342.2,434.0,224.7,92.1
1910183,392.4,441.0,338.9,197.9,409.2
1910184,452.6,497.9,430.0,277.4,319.8
1910185,70.1,333.2,347.0,440.3,85.0
1910186,164.2,482.9,229.6,131.2,144.8
1910187,386.5,374.0,151.8,166.3,70.2
1910188,210.6,88.1,437.9,78.2,395.8
1910189,273.8,395.0,273.4,491.5,325.8
1910190,144.5,477.0,17.9,429.9,17.1
1910191,108.4,157.6,301.0,104.7,50.8
1910192,192.2,25.2,122.9,105.6,107.8
1910193,68.2,440.2,176.0,421.1,396.3
1910194,95.5,463.2,261.4,173.0,367.6
1910195,278.6,467.5,140.4,455.4,398.3
1910196,153.7,255.8,148.9,51.4,418.7
1910197,168.2,352.7,133.6,419.7,434.1
1910198,310.9,317.8,288.9,129.9,476.3
1910199,135.4,270.8,142.7,46.3,174.6
1910200,28.5,149.0,145.4,136.3,88.1
1910201,204.0,402.7,361.3,132.8,81.8
1910202,264.7,443.4,425.2,142.0,322.8
1910203,167.2,150.0,35.1,496.5,144.4
1910204,130.0,190.9,85.9,386.1,433.3
1910205,114.2,475.0,427.0,445.2,463.3
1910206,185.8,454.9,17.4,390.4,49.4
1910207,422.2,307.8,41.9,429.7,192.5
1910208,332.1,113.4,449.2,43.3,346.6
1910209,290.6,391.5,368.1,406.5,258.9
1910210,136.3,271.2,21.9,460.7,427.3
1910211,325.2,257.7,435.9,132.4,412.1
1910212,210.5,426.4,343.9,407.3,332.9
1910213,471.0,414.5,235.0,327.7,94.0
1910214,444.5,106.4,188.0,27.7,328.7
1910215,115.4,234.6,393.7,330.9,368.0
1910216,448.9,162.4,314.7,479.1,135.7
1910217,276.7,490.9,297.7,128.7,388.1
1910218,411.6,369.0,396.9,249.0,468.6
1910219,453.9,437.2,440.0,283.3,421.3
1910220,21.6,115.1,381.8,86.6,435.9
1910221,302.2,223.4,466.3,437.8,265.3
1910222,69.7,458.9,50.8,133.4,380.8
1910223,344.9,239.5,478.6,423.9,96.6
1910224,134.3,277.8,84.3,180.8,431.3
1910225,349.6,73.9,85.7,155.3,369.9
1910226,96.2,215.4,295.8,233.7,470.3
1910227,258.2,407.1,484.4,167.5,135.6
1910228,99.5,143.5,275.0,16.1,475.8
1910229,145.5,141.8,190.1,264.0,456.8
1910230,179.5,165.7,270.9,102.1,320.2
1910231,259.8,97.0,96.0,384.8,437.1
1910232,351.7,349.7,262.8,240.8,346.0
1910233,80.7,336.8,389.3,116.5,381.6
1910234,410.4,89.3,61.2,443.0,415.4
1910235,111.9,422.8,275.5,299.6,344.3
1910236,226.7,383.4,225.1,101.0,137.6
1910237,19.8,286.9,437.1,331.8,121.5
1910238,338.5,118.3,207.8,439.6,252.8
1910239,216.4,443.3,352.0,438.0,215.6
1910240,144.5,110.3,477.8,218.6,73.0
1910241,48.1,177.4,286.9,353.6,76.0
1910242,220.9,432.5,90.6,415.2,92.7
1910243,327.5,327.6,107.2,16.5,313.2
1910244,42.0,30.1,107.6,321.8,181.5
1910245,468.2,253.9,219.4,390.7,27.9
1910246,375.0,439.9,469.8,263.2,394.8
1910247,260.1,402.4,290.9,57.3,397.1
1910248,65.3,101.9,237.2,454.1,225.5
1910249,183.7,101.1,311.5,136.8,376.3
1910250,224.2,273.3,439.1,17.2,462.3
1910251,77.8,248.6,406.4,331.1,262.3
1910252,156.9,242.0,305.1,104.3,305.5
1910253,54.4,497.0,399.1,191.9,36.3
1910254,386.2,110.3,102.0,305.6,490.3
1910255,486.0,298.7,153.8,269.8,429.5
1910256,97.3,97.1,278.8,445.0,89.2
1910257,128.2,185.1,243.8,433.7,193.6
1910258,261.6,141.5,300.4,90.8,58.3
1910259,435.2,236.9,160.5,485.3,468.1
1910260,428.0,407.5,452.9,212.8,479.0
1910261,96.2,323.9,170.9,479.3,247.4
1910262,454.6,54.1,111.1,478.8,350.3
1910263,71.4,89.4,472.7,246.1,106.7
1910264,471.8,67.3,292.5,475.5,342.3
1910265,54.3,42.8,27.7,123.7,87.2
1910266,366.0,283.1,290.4,227.2,236.7
1910267,334.3,197.7,331.8,309.7,190.5
1910268,315.7,393.5,66.4,163.6,164.6
1910269,265.8,468.8,353.0,430.6,123.7
1910270,363.5,413.5,172.1,405.8,246.5
1910271,381.9,108.3,494.7,203.8,374.9
1910272,155.8,242.9,401.4,101.9,271.8
1910273,70.7,371.5,414.1,333.2,33.3
1910274,406.0,389.8,52.6,399.5,88.4
1910275,296.4,397.3,455.7,330.8,195.8
1910276,474.8,189.5,72.1,112.7,439.9
1910277,85.7,353.2,136.0,122.6,381.3
1910278,388.3,182.1,117.7,430.1,119.6
1910279,204.6,241.1,351.0,81.8,224.9
1910280,187.2,460.9,85.8,183.9,157.5
1910281,418.9,82.2,195.5,77.8,231.8
1910282,256.4,263.0,478.7,12.3,274.4
1910283,382.9,140.3,471.2,197.3,249.2
1910284,65.1,166.0,154.3,127.8,270.8
1910285,13.1,133.4,213.6,252.8,127.5
1910286,56.5,476.9,73.0,143.9,388.9
1910287,165.1,120.9,492.5,131.7,394.7
1910288,337.2,289.6,66.8,477.0,220.7
1910289,397.8,223.0,78.3,156.5,165.8
1910290,256.4,330.8,425.9,427.1,190.8
1910291,484.5,232.6,254.6,17.7,233.1
1910292,241.7,253.3,136.0,313.4,235.6
1910293,130.3,233.5,78.8,93.7,426.3
1910294,95.0,258.4,463.4,184.7,369.3
1910295,394.6,336.4,382.2,83.6,273.8
1910296,243.3,255.0,360.9,84.1,203.3
1910297,98.4,453.4,391.2,362.8,293.1
1910298,98.9,252.9,54.5,155.1,401.6
1910299,437.3,56.4,383.9,134.7,286.7
1910300,486.4,174.8,183.9,368.6,125.4
1910301,199.5,242.2,301.7,96.0,364.7
1910302,454.3,297.1,58.5,184.0,440.8
1910303,277.2,388.7,25.2,441.5,48.0
1910304,299.9,33.1,146.7,94.2,357.5
1910305,411.5,423.5,245.3,392.4,114.5
1910306,176.2,438.2,328.5,111.2,34.1
1910307,203.5,354.8,395.5,407.5,95.7
1910308,127.1,244.3,86.0,76.6,107.0
1910309,108.0,79.2,154.2,191.6,18.1
1910310,477.1,371.3,427.5,39.3,261.4
1910311,16.3,73.1,201.7,124.0,270.6
1910312,307.2,490.2,149.3,258.4,134.7
1910313,119.2,467.6,122.6,122.4,443.4
1910314,487.1,499.1,123.6,96.8,332.6
1910315,72.6,334.0,188.3,326.0,317.6
1910316,368.2,313.1,147.9,404.3,11.6
1910317,251.4,303.2,420.1,436.4,181.1
1910318,90.1,178.0,400.3,378.7,77.0
1910319,472.3,80.1,260.1,132.4,125.7
1910320,225.2,369.5,384.1,324.3,242.2
1910321,372.1,46.8,50.0,306.6,254.5
1910322,379.8,53.9,28.9,127.2,343.1
1910323,199.7,164.5,108.4,149.6,176.4
1910324,173.6,450.3,221.1,11.4,407.0
1910325,405.1,400.0,196.0,488.7,461.1
1910326,377.7,202.8,208.5,399.4,316.8
1910327,125.5,156.5,301.3,203.2,418.8
1910328,80.8,149.6,97.6,171.9,179.7
1910329,29.5,357.0,334.1,149.3,275.0
1910330,395.4,220.3,169.2,438.0,81.3
1910331,446.4,135.0,229.0,134.7,18.1
1910332,168.3,313.1,313.4,181.1,427.9
1910333,498.3,420.3,297.1,380.3,85.4
1910334,80.0,42.8,359.7,313.1,196.3
1910335,32.3,392.5,339.1,497.1,319.1
1910336,305.2,69.2,203.1,224.5,253.1
1910337,499.4,109.1,421.5,492.6,142.1
1910338,143.1,48.6,172.1,355.3,338.9
1910339,350.1,435.9,148.0,14.5,164.7
1910340,494.2,173.9,425.7,403.7,279.4
1910341,175.2,285.6,303.4,201.4,29.0
1910342,345.4,14.2,298.0,412.0,469.4
1910343,410.8,196.2,114.7,68.9,99.6
1910344,430.7,181.9,470.5,58.4,213.9
1910345,105.0,,230.2,192.4,189.2
1910346,364.6,472.5,268.0,78.3,57.6
1910347,59.2,43.1,42.5,423.6,473.9
1910348,403.8,485.1,117.8,458.9,134.8
1910349,99.2,93.3,360.5,23.9,132.5
1910350,35.3,74.2,245.9,211.7,157.0
1910351,186.8,81.1,375.3,384.0,110.8
1910352,107.1,423.4,70.1,365.7,425.8
1910353,464.6,224.5,443.5,119.6,78.4
1910354,12.4,468.4,88.7,102.7,88.0
1910355,174.4,146.5,321.0,257.1,377.8
1910356,268.6,409.8,477.7,21.7,482.2
1910357,254.2,243.1,252.2,169.3,121.1
1910358,77.1,355.2,267.4,123.1,369.6
1910359,402.5,426.1,37.2,97.2,212.3
1910360,338.9,72.4,389.4,447.3,166.2
1910361,248.8,168.5,24.8,84.4,411.0
1910362,343.1,183.4,308.0,498.3,385.3
1910363,249.7,180.8,90.8,174.5,98.7
1910364,18.9,228.9,224.5,224.6,434.1
1910365,136.9,383.6,52.2,289.5,476.6
1910366,281.1,54.1,172.1,320.0,246.5
1910367,452.5,481.0,133.2,395.6,218.7
1910368,110.5,390.0,424.9,396.1,203.3
1910369,139.3,387.2,390.6,369.9,487.6
1910370,112.6,179.2,302.6,100.9,109.2
1910371,52.8,72.7,461.7,317.7,91.6
1910372,201.4,308.4,259.2,251.9,287.9
1910373,301.5,476.1,226.8,249.1,269.0
1910374,246.7,20.2,131.7,325.9,392.9
1910375,406.1,65.9,333.6,17.0,144.3
1910376,276.1,157.1,66.7,284.6,70.3
1910377,403.4,211.4,166.9,38.9,245.3
1910378,161.7,150.1,80.3,30.7,294.8
1910379,353.1,497.2,370.0,443.6,437.3
1910380,362.5,330.9,245.9,257.2,132.9
1910381,68.6,374.8,434.6,61.2,135.5
1910382,289.9,400.9,129.7,463.1,50.1
1910383,239.0,258.4,274.1,410.9,428.6
1910384,242.7,367.6,110.9,304.7,428.2
1910385,142.4,200.6,392.4,247.2,242.9
1910386,316.5,92.6,183.5,113.2,400.5
1910387,35.9,158.0,156.0,176.3,483.6
1910388,78.2,427.0,428.1,222.6,186.6
1910389,412.7,105.4,276.6,480.3,154.6
1910390,277.1,317.2,94.4,177.9,404.8
1910391,258.3,147.5,375.3,43.2,139.1
1910392,371.9,281.6,336.6,89.4,291.7
1910393,287.6,498.8,451.9,328.2,170.9
1910394,198.1,363.5,324.8,235.7,264.2
1910395,475.2,218.4,112.7,111.0,10.3
1910396,454.7,47.0,489.4,351.6,154.2
1910397,308.3,213.9,254.8,233.5,297.8
1910398,420.1,438.3,45.4,293.0,445.2
1910399,18.3,187.1,434.9,87.4,261.4
1910400,21.4,338.7,240.1,184.1,185.4
1910401,327.1,364.9,107.9,292.8,376.9
1910402,326.3,60.4,33.1,13.5,64.2
1910403,122.3,335.1,445.8,432.0,255.8
1910404,408.1,379.4,219.8,147.2,357.1
1910405,376.7,77.8,80.2,45.2,260.9
1910406,499.3,414.3,374.6,184.5,61.3
1910407,425.9,341.9,456.6,430.2,470.8
1910408,130.7,44.9,213.7,137.4,473.9
1910409,57.4,406.8,257.6,98.1,241.6
1910410,64.1,162.4,133.3,492.3,325.8
1910411,451.4,484.0,35.9,313.7,460.9
1910412,196.5,113.5,41.6,281.5,297.9
1910413,229.4,281.5,225.4,468.3,137.7
1910414,281.7,400.8,170.1,83.0,96.1
1910415,71.0,301.4,260.0,464.5,251.7
1910416,437.4,389.3,181.7,212.9,339.8
1910417,305.9,201.9,314.7,106.7,471.7
1910418,303.3,405.0,290.0,462.0,261.6
1910419,489.8,297.8,276.8,374.4,217.0
1910420,162.1,17.7,425.9,131.2,463.5
1910421,158.5,386.5,487.9,245.5,457.3
1910422,395.4,450.1,186.7,79.2,10.6
1910423,327.2,128.9,331.4,294.4,466.9
1910424,309.6,23.9,141.8,488.8,243.3
1910425,240.1,47.7,52.6,246.6,173.4
1910426,166.9,99.1,381.3,343.3,356.2
1910427,141.2,182.1,413.9,249.8,350.3
1910428,26.6,345.3,62.2,181.8,421.1
1910429,442.3,136.0,202.0,150.0,107.1
1910430,459.6,379.0,462.3,35.5,269.4
1910431,219.7,,87.5,193.5,368.0
1910432,155.7,134.0,182.0,102.4,78.3
1910433,372.1,202.1,115.1,375.3,467.6
1910434,89.7,476.1,138.3,310.3,406.4
1910435,279.7,348.9,445.6,337.1,98.5
1910436,189.8,281.0,278.7,464.8,148.0
1910437,389.2,494.6,485.7,157.9,413.5
1910438,393.9,338.8,387.4,410.8,463.9
1910439,306.8,215.7,277.4,92.4,447.8
1910440,105.1,50.9,50.2,396.3,480.9
1910441,177.0,185.9,389.0,163.9,75.9
1910442,132.9,458.3,59.0,498.5,220.8
1910443,334.5,18.4,164.1,301.2,429.4
1910444,194.4,300.7,460.9,400.6,458.8
1910445,486.2,430.1,371.6,242.8,320.1
1910446,154.4,67.0,164.8,233.7,248.1
1910447,439.6,488.3,37.6,381.8,404.3
1910448,222.3,138.4,180.0,358.1,21.0
1910449,11.0,368.3,411.9,92.0,495.0
1910450,73.2,118.7,451.7,393.0,135.7
1910451,247.2,278.9,190.9,67.9,497.5
1910452,310.9,246.0,393.2,280.1,233.8
1910453,277.0,139.3,13.2,101.5,249.6
1910454,451.0,305.7,447.1,96.0,115.0
1910455,290.6,59.7,440.8,408.7,259.2
1910456,430.5,423.6,200.6,421.8,73.7
1910457,246.0,224.9,150.1,259.4,132.7
1910458,446.0,272.9,74.6,265.1,456.8
1910459,298.5,409.2,295.2,342.0,34.1
1910460,476.2,79.6,390.9,213.5,37.4
1910461,484.5,44.6,320.8,307.9,349.9
1910462,368.4,20.5,241.2,499.0,416.7
1910463,428.8,290.8,256.5,185.1,61.2
1910464,47.1,,99.1,221.7,328.4
1910465,140.6,81.5,468.0,328.3,161.2
1910466,355.7,122.0,300.6,405.9,173.7
1910467,425.5,44.1,220.9,366.7,205.3
1910468,268.1,369.2,36.8,304.5,13.7
1910469,128.1,41.2,158.8,461.3,289.3
1910470,368.4,29.5,322.7,157.0,408.1
1910471,250.1,73.5,95.5,465.1,419.3
1910472,419.7,110.5,333.2,465.5,156.6
1910473,472.2,186.4,252.6,64.3,315.5
1910474,140.2,126.7,185.0,122.5,373.6
1910475,176.5,150.4,413.2,237.4,249.4
1910476,247.9,214.5,14.8,165.4,95.9
1910477,421.9,13.9,289.9,247.8,165.2
1910478,179.4,215.4,351.8,124.5,96.6
1910479,407.6,198.9,104.9,480.5,116.3
1910480,482.1,38.0,348.4,29.0,468.8
1910481,195.1,116.6,424.8,174.5,161.1
1910482,408.4,288.6,12.8,403.9,359.3
1910483,366.3,284.6,412.3,49.9,32.2
1910484,390.5,206.7,369.4,103.1,290.7
1910485,183.6,272.9,380.0,198.0,137.0
1910486,41.4,187.1,133.3,344.2,394.2
1910487,322.0,126.5,365.5,239.0,483.4
1910488,295.8,456.5,217.5,38.3,454.5
1910489,245.7,175.9,429.4,286.1,316.8
1910490,227.7,198.8,262.1,43.2,281.3
1910491,50.4,65.6,357.4,276.9,224.0
1910492,203.9,211.5,283.6,18.7,78.6
1910493,363.5,467.6,51.0,490.3,132.8
1910494,387.4,364.7,416.8,375.6,199.5
1910495,194.7,141.0,123.1,115.1,403.5
1910496,53.0,365.8,149.6,214.7,473.4
1910497,310.0,216.3,131.8,49.5,412.8
1910498,44.3,163.9,409.1,205.8,317.8
1910499,311.3,419.4,499.8,200.8,359.3
1910500,460.2,287.0,79.8,387.4,91.9
1910501,301.4,386.6,128.4,371.9,253.2
1910502,131.9,262.0,72.5,345.3,332.3
1910503,455.7,96.3,66.2,305.2,248.7
1910504,256.4,217.2,390.5,159.3,353.1
1910505,373.0,451.4,498.9,243.9,311.9
1910506,476.5,357.1,324.3,353.1,405.1
1910507,286.0,38.8,149.4,460.6,65.1
1910508,341.4,66.4,176.3,312.3,305.2
1910509,55.8,168.4,88.0,433.2,349.7
1910510,452.1,56.5,462.6,151.0,253.0
1910511,180.6,242.5,481.3,78.1,63.4
1910512,218.3,426.4,406.0,70.6,304.2
1910513,140.1,159.6,352.9,469.4,382.0
1910514,400.8,152.6,154.9,101.6,121.5
1910515,118.4,191.7,232.9,442.3,478.0
1910516,130.3,157.6,320.9,205.1,263.2
1910517,325.0,468.8,83.8,240.9,92.5
1910518,188.3,451.7,370.0,52.4,489.7
1910519,102.7,378.4,340.4,85.6,102.4
1910520,472.0,447.1,158.2,250.0,390.4
1910521,287.9,193.8,496.4,339.5,405.5
1910522,126.8,296.6,34.7,38.6,196.6
1910523,194.0,190.8,276.0,94.9,363.0
1910524,80.5,259.2,201.7,230.9,176.4
1910525,414.4,277.4,10.6,45.8,267.8
1910526,480.9,156.3,240.8,307.4,241.6
1910527,183.8,246.3,78.9,125.9,207.8
1910528,226.5,407.1,445.7,239.2,341.1
1910529,79.5,233.3,127.2,307.7,133.4
1910530,87.3,79.6,292.9,109.8,307.1
1910531,313.0,346.8,389.4,158.9,29.7
1910532,294.7,160.1,48.0,15.6,338.7
1910533,491.4,414.7,141.3,356.5,430.1
1910534,111.8,215.6,54.4,357.8,43.1
1910535,314.4,446.5,217.6,78.0,397.8
1910536,50.3,203.7,435.3,300.8,194.9
1910537,245.5,319.4,249.1,313.1,395.1
1910538,459.4,121.6,458.0,179.0,58.8
1910539,371.2,333.0,413.3,144.4,195.7
1910540,147.9,142.7,417.4,264.2,474.0
1910541,333.1,28.3,466.3,368.0,164.2
1910542,482.4,430.1,125.4,430.9,354.8
1910543,151.4,127.6,340.2,479.4,239.9
1910544,275.6,188.8,427.3,328.5,229.3
1910545,61.0,264.1,235.7,302.1,497.6
1910546,210.8,81.4,38.8,469.8,413.5
1910547,423.4,141.1,340.6,282.1,233.4
1910548,120.1,411.2,389.5,315.0,313.8
1910549,121.6,373.8,201.4,373.5,356.5
1910550,157.7,217.6,142.6,88.0,348.9
1910551,445.2,202.9,224.1,373.2,321.7
1910552,242.8,363.9,447.4,200.8,205.0
1910553,116.3,147.5,391.9,383.4,17.6
1910554,147.4,330.2,232.8,381.7,57.4
1910555,209.8,30.3,102.8,322.3,404.8
1910556,149.4,208.5,379.6,157.1,184.6
1910557,58.5,52.5,45.3,395.3,483.9
1910558,281.7,335.5,424.3,475.9,481.9
1910559,144.0,415.5,123.2,120.5,424.2
1910560,115.3,171.6,438.0,490.6,261.5
1910561,85.0,393.8,37.7,109.7,35.2
1910562,445.0,154.0,39.3,157.3,42.6
1910563,106.3,79.6,164.6,142.4,143.9
1910564,247.8,148.4,385.4,283.3,455.5
1910565,361.2,251.6,339.2,203.7,112.1
1910566,207.0,146.9,172.3,34.2,289.9
1910567,380.6,390.9,378.1,18.5,332.1
1910568,51.9,134.4,424.3,85.1,236.5
1910569,469.6,332.8,484.7,370.6,329.2
1910570,390.6,351.5,480.9,452.4,325.9
1910571,197.7,168.9,334.4,71.9,274.0
1910572,336.5,346.8,53.2,161.2,145.0
1910573,165.5,295.6,63.3,461.5,323.3
1910574,280.0,461.9,366.6,278.5,367.6
1910575,170.4,455.3,398.8,278.1,187.2
1910576,240.6,342.0,471.4,178.0,57.6
1910577,316.8,29.2,57.7,98.0,421.1
1910578,465.6,35.9,134.9,280.4,460.0
1910579,439.6,421.7,480.9,292.5,333.6
