TransactionID,ItemCount,FreshProduce_Percent,CouponUsed,PaymentMethod,TotalSpend
1290113,190.5,54.2,1,170.5,157.0
1290114,237.7,155.8,1,31.4,170.1
1290115,101.5,44.0,1,12.8,313.0
1290116,171.6,217.6,0,72.0,37.5
1290117,122.5,139.4,1,227.8,315.7
1290118,327.6,451.8,0,142.4,251.5
1290119,259.0,67.6,1,147.7,429.5
1290120,27.7,280.9,1,280.7,184.9
1290121,98.5,373.4,0,32.0,139.7
1290122,323.8,383.1,1,128.6,151.6
1290123,12.1,492.2,0,151.3,137.3
1290124,122.5,170.4,0,200.1,383.3
1290125,194.0,327.9,0,216.8,184.1
1290126,86.6,291.5,0,113.6,204.0
1290127,141.8,112.0,0,463.2,13.2
1290128,424.6,153.6,1,334.6,213.2
1290129,195.1,156.0,0,321.4,53.1
1290130,81.6,491.2,1,402.5,433.3
1290131,309.6,215.3,1,489.6,251.8
1290132,88.1,347.3,1,218.1,296.5
1290133,448.6,125.8,0,416.1,132.5
1290134,295.9,169.2,1,118.8,262.1
1290135,462.5,45.6,1,396.7,390.8
1290136,35.7,142.1,1,307.9,101.8
1290137,362.9,358.7,1,95.1,389.2
1290138,488.5,459.8,1,323.2,450.1
1290139,258.1,161.1,0,75.5,368.0
1290140,170.1,210.2,1,164.7,494.1
1290141,406.2,171.7,1,206.0,60.4
1290142,486.2,95.4,0,447.6,430.9
1290143,489.9,292.2,1,223.3,332.5
1290144,497.4,181.0,1,436.4,358.1
1290145,381.5,,1,141.3,230.9
1290146,56.5,82.5,1,441.0,233.8
1290147,199.1,371.0,1,341.1,230.2
1290148,35.8,257.8,1,279.6,216.8
1290149,358.7,65.0,0,243.2,485.6
1290150,119.2,372.9,0,68.0,389.5
1290151,174.6,51.3,1,191.7,237.2
1290152,298.3,32.1,1,75.9,497.9
1290153,347.6,97.9,0,280.8,69.8
1290154,385.1,201.8,1,333.8,357.0
1290155,38.3,407.0,1,327.1,390.2
1290156,294.3,260.2,0,481.3,124.3
1290157,191.6,459.8,0,287.4,70.8
1290158,493.6,295.9,0,232.7,66.4
1290159,294.3,72.0,0,79.6,322.1
1290160,187.0,77.5,1,399.8,268.5
1290161,481.4,249.3,1,392.8,484.5
1290162,200.9,65.5,0,306.1,42.6
1290163,81.8,192.9,0,75.5,158.6
1290164,258.8,465.6,1,172.7,106.6
1290165,437.8,457.8,1,188.1,156.8
1290166,308.1,417.8,0,347.4,234.4
1290167,485.7,242.1,1,116.4,85.9
1290168,208.4,119.4,0,498.0,237.5
1290169,46.7,27.7,0,24.9,405.7
1290170,64.7,333.0,0,153.3,250.2
1290171,207.2,435.1,0,203.4,327.2
1290172,385.2,80.0,1,442.8,373.6
1290173,243.7,320.8,1,315.7,21.9
1290174,269.0,108.4,0,358.8,349.3
1290175,184.8,219.7,1,327.7,245.8
1290176,434.4,,1,289.1,88.9
1290177,39.9,332.4,0,55.6,26.9
1290178,325.4,326.1,1,213.6,335.0
1290179,265.6,27.9,0,440.5,79.8
1290180,356.0,114.3,1,321.7,392.4
1290181,89.5,163.2,1,283.2,147.4
1290182,377.3,309.7,0,79.1,443.0
1290183,455.5,475.0,0,25.4,362.2
1290184,35.2,77.5,1,20.4,496.3
1290185,261.2,315.4,1,113.3,132.3
1290186,414.8,41.0,0,235.9,61.1
1290187,240.0,458.1,0,296.8,90.1
1290188,55.8,207.3,0,207.6,67.9
1290189,483.4,53.2,0,253.2,380.5
1290190,446.4,79.7,0,54.8,341.8
1290191,75.2,175.2,1,232.9,465.8
1290192,70.5,454.5,1,474.0,474.0
1290193,103.4,135.0,1,51.6,499.2
1290194,105.1,50.2,1,129.7,355.3
1290195,324.4,449.9,0,352.2,42.7
1290196,163.5,76.3,0,236.7,120.2
1290197,237.7,426.0,0,90.8,22.6
1290198,152.5,98.8,0,173.6,324.3
1290199,246.8,61.5,1,395.0,391.4
1290200,222.3,169.4,0,54.9,105.7
1290201,375.6,249.9,1,64.6,40.2
1290202,109.8,494.6,0,315.8,216.1
1290203,304.1,71.2,1,138.0,73.1
1290204,490.2,76.8,1,276.5,75.4
1290205,107.4,193.7,0,362.9,270.5
1290206,300.4,415.4,0,394.0,90.9
1290207,401.4,121.0,1,453.6,285.1
1290208,68.6,488.6,1,141.0,111.0
1290209,81.0,13.9,1,365.7,190.7
1290210,484.8,262.5,0,398.9,401.9
1290211,409.0,306.3,1,171.4,430.6
1290212,138.9,313.2,0,253.4,406.7
1290213,286.0,116.2,0,25.3,440.3
1290214,131.1,384.0,0,81.6,494.4
1290215,135.6,330.2,0,112.2,365.3
1290216,15.1,409.4,0,403.4,174.7
1290217,70.7,403.7,1,465.9,159.3
1290218,309.1,476.4,0,147.2,117.9
1290219,459.7,367.6,0,271.3,131.0
1290220,130.3,147.3,1,343.9,210.4
1290221,187.9,391.8,0,152.2,431.4
1290222,393.2,475.4,1,389.4,197.0
1290223,135.8,151.7,1,269.6,482.0
1290224,489.6,472.4,0,338.7,340.9
1290225,45.0,67.2,1,368.1,361.0
1290226,332.6,177.7,1,17.4,488.4
1290227,424.9,435.3,0,239.3,391.0
1290228,19.1,95.7,0,461.5,355.7
1290229,302.0,261.8,0,279.7,131.9
1290230,79.1,134.9,1,454.0,475.9
1290231,485.9,181.2,0,448.0,208.2
1290232,300.5,292.8,0,359.3,428.4
1290233,321.7,54.8,0,173.5,178.8
1290234,477.6,149.0,0,145.3,203.8
1290235,142.6,206.8,1,453.0,58.4
1290236,304.1,334.1,0,277.3,446.7
1290237,230.6,470.1,0,471.3,27.1
1290238,130.6,445.9,0,369.0,463.6
1290239,320.3,52.7,1,217.6,84.0
1290240,179.0,197.1,1,127.5,91.3
1290241,181.0,425.7,1,492.7,174.5
1290242,163.1,17.7,0,197.6,188.3
1290243,83.4,99.1,0,240.0,384.3
1290244,50.1,193.4,0,157.8,66.2
1290245,44.2,201.6,1,405.3,454.7
1290246,488.6,374.3,1,62.2,375.0
1290247,103.5,289.3,0,487.6,326.8
1290248,103.9,419.1,0,123.2,182.1
1290249,227.3,303.4,0,382.7,449.4
1290250,292.0,477.8,0,95.8,313.6
1290251,490.1,221.4,0,321.6,485.0
1290252,394.8,221.4,0,193.5,373.0
1290253,296.5,446.3,0,495.6,212.2
1290254,158.6,66.8,1,23.8,334.0
1290255,400.8,496.7,1,115.6,52.8
1290256,245.7,53.2,0,288.7,75.3
1290257,27.2,394.4,0,446.7,240.4
1290258,470.9,81.1,0,342.3,472.3
1290259,265.9,80.9,1,266.2,348.5
1290260,95.9,331.0,0,346.8,115.3
1290261,404.6,277.0,0,48.7,251.6
1290262,104.3,273.4,1,166.8,33.3
1290263,471.7,469.9,1,135.3,231.0
1290264,35.2,184.8,0,174.6,338.6
1290265,89.1,42.6,0,109.7,461.5
1290266,301.0,423.9,0,361.8,73.7
1290267,335.4,53.8,1,65.2,135.8
1290268,54.0,173.3,0,41.0,123.5
1290269,301.4,370.9,0,389.8,232.8
1290270,339.5,218.6,1,284.7,265.8
1290271,297.0,433.6,0,312.8,462.9
1290272,485.8,305.6,0,488.9,154.0
1290273,218.5,73.3,0,89.6,335.2
1290274,497.3,427.6,0,78.3,442.4
1290275,50.9,192.7,0,382.8,179.6
1290276,33.0,366.8,0,205.1,207.6
1290277,234.4,434.9,0,47.8,260.0
1290278,225.5,49.7,0,245.6,376.4
1290279,447.6,317.1,0,465.1,142.4
1290280,111.8,61.5,0,413.0,352.7
1290281,477.2,289.2,0,491.1,451.2
1290282,158.7,225.2,0,82.1,218.4
1290283,74.6,231.5,1,336.4,266.2
1290284,335.7,388.6,0,229.1,82.6
1290285,343.5,93.2,0,308.1,332.7
1290286,99.6,96.1,0,65.9,476.1
1290287,185.1,148.5,1,351.1,388.1
1290288,87.5,376.9,1,81.4,344.4
1290289,18.7,464.7,0,123.2,395.2
1290290,227.5,114.9,1,136.5,249.5
1290291,235.3,,0,259.7,478.0
1290292,377.5,86.7,0,125.4,489.0
1290293,304.3,134.5,1,160.7,66.2
1290294,168.2,305.6,1,176.3,344.2
1290295,465.9,208.8,0,91.7,293.6
1290296,402.8,309.4,0,220.5,349.4
1290297,307.8,392.4,1,123.6,432.5
1290298,378.4,463.6,1,363.4,147.0
1290299,284.6,388.0,0,350.7,315.4
1290300,193.0,460.2,1,89.5,489.2
1290301,336.0,225.4,1,443.6,379.2
1290302,72.3,488.5,1,134.0,477.3
1290303,375.5,488.8,1,161.6,461.5
1290304,84.6,162.2,1,362.2,272.9
1290305,195.1,460.6,0,241.8,445.0
1290306,169.2,423.4,1,454.0,419.9
1290307,496.0,98.7,1,403.6,222.6
1290308,145.3,230.8,1,401.2,60.1
1290309,475.9,103.2,1,447.7,161.9
1290310,297.4,240.5,1,229.2,371.9
1290311,106.0,350.0,1,407.9,250.2
1290312,277.1,432.4,1,29.9,92.4
1290313,31.2,380.9,0,295.0,252.4
1290314,419.0,100.9,1,211.9,344.6
1290315,493.5,217.2,1,125.3,159.2
1290316,325.4,384.3,1,326.2,250.5
1290317,177.7,396.9,1,319.7,392.0
1290318,445.4,391.3,0,408.3,169.2
1290319,308.0,310.0,0,334.9,426.0
1290320,408.0,387.5,0,330.7,486.8
1290321,46.6,466.4,1,195.8,428.7
1290322,241.0,494.3,0,434.2,221.0
1290323,391.5,213.7,0,11.0,51.7
1290324,120.6,98.2,0,472.0,357.6
1290325,313.8,493.9,1,74.8,82.1
1290326,148.0,313.1,0,436.7,311.7
1290327,189.4,357.0,0,27.6,347.6
1290328,250.9,305.6,1,14.9,227.5
1290329,453.1,53.3,0,88.8,323.7
1290330,131.4,364.8,1,326.3,239.9
1290331,419.3,137.5,0,484.3,440.8
1290332,50.9,200.0,1,247.8,232.8
1290333,476.4,68.5,1,60.8,40.8
1290334,103.8,393.9,0,226.2,172.0
1290335,435.6,339.9,0,129.0,228.4
1290336,32.7,50.8,1,258.8,35.4
1290337,81.7,112.2,0,156.5,255.4
1290338,422.1,354.1,1,200.9,45.3
1290339,354.1,138.7,0,72.6,201.7
1290340,349.8,440.1,0,189.8,164.1
1290341,128.0,314.4,0,280.4,22.4
1290342,246.6,463.3,0,189.5,346.6
1290343,470.4,26.7,0,319.7,421.8
1290344,163.7,198.3,1,67.3,376.6
1290345,235.6,,1,313.2,59.4
1290346,221.9,188.7,0,364.4,176.2
1290347,228.9,263.2,0,247.6,74.0
1290348,422.7,447.6,1,431.6,279.3
1290349,424.8,436.6,0,129.1,457.6
1290350,443.5,82.6,1,119.1,58.9
1290351,326.8,258.1,0,45.3,178.2
1290352,183.0,208.2,0,164.8,142.1
1290353,78.5,134.9,0,105.2,191.1
1290354,451.8,68.8,0,252.4,421.6
1290355,230.7,387.8,0,449.2,459.9
1290356,142.1,405.3,1,284.1,417.6
1290357,460.8,469.7,1,251.5,137.0
1290358,214.7,359.8,0,320.6,18.9
1290359,167.3,463.1,1,275.6,116.6
1290360,450.1,10.5,0,173.4,370.2
1290361,229.7,200.9,0,84.3,99.7
1290362,283.1,434.4,0,426.4,211.1
1290363,182.6,170.2,0,165.0,253.8
1290364,495.8,359.6,1,24.1,78.2
1290365,388.1,292.9,0,481.6,10.9
1290366,223.3,188.0,1,448.1,192.0
1290367,191.3,366.2,1,418.6,89.8
1290368,355.2,138.3,0,287.7,356.8
1290369,341.9,207.8,1,263.7,482.8
1290370,62.5,496.0,0,403.6,396.6
1290371,152.1,48.4,1,460.9,162.3
1290372,361.1,131.7,1,399.6,195.5
1290373,190.6,351.8,1,402.0,59.7
1290374,221.5,260.3,0,93.6,236.4
1290375,497.3,267.8,1,239.8,74.9
1290376,489.3,26.8,0,438.6,14.8
1290377,124.2,229.4,0,75.4,141.6
1290378,300.5,288.4,1,191.2,372.9
1290379,115.3,247.9,1,355.6,89.4
1290380,314.1,94.9,1,366.6,450.6
1290381,36.3,357.7,1,431.1,351.5
1290382,185.2,141.6,0,91.1,146.6
1290383,23.8,69.4,1,19.5,92.4
1290384,480.1,481.4,0,10.3,440.7
1290385,58.4,475.0,0,44.6,289.2
1290386,159.2,441.5,0,61.4,383.4
1290387,220.4,183.5,1,121.5,406.4
1290388,98.9,107.0,1,232.6,329.4
1290389,207.1,111.3,1,410.0,20.4
1290390,109.1,138.5,1,352.5,486.4
1290391,481.4,324.2,1,307.2,436.8
1290392,185.7,440.6,1,228.0,291.3
1290393,21.8,326.7,1,379.0,101.2
1290394,424.9,254.5,0,321.6,408.6
1290395,170.6,246.2,1,35.7,106.5
1290396,447.5,266.6,1,199.0,462.4
1290397,372.0,218.2,0,304.6,128.6
1290398,123.4,90.3,1,50.6,147.3
1290399,84.8,453.3,0,224.0,490.5
1290400,376.1,187.8,1,308.1,400.2
1290401,16.1,405.3,1,43.5,262.6
1290402,499.1,261.0,0,95.5,425.1
1290403,65.3,487.9,0,431.3,213.2
1290404,477.2,426.2,1,265.4,120.6
1290405,296.5,452.7,1,297.2,442.0
1290406,80.4,387.6,0,441.0,471.5
1290407,482.3,374.3,1,419.6,233.4
1290408,212.7,267.6,0,89.5,384.3
1290409,53.3,341.4,1,416.8,449.3
1290410,228.8,255.1,1,350.5,122.7
1290411,158.2,300.7,1,180.6,306.3
1290412,318.5,486.7,0,139.0,260.0
1290413,214.1,181.8,0,210.5,103.8
1290414,386.9,262.0,1,401.1,41.3
1290415,195.6,174.5,0,476.3,224.2
1290416,426.7,26.3,0,369.5,54.6
1290417,46.4,134.2,0,82.3,183.8
1290418,417.9,259.5,0,204.3,377.7
1290419,177.7,337.8,0,356.2,187.2
1290420,208.1,456.8,1,22.2,472.3
1290421,124.8,73.7,1,147.7,164.8
1290422,220.6,474.8,1,111.4,280.6
1290423,464.9,370.8,1,61.4,407.6
1290424,186.3,65.4,0,91.1,285.2
1290425,291.7,408.7,0,332.1,476.1
1290426,52.8,385.8,1,402.3,86.0
1290427,214.7,375.6,1,456.0,180.2
1290428,391.3,406.7,0,205.1,290.5
1290429,488.7,238.1,1,345.8,312.0
1290430,129.2,137.7,0,75.0,427.9
1290431,250.8,288.5,1,203.6,150.5
1290432,243.0,36.3,0,80.2,328.8
1290433,75.1,298.6,1,476.9,142.8
1290434,439.7,240.6,0,193.1,425.8
1290435,342.1,27.3,0,226.4,130.9
1290436,14.7,295.9,1,368.8,256.2
1290437,53.2,451.5,0,185.7,411.9
1290438,153.8,214.6,1,483.5,247.5
1290439,284.8,278.2,0,311.6,243.5
1290440,401.8,494.6,0,220.0,178.3
1290441,142.4,40.0,0,352.7,451.0
1290442,186.7,227.1,1,197.4,452.0
1290443,368.8,141.2,0,445.1,443.6
1290444,363.3,196.2,0,37.3,359.1
1290445,382.2,34.5,0,241.4,111.9
1290446,231.2,139.5,0,123.4,252.8
1290447,472.4,391.4,0,269.0,148.4
1290448,483.5,403.2,0,123.4,467.7
1290449,11.7,313.1,1,394.2,362.7
1290450,201.5,306.6,1,397.2,115.6
1290451,24.0,183.1,0,197.7,468.1
1290452,371.8,422.7,0,382.9,465.4
1290453,492.4,433.7,0,167.3,310.5
1290454,193.5,178.2,0,315.9,394.7
1290455,410.2,262.9,0,165.5,43.4
1290456,496.1,,0,430.4,229.8
1290457,462.6,303.3,0,146.3,361.3
1290458,298.5,50.2,0,76.3,189.3
1290459,200.9,411.3,0,214.3,198.3
1290460,178.4,213.9,0,173.2,306.4
1290461,195.5,390.0,1,271.3,471.0
1290462,23.4,462.3,0,404.3,37.5
1290463,388.3,266.5,0,398.6,116.0
1290464,352.0,249.8,0,410.5,218.1
1290465,211.4,55.9,1,97.9,199.3
1290466,35.1,449.0,0,422.3,444.5
1290467,399.7,418.1,0,225.2,171.6
1290468,257.1,23.3,0,100.1,495.7
1290469,345.3,105.4,1,389.6,191.5
1290470,454.8,32.8,0,286.3,163.8
1290471,236.8,115.7,0,444.3,58.5
1290472,417.7,331.2,0,40.9,257.1
1290473,480.4,14.3,0,226.0,253.4
1290474,77.1,221.6,1,298.5,454.9
1290475,341.1,78.5,0,185.5,446.0
1290476,198.6,171.4,1,271.2,215.5
1290477,154.5,194.5,1,472.3,75.9
1290478,361.7,92.7,1,365.4,450.6
1290479,118.6,209.7,1,291.6,140.7
1290480,442.9,392.1,1,284.2,308.6
1290481,471.3,112.5,1,106.2,59.9
1290482,428.3,434.4,1,336.6,235.4
1290483,236.9,252.3,1,97.8,346.2
1290484,136.9,98.5,0,213.7,107.6
1290485,18.7,384.8,0,239.7,418.5
1290486,445.3,136.5,0,26.1,232.0
1290487,232.3,492.3,1,225.0,127.8
1290488,389.7,208.0,0,51.2,228.8
1290489,240.2,132.5,1,350.2,235.0
1290490,470.4,96.1,0,28.6,47.1
1290491,242.9,35.4,0,74.0,189.6
1290492,90.7,471.8,0,143.0,333.3
1290493,42.9,488.0,0,439.9,451.4
1290494,67.6,83.7,1,108.7,90.8
1290495,203.9,382.5,1,188.6,456.2
1290496,175.3,307.2,1,101.5,461.8
1290497,48.1,255.4,0,168.5,411.7
1290498,443.4,50.9,1,45.7,345.1
1290499,377.4,417.1,0,149.3,83.2
1290500,179.7,349.4,1,405.1,291.7
1290501,32.0,299.4,1,452.2,169.5
1290502,135.9,386.8,1,75.4,354.3
1290503,487.5,440.9,1,244.2,481.1
1290504,426.5,399.7,0,201.5,483.4
1290505,175.9,383.8,1,237.5,104.8
1290506,197.1,466.3,1,413.0,67.5
1290507,146.4,459.2,0,332.2,122.1
1290508,35.3,330.6,0,403.8,270.3
1290509,122.0,,1,468.9,70.9
1290510,80.5,360.2,1,434.0,273.2
1290511,200.0,450.2,0,304.7,350.5
1290512,438.8,120.5,0,67.8,20.4
1290513,157.5,248.8,0,465.1,288.9
1290514,477.3,253.4,1,90.2,359.1
1290515,329.9,52.6,1,385.5,473.0
1290516,324.3,50.8,0,154.4,387.0
1290517,333.1,99.2,0,242.4,462.5
1290518,293.6,42.8,1,302.5,219.6
1290519,124.2,183.0,0,421.3,119.7
1290520,154.7,307.6,1,464.3,360.6
1290521,133.3,109.1,1,176.7,356.2
1290522,365.6,17.3,0,88.3,498.1
1290523,358.3,263.4,0,147.3,450.1
1290524,356.4,459.7,1,179.4,349.2
1290525,243.7,179.0,0,341.9,192.0
1290526,36.5,94.3,0,357.9,313.0
1290527,443.1,52.0,1,59.9,472.4
1290528,93.1,271.9,0,320.4,363.2
1290529,188.8,198.5,0,451.7,37.1
1290530,375.5,362.8,0,130.0,61.5
1290531,32.8,428.4,1,105.0,406.0
1290532,370.4,99.1,1,328.5,106.1
1290533,65.3,38.8,1,306.3,194.0
1290534,370.8,236.7,1,441.1,94.8
1290535,252.2,18.1,0,407.6,279.9
1290536,132.1,87.6,1,341.2,165.7
1290537,355.0,268.2,0,412.7,192.3
1290538,10.9,177.9,1,346.2,36.6
1290539,113.8,310.8,1,50.3,295.6
1290540,416.5,180.6,1,82.9,255.3
1290541,469.4,59.3,0,146.6,336.4
1290542,457.9,379.8,0,184.3,392.9
1290543,134.2,466.9,1,452.2,38.9
1290544,175.3,260.2,1,365.8,232.0
1290545,122.3,323.9,1,144.2,133.9
1290546,304.3,91.1,0,374.9,270.9
1290547,141.0,117.8,1,303.5,31.6
1290548,160.6,186.2,0,277.2,364.2
1290549,337.2,58.2,1,475.4,210.7
1290550,201.9,50.7,0,248.4,104.1
1290551,421.7,429.4,0,290.4,214.1
1290552,452.2,180.6,1,97.9,488.3
1290553,355.7,321.9,0,325.4,442.1
1290554,289.9,350.0,0,47.6,100.5
1290555,346.7,184.0,0,287.6,261.7
1290556,397.2,177.1,1,469.4,50.4
1290557,386.5,39.1,0,279.9,159.0
1290558,253.6,54.3,0,268.1,157.7
1290559,100.9,424.2,1,387.1,267.1
1290560,331.0,87.3,0,473.2,425.8
1290561,98.3,366.5,0,139.9,152.3
1290562,281.8,92.1,1,72.5,32.7
1290563,160.7,144.8,1,445.3,475.0
1290564,124.6,493.0,0,14.0,43.9
1290565,283.3,259.4,1,249.6,452.8
1290566,52.9,285.9,0,383.8,328.0
1290567,37.0,101.3,1,44.4,220.6
1290568,209.9,390.6,0,408.9,351.3
1290569,205.0,355.4,0,417.4,401.3
1290570,87.2,71.3,1,286.7,372.9
1290571,395.9,350.7,1,157.6,304.5
1290572,107.5,416.4,1,300.2,147.8
1290573,322.7,132.8,0,491.6,219.3
1290574,310.5,412.6,0,374.7,292.5
1290575,46.4,368.2,1,412.4,146.0
1290576,283.3,359.9,0,486.4,385.4
1290577,417.5,315.7,1,75.5,349.2
1290578,160.1,199.5,0,38.5,495.5
1290579,419.0,407.9,0,342.9,422.8
1290580,83.6,117.3,0,414.0,187.5
1290581,68.0,408.3,0,496.2,483.6
1290582,132.9,348.3,0,426.9,85.3
1290583,175.3,437.1,1,130.7,185.5
1290584,189.2,483.7,0,353.2,335.8
1290585,288.4,297.4,1,296.2,210.3
1290586,223.4,289.6,0,417.6,463.6
1290587,131.8,477.2,0,123.3,223.3
1290588,463.7,51.6,1,473.2,260.4
1290589,325.3,75.5,1,416.7,406.0
1290590,167.1,46.0,1,250.2,254.4
1290591,442.1,91.6,1,118.5,312.2
1290592,465.9,17.9,0,120.0,98.3
1290593,283.2,35.0,0,208.6,324.4
1290594,163.1,272.6,1,156.0,400.4
1290595,102.8,341.0,1,495.4,152.3
1290596,204.7,261.3,1,400.6,309.1
1290597,470.3,473.0,0,69.0,473.6
1290598,295.4,347.5,0,223.6,442.8
1290599,75.2,25.8,0,228.8,109.7
1290600,427.8,348.3,0,240.2,81.6
1290601,165.4,467.4,1,115.0,445.6
1290602,273.3,227.1,1,172.6,173.3
1290603,144.6,255.8,1,14.0,259.9
1290604,19.2,206.6,0,426.2,103.4
1290605,84.3,312.8,0,206.4,258.5
1290606,314.2,15.4,0,200.5,171.9
1290607,146.1,363.2,0,302.4,417.5
1290608,320.2,392.8,0,404.2,437.4
1290609,236.4,392.7,0,13.1,282.8
1290610,411.5,46.6,0,147.8,384.7
1290611,205.7,17.1,1,311.0,43.5
1290612,284.0,391.4,0,290.3,62.7
1290613,429.7,50.8,0,480.8,56.5
1290614,264.5,27.8,1,281.1,172.9
1290615,322.0,468.8,1,212.4,228.6
1290616,175.0,366.6,0,222.1,112.7
1290617,190.8,432.4,1,291.3,380.0
1290618,429.0,186.6,1,407.1,34.2
1290619,366.1,93.9,0,100.9,381.8
1290620,250.2,240.5,1,35.6,423.8
1290621,194.4,99.4,1,408.2,355.7
1290622,226.2,302.8,0,423.8,327.6
1290623,47.8,242.8,0,74.1,354.6
1290624,214.1,421.5,0,395.1,202.1
1290625,68.0,90.5,1,198.6,35.0
1290626,112.3,282.7,1,193.5,390.7
1290627,306.5,231.7,1,403.3,247.7
1290628,195.5,444.7,1,406.2,321.1
1290629,472.4,108.4,0,163.7,444.5
1290630,460.7,32.8,0,207.7,320.0
1290631,221.8,204.0,0,212.4,81.5
1290632,67.7,345.2,0,370.7,101.2
1290633,200.0,221.4,1,122.9,94.6
