TransactionID,ItemCount,FreshProduce_Percent,CouponUsed,PaymentMethod,TotalSpend
1790064,377.7,214.0,1,54.6,102.3
1790065,289.5,36.6,1,467.0,472.1
1790066,348.9,349.9,0,70.0,354.5
1790067,73.3,369.9,1,16.8,155.6
1790068,479.1,416.2,1,380.1,300.8
1790069,87.6,194.2,1,400.2,16.1
1790070,269.2,364.0,0,244.4,287.8
1790071,252.7,177.6,1,422.6,59.2
1790072,432.3,43.9,0,108.1,324.0
1790073,280.9,458.3,0,136.1,12.1
1790074,209.0,442.4,0,128.4,254.7
1790075,258.9,414.3,1,383.6,182.7
1790076,301.9,18.0,1,491.2,53.6
1790077,322.8,142.7,0,164.5,378.0
1790078,420.6,379.9,1,498.6,257.9
1790079,388.2,85.6,0,235.3,388.3
1790080,378.9,176.2,1,257.9,353.4
1790081,379.4,378.4,0,148.1,425.8
1790082,119.2,340.6,0,452.1,11.8
1790083,78.7,,1,494.2,154.9
1790084,427.7,496.2,1,372.7,153.1
1790085,335.3,316.5,0,437.2,390.6
1790086,382.5,304.2,1,379.8,118.8
1790087,387.7,61.3,1,146.8,163.3
1790088,28.0,185.4,0,166.2,131.2
1790089,236.8,113.6,1,240.8,122.1
1790090,207.5,420.9,1,334.5,67.7
1790091,301.0,275.0,1,53.0,108.0
1790092,84.7,240.6,0,41.1,13.0
1790093,180.5,335.4,1,238.8,83.1
1790094,86.4,371.2,0,323.1,223.9
1790095,223.7,70.8,1,137.4,364.2
1790096,193.1,65.8,0,262.9,86.8
1790097,96.6,421.6,0,190.8,12.9
1790098,189.9,419.3,1,167.5,56.7
1790099,457.2,242.3,0,424.2,69.6
1790100,62.0,467.4,1,269.6,215.0
1790101,227.7,167.6,1,263.4,81.7
1790102,81.3,313.6,0,308.5,432.7
1790103,99.1,206.7,0,25.4,98.1
1790104,327.6,381.4,0,419.7,309.9
1790105,311.4,361.2,0,224.9,323.5
1790106,117.9,76.5,1,237.0,49.5
1790107,456.6,128.4,0,96.9,322.7
1790108,410.2,284.3,1,450.2,390.1
1790109,73.5,29.1,1,50.1,302.1
1790110,386.6,142.3,0,478.4,100.0
1790111,39.0,125.9,0,34.6,213.0
1790112,467.3,20.6,1,292.9,111.1
1790113,312.7,37.8,0,210.0,250.3
1790114,54.0,473.9,1,159.2,403.8
1790115,315.5,174.0,1,222.7,24.1
1790116,218.8,73.0,1,336.5,318.1
1790117,113.7,188.6,1,48.7,105.6
1790118,50.3,385.7,0,117.6,75.7
1790119,198.5,459.2,0,239.0,332.9
1790120,34.8,423.4,0,89.6,374.8
1790121,431.0,266.6,0,77.8,376.9
1790122,389.5,152.3,1,65.6,496.0
1790123,197.9,436.6,1,186.1,457.1
1790124,41.6,110.3,0,480.0,37.8
1790125,10.9,254.7,0,364.8,421.0
1790126,380.1,46.8,0,162.8,364.5
1790127,287.5,79.4,0,490.8,99.5
1790128,455.0,303.9,0,60.4,436.8
1790129,214.1,463.9,1,45.7,224.6
1790130,210.1,95.1,0,449.7,161.1
1790131,493.3,239.7,1,474.7,289.1
1790132,218.2,,1,349.8,432.0
1790133,274.0,81.5,1,246.2,241.3
1790134,32.0,283.1,1,72.0,244.2
1790135,404.4,414.1,1,440.8,223.9
1790136,491.3,42.7,1,66.1,293.7
1790137,69.0,284.5,0,15.3,496.9
1790138,366.6,113.5,0,162.0,356.1
1790139,172.9,71.3,1,453.3,328.4
1790140,147.7,475.9,1,118.8,174.9
1790141,88.4,352.6,1,111.9,284.1
1790142,51.5,168.0,1,87.2,474.7
1790143,380.3,318.6,0,30.1,426.9
1790144,242.7,116.5,0,117.4,430.3
1790145,344.4,446.7,0,170.6,343.1
1790146,272.8,115.7,0,436.0,131.2
1790147,342.6,442.3,1,331.6,387.8
1790148,296.2,367.0,1,362.7,34.0
1790149,107.2,228.6,0,108.9,182.5
1790150,86.0,444.1,1,375.2,285.9
1790151,330.5,229.1,0,109.3,356.1
1790152,305.4,205.9,1,342.5,405.8
1790153,138.6,358.9,1,38.1,360.3
1790154,345.2,,1,326.6,497.4
1790155,212.3,455.3,0,350.2,36.7
1790156,109.5,440.8,0,13.5,237.2
1790157,57.0,314.5,1,25.2,77.1
1790158,252.4,213.9,1,395.7,315.6
1790159,123.4,480.2,0,222.3,278.5
1790160,290.8,367.1,1,304.6,477.8
1790161,358.4,396.8,0,278.9,430.1
1790162,409.5,343.9,1,382.5,330.8
1790163,137.1,366.2,1,101.5,255.2
1790164,324.8,137.9,0,119.7,267.6
1790165,467.1,98.3,1,405.9,112.7
1790166,401.8,92.4,0,307.1,462.3
1790167,442.6,182.8,1,404.7,482.9
1790168,390.5,125.7,0,324.6,354.6
1790169,109.5,164.9,1,306.2,495.8
1790170,361.2,303.5,1,27.9,128.0
1790171,75.2,19.9,1,469.5,300.1
1790172,284.3,91.9,1,291.9,171.2
1790173,112.9,486.8,0,348.7,168.6
1790174,110.4,22.5,1,100.0,416.1
1790175,427.4,31.4,0,137.3,41.1
1790176,447.5,273.7,0,280.9,115.6
1790177,334.3,201.7,1,210.2,113.7
1790178,472.9,403.5,1,367.5,176.8
1790179,208.6,415.5,0,49.8,201.0
1790180,12.6,144.7,1,51.6,406.0
1790181,330.4,268.1,1,267.8,199.3
1790182,57.8,398.2,1,298.7,232.4
1790183,282.1,482.0,0,262.3,40.8
1790184,468.0,372.0,1,420.0,303.2
1790185,14.4,15.2,1,171.2,10.3
1790186,163.5,325.5,0,18.0,462.5
1790187,108.9,317.6,0,79.8,444.6
1790188,15.7,446.2,1,346.3,363.3
1790189,327.0,350.6,0,208.9,390.5
1790190,436.6,370.1,1,388.1,42.2
1790191,140.8,404.7,1,284.0,276.9
1790192,363.4,166.6,1,359.0,112.5
1790193,318.4,388.5,0,439.9,42.4
1790194,34.5,196.2,1,24.3,440.9
1790195,430.7,86.1,1,284.3,219.3
1790196,202.9,473.3,1,285.5,338.8
1790197,486.9,489.1,1,186.7,374.2
1790198,259.2,279.0,1,406.9,299.5
1790199,476.8,92.5,0,464.8,117.9
1790200,104.1,83.3,0,286.7,333.8
1790201,89.1,131.6,0,280.7,461.9
1790202,447.0,55.3,1,45.4,155.3
1790203,465.2,346.0,0,106.2,342.5
1790204,496.4,74.5,1,417.9,24.9
1790205,60.1,91.5,1,385.6,487.8
1790206,153.1,206.6,0,181.2,447.5
1790207,30.9,279.4,0,373.8,429.6
1790208,119.8,229.6,0,187.8,161.3
1790209,482.2,294.7,1,31.7,29.9
1790210,39.3,452.4,1,245.1,377.7
1790211,79.5,218.8,0,398.4,122.4
1790212,19.0,430.3,1,52.3,498.9
1790213,320.0,328.7,1,247.5,48.1
1790214,147.2,313.6,0,381.7,122.6
1790215,282.7,104.3,1,149.5,146.3
1790216,154.6,407.9,0,225.3,325.7
1790217,136.4,182.5,1,195.8,455.7
1790218,422.1,468.3,1,112.7,449.7
1790219,323.8,112.5,1,31.3,174.8
1790220,105.7,72.0,0,342.8,469.2
1790221,98.2,402.6,1,96.3,295.7
1790222,397.6,459.5,1,331.9,91.6
1790223,417.8,91.5,0,290.0,251.8
1790224,352.0,313.3,1,114.3,87.5
1790225,158.0,93.0,0,81.4,238.4
1790226,488.8,146.5,0,307.7,217.9
1790227,135.9,348.5,0,268.2,424.4
1790228,134.0,333.9,0,261.6,236.9
1790229,231.6,72.3,1,167.4,27.6
1790230,173.0,55.7,1,233.3,160.7
1790231,140.6,103.8,0,488.6,54.9
1790232,243.6,17.1,0,370.3,281.9
1790233,236.1,32.4,0,45.9,93.3
1790234,283.2,351.1,0,109.6,306.0
1790235,222.4,127.4,1,274.5,376.8
1790236,492.5,340.9,1,257.9,121.2
1790237,59.1,410.7,1,261.9,436.2
1790238,54.0,57.9,0,165.8,71.9
1790239,73.1,160.8,1,431.5,178.6
1790240,432.9,198.3,0,107.3,378.1
1790241,395.7,57.1,1,229.9,155.3
1790242,376.2,250.7,0,220.3,304.3
1790243,399.0,258.2,1,278.1,104.5
1790244,295.0,210.9,0,101.1,432.0
1790245,160.3,296.2,1,105.7,202.3
1790246,349.1,118.9,0,50.9,302.0
1790247,133.3,347.5,0,14.5,187.6
1790248,338.6,467.0,1,447.3,436.7
1790249,71.5,458.0,0,124.7,177.1
1790250,294.1,97.9,1,114.4,62.5
1790251,443.7,49.8,1,176.0,78.9
1790252,36.0,161.0,0,149.9,31.9
1790253,326.3,408.8,1,484.2,135.3
1790254,85.3,101.4,1,146.3,47.4
1790255,430.0,352.2,0,240.9,188.6
1790256,82.5,168.1,1,169.0,329.5
1790257,429.2,39.1,1,364.1,142.1
1790258,264.9,360.3,0,202.2,164.7
1790259,280.7,99.7,0,468.8,194.9
1790260,15.0,57.1,1,185.0,241.8
1790261,272.0,165.9,1,165.0,448.3
1790262,386.5,36.7,0,94.7,445.2
1790263,272.0,116.2,1,352.3,122.9
1790264,139.2,130.5,1,156.8,150.6
1790265,267.1,18.8,1,338.6,46.7
1790266,380.5,491.3,0,213.3,423.3
1790267,168.2,382.5,1,294.5,259.9
1790268,214.8,352.5,1,195.4,371.8
1790269,411.0,195.1,1,42.8,476.9
1790270,285.4,406.2,0,459.7,242.5
1790271,46.6,291.0,1,465.4,222.2
1790272,30.5,287.6,0,445.9,30.9
1790273,63.8,45.1,0,364.1,269.9
1790274,288.9,94.7,1,322.4,483.1
1790275,209.9,177.8,0,137.2,377.8
1790276,137.2,434.1,1,256.4,113.7
1790277,358.7,221.3,1,125.4,159.6
1790278,422.4,171.1,1,305.2,427.0
1790279,10.5,318.2,1,205.3,155.0
1790280,295.4,478.9,0,328.6,98.1
1790281,173.0,162.0,1,324.7,488.0
1790282,65.4,359.1,1,14.9,405.4
1790283,415.2,245.5,1,110.2,213.5
1790284,133.1,324.6,0,477.2,173.5
1790285,21.3,92.6,0,128.0,254.2
1790286,101.3,393.8,1,322.2,267.0
1790287,268.5,481.4,1,121.8,236.9
1790288,446.7,172.8,1,369.8,383.6
1790289,131.9,182.7,1,29.4,161.2
1790290,173.6,394.0,1,319.5,45.6
1790291,476.8,97.9,1,122.4,61.8
1790292,139.8,256.0,1,227.4,330.7
1790293,280.2,27.6,0,412.2,338.8
1790294,287.7,277.3,0,187.0,219.1
1790295,161.3,387.9,1,484.2,340.2
1790296,389.7,328.9,0,154.3,464.3
1790297,405.8,187.5,0,156.3,155.5
1790298,140.8,25.3,0,497.3,194.1
1790299,99.1,397.0,1,151.9,239.7
1790300,360.6,426.4,1,182.5,204.7
1790301,197.5,435.3,0,81.9,423.8
1790302,231.8,33.2,1,59.9,267.8
1790303,387.9,80.0,1,476.2,80.2
1790304,420.2,241.4,1,232.3,110.0
1790305,79.9,76.5,1,120.3,361.5
1790306,497.4,58.0,0,267.3,480.1
1790307,92.5,19.8,0,457.0,233.0
1790308,346.9,252.1,0,452.1,90.7
1790309,498.0,321.1,0,176.2,372.7
1790310,145.8,364.8,1,259.7,301.6
1790311,462.3,412.7,1,322.5,141.3
1790312,246.9,317.1,1,405.3,21.6
1790313,292.4,291.6,1,354.5,336.3
1790314,259.0,291.3,0,36.8,114.6
1790315,228.6,46.6,1,176.3,303.1
1790316,447.7,85.6,1,127.1,176.3
1790317,120.0,214.6,0,161.9,206.3
1790318,239.0,366.7,0,473.7,358.5
1790319,380.1,230.2,0,269.1,61.6
1790320,405.3,400.8,0,195.0,392.0
1790321,216.7,217.8,0,409.4,267.1
1790322,245.2,178.7,1,497.7,358.8
1790323,49.7,472.9,1,217.0,273.7
1790324,201.5,476.9,1,394.2,296.6
1790325,237.3,146.5,1,238.1,233.6
1790326,260.0,215.5,1,456.3,190.4
1790327,93.6,245.4,1,237.8,478.3
1790328,180.3,318.3,0,341.3,243.4
1790329,130.2,246.8,0,140.2,30.1
1790330,249.1,337.7,1,171.0,196.3
1790331,412.2,321.8,1,481.7,497.1
1790332,485.1,283.0,1,64.6,441.7
1790333,234.9,397.6,0,38.7,424.9
1790334,435.3,50.7,0,21.9,446.0
1790335,499.2,330.8,1,37.0,91.6
1790336,206.0,49.7,0,288.8,449.0
1790337,453.2,374.4,0,112.2,180.1
1790338,139.2,283.5,1,455.7,364.3
1790339,14.8,102.5,0,439.1,368.2
1790340,240.2,227.1,0,235.1,115.9
1790341,388.6,371.2,0,224.4,47.7
1790342,216.9,254.2,0,45.2,208.8
1790343,326.2,308.2,0,425.9,484.2
1790344,410.8,19.1,0,193.6,227.1
1790345,27.3,359.5,1,216.1,28.8
1790346,252.3,100.4,1,381.4,284.0
1790347,382.7,378.4,1,110.5,357.1
1790348,457.2,33.9,1,397.9,161.2
1790349,352.3,344.7,0,97.3,398.6
1790350,379.7,495.0,0,60.7,225.4
1790351,368.2,350.9,0,487.3,414.9
1790352,91.1,,0,168.8,36.6
1790353,402.8,410.2,1,415.5,208.6
1790354,82.3,200.2,1,63.5,239.5
1790355,52.4,111.7,0,378.0,147.7
1790356,212.1,257.0,1,20.2,298.4
1790357,308.5,348.9,1,221.8,324.4
1790358,82.0,368.1,0,346.3,93.0
1790359,154.9,25.7,1,20.6,416.4
1790360,411.4,110.7,0,285.6,310.8
1790361,271.1,93.8,0,244.8,129.1
1790362,440.4,470.7,0,354.8,239.0
1790363,359.2,490.9,1,192.4,492.4
1790364,198.0,404.7,0,251.4,300.9
1790365,34.8,480.5,0,319.0,263.3
1790366,42.4,134.1,1,494.4,238.2
1790367,203.7,285.1,1,235.7,275.4
1790368,22.1,346.0,0,18.4,236.9
1790369,133.2,310.1,0,243.3,349.5
1790370,455.1,312.7,1,283.8,456.4
1790371,316.7,93.7,0,188.4,426.0
1790372,143.3,212.2,0,476.4,123.3
1790373,128.6,88.0,1,355.0,153.9
1790374,477.2,54.8,1,93.4,212.8
1790375,427.4,497.2,0,410.3,395.8
1790376,34.4,165.9,0,44.8,440.4
1790377,189.7,284.9,0,477.9,361.7
1790378,192.4,319.8,0,375.7,272.6
1790379,89.3,363.8,1,378.6,267.5
1790380,25.8,478.7,0,46.7,481.4
1790381,112.2,395.6,1,128.5,132.5
1790382,368.8,205.2,0,123.2,165.7
1790383,364.4,432.3,0,149.6,410.2
1790384,88.9,196.4,1,75.4,449.8
1790385,224.6,128.5,1,352.1,380.1
1790386,471.1,115.1,0,420.7,285.4
1790387,434.4,491.6,1,98.6,146.7
1790388,87.4,483.0,0,393.0,245.9
1790389,48.6,82.2,0,483.7,117.9
1790390,43.0,147.3,1,472.5,26.9
1790391,20.7,460.6,1,281.4,10.4
1790392,323.3,467.3,1,234.7,247.0
1790393,361.7,239.5,0,499.5,282.9
1790394,466.8,364.0,1,114.6,386.3
1790395,495.2,66.3,1,47.6,397.5
1790396,89.7,455.7,1,419.6,95.4
1790397,334.7,188.2,1,20.3,477.9
1790398,469.8,475.2,0,350.1,337.7
1790399,435.0,293.0,0,222.5,263.0
1790400,206.0,226.9,0,293.6,370.9
1790401,254.8,344.3,1,66.2,277.1
1790402,369.3,402.1,1,275.7,185.8
1790403,338.1,141.1,1,289.5,18.9
1790404,231.0,198.5,1,447.9,29.6
1790405,428.5,287.2,0,246.7,142.7
1790406,149.7,82.9,0,25.5,197.4
1790407,340.2,381.4,1,195.5,140.0
1790408,486.1,21.4,0,279.4,145.7
1790409,90.1,375.6,1,218.2,18.5
1790410,194.7,222.6,0,294.4,494.6
1790411,459.5,327.1,0,246.6,122.8
1790412,466.2,28.5,0,392.4,111.6
1790413,182.9,284.9,1,340.7,138.8
1790414,222.0,144.7,0,14.1,436.3
1790415,173.8,477.5,1,336.2,500.0
1790416,429.7,468.8,0,114.5,271.5
1790417,173.6,45.5,1,455.3,281.7
1790418,414.9,396.3,1,392.3,389.9
1790419,319.9,428.7,1,229.8,346.3
1790420,180.0,156.2,1,15.4,154.8
1790421,103.4,143.0,0,268.4,447.2
1790422,442.2,414.5,0,232.2,420.0
1790423,444.2,166.7,0,215.3,113.7
1790424,148.3,119.2,1,313.1,390.6
1790425,483.6,318.3,1,70.7,189.2
1790426,416.4,494.2,0,152.2,363.8
1790427,187.0,357.7,1,339.5,374.7
1790428,275.2,47.2,1,464.9,207.3
1790429,397.5,297.5,0,382.5,483.1
1790430,64.8,145.9,0,173.1,108.3
1790431,55.5,443.6,0,274.9,370.8
1790432,234.4,123.8,0,52.6,163.0
1790433,93.6,70.8,1,154.6,46.3
1790434,241.8,185.5,1,36.6,173.2
1790435,402.4,368.7,1,19.5,391.9
1790436,100.9,403.4,0,381.8,100.1
1790437,293.3,493.3,1,378.6,134.2
1790438,300.2,,0,269.8,338.0
1790439,379.7,383.6,1,59.9,251.8
1790440,306.9,356.9,1,407.1,192.9
1790441,27.3,486.2,0,448.6,258.0
1790442,63.7,284.5,1,18.2,50.2
1790443,205.3,464.0,1,332.2,218.7
1790444,70.2,368.4,1,167.9,457.2
1790445,200.5,250.0,1,393.2,308.1
1790446,319.9,382.0,1,346.1,236.3
1790447,409.6,484.3,0,421.0,279.7
1790448,103.4,64.3,1,31.5,287.2
1790449,264.2,410.4,1,44.8,153.5
1790450,326.0,214.8,0,481.4,314.8
1790451,331.2,296.8,0,497.1,318.3
1790452,91.5,447.6,0,399.0,399.2
1790453,193.8,71.8,0,340.2,117.2
1790454,494.7,76.8,1,430.3,464.5
1790455,30.9,299.7,0,351.2,447.9
1790456,137.4,111.6,0,345.1,56.8
1790457,36.5,306.4,1,346.2,234.9
1790458,332.2,139.1,1,467.1,288.1
1790459,67.2,487.5,0,235.4,217.9
1790460,414.9,32.2,1,444.6,119.0
1790461,289.8,322.3,1,468.5,82.1
1790462,19.3,127.6,1,363.9,85.3
1790463,202.0,384.4,0,334.3,263.1
1790464,291.1,408.2,1,186.1,23.6
1790465,270.5,400.8,0,214.6,349.3
1790466,16.9,,1,238.5,145.6
1790467,195.8,82.9,1,126.4,16.3
1790468,260.1,214.8,0,20.8,320.7
1790469,290.9,163.5,0,259.9,489.5
1790470,348.0,30.9,1,394.0,14.5
1790471,260.7,434.5,0,174.8,239.6
1790472,195.0,369.3,1,77.7,422.6
1790473,170.4,389.8,0,19.6,108.7
1790474,469.1,320.2,0,218.0,294.9
1790475,253.9,463.1,0,221.7,332.6
1790476,297.8,357.0,0,28.7,316.9
1790477,42.8,427.2,0,301.2,31.8
1790478,482.4,304.0,0,370.8,356.5
1790479,424.3,84.1,0,41.9,169.7
1790480,396.1,238.0,1,190.2,311.5
1790481,52.8,108.6,1,256.5,390.8
1790482,178.2,470.6,0,56.5,110.0
1790483,232.4,26.3,1,327.2,119.9
1790484,359.2,54.1,0,423.6,498.2
1790485,272.4,339.1,1,411.4,112.0
1790486,46.2,227.2,0,341.3,367.8
1790487,387.6,169.8,1,442.6,371.3
1790488,59.4,309.3,1,284.3,442.1
1790489,339.6,397.0,1,222.7,163.6
1790490,263.7,428.9,1,383.5,160.5
1790491,124.2,334.2,0,176.7,153.7
1790492,148.9,106.8,1,239.3,218.9
1790493,25.2,234.8,0,224.2,214.8
1790494,102.8,488.5,1,372.7,454.6
1790495,290.9,317.9,0,410.7,375.4
1790496,365.4,477.5,1,345.6,34.6
1790497,498.5,231.3,1,64.6,72.4
1790498,20.6,107.6,0,301.4,78.1
1790499,303.1,437.8,1,436.1,277.4
1790500,36.5,113.6,0,190.8,483.7
1790501,23.2,157.5,1,199.6,91.4
1790502,371.9,463.7,1,343.3,249.9
1790503,254.9,316.6,0,55.8,305.1
1790504,279.1,277.1,0,416.7,238.3
1790505,407.9,328.1,0,61.0,18.0
1790506,18.1,156.0,0,202.7,391.0
1790507,199.2,160.0,1,330.9,121.9
1790508,410.5,295.9,0,112.4,332.8
1790509,432.8,166.8,1,143.2,129.9
1790510,33.4,402.3,0,89.8,130.0
1790511,369.8,69.7,0,217.2,167.5
1790512,109.3,370.6,1,133.9,264.3
1790513,368.2,210.3,1,195.6,194.8
1790514,319.7,23.8,0,161.5,108.1
1790515,179.8,116.4,0,400.3,108.6
1790516,406.8,367.4,0,31.0,209.6
1790517,357.6,98.2,0,443.8,440.2
1790518,150.0,217.1,0,270.7,472.7
1790519,154.4,54.5,1,119.5,316.6
1790520,231.7,385.6,0,71.1,75.5
1790521,54.5,390.8,0,149.3,48.2
1790522,43.0,340.2,1,19.0,128.6
1790523,289.8,217.1,1,204.1,462.1
1790524,238.0,116.4,1,38.4,86.9
1790525,38.0,319.2,1,113.2,200.0
1790526,389.2,137.5,1,374.5,310.5
1790527,481.7,376.4,0,188.7,132.9
1790528,60.6,273.3,1,296.4,157.5
1790529,35.1,394.1,1,132.6,52.7
1790530,292.4,265.8,0,345.5,59.9
1790531,65.9,237.3,1,388.4,492.4
1790532,218.5,170.1,1,160.0,213.9
1790533,214.8,142.6,1,190.9,94.8
1790534,281.2,334.9,0,436.3,454.6
1790535,32.9,477.1,1,85.1,68.5
1790536,274.1,207.3,0,240.0,326.5
1790537,264.1,103.9,1,250.6,26.4
1790538,131.9,407.8,1,76.6,117.5
1790539,286.0,369.0,1,359.9,10.8
1790540,371.5,431.2,0,103.0,170.0
1790541,140.2,269.0,1,164.9,242.5
1790542,290.4,146.7,0,13.2,421.1
1790543,22.2,74.9,0,118.7,226.4
1790544,467.1,229.8,0,21.8,309.2
1790545,362.0,16.2,1,300.2,255.9
1790546,433.4,43.0,1,482.1,283.1
1790547,471.4,374.7,0,243.1,292.6
1790548,430.2,311.7,0,276.7,125.0
1790549,410.8,374.0,0,355.6,149.8
1790550,431.3,434.0,1,58.6,137.4
1790551,102.2,253.8,1,77.5,433.8
1790552,271.6,189.7,0,106.9,337.0
1790553,113.6,444.7,1,150.2,44.9
1790554,439.2,440.9,0,460.8,214.1
1790555,460.2,110.9,1,135.8,490.4
1790556,82.4,162.2,1,318.4,418.9
1790557,432.7,47.6,1,157.1,184.4
1790558,418.2,152.1,0,109.3,182.9
1790559,81.0,402.1,1,244.2,174.4
1790560,425.7,176.9,0,213.3,491.1
1790561,130.6,336.2,0,480.0,471.7
1790562,267.0,143.5,0,256.7,166.8
1790563,62.0,255.0,1,268.9,214.8
1790564,498.0,112.0,0,233.6,463.8
1790565,80.9,126.1,0,137.1,190.8
1790566,220.6,54.3,1,322.1,70.0
1790567,297.1,11.4,1,106.6,400.8
1790568,135.5,373.4,0,14.9,360.8
1790569,440.5,165.4,1,330.1,314.1
1790570,66.6,76.7,0,62.2,427.6
1790571,59.9,270.4,0,254.0,274.3
1790572,253.1,51.0,0,498.1,434.6
1790573,130.9,336.7,0,329.3,490.9
1790574,177.4,180.7,0,334.5,394.4
1790575,150.8,166.7,0,134.9,336.4
1790576,174.6,194.4,0,181.3,245.7
1790577,117.3,361.2,1,171.6,476.3
1790578,462.8,289.7,0,333.8,147.7
1790579,339.8,277.9,0,352.1,408.8
1790580,434.6,84.4,1,141.1,141.5
1790581,423.0,137.0,1,114.6,24.6
1790582,211.3,493.7,0,147.6,394.1
1790583,413.4,207.1,1,195.9,66.0
1790584,238.7,386.5,0,118.6,428.4
1790585,290.1,312.8,1,401.6,308.1
1790586,475.1,257.8,0,488.5,217.2
1790587,117.2,84.3,0,485.6,436.6
1790588,292.8,495.5,0,231.5,220.5
1790589,483.7,28.6,1,409.2,319.0
1790590,422.6,446.0,1,147.4,366.3
1790591,335.7,452.2,0,270.6,112.1
1790592,363.1,211.5,0,406.9,434.0
1790593,292.7,236.2,1,475.6,35.9
1790594,458.3,310.2,1,477.4,458.7
1790595,91.5,324.3,1,296.1,344.5
1790596,109.7,450.1,1,477.2,156.5
1790597,279.8,493.9,1,89.7,405.0
1790598,176.1,442.5,0,137.8,163.1
1790599,463.6,337.3,0,11.8,216.6
1790600,339.0,349.1,0,296.1,72.3
1790601,485.0,219.5,1,454.9,99.8
1790602,259.2,354.7,1,343.2,481.8
1790603,267.1,239.7,0,143.6,446.8
1790604,27.3,381.7,0,278.9,41.8
1790605,233.0,494.7,1,413.6,352.5
1790606,441.2,215.5,0,200.8,193.2
1790607,412.8,,1,132.3,95.8
1790608,436.7,324.1,1,435.4,268.6
1790609,352.4,200.5,1,55.0,307.5
1790610,448.0,283.3,0,224.1,160.3
1790611,101.0,398.5,1,409.3,385.3
1790612,272.6,172.7,0,14.0,259.6
1790613,322.1,410.3,1,298.3,356.8
1790614,378.0,270.8,0,485.4,111.2
1790615,376.1,301.8,0,250.6,416.0
1790616,319.8,356.7,0,33.1,41.2
1790617,137.4,112.8,0,177.4,271.5
1790618,469.8,90.1,1,190.2,374.1
1790619,34.3,388.2,1,268.7,72.2
1790620,447.9,462.2,1,185.3,135.9
1790621,179.8,468.7,1,236.7,92.5
1790622,396.1,208.4,1,308.4,325.0
1790623,253.8,48.3,0,240.4,350.6
1790624,417.3,36.6,1,431.7,177.0
1790625,310.6,89.0,1,245.2,107.1
1790626,270.3,149.5,0,294.7,297.9
1790627,353.4,416.0,0,127.2,282.5
1790628,239.4,479.9,1,60.2,55.5
1790629,60.8,448.9,1,91.2,353.0
1790630,365.1,106.4,0,231.3,242.7
1790631,136.4,404.7,0,475.2,452.7
1790632,57.7,116.2,0,269.0,47.2
1790633,86.6,312.9,0,72.1,194.6
