AppID,RatingScore,FeedbackLength,CrashCount,AppVersion,NegativeReviewFlag
1700132,6.3,103.5,80.0,72.3,0
1700133,6.8,152.6,73.3,101.0,1
1700134,6.6,131.5,109.7,72.8,1
1700135,7.7,151.6,80.9,93.0,0
1700136,6.2,111.9,135.8,45.3,1
1700137,8.9,47.6,103.5,102.5,1
1700138,7.8,97.1,97.2,83.6,0
1700139,5.0,124.8,127.5,92.7,1
1700140,,147.5,80.2,125.2,0
1700141,8.6,100.2,143.1,58.9,0
1700142,9.6,81.9,112.1,95.7,0
1700143,8.4,100.9,78.9,74.6,1
1700144,4.9,88.4,123.4,117.8,0
1700145,8.5,94.0,73.4,27.5,0
1700146,8.5,98.8,92.0,93.2,0
1700147,7.5,158.5,128.2,106.7,0
1700148,7.7,136.4,109.7,78.6,1
1700149,9.5,115.0,147.4,79.2,0
1700150,5.3,123.9,101.1,132.8,1
1700151,9.7,65.3,122.4,110.7,1
1700152,9.4,139.5,131.7,105.2,0
1700153,7.8,83.7,68.4,43.8,1
1700154,7.8,113.8,123.6,85.6,1
1700155,6.9,129.2,98.4,128.0,1
1700156,7.7,138.9,99.5,95.1,0
1700157,7.8,86.2,97.2,88.3,0
1700158,4.3,104.0,99.7,61.0,1
1700159,10.0,189.7,134.5,99.0,0
1700160,9.3,102.9,102.0,142.3,0
1700161,7.5,169.4,81.5,75.7,0
1700162,8.1,122.8,49.1,142.5,0
1700163,8.1,149.0,117.8,100.0,1
1700164,8.2,140.9,85.9,87.2,1
1700165,7.4,36.0,106.4,71.7,1
1700166,7.0,181.8,73.0,135.9,0
1700167,4.5,158.7,95.1,149.1,0
1700168,9.3,77.7,50.4,121.0,1
1700169,7.5,76.3,134.8,81.5,0
1700170,6.5,97.9,82.1,106.7,0
1700171,5.7,74.8,121.0,101.3,1
1700172,6.5,112.1,107.4,104.0,0
1700173,7.7,142.6,75.8,80.6,1
1700174,8.9,110.1,60.7,97.8,0
1700175,8.8,130.8,110.6,81.9,1
1700176,6.0,176.2,120.0,78.5,0
1700177,6.2,105.1,69.5,89.4,0
1700178,5.5,144.3,86.1,125.0,0
1700179,5.2,114.0,118.3,107.6,1
1700180,6.3,102.6,78.5,139.3,0
1700181,5.5,82.2,164.7,49.7,0
1700182,7.6,88.7,109.9,85.7,0
1700183,6.9,185.5,100.4,85.1,1
1700184,5.6,51.6,109.6,69.1,0
1700185,6.8,217.0,122.1,102.3,1
1700186,8.5,77.1,84.7,124.5,1
1700187,6.5,149.7,96.4,109.7,1
1700188,8.8,77.4,103.0,70.8,1
1700189,6.0,112.3,91.1,89.9,0
1700190,5.6,110.7,86.6,116.2,1
1700191,3.4,42.6,105.6,95.1,1
1700192,9.1,85.5,132.6,44.0,0
1700193,6.3,188.5,115.2,148.2,1
1700194,6.4,143.5,101.4,96.5,0
1700195,7.4,117.4,101.2,92.5,0
1700196,5.7,89.0,132.7,130.5,0
1700197,6.9,130.1,104.7,96.8,0
1700198,7.7,112.0,102.8,59.5,0
1700199,6.5,108.5,86.6,123.7,1
1700200,6.7,65.4,96.3,85.4,0
1700201,6.1,167.1,46.7,68.7,1
1700202,8.2,141.5,106.1,140.9,0
1700203,5.7,144.6,71.4,86.1,1
1700204,6.3,107.9,80.4,119.5,1
1700205,9.4,123.6,109.5,107.6,0
1700206,7.9,195.2,129.8,75.9,1
1700207,6.6,82.0,73.5,59.6,0
1700208,3.8,176.9,131.8,68.5,1
1700209,5.9,146.7,66.8,93.9,0
1700210,5.8,47.2,107.2,100.1,0
1700211,5.1,185.0,113.6,84.6,1
1700212,6.1,113.9,107.1,111.2,1
1700213,6.4,100.8,76.3,131.0,1
1700214,5.5,126.2,137.9,102.1,1
1700215,9.0,140.8,101.0,140.5,1
1700216,5.5,108.8,123.9,98.4,0
1700217,,104.6,147.7,100.3,0
1700218,9.1,98.6,109.8,99.6,1
1700219,6.3,133.8,107.1,78.7,0
1700220,9.0,62.7,41.4,126.4,0
1700221,6.4,126.6,102.1,90.1,0
1700222,9.8,142.2,60.2,80.2,0
1700223,9.6,126.6,113.7,76.9,0
1700224,8.1,102.2,161.7,127.1,1
1700225,6.8,53.1,129.8,152.0,0
1700226,5.9,106.2,84.9,143.6,0
1700227,6.1,106.0,110.5,143.1,0
1700228,6.0,130.5,114.7,117.3,0
1700229,8.0,109.6,96.5,132.7,0
1700230,8.9,66.3,103.7,104.5,1
1700231,9.4,159.9,73.3,87.2,1
1700232,8.2,129.5,91.3,91.5,0
1700233,7.1,140.5,90.3,121.9,0
1700234,6.8,70.2,96.8,70.8,0
1700235,6.6,168.8,116.4,71.9,0
1700236,7.5,61.2,130.0,97.9,1
1700237,7.8,165.6,141.1,70.9,0
1700238,9.4,163.1,110.2,133.2,1
1700239,9.4,10.0,75.3,110.3,1
1700240,8.2,91.0,85.0,124.0,1
1700241,6.1,52.6,98.6,72.7,0
1700242,7.5,126.5,89.2,113.4,0
1700243,4.5,96.2,120.2,114.5,1
1700244,8.1,147.7,85.4,92.9,1
1700245,5.8,113.3,82.1,115.2,1
1700246,9.8,146.0,75.2,89.6,0
1700247,7.5,149.7,97.6,75.2,1
1700248,8.7,143.6,97.8,115.9,1
1700249,7.1,98.6,90.7,78.5,0
1700250,7.7,169.5,105.8,117.7,0
1700251,8.6,143.8,98.3,96.1,0
1700252,6.0,92.8,93.6,113.3,0
1700253,6.3,118.9,118.9,142.5,1
1700254,10.0,115.7,104.6,87.4,0
1700255,4.5,77.9,32.7,103.3,0
1700256,8.4,97.6,79.1,70.7,0
1700257,6.1,98.1,136.9,88.8,0
1700258,6.2,103.9,91.8,89.7,0
1700259,7.8,51.7,84.3,115.8,0
1700260,9.2,136.8,117.2,105.7,1
1700261,6.6,112.9,87.6,87.8,0
1700262,8.1,82.4,116.3,71.5,0
1700263,6.8,111.0,107.9,99.8,0
1700264,7.2,113.9,72.9,104.1,1
1700265,9.6,128.8,107.4,90.4,0
1700266,5.7,86.2,60.5,89.2,1
1700267,7.0,86.8,132.8,131.4,0
1700268,7.5,138.7,113.7,94.0,0
1700269,9.4,144.8,67.3,66.2,0
1700270,7.9,160.5,145.4,101.3,0
1700271,8.4,174.6,78.2,71.2,1
1700272,7.5,118.6,105.8,117.4,1
1700273,4.4,138.0,95.0,67.7,1
1700274,7.4,131.7,97.4,130.8,0
1700275,9.2,81.3,120.3,127.7,0
1700276,7.4,52.4,123.7,110.2,0
1700277,7.2,113.6,97.2,111.4,1
1700278,6.8,129.4,96.0,89.0,1
1700279,8.0,150.1,104.2,101.6,1
1700280,5.9,79.5,155.0,88.0,1
1700281,5.1,130.6,87.1,119.8,1
1700282,7.6,182.1,120.7,68.1,1
1700283,6.0,142.5,88.2,148.9,1
1700284,6.3,134.1,97.5,115.3,0
1700285,9.6,97.3,104.2,125.7,0
1700286,8.8,87.6,85.8,110.5,1
1700287,9.2,167.4,79.0,75.8,1
1700288,5.9,97.9,78.0,72.9,1
1700289,7.2,131.5,64.6,112.9,1
1700290,7.9,140.4,54.8,122.8,1
1700291,9.3,99.0,72.9,122.2,0
1700292,7.4,176.4,114.6,78.9,1
1700293,9.6,22.7,95.4,91.7,1
1700294,4.8,124.6,149.6,143.3,0
1700295,5.8,110.0,133.1,122.3,1
1700296,6.6,91.7,93.1,116.8,0
1700297,7.0,110.7,145.6,81.6,0
1700298,8.0,95.6,78.3,128.2,0
1700299,6.3,105.9,97.1,66.4,1
1700300,8.0,179.6,122.5,103.5,1
1700301,5.8,186.5,73.8,79.5,1
1700302,6.0,91.1,129.2,97.9,1
1700303,7.4,124.3,74.8,138.0,0
1700304,8.5,71.5,60.4,54.1,0
1700305,7.4,111.4,98.8,89.1,1
1700306,6.2,149.9,143.3,82.7,1
1700307,10.0,75.6,129.8,91.6,0
1700308,6.1,175.4,69.9,58.4,0
1700309,10.0,82.4,95.8,79.9,1
1700310,6.7,167.8,142.2,115.4,0
1700311,7.0,119.6,92.7,101.6,0
1700312,4.9,131.8,122.8,117.7,0
1700313,9.3,136.7,100.3,91.1,0
1700314,4.5,117.2,95.0,105.8,1
1700315,9.6,137.7,118.7,101.6,0
1700316,8.1,65.7,107.3,118.8,0
1700317,6.9,121.1,93.2,92.5,0
1700318,8.3,102.2,89.7,105.1,1
1700319,8.7,221.8,51.7,111.0,0
1700320,8.6,108.7,79.2,127.8,1
1700321,8.3,185.2,107.9,87.2,0
1700322,6.7,70.1,76.3,85.9,0
1700323,8.5,59.2,112.1,95.9,1
1700324,8.4,85.8,72.9,108.3,1
1700325,7.9,156.4,105.5,81.1,0
1700326,5.4,97.3,115.4,78.2,0
1700327,7.2,92.4,112.0,89.3,1
1700328,9.0,126.2,73.5,62.2,1
1700329,4.9,125.8,127.3,125.4,0
1700330,7.2,78.2,77.5,70.1,1
1700331,8.4,197.5,61.6,131.6,0
1700332,8.1,88.8,92.4,122.8,1
1700333,3.3,68.6,126.2,99.0,1
1700334,5.4,122.2,72.1,75.1,0
1700335,6.2,131.5,81.5,109.0,1
1700336,6.3,179.6,43.3,101.3,1
1700337,7.1,110.9,96.0,126.7,0
1700338,9.5,140.7,118.0,71.7,1
1700339,7.7,152.6,99.4,104.7,1
1700340,5.7,114.4,66.8,89.6,1
1700341,9.9,151.1,69.0,92.6,0
1700342,6.4,111.3,81.9,95.2,0
1700343,10.0,73.7,140.2,111.1,1
1700344,7.6,121.7,123.3,62.5,0
1700345,7.6,154.3,69.3,80.2,0
1700346,6.8,30.1,98.3,146.3,0
1700347,7.5,86.9,97.9,67.6,0
1700348,8.5,56.9,86.7,67.6,0
1700349,7.0,159.4,108.1,74.8,1
1700350,7.7,134.7,137.6,87.4,0
1700351,4.4,63.3,129.3,79.7,1
1700352,4.1,140.2,93.1,58.4,1
1700353,6.7,116.7,148.4,110.3,1
1700354,6.9,164.8,100.5,74.1,0
1700355,5.1,166.2,104.9,104.4,1
1700356,5.5,80.2,116.2,121.3,0
1700357,5.6,105.1,125.5,70.3,1
1700358,8.7,148.6,78.6,110.5,0
1700359,6.4,76.4,72.5,114.8,0
1700360,8.6,165.2,69.3,47.9,1
1700361,7.8,98.5,69.5,110.3,0
1700362,2.9,50.6,83.6,72.4,1
1700363,7.6,139.6,102.6,103.2,1
1700364,6.3,83.1,96.8,82.2,0
1700365,8.0,70.2,96.6,127.8,1
1700366,6.8,95.7,113.8,116.3,0
1700367,10.0,114.5,86.5,125.8,0
1700368,6.0,137.4,75.0,111.3,0
1700369,9.3,103.6,154.2,94.6,0
1700370,6.3,125.8,88.2,71.7,1
1700371,8.4,146.6,118.8,110.4,0
1700372,3.3,139.3,116.3,120.8,1
1700373,7.0,162.7,89.4,144.6,0
1700374,7.4,113.7,50.1,113.5,0
1700375,7.6,100.2,101.8,87.5,1
1700376,8.3,109.2,76.1,74.8,0
1700377,7.5,182.8,117.7,90.2,0
1700378,8.3,68.7,101.2,126.1,1
1700379,8.0,165.2,53.8,109.0,1
1700380,3.8,94.0,51.0,131.7,0
1700381,8.4,148.6,102.0,86.9,1
1700382,7.8,90.6,87.8,110.1,0
1700383,7.3,80.2,119.3,74.5,1
1700384,9.2,118.5,120.5,67.2,0
1700385,6.4,60.9,83.7,102.3,0
1700386,6.5,156.0,104.5,110.8,1
1700387,6.7,142.0,127.1,96.0,1
1700388,6.8,102.4,124.0,113.3,0
1700389,10.0,53.5,111.4,76.6,1
1700390,8.4,107.1,101.1,125.6,0
1700391,9.2,10.0,115.7,100.8,1
1700392,7.0,65.8,121.7,80.3,1
1700393,7.8,104.6,89.6,107.1,0
1700394,9.6,105.2,133.0,132.9,1
1700395,4.9,104.3,79.5,156.2,1
1700396,7.0,123.0,137.8,99.8,1
1700397,7.3,107.0,66.5,127.0,0
1700398,6.0,50.7,88.2,62.3,1
1700399,5.9,83.6,97.9,82.4,0
1700400,10.0,125.4,110.6,110.6,0
1700401,9.6,93.4,94.1,105.5,1
1700402,8.8,154.4,69.8,66.1,1
1700403,7.8,80.3,103.0,150.6,1
1700404,8.2,233.5,85.0,110.1,0
1700405,5.2,192.9,95.3,121.2,0
1700406,7.6,146.2,99.5,42.2,0
1700407,8.1,156.2,89.3,112.7,1
1700408,6.2,68.8,92.9,123.3,0
1700409,7.6,151.8,75.6,147.0,0
1700410,6.7,147.1,101.0,98.2,0
1700411,4.5,167.1,89.5,125.6,0
1700412,7.7,85.7,77.6,44.3,1
1700413,6.6,57.5,128.5,68.8,0
1700414,8.6,91.6,99.6,64.4,0
1700415,8.0,153.6,78.1,99.5,1
1700416,6.0,39.2,78.9,82.1,0
1700417,,103.2,104.4,125.5,0
1700418,8.8,114.2,97.4,105.4,0
1700419,6.5,146.1,98.7,87.4,1
1700420,8.3,132.1,87.4,134.6,0
1700421,7.1,67.6,92.9,73.9,0
1700422,7.7,116.2,112.4,68.9,0
1700423,6.7,120.8,80.1,111.0,1
1700424,3.6,127.9,119.2,106.4,1
1700425,7.4,144.1,96.2,106.6,1
1700426,5.7,135.9,121.1,86.5,1
1700427,6.6,150.7,78.8,29.3,0
1700428,7.3,145.3,72.9,66.7,1
1700429,8.3,77.8,103.8,108.1,0
1700430,6.6,142.0,93.2,89.9,0
1700431,8.6,134.5,68.7,67.7,1
1700432,6.2,77.4,117.8,85.1,1
1700433,8.6,129.6,69.7,161.3,0
1700434,7.4,116.8,85.3,76.9,0
1700435,7.9,162.8,92.4,112.1,1
1700436,8.0,118.0,113.4,117.5,0
1700437,8.2,65.1,78.5,52.5,0
1700438,9.2,134.9,81.1,93.6,0
1700439,8.2,153.3,90.2,89.8,1
1700440,6.3,89.9,101.6,113.6,0
1700441,7.0,201.1,139.8,164.2,1
1700442,6.5,190.2,93.2,103.8,1
1700443,7.3,120.8,127.4,157.1,0
1700444,6.3,159.2,106.0,88.5,0
1700445,9.0,171.4,85.7,100.0,1
1700446,6.9,173.6,132.8,65.6,0
1700447,8.5,114.5,71.8,107.5,0
1700448,4.9,114.6,76.2,94.1,1
1700449,7.5,56.3,94.3,79.2,0
1700450,8.7,122.9,135.4,103.1,0
1700451,7.7,54.9,82.9,108.4,1
1700452,7.6,105.7,96.9,103.1,1
1700453,9.2,119.0,125.1,90.9,1
1700454,10.0,82.2,134.2,70.8,1
1700455,8.6,176.9,75.8,115.8,0
1700456,8.6,128.9,114.6,101.8,0
1700457,7.2,167.0,84.0,121.8,1
1700458,8.6,109.7,114.9,127.1,0
1700459,8.7,117.9,128.2,155.0,0
1700460,5.8,108.3,150.5,66.5,1
1700461,5.7,10.0,96.4,96.4,0
1700462,6.4,101.7,102.5,119.3,0
1700463,6.7,107.3,28.6,87.2,0
1700464,6.5,62.8,73.8,76.5,1
1700465,6.7,120.2,111.7,89.4,0
1700466,9.2,149.6,154.8,101.5,0
1700467,4.7,72.2,106.8,118.4,1
1700468,9.6,98.6,111.3,95.7,1
1700469,6.6,99.0,93.3,74.8,0
1700470,6.5,145.5,78.4,92.8,0
1700471,10.0,221.8,74.1,128.5,1
1700472,8.5,180.5,109.5,91.9,0
1700473,5.3,111.9,96.1,167.8,1
1700474,5.5,189.0,115.1,63.8,1
1700475,7.7,207.6,96.4,91.0,0
1700476,4.6,105.2,74.5,109.5,1
1700477,5.9,110.9,98.9,54.7,1
1700478,9.3,66.8,101.9,144.9,0
1700479,6.6,142.6,128.8,111.5,0
1700480,7.1,141.8,121.5,82.7,0
1700481,7.7,120.6,81.8,110.7,0
1700482,6.6,129.4,114.6,99.8,1
1700483,7.8,103.5,86.9,99.2,1
1700484,6.7,106.8,93.8,84.7,0
1700485,8.5,167.0,64.0,70.8,0
1700486,7.0,131.2,84.5,136.9,0
1700487,6.1,77.5,130.6,86.9,1
1700488,4.1,90.8,110.0,82.2,0
1700489,6.7,193.9,97.4,100.7,0
1700490,7.8,69.1,81.8,128.8,1
1700491,7.5,55.9,142.5,109.3,0
1700492,8.5,141.6,87.1,119.8,0
1700493,9.3,19.7,86.0,83.8,1
1700494,7.6,124.7,149.3,104.6,0
1700495,6.3,137.4,101.9,112.1,1
1700496,7.3,206.9,100.5,110.7,0
1700497,9.6,95.7,112.3,112.7,1
1700498,8.2,110.4,101.7,68.8,1
1700499,7.0,88.5,128.5,102.7,1
1700500,9.1,121.2,114.2,83.4,0
1700501,6.9,117.0,140.9,121.2,0
1700502,9.5,85.4,86.1,122.6,0
1700503,8.7,86.1,86.8,84.4,0
1700504,7.9,175.4,51.7,81.8,1
1700505,9.1,81.4,81.5,63.2,0
1700506,5.3,99.4,120.2,151.3,1
1700507,8.0,65.9,29.7,114.9,1
1700508,9.3,206.8,84.7,91.6,1
1700509,5.8,127.5,86.1,76.5,0
1700510,7.4,114.8,76.2,106.5,1
1700511,7.7,128.0,107.0,95.0,0
1700512,10.0,147.3,83.8,126.9,0
1700513,5.5,139.2,130.3,124.2,1
1700514,7.2,124.3,123.3,63.4,0
1700515,5.5,88.4,103.0,118.8,1
1700516,7.2,157.6,73.6,112.3,0
1700517,6.3,106.9,63.3,95.6,0
1700518,7.9,141.9,22.0,78.8,1
1700519,8.8,121.3,103.8,80.0,1
1700520,5.0,119.8,81.7,89.2,0
1700521,10.0,149.1,91.2,77.2,0
1700522,8.1,63.2,93.7,122.7,1
1700523,7.5,168.1,81.0,89.7,1
1700524,6.5,138.6,102.5,126.4,0
1700525,8.1,151.6,59.0,81.5,0
1700526,6.9,70.6,91.3,37.6,0
1700527,5.2,123.1,81.1,93.7,1
1700528,9.7,103.9,103.6,93.1,0
1700529,4.1,83.3,97.7,112.4,0
1700530,7.4,140.6,83.2,73.1,1
1700531,6.8,79.9,79.8,146.9,0
1700532,6.8,117.7,66.4,107.7,0
1700533,6.7,149.6,135.2,140.0,0
1700534,6.9,149.0,64.1,122.7,1
1700535,5.9,112.4,126.5,114.0,0
1700536,9.5,89.2,164.0,79.8,0
1700537,7.2,158.8,86.0,60.5,0
1700538,8.7,63.6,137.8,87.7,0
1700539,7.5,125.2,82.0,67.1,0
1700540,7.7,79.0,87.0,57.5,1
1700541,7.8,124.8,90.9,78.1,1
1700542,6.3,122.5,60.6,69.4,0
1700543,7.8,85.6,117.3,88.5,1
1700544,8.2,72.4,101.3,98.5,0
1700545,7.2,167.3,105.9,94.2,0
1700546,7.7,144.2,124.5,107.9,0
1700547,7.1,169.0,93.7,74.0,1
1700548,7.5,198.1,110.3,102.8,1
1700549,7.7,138.1,145.1,174.2,0
1700550,8.3,77.9,68.6,91.4,0
1700551,7.9,99.6,75.4,55.7,1
1700552,5.1,118.3,56.0,69.8,1
1700553,8.7,183.5,89.6,88.5,1
1700554,5.3,132.7,135.8,76.8,0
1700555,4.9,129.1,129.8,65.3,1
1700556,7.1,103.7,85.6,115.5,1
1700557,7.8,177.7,126.1,97.2,1
1700558,7.8,151.6,98.9,126.2,0
1700559,6.4,42.6,104.0,150.6,1
1700560,5.5,98.1,102.0,121.2,1
1700561,5.6,187.1,102.0,110.8,1
1700562,6.7,117.5,95.3,112.8,1
1700563,9.0,104.9,99.5,119.4,0
1700564,6.8,160.3,129.3,111.8,1
1700565,6.4,130.4,116.2,71.8,0
1700566,5.4,88.7,111.3,90.1,0
1700567,6.3,110.5,91.3,54.1,1
1700568,6.0,100.8,124.6,60.1,1
1700569,9.5,123.4,108.5,109.7,0
1700570,8.0,13.2,112.4,121.2,0
1700571,8.2,92.2,87.6,95.4,1
1700572,8.3,201.0,63.5,111.6,0
1700573,4.2,133.5,97.0,127.2,1
1700574,9.1,95.0,100.4,125.8,1
1700575,7.1,167.6,115.4,81.8,0
1700576,4.6,104.9,89.6,105.1,0
1700577,4.6,91.4,74.9,93.6,1
1700578,8.8,110.8,75.7,109.6,0
1700579,4.4,75.7,117.5,126.9,1
1700580,7.8,155.9,72.9,98.5,1
1700581,7.5,202.2,96.8,86.8,0
1700582,8.5,163.0,85.2,55.5,0
1700583,7.2,91.9,94.9,95.1,0
1700584,6.6,127.1,28.7,104.6,1
1700585,9.6,124.6,110.4,57.5,0
1700586,9.2,128.9,100.2,109.9,0
1700587,8.1,88.3,63.9,82.7,1
1700588,6.5,149.7,126.3,70.4,0
1700589,,130.5,87.6,97.6,0
1700590,5.0,162.4,86.3,90.6,0
1700591,6.2,113.1,128.8,143.6,1
1700592,5.3,79.3,102.6,122.8,1
1700593,8.4,168.9,95.9,120.9,1
1700594,7.0,99.0,96.1,105.1,1
1700595,8.9,94.3,124.9,115.7,0
1700596,10.0,170.8,38.4,96.5,0
1700597,10.0,179.7,92.2,109.6,0
1700598,7.3,64.0,89.2,133.7,1
1700599,10.0,89.2,105.2,91.1,0
1700600,,95.7,49.6,63.1,0
1700601,7.8,127.5,109.5,133.0,1
1700602,5.3,141.1,64.0,95.7,1
1700603,5.3,112.9,82.8,106.2,0
1700604,5.6,130.7,125.7,138.1,0
1700605,9.1,116.7,148.5,106.4,1
1700606,9.4,39.6,132.3,97.1,1
1700607,6.5,122.5,91.3,71.6,1
1700608,6.8,161.9,120.5,77.2,1
1700609,8.4,127.4,125.2,51.5,0
1700610,8.9,124.3,100.5,89.2,0
1700611,7.9,89.5,131.6,126.4,1
1700612,7.7,168.4,115.9,132.1,1
1700613,7.8,116.7,113.8,72.2,0
1700614,8.0,118.8,84.2,156.9,0
1700615,8.2,176.9,72.7,97.0,0
1700616,9.3,106.6,108.5,94.8,1
1700617,8.0,85.8,118.4,98.7,0
1700618,5.5,169.5,64.3,97.8,1
1700619,9.5,111.4,88.4,97.4,0
1700620,6.9,81.3,60.2,83.2,1
1700621,6.7,130.1,118.3,128.0,1
1700622,5.3,140.9,100.3,65.3,0
1700623,7.6,171.6,86.4,114.3,1
1700624,7.3,120.9,107.3,108.0,0
1700625,7.4,81.9,98.7,88.6,0
1700626,6.4,75.8,95.8,152.3,1
1700627,7.2,52.1,123.4,153.3,0
1700628,7.9,91.1,92.9,88.6,0
1700629,5.9,15.2,118.2,135.2,1
1700630,5.9,167.4,82.3,110.8,1
1700631,9.3,108.4,82.3,93.9,0
1700632,7.0,106.3,137.6,144.9,1
1700633,8.7,117.4,115.6,63.1,0
