TrackID,TempoBPM,SimilarityScore_Percent,SkipCount,UserHistoryOverlap,PlaylistCompleted
1650042,128.5,46.4,100.3,90.5,132.6
1650043,76.6,35.4,112.7,83.1,91.9
1650044,83.6,31.7,105.0,63.7,75.2
1650045,197.6,29.7,134.6,93.4,71.7
1650046,61.5,27.1,110.6,69.5,80.7
1650047,105.9,32.2,143.9,132.6,65.4
1650048,72.7,31.0,90.8,120.3,146.7
1650049,156.2,60.0,94.8,58.9,149.1
1650050,177.7,55.6,123.4,91.6,70.5
1650051,127.5,31.6,111.1,102.6,103.2
1650052,84.4,50.4,89.7,77.8,86.0
1650053,111.7,30.6,75.5,106.3,111.0
1650054,172.0,65.4,132.1,81.7,98.5
1650055,137.0,11.7,97.9,69.4,84.1
1650056,57.3,,72.9,116.8,124.5
1650057,91.6,43.8,122.2,126.2,96.7
1650058,58.4,31.8,103.9,72.0,71.3
1650059,116.1,8.6,129.4,109.4,74.6
1650060,128.8,64.1,102.0,31.8,91.2
1650061,93.6,54.5,72.5,83.1,73.5
1650062,111.9,59.7,66.8,75.5,133.3
1650063,124.9,18.5,78.0,66.6,94.0
1650064,170.6,54.7,79.2,97.9,54.4
1650065,113.9,27.4,132.5,99.8,116.3
1650066,125.3,61.6,121.8,120.0,119.2
1650067,92.5,27.7,166.2,123.2,103.3
1650068,111.9,49.7,87.3,133.8,136.7
1650069,109.1,47.4,68.5,110.2,81.0
1650070,155.9,46.5,99.7,123.4,57.9
1650071,167.2,51.8,154.5,92.8,111.9
1650072,151.8,50.4,128.0,78.4,80.1
1650073,145.1,60.3,104.0,54.2,90.2
1650074,169.6,36.8,89.7,98.4,136.1
1650075,83.7,40.1,60.9,111.3,96.4
1650076,123.1,9.5,90.7,103.3,82.2
1650077,120.9,72.5,87.5,107.6,75.8
1650078,128.1,32.3,128.3,70.3,89.2
1650079,78.1,44.9,99.9,87.1,151.9
1650080,107.5,26.3,121.3,119.7,59.7
1650081,129.4,78.3,92.8,65.3,88.0
1650082,94.2,67.6,108.5,90.0,80.8
1650083,131.1,72.2,143.6,117.8,132.6
1650084,155.1,42.6,124.2,140.6,101.5
1650085,116.1,67.3,118.7,111.9,67.7
1650086,64.3,14.1,132.8,167.0,82.1
1650087,113.3,66.5,78.8,86.4,73.0
1650088,135.2,35.1,137.4,112.5,121.4
1650089,114.1,69.2,60.2,51.6,113.5
1650090,124.0,60.0,120.7,65.1,73.8
1650091,113.5,16.4,110.1,121.6,82.5
1650092,102.0,37.4,96.6,73.0,56.0
1650093,132.6,43.9,133.1,82.6,95.2
1650094,134.3,56.8,77.5,130.5,172.6
1650095,99.3,63.2,71.7,89.0,120.3
1650096,126.8,48.8,146.6,71.1,125.8
1650097,171.0,69.9,104.5,118.0,105.0
1650098,104.5,62.3,86.3,111.5,161.9
1650099,109.7,35.5,138.3,136.2,66.5
1650100,126.1,14.8,136.2,93.2,106.0
1650101,101.2,34.7,100.7,74.9,114.9
1650102,95.5,75.0,129.8,72.2,90.1
1650103,143.5,54.2,23.0,53.7,101.9
1650104,126.4,47.7,76.4,90.3,86.5
1650105,136.7,51.4,104.0,93.3,99.9
1650106,84.3,49.6,112.8,103.8,89.0
1650107,105.3,26.9,97.0,58.7,120.8
1650108,83.9,48.0,127.2,91.4,96.5
1650109,144.6,34.9,93.4,84.0,129.8
1650110,91.6,58.4,95.9,127.6,117.3
1650111,144.6,61.4,111.5,93.0,77.3
1650112,135.0,46.4,70.2,59.7,98.5
1650113,121.3,51.1,117.4,94.1,95.1
1650114,175.5,63.9,105.9,73.6,114.9
1650115,163.6,24.3,100.7,118.8,92.2
1650116,46.9,49.4,97.7,103.8,104.1
1650117,160.1,31.6,91.3,69.3,142.3
1650118,161.2,51.1,91.5,100.4,121.7
1650119,120.4,17.6,90.3,146.1,129.7
1650120,59.7,19.7,111.0,89.9,68.6
1650121,118.4,31.3,115.0,101.0,118.8
1650122,110.2,75.1,122.6,48.1,95.5
1650123,121.1,64.8,124.7,108.4,109.2
1650124,98.2,64.0,113.0,131.8,130.9
1650125,123.2,24.9,85.6,71.2,69.2
1650126,165.0,58.5,73.6,154.3,118.1
1650127,111.8,41.4,60.2,73.2,114.3
1650128,102.8,38.9,77.9,129.8,72.3
1650129,103.4,,98.8,86.5,100.8
1650130,154.3,38.0,85.4,63.4,111.9
1650131,104.2,58.8,101.4,120.6,99.7
1650132,108.1,38.3,80.5,153.9,86.7
1650133,130.0,32.1,104.3,75.9,64.0
1650134,162.7,24.7,89.3,77.4,83.1
1650135,125.8,69.9,94.9,70.2,136.8
1650136,77.0,63.4,143.5,88.2,100.4
1650137,68.1,53.7,109.2,111.6,93.5
1650138,115.3,37.8,112.5,87.0,59.6
1650139,143.6,29.5,91.1,86.0,109.3
1650140,165.4,65.3,53.5,67.7,108.7
1650141,155.7,42.4,114.6,69.5,71.8
1650142,149.7,37.9,148.0,101.8,103.7
1650143,183.3,44.6,114.7,116.8,123.3
1650144,114.3,39.6,131.3,89.6,85.2
1650145,82.0,53.5,111.4,133.5,116.7
1650146,80.8,53.2,69.5,107.1,103.5
1650147,98.4,36.5,118.6,104.5,124.1
1650148,61.0,44.3,121.3,83.2,90.0
1650149,116.4,23.8,137.4,133.0,84.7
1650150,84.6,42.0,73.1,64.4,122.5
1650151,134.6,0.4,78.1,109.4,94.0
1650152,129.8,60.2,65.1,124.3,116.1
1650153,149.6,30.4,59.8,100.2,138.8
1650154,121.9,70.4,47.8,87.5,71.5
1650155,136.2,53.5,117.6,133.2,109.1
1650156,121.7,46.1,59.3,102.8,89.4
1650157,154.5,45.1,103.8,43.8,86.0
1650158,145.0,22.9,116.1,71.9,74.1
1650159,122.9,38.2,109.1,109.3,51.0
1650160,56.5,70.3,150.0,89.8,96.6
1650161,99.2,57.9,84.6,136.8,112.3
1650162,147.4,56.8,138.1,104.1,113.9
1650163,92.3,57.8,97.9,129.0,116.3
1650164,122.2,34.2,143.1,81.6,93.5
1650165,137.5,19.9,58.8,84.9,138.2
1650166,151.3,46.0,120.9,137.9,38.9
1650167,126.2,44.3,78.7,130.4,90.1
1650168,132.9,16.3,70.8,108.8,75.6
1650169,139.9,44.7,77.4,70.7,126.3
1650170,145.9,38.1,100.7,96.6,119.0
1650171,124.1,,125.7,97.8,133.2
1650172,116.0,58.7,138.8,114.0,119.1
1650173,62.9,41.5,81.6,145.4,127.9
1650174,158.3,61.0,83.1,70.2,106.3
1650175,135.4,35.7,59.9,95.6,106.5
1650176,113.7,59.1,119.3,78.4,118.6
1650177,113.7,34.7,142.1,41.9,110.8
1650178,130.2,41.8,132.9,92.3,98.2
1650179,105.3,11.6,93.5,174.3,125.7
1650180,122.6,39.6,89.2,97.2,110.2
1650181,121.6,37.8,107.2,99.5,104.1
1650182,115.7,50.4,77.9,137.9,58.9
1650183,147.8,39.6,120.1,112.7,80.1
1650184,113.7,51.2,89.8,88.1,125.4
1650185,102.5,47.5,105.1,92.4,131.9
1650186,109.9,35.3,114.6,95.9,150.0
1650187,200.3,34.3,81.5,75.1,132.8
1650188,142.7,,106.2,134.4,82.2
1650189,123.8,43.5,89.7,98.6,111.4
1650190,129.2,67.9,83.6,117.4,98.4
1650191,70.6,59.8,88.2,130.7,111.9
1650192,90.9,48.1,81.1,91.0,89.0
1650193,107.0,22.6,84.7,115.8,83.3
1650194,93.8,41.4,111.8,116.2,40.7
1650195,82.9,59.3,117.2,113.3,102.3
1650196,86.2,46.7,105.2,70.7,76.7
1650197,150.9,30.4,124.3,104.9,112.7
1650198,92.5,74.3,70.7,66.4,79.7
1650199,139.1,52.1,67.2,80.1,107.1
1650200,151.9,41.0,117.2,112.7,80.8
1650201,131.2,32.1,61.9,105.4,114.3
1650202,95.1,33.8,15.5,74.3,140.0
1650203,120.0,51.4,57.2,131.3,53.8
1650204,123.0,34.2,99.9,135.5,64.9
1650205,130.6,70.1,99.9,86.4,88.3
1650206,119.8,60.2,95.2,79.2,145.7
1650207,109.2,21.2,127.1,93.1,100.3
1650208,158.0,55.3,109.9,121.1,105.3
1650209,129.2,45.1,142.6,122.0,118.3
1650210,84.3,32.7,107.8,79.5,145.0
1650211,147.8,52.6,133.0,86.7,81.8
1650212,116.7,58.1,97.1,109.9,101.6
1650213,127.1,66.4,78.1,129.5,85.7
1650214,55.8,34.5,128.2,91.8,114.2
1650215,160.4,46.8,99.0,120.4,44.2
1650216,114.1,53.1,95.6,108.2,90.6
1650217,115.3,48.3,102.0,63.0,107.2
1650218,46.8,65.1,82.8,40.8,107.9
1650219,104.9,58.2,103.9,89.6,99.9
1650220,71.1,49.3,127.3,118.4,79.9
1650221,73.7,66.1,99.9,136.0,66.1
1650222,156.5,30.6,82.9,112.3,96.8
1650223,151.0,26.7,87.0,130.8,143.3
1650224,128.2,52.5,85.1,122.2,114.7
1650225,113.8,51.2,109.1,170.4,82.3
1650226,104.7,31.1,138.7,107.7,77.8
1650227,110.9,35.7,88.4,96.9,134.1
1650228,128.5,42.5,82.4,126.7,84.8
1650229,66.6,34.4,78.3,95.7,114.2
1650230,112.3,33.7,91.0,150.9,112.9
1650231,181.4,44.1,94.3,120.4,128.0
1650232,101.8,63.8,94.1,107.7,114.5
1650233,92.9,46.5,81.9,58.3,113.4
1650234,132.2,56.1,124.7,158.2,115.4
1650235,150.1,,102.4,136.2,140.7
1650236,123.5,27.0,87.8,119.3,65.4
1650237,114.7,45.9,106.7,96.5,104.1
1650238,127.7,31.6,141.7,118.7,109.9
1650239,133.6,45.9,105.3,49.9,130.2
1650240,119.0,64.2,111.4,89.6,97.8
1650241,54.4,25.8,112.4,109.1,87.0
1650242,201.1,46.3,109.9,87.9,82.6
1650243,123.1,23.4,91.7,59.4,71.9
1650244,119.1,33.6,116.0,117.8,125.6
1650245,165.4,68.0,124.2,89.4,131.1
1650246,188.3,73.9,97.9,117.4,143.2
1650247,121.6,52.7,99.8,81.6,68.6
1650248,98.7,39.5,72.6,62.6,82.4
1650249,112.4,32.4,107.9,108.2,94.7
1650250,158.9,71.6,114.1,59.9,93.6
1650251,139.0,39.7,72.8,68.8,126.1
1650252,96.2,20.9,91.4,114.0,93.2
1650253,151.7,35.4,76.3,96.2,77.6
1650254,128.6,41.8,65.8,112.2,99.1
1650255,68.8,56.9,92.5,148.1,120.8
1650256,154.5,26.5,101.0,98.3,117.8
1650257,135.4,20.7,107.5,68.1,81.9
1650258,101.1,62.4,92.1,105.3,57.8
1650259,126.7,32.0,92.4,57.7,92.9
1650260,152.2,41.3,123.8,89.0,88.3
1650261,131.1,28.9,99.5,98.1,96.9
1650262,125.6,54.3,90.6,135.8,69.9
1650263,73.3,67.8,110.4,132.9,41.9
1650264,170.6,58.0,148.5,63.6,114.7
1650265,88.9,69.9,99.8,93.0,123.9
1650266,134.5,18.1,69.0,114.6,92.2
1650267,143.1,22.8,96.4,113.5,73.4
1650268,107.5,38.0,125.5,87.3,111.9
1650269,115.1,22.3,95.7,108.0,82.4
1650270,151.9,57.2,132.4,92.6,122.5
1650271,97.0,49.7,76.2,105.5,104.8
1650272,105.1,28.8,81.2,80.1,88.6
1650273,87.0,65.6,132.5,122.1,74.4
1650274,102.8,53.3,91.4,87.9,82.1
1650275,78.9,44.0,82.3,85.8,112.9
1650276,84.6,42.9,86.5,77.1,143.9
1650277,127.1,61.3,117.7,73.6,109.5
1650278,139.0,47.9,105.0,11.0,76.0
1650279,86.7,51.7,163.3,136.6,101.8
1650280,144.5,67.1,131.6,132.8,129.2
1650281,191.0,36.7,81.3,120.3,131.9
1650282,104.9,82.5,58.4,75.0,68.9
1650283,98.3,28.7,132.5,49.0,98.2
1650284,34.4,30.1,99.9,135.4,40.3
1650285,63.1,67.2,97.2,66.3,119.7
1650286,137.7,9.3,83.8,141.2,102.1
1650287,169.3,26.9,78.1,115.9,58.3
1650288,117.3,45.6,91.8,119.9,86.5
1650289,79.2,28.2,91.1,82.1,101.7
1650290,112.7,57.0,122.1,134.0,80.5
1650291,104.5,33.2,92.5,157.9,117.7
1650292,112.4,36.8,160.8,80.1,64.5
1650293,159.1,62.4,59.3,102.8,89.3
1650294,190.0,72.1,86.4,97.9,55.0
1650295,117.9,64.5,78.8,112.9,65.9
1650296,86.2,58.8,115.8,103.7,54.8
1650297,61.5,47.0,69.5,100.7,85.2
1650298,103.9,53.1,95.0,37.3,120.5
1650299,101.3,30.4,124.9,35.4,69.4
1650300,111.1,8.9,96.9,88.7,83.6
1650301,97.5,49.9,84.7,106.3,34.0
1650302,126.1,41.8,121.6,86.9,64.3
1650303,120.8,45.1,104.4,100.3,94.7
1650304,112.8,64.7,83.5,109.6,89.6
1650305,103.9,53.4,106.4,74.7,50.3
1650306,116.9,50.3,113.8,128.9,135.6
1650307,135.3,50.1,75.0,140.1,101.8
1650308,101.5,58.2,62.4,144.8,116.4
1650309,188.0,37.8,91.2,125.9,81.2
1650310,169.3,40.0,106.8,81.0,114.5
1650311,141.9,62.7,127.8,36.0,108.3
1650312,98.1,24.0,90.6,75.8,99.0
1650313,98.4,57.5,80.4,106.2,82.1
1650314,171.3,56.7,67.7,148.2,108.7
1650315,130.5,50.7,105.2,96.7,82.7
1650316,132.4,36.9,119.5,80.3,84.9
1650317,143.1,43.5,115.4,132.7,80.7
1650318,180.9,35.9,83.2,131.6,90.4
1650319,154.5,35.0,57.6,83.4,103.9
1650320,160.3,45.3,98.6,99.9,131.3
1650321,146.9,37.9,105.6,153.1,49.0
1650322,138.9,45.2,141.1,105.1,154.2
1650323,120.4,57.6,118.7,105.7,162.4
1650324,121.8,52.1,108.3,112.7,74.6
1650325,135.9,63.0,100.1,60.7,71.6
1650326,141.4,35.3,122.0,42.2,111.7
1650327,114.2,26.2,120.6,110.6,118.9
1650328,108.5,63.3,107.5,63.5,139.8
1650329,128.9,17.3,117.6,62.0,80.5
1650330,106.1,26.3,95.9,46.1,103.8
1650331,143.1,45.0,101.4,109.9,143.3
1650332,79.9,39.8,102.2,83.5,103.7
1650333,80.2,50.3,111.7,60.7,145.2
1650334,110.7,39.5,60.3,91.6,93.0
1650335,90.4,51.4,78.0,80.7,129.5
1650336,107.8,50.7,84.2,143.9,102.6
1650337,202.8,69.9,83.4,86.9,119.5
1650338,121.7,62.4,74.0,93.9,165.3
1650339,118.4,61.4,56.0,54.2,153.3
1650340,114.1,35.1,135.5,115.4,106.0
1650341,147.7,43.3,97.3,75.6,75.8
1650342,87.0,28.0,91.2,100.2,107.4
1650343,88.5,37.2,131.1,88.0,108.8
1650344,99.0,53.5,82.9,132.7,70.9
1650345,89.6,,115.5,47.8,97.9
1650346,88.9,27.5,169.7,96.1,94.8
1650347,146.0,17.1,83.8,128.8,38.4
1650348,91.3,75.8,85.9,78.4,85.6
1650349,94.8,69.1,74.6,125.4,81.7
1650350,97.6,29.9,115.5,99.7,73.4
1650351,118.8,67.0,86.4,83.2,63.5
1650352,127.7,40.2,70.5,90.5,88.1
1650353,139.0,58.1,119.4,119.6,147.3
1650354,157.7,63.4,77.0,106.3,87.7
1650355,85.8,30.6,79.8,50.6,150.7
1650356,132.5,14.4,134.5,103.4,97.3
1650357,104.5,64.1,110.3,128.7,110.6
1650358,185.2,43.7,137.7,75.8,70.5
1650359,96.8,23.9,87.7,108.2,117.6
1650360,81.3,64.9,93.1,62.1,130.6
1650361,131.2,57.0,73.5,79.2,80.9
1650362,92.0,39.1,124.2,86.5,143.3
1650363,74.5,30.4,122.3,88.4,31.7
1650364,137.6,52.2,94.3,111.8,98.3
1650365,184.7,45.1,99.9,65.6,73.9
1650366,114.6,41.4,92.9,131.9,64.0
1650367,143.5,63.1,98.5,118.8,140.5
1650368,91.2,38.7,56.3,94.7,138.3
1650369,105.0,55.5,90.7,129.3,84.8
1650370,180.8,23.5,134.3,122.6,101.2
1650371,153.0,40.7,124.2,113.2,107.3
1650372,117.4,31.2,109.0,125.0,76.1
1650373,113.5,29.7,81.4,123.8,57.5
1650374,109.3,36.5,121.0,132.2,104.8
1650375,123.2,58.8,62.7,104.1,75.4
1650376,59.3,48.3,104.6,66.3,55.7
1650377,109.5,50.3,93.3,114.3,109.4
1650378,95.7,29.7,108.3,118.0,63.5
1650379,118.1,37.9,112.0,85.6,137.9
1650380,101.2,60.9,90.8,107.6,87.9
1650381,113.8,52.6,87.6,78.1,99.6
1650382,101.4,39.2,43.9,110.8,96.7
1650383,101.6,52.7,91.7,100.7,73.3
1650384,156.3,44.3,100.4,79.0,106.4
1650385,77.8,50.6,97.9,61.2,123.6
1650386,147.8,38.9,114.8,72.0,113.6
1650387,53.8,36.4,80.1,120.6,92.1
1650388,94.9,45.8,117.4,114.5,87.4
1650389,137.1,43.2,87.4,61.0,106.8
1650390,109.1,34.2,91.6,158.9,99.4
1650391,158.2,36.4,65.5,70.3,98.3
1650392,85.8,78.9,76.6,64.9,91.4
1650393,126.5,55.3,117.9,147.7,104.2
1650394,125.8,55.0,74.0,87.1,89.3
1650395,79.7,44.0,64.3,58.3,93.5
1650396,126.3,26.9,81.8,136.4,122.1
1650397,137.1,45.5,107.8,59.7,84.5
1650398,107.9,44.1,107.8,44.7,94.4
1650399,159.1,25.3,96.1,110.7,63.3
1650400,127.0,51.9,103.7,81.4,110.9
1650401,109.8,33.4,117.9,84.7,27.2
1650402,109.3,50.4,96.1,99.8,119.6
1650403,39.9,41.9,121.3,108.2,64.8
1650404,130.7,11.2,124.5,92.9,96.5
1650405,113.4,47.9,68.3,99.9,103.3
1650406,134.7,52.2,104.7,58.4,98.1
1650407,129.3,24.8,110.6,115.4,95.7
1650408,126.2,49.4,73.4,123.8,112.7
1650409,83.0,24.9,68.6,80.9,87.7
1650410,154.3,35.1,89.5,123.0,123.7
1650411,123.6,59.3,106.8,115.9,127.0
1650412,84.3,56.9,140.9,39.6,100.1
1650413,129.4,49.5,104.0,129.3,104.0
1650414,126.3,78.6,125.9,81.3,100.8
1650415,156.1,55.0,117.2,95.4,99.9
1650416,96.6,53.4,65.5,124.0,61.6
1650417,88.6,28.3,135.9,107.4,72.3
1650418,134.6,18.7,111.7,126.6,50.3
1650419,163.6,34.2,79.9,75.2,78.7
1650420,132.1,70.1,102.5,96.3,102.0
1650421,92.0,37.2,86.6,100.1,72.1
1650422,128.0,74.5,100.7,104.9,109.1
1650423,171.0,36.0,120.2,108.1,119.9
1650424,166.9,34.2,42.9,93.1,140.1
1650425,103.3,65.3,84.5,127.3,96.3
1650426,147.3,48.1,107.7,103.9,96.9
1650427,136.1,40.0,48.9,119.7,84.0
1650428,96.8,42.2,99.4,110.8,124.7
1650429,165.8,51.5,91.3,83.0,111.8
1650430,122.2,39.5,96.2,123.7,87.4
1650431,141.8,64.3,110.6,152.2,102.3
1650432,144.2,68.4,137.7,183.6,88.7
1650433,129.7,24.3,94.8,96.1,81.3
1650434,130.3,54.4,63.2,53.8,99.4
1650435,133.3,43.0,44.7,137.3,80.5
1650436,143.5,29.1,86.4,95.2,86.4
1650437,102.8,46.0,78.8,103.0,114.5
1650438,143.1,37.2,137.7,85.7,95.2
1650439,124.5,57.1,101.1,81.1,118.7
1650440,186.2,36.4,81.6,81.4,153.7
1650441,122.4,35.1,100.3,119.1,140.1
1650442,140.5,48.2,109.2,116.8,109.7
1650443,142.4,36.2,111.9,89.4,117.6
1650444,77.2,34.7,85.3,112.0,92.6
1650445,104.0,48.1,112.0,120.7,115.3
1650446,126.1,35.1,97.0,98.3,105.4
1650447,150.6,36.7,60.6,96.7,92.0
1650448,125.7,31.2,105.4,135.0,83.5
1650449,122.7,60.9,103.4,105.1,104.4
1650450,117.2,53.7,92.4,46.2,82.9
1650451,126.6,59.7,104.6,53.1,114.9
1650452,195.9,53.2,91.7,75.1,127.9
1650453,119.6,39.7,111.3,116.2,75.5
1650454,128.7,40.6,113.0,113.4,80.5
1650455,138.2,59.3,90.5,51.9,123.5
1650456,105.5,37.4,135.8,96.0,111.3
1650457,154.7,52.8,68.2,83.0,124.0
1650458,138.5,42.1,92.7,96.9,104.0
1650459,100.6,48.8,112.0,103.1,82.6
1650460,97.4,66.7,123.7,98.9,90.1
1650461,109.1,40.0,79.5,91.4,143.1
1650462,64.2,,121.7,140.6,148.2
1650463,109.9,36.3,63.3,117.9,73.3
1650464,99.0,80.8,100.7,73.8,102.1
1650465,164.7,55.9,117.3,57.9,55.3
1650466,128.6,48.0,77.4,136.8,141.0
1650467,112.1,61.5,83.3,55.6,54.2
1650468,140.6,71.6,86.4,120.2,119.6
1650469,119.1,38.5,69.3,64.6,85.2
1650470,127.9,27.4,120.9,81.4,118.4
1650471,95.6,53.3,117.5,96.4,136.2
1650472,156.9,55.5,115.6,120.3,28.5
1650473,107.5,47.1,60.9,55.8,121.9
1650474,118.8,45.4,65.2,81.5,128.1
1650475,114.2,68.5,76.4,99.7,100.1
1650476,89.9,47.7,105.2,111.0,93.6
1650477,121.5,22.7,106.3,45.1,73.2
1650478,131.8,58.1,89.3,139.0,78.0
1650479,120.9,35.6,38.3,81.3,95.0
1650480,140.8,16.6,102.4,123.7,51.4
1650481,152.7,51.1,129.4,112.6,103.1
1650482,112.7,31.9,102.9,101.9,118.4
1650483,82.8,58.6,108.9,78.8,83.4
1650484,164.4,43.9,140.0,148.9,113.0
1650485,75.1,36.1,104.6,66.0,55.6
1650486,151.2,45.2,108.3,54.0,121.4
1650487,186.6,25.2,99.2,86.5,84.0
1650488,150.4,39.0,76.5,98.4,106.3
1650489,120.7,41.1,76.1,118.7,81.5
1650490,104.4,20.2,108.4,65.7,30.6
1650491,87.2,68.2,51.0,91.7,108.2
1650492,129.5,37.0,103.5,86.1,93.2
1650493,102.9,54.6,77.8,98.8,111.6
1650494,110.7,52.7,139.7,93.4,116.1
1650495,99.3,61.4,120.6,109.4,44.6
1650496,114.9,48.2,93.0,102.2,116.8
1650497,115.2,47.2,104.3,92.3,122.7
1650498,137.4,61.3,148.1,71.7,99.4
1650499,112.3,31.0,75.0,128.8,86.4
1650500,122.9,52.0,137.8,102.3,60.1
1650501,80.6,46.8,118.0,84.5,115.8
1650502,159.9,42.2,131.6,77.3,89.1
1650503,142.3,29.2,166.0,79.5,128.1
1650504,136.0,39.1,107.8,118.5,115.9
1650505,145.3,49.8,77.0,110.2,81.1
1650506,106.6,35.2,104.1,58.9,99.9
1650507,200.8,36.5,106.8,117.9,155.7
1650508,72.6,40.5,111.8,62.8,117.8
1650509,67.3,52.2,120.9,59.9,77.0
1650510,109.7,51.7,94.1,69.7,75.4
1650511,107.3,27.7,95.5,70.7,71.4
1650512,105.2,45.4,123.0,47.9,115.0
1650513,137.4,70.2,114.0,102.2,69.2
1650514,143.3,50.5,90.2,108.7,118.6
1650515,23.4,53.5,97.8,122.0,78.9
1650516,95.7,54.0,53.4,99.7,107.1
1650517,83.0,29.5,114.3,100.7,100.6
1650518,132.6,45.4,144.2,147.9,46.4
1650519,125.4,48.0,89.5,56.0,103.8
1650520,92.7,53.8,103.4,127.8,126.6
1650521,105.1,38.1,139.7,67.2,90.7
1650522,169.0,46.5,98.1,109.4,128.9
1650523,137.5,65.8,131.4,137.7,85.3
1650524,171.4,7.5,89.0,114.0,108.3
1650525,148.7,59.2,71.9,84.1,108.1
1650526,116.4,79.6,54.0,111.7,90.9
1650527,99.8,31.1,123.9,60.0,53.4
1650528,98.8,41.2,77.9,129.6,94.1
1650529,94.4,50.7,103.3,93.2,123.0
1650530,126.3,39.7,56.5,82.2,111.5
1650531,86.6,38.8,133.0,99.0,86.0
1650532,167.2,30.3,140.3,112.6,69.0
1650533,141.0,53.1,101.8,72.4,83.0
1650534,140.5,35.7,112.9,102.0,125.0
1650535,169.8,19.0,102.9,92.9,84.4
1650536,121.1,59.6,120.9,66.1,122.1
1650537,91.5,24.8,97.0,107.5,62.1
1650538,108.9,47.6,83.8,131.3,112.2
1650539,114.8,47.9,149.7,100.9,100.6
1650540,157.4,43.0,85.1,159.8,44.4
1650541,108.6,20.4,115.0,40.1,67.7
1650542,138.5,44.0,82.6,121.6,104.4
1650543,124.1,55.0,88.2,77.6,119.9
1650544,121.2,55.2,81.7,124.3,108.4
1650545,131.9,35.6,134.6,119.3,99.5
1650546,117.2,46.4,128.6,43.9,85.1
1650547,108.7,58.4,97.3,62.6,132.8
1650548,143.7,40.9,124.8,122.7,73.6
1650549,80.3,41.8,48.8,149.3,70.4
1650550,155.2,35.7,71.9,67.7,98.1
1650551,99.5,51.9,177.0,99.7,157.7
1650552,73.0,50.9,70.0,74.4,101.1
1650553,134.0,65.5,100.0,103.9,102.6
1650554,119.9,28.1,125.4,78.1,121.6
1650555,105.5,,118.5,93.9,40.7
1650556,104.5,41.0,82.9,51.3,109.7
1650557,109.2,53.6,92.9,108.2,101.7
1650558,128.9,2.4,100.1,87.1,124.2
1650559,114.9,59.6,53.0,94.7,92.2
1650560,99.2,42.5,85.5,52.7,102.6
1650561,153.0,51.5,113.3,134.1,126.9
1650562,101.4,44.8,106.6,82.6,64.7
1650563,119.2,28.5,68.0,90.9,148.1
1650564,140.3,80.9,101.1,125.3,47.4
1650565,90.7,54.8,83.3,89.4,95.6
1650566,149.5,56.7,57.5,73.7,148.1
1650567,95.0,51.5,82.2,79.6,76.4
1650568,52.8,49.7,81.4,118.4,130.6
1650569,145.4,20.1,75.9,86.7,85.4
1650570,144.0,63.7,42.2,77.1,90.1
1650571,130.9,68.1,96.6,88.1,101.6
1650572,133.0,58.9,134.0,118.1,72.3
1650573,138.4,47.4,96.4,132.6,112.0
1650574,124.0,19.0,103.3,108.1,86.3
1650575,112.3,42.5,84.0,90.2,105.9
1650576,125.0,58.5,86.8,82.1,108.2
1650577,130.0,43.3,46.2,88.8,78.8
1650578,126.1,59.4,116.5,61.4,85.0
1650579,120.3,30.9,138.6,128.6,120.4
1650580,154.3,54.6,74.3,61.6,91.7
