DayID,AQI,PM25_Density,Temperature,RespiratoryAdmissions,RiskLevel
1160043,399.8,296.2,46.2,83.3,Low
1160044,142.8,301.2,41.1,322.9,High
1160045,112.8,157.6,393.1,431.7,Low
1160046,92.3,499.4,334.9,147.3,Medium
1160047,318.9,346.3,423.4,86.0,Medium
1160048,94.3,197.7,156.2,380.6,Low
1160049,285.3,245.5,86.2,217.0,Low
1160050,295.9,238.9,446.6,135.4,High
1160051,275.5,49.4,282.6,216.3,High
1160052,340.9,379.7,199.5,360.7,Low
1160053,355.9,52.8,13.3,398.1,High
1160054,222.2,32.2,375.9,201.2,Low
1160055,394.1,435.5,389.8,23.3,Low
1160056,275.9,275.3,311.2,229.1,Low
1160057,209.7,448.6,255.7,241.0,High
1160058,22.5,232.9,431.9,32.5,Low
1160059,213.4,275.2,71.6,294.6,High
1160060,345.7,435.8,264.6,328.2,High
1160061,494.6,146.1,73.1,42.4,High
1160062,391.7,260.0,334.0,127.3,High
1160063,213.9,381.6,346.0,71.1,Low
1160064,368.5,475.5,191.3,10.8,Medium
1160065,184.8,31.0,280.8,464.0,High
1160066,103.2,91.5,215.7,30.1,Medium
1160067,355.1,499.8,380.8,482.1,Medium
1160068,174.3,162.7,378.8,134.9,Low
1160069,104.6,81.2,314.7,442.2,High
1160070,54.1,156.9,200.2,251.2,Low
1160071,340.6,118.5,385.8,11.7,High
1160072,104.0,390.7,481.5,499.2,Low
1160073,263.5,407.2,236.1,136.6,Medium
1160074,457.3,87.0,311.4,268.2,Medium
1160075,468.6,419.7,81.4,363.9,High
1160076,404.2,473.5,494.8,146.4,Medium
1160077,216.8,174.7,186.1,234.4,Low
1160078,323.6,93.3,108.8,85.9,High
1160079,494.0,66.0,234.4,453.2,Medium
1160080,324.7,80.7,282.8,25.4,High
1160081,144.8,28.1,318.0,245.3,High
1160082,45.9,50.1,283.5,177.4,High
1160083,285.3,204.6,171.2,318.2,High
1160084,278.1,325.2,100.9,333.0,High
1160085,130.4,160.6,269.6,79.6,High
1160086,282.8,183.2,194.6,233.3,Low
1160087,43.4,250.4,453.0,155.9,High
1160088,391.4,444.7,377.9,159.8,Medium
1160089,400.8,123.8,69.4,156.1,High
1160090,99.0,258.2,180.4,417.1,Low
1160091,383.9,469.6,193.4,40.3,Medium
1160092,325.5,149.3,12.5,423.2,Low
1160093,369.9,250.9,164.6,368.7,High
1160094,305.7,349.3,408.5,498.0,Medium
1160095,130.7,423.0,66.7,142.8,High
1160096,163.3,315.0,211.3,153.5,Medium
1160097,458.0,175.2,21.0,312.3,Low
1160098,335.7,81.5,201.5,31.0,Medium
1160099,459.5,291.4,284.6,193.9,High
1160100,346.6,63.0,30.4,284.9,Medium
1160101,269.2,,125.0,140.6,Medium
1160102,52.1,291.9,292.5,76.4,Low
1160103,368.4,175.7,331.6,428.4,Medium
1160104,486.6,23.3,169.6,147.0,Medium
1160105,197.4,329.1,355.4,335.2,High
1160106,443.2,100.0,147.7,98.9,Medium
1160107,337.1,434.8,17.0,362.6,High
1160108,374.2,483.1,130.7,202.1,Low
1160109,244.5,382.8,342.8,412.7,Medium
1160110,222.8,329.3,398.3,371.6,Low
1160111,197.2,419.4,54.7,369.4,Medium
1160112,334.7,113.4,265.4,329.9,Low
1160113,451.9,368.9,179.5,211.4,High
1160114,104.1,453.9,90.0,434.6,High
1160115,20.5,179.9,208.5,194.3,High
1160116,176.4,384.7,108.2,97.3,Low
1160117,435.4,200.7,442.5,284.7,Low
1160118,396.4,198.3,317.2,201.4,Low
1160119,183.4,314.6,389.3,432.5,Low
1160120,362.0,274.9,498.5,355.4,High
1160121,95.9,187.5,197.8,343.5,Medium
1160122,114.2,224.5,102.3,68.4,Medium
1160123,485.5,245.4,246.4,373.5,High
1160124,34.8,377.0,20.7,325.9,Low
1160125,418.4,437.7,459.1,484.0,Medium
1160126,388.4,86.7,127.4,418.2,Low
1160127,441.2,148.7,425.2,408.3,High
1160128,424.6,41.9,229.3,449.8,High
1160129,427.0,471.1,198.5,337.7,High
1160130,191.9,180.2,393.7,52.0,Low
1160131,145.5,24.1,348.2,454.1,Low
1160132,301.6,378.9,24.3,288.9,Low
1160133,331.9,210.7,21.9,199.2,High
1160134,97.6,387.9,426.8,377.8,Medium
1160135,309.6,200.2,395.8,122.5,Low
1160136,194.2,26.7,276.9,113.9,Low
1160137,318.2,383.2,60.3,145.5,Medium
1160138,58.2,348.4,279.9,117.5,High
1160139,56.2,498.8,481.7,421.0,Low
1160140,402.5,130.9,18.1,47.0,High
1160141,133.2,70.8,311.2,484.2,Medium
1160142,81.5,429.9,357.2,456.6,Low
1160143,20.7,437.8,244.7,106.7,Low
1160144,71.9,418.7,434.7,278.0,High
1160145,424.5,128.5,317.0,414.1,Low
1160146,427.9,258.0,258.0,75.7,Medium
1160147,420.0,73.8,190.9,239.5,Medium
1160148,243.0,227.9,121.6,468.9,High
1160149,54.2,166.0,399.1,178.9,Low
1160150,320.5,415.9,63.5,194.8,Medium
1160151,477.6,209.8,402.0,99.0,Medium
1160152,461.3,270.5,402.3,329.0,Low
1160153,265.4,31.2,491.7,415.0,Medium
1160154,480.6,469.2,256.5,196.8,Low
1160155,94.1,398.1,42.3,272.9,Medium
1160156,182.2,91.4,434.0,366.9,Low
1160157,343.7,197.0,497.8,403.1,Medium
1160158,375.7,140.0,382.1,18.3,High
1160159,178.8,389.1,158.2,416.7,Medium
1160160,45.1,327.4,103.6,359.1,Medium
1160161,96.1,32.8,286.0,360.2,High
1160162,452.7,494.4,316.3,406.8,High
1160163,345.7,243.9,224.5,265.3,High
1160164,242.9,224.9,211.9,484.7,Medium
1160165,412.4,300.9,66.5,327.7,Medium
1160166,239.0,459.8,67.7,167.6,Medium
1160167,456.1,390.7,147.0,373.6,High
1160168,185.4,175.1,109.5,107.6,Low
1160169,426.4,291.2,16.2,331.2,Medium
1160170,368.6,480.3,474.5,351.9,High
1160171,46.3,105.4,51.8,344.5,Medium
1160172,99.5,191.3,143.5,387.6,High
1160173,242.3,226.9,147.5,256.9,Medium
1160174,385.9,61.5,280.4,486.3,Medium
1160175,350.4,22.1,226.9,191.2,High
1160176,34.0,424.0,105.6,169.3,High
1160177,312.7,117.1,455.9,296.8,Medium
1160178,457.9,281.4,268.5,221.5,Low
1160179,448.8,309.8,330.0,249.9,Low
1160180,237.6,262.9,486.3,21.9,Low
1160181,40.3,414.6,496.9,24.0,Medium
1160182,424.6,135.7,61.4,37.7,High
1160183,481.6,184.3,139.8,456.1,Low
1160184,459.5,370.6,127.3,222.7,Low
1160185,317.6,435.4,482.8,354.4,Medium
1160186,151.8,419.6,202.6,294.6,High
1160187,77.8,456.7,346.6,354.0,Low
1160188,296.4,439.1,474.9,282.2,High
1160189,487.9,234.4,190.8,125.3,Low
1160190,135.8,451.2,249.0,161.6,Low
1160191,191.2,456.4,26.6,441.4,Medium
1160192,137.3,185.6,29.0,208.2,Medium
1160193,57.5,496.7,167.3,36.3,Low
1160194,367.5,83.0,11.2,261.6,High
1160195,74.8,376.3,43.6,59.1,High
1160196,450.4,392.4,455.1,116.2,Medium
1160197,202.0,319.6,328.3,318.3,High
1160198,192.6,149.1,260.4,228.5,Medium
1160199,315.3,420.2,166.8,286.0,Medium
1160200,236.1,340.4,278.4,192.6,Low
1160201,464.9,44.8,250.7,179.1,High
1160202,35.1,331.4,185.1,84.3,Medium
1160203,147.7,185.1,350.1,362.5,Low
1160204,56.1,394.5,395.2,37.2,High
1160205,270.4,296.7,333.1,12.6,Low
1160206,17.1,428.4,167.5,359.3,High
1160207,78.2,184.6,132.7,236.0,Low
1160208,78.4,487.5,396.7,12.4,High
1160209,156.9,321.7,136.7,395.0,High
1160210,418.7,489.3,436.1,282.0,Medium
1160211,255.2,135.3,290.1,279.8,Low
1160212,364.7,187.0,214.7,329.2,High
1160213,21.9,161.7,268.5,181.1,Low
1160214,245.7,316.7,409.9,143.9,High
1160215,215.8,,375.7,40.3,Low
1160216,288.0,134.5,162.4,369.3,Medium
1160217,324.0,421.0,269.8,237.4,Medium
1160218,20.8,85.2,217.5,469.7,High
1160219,381.6,491.1,26.8,95.6,Low
1160220,218.5,138.4,451.9,451.9,Low
1160221,245.7,162.9,267.5,442.4,Medium
1160222,392.0,457.7,189.8,382.0,High
1160223,337.0,248.8,80.4,52.9,Low
1160224,231.6,40.8,99.8,415.7,Low
1160225,202.9,476.4,406.3,357.9,Low
1160226,207.1,296.3,186.4,385.1,Medium
1160227,77.9,134.3,13.7,29.9,Low
1160228,418.9,312.4,495.6,231.9,Low
1160229,322.9,450.0,421.3,11.3,Medium
1160230,446.2,358.3,66.3,155.3,Medium
1160231,480.1,496.1,429.4,343.4,Low
1160232,339.9,376.7,163.0,282.2,High
1160233,109.3,497.1,89.1,193.9,High
1160234,70.7,167.8,282.9,88.0,Medium
1160235,169.3,125.9,85.9,431.8,Low
1160236,258.8,422.5,114.9,232.9,Low
1160237,100.6,150.7,427.5,60.0,Medium
1160238,105.3,44.3,448.8,181.0,High
1160239,141.6,413.7,199.9,232.7,Low
1160240,210.7,114.2,441.5,181.7,Low
1160241,102.2,348.5,85.1,246.3,Medium
1160242,444.7,21.1,86.6,378.0,Medium
1160243,235.1,94.3,494.4,81.2,Medium
1160244,264.7,43.3,168.0,85.6,Medium
1160245,492.7,206.9,92.6,426.3,High
1160246,184.8,100.8,403.1,392.8,Medium
1160247,322.0,388.0,451.6,46.0,Low
1160248,73.7,313.0,157.7,312.7,Low
1160249,422.2,111.9,396.3,135.9,Medium
1160250,149.5,224.9,136.7,469.2,Medium
1160251,418.3,242.4,433.7,431.8,Medium
1160252,308.9,498.7,172.6,215.4,High
1160253,431.9,248.6,230.7,225.7,Low
1160254,331.1,410.0,104.7,157.2,Medium
1160255,477.7,148.3,404.5,491.5,Low
1160256,262.3,258.5,180.9,66.1,Medium
1160257,209.3,418.8,38.4,58.4,Low
1160258,203.4,15.4,352.1,460.7,Medium
1160259,113.6,296.7,12.2,68.6,Low
1160260,241.3,314.9,206.4,293.6,High
1160261,243.4,463.7,98.9,328.1,Medium
1160262,484.3,192.4,353.1,237.3,High
1160263,313.0,213.4,171.8,109.5,Medium
1160264,282.6,213.5,451.8,55.0,Low
1160265,182.3,267.9,103.9,243.9,Low
1160266,19.3,457.8,298.0,346.1,High
1160267,161.3,95.2,85.1,243.9,Low
1160268,155.2,170.0,491.2,280.4,High
1160269,25.3,137.8,487.7,456.1,Low
1160270,453.8,466.5,260.2,79.4,Low
1160271,53.6,224.3,257.2,273.7,Medium
1160272,473.4,98.8,315.5,233.0,Low
1160273,95.6,162.6,206.2,119.4,High
1160274,427.3,318.3,223.3,83.9,High
1160275,219.9,319.8,363.5,354.4,High
1160276,113.8,80.9,157.8,190.8,High
1160277,461.8,366.5,220.5,256.0,Low
1160278,420.4,388.3,97.5,123.4,Low
1160279,35.2,377.5,452.9,447.6,Medium
1160280,434.8,326.3,39.8,36.2,Medium
1160281,145.1,376.2,497.8,66.6,Low
1160282,288.9,235.5,472.0,490.7,Medium
1160283,410.1,325.2,323.9,28.4,High
1160284,65.5,66.1,152.0,489.4,Low
1160285,90.2,140.1,77.8,328.8,Low
1160286,150.8,282.5,437.0,419.5,High
1160287,369.6,401.5,284.0,448.8,Medium
1160288,372.9,276.3,88.1,430.2,Medium
1160289,265.9,26.4,89.6,88.2,High
1160290,185.2,261.3,486.5,457.0,High
1160291,110.6,326.2,187.4,221.1,Low
1160292,480.8,84.0,328.1,200.5,Low
1160293,17.5,454.6,35.1,349.6,Medium
1160294,134.0,166.6,224.3,445.1,Low
1160295,467.1,219.5,394.3,423.1,Low
1160296,152.4,135.2,462.0,98.4,High
1160297,338.6,293.7,75.8,119.8,Medium
1160298,177.5,153.5,137.7,100.3,Low
1160299,311.7,183.2,286.2,38.2,Medium
1160300,346.9,37.9,298.5,118.2,High
1160301,86.3,198.8,136.4,81.2,Medium
1160302,125.2,358.4,34.0,58.9,Low
1160303,176.8,217.2,409.7,215.9,High
1160304,364.0,351.2,420.2,80.5,High
1160305,488.5,249.4,311.6,60.4,High
1160306,429.5,437.8,471.4,211.4,Medium
1160307,196.1,109.7,465.2,191.0,Low
1160308,391.4,127.5,186.0,183.8,Medium
1160309,319.2,255.7,69.7,345.8,High
1160310,402.3,268.9,330.5,462.0,Medium
1160311,420.9,278.3,239.3,496.2,Low
1160312,348.2,202.6,494.5,198.5,High
1160313,43.1,370.3,320.8,138.2,Medium
1160314,104.5,351.3,478.7,459.7,Low
1160315,496.7,202.3,447.9,405.1,Low
1160316,148.9,213.5,44.2,334.3,Medium
1160317,191.6,156.5,218.9,311.9,Low
1160318,123.9,215.7,98.2,370.6,High
1160319,371.4,263.1,69.3,447.3,High
1160320,268.4,247.2,492.5,280.6,Medium
1160321,383.8,358.1,259.4,136.4,Medium
1160322,138.9,64.0,269.5,475.9,Low
1160323,320.2,203.9,472.3,397.5,Medium
1160324,293.1,438.4,183.2,104.1,Low
1160325,86.3,351.8,142.2,197.2,High
1160326,19.8,178.0,227.7,271.9,Low
1160327,387.2,118.2,352.6,142.3,High
1160328,68.7,478.5,246.8,231.0,Low
1160329,268.6,323.4,486.8,388.7,Medium
1160330,416.7,122.2,157.8,421.5,Low
1160331,269.0,230.0,43.1,236.9,Medium
1160332,301.5,219.6,353.4,114.5,Low
1160333,82.4,340.2,358.8,127.7,High
1160334,115.3,381.9,416.4,489.0,Low
1160335,144.6,308.5,164.4,145.9,High
1160336,365.1,421.0,142.6,265.1,Low
1160337,463.7,265.9,181.8,163.0,High
1160338,314.6,167.8,349.2,195.6,High
1160339,157.9,345.5,300.7,465.7,Medium
1160340,29.6,483.2,116.5,41.1,Medium
1160341,182.1,350.5,416.2,480.0,Low
1160342,107.9,57.0,71.7,60.0,High
1160343,82.6,342.5,293.6,494.3,Low
1160344,347.0,396.7,475.2,386.6,High
1160345,69.1,318.7,23.0,59.0,Low
1160346,467.9,25.0,79.7,221.6,Low
1160347,415.6,381.1,32.6,243.4,Low
1160348,247.6,434.3,65.2,175.8,Low
1160349,25.6,318.0,422.3,252.0,High
1160350,82.1,325.0,462.3,353.1,Low
1160351,271.7,133.8,174.0,390.0,Medium
1160352,63.2,416.1,312.3,477.6,Medium
1160353,221.4,126.1,124.6,430.4,High
1160354,53.5,216.5,233.7,149.7,Low
1160355,448.5,367.3,332.9,462.2,Medium
1160356,97.4,452.8,23.4,407.0,Medium
1160357,326.4,442.1,302.3,309.1,Low
1160358,132.8,494.7,461.3,80.9,Low
1160359,206.0,330.3,142.6,137.0,Medium
1160360,200.3,260.1,373.5,193.5,Low
1160361,284.9,23.3,27.4,130.8,Medium
1160362,433.7,236.7,326.0,252.9,Medium
1160363,281.6,385.0,87.9,362.5,High
1160364,100.5,399.3,494.2,234.7,Low
1160365,240.8,287.4,141.5,166.6,Low
1160366,109.6,411.5,110.1,168.9,Medium
1160367,170.4,162.5,177.5,224.1,Medium
1160368,79.4,110.1,98.4,258.6,High
1160369,399.1,345.9,363.0,150.0,Medium
1160370,420.2,237.4,245.3,265.4,Medium
1160371,185.8,210.0,455.3,359.1,Medium
1160372,357.7,437.8,143.5,208.9,Low
1160373,298.9,431.4,170.8,168.0,Low
1160374,389.2,296.0,446.0,466.5,Medium
1160375,203.7,50.9,232.2,303.3,Medium
1160376,40.4,358.0,36.2,83.1,Low
1160377,18.3,496.9,49.8,418.5,Medium
1160378,339.7,314.9,363.9,103.8,Medium
1160379,44.5,378.6,458.3,204.3,High
1160380,361.5,344.8,128.5,430.1,Low
1160381,65.9,216.1,92.1,12.2,Low
1160382,365.1,250.0,430.1,185.5,High
1160383,36.1,222.6,464.4,52.4,High
1160384,134.3,269.6,220.2,198.6,Low
1160385,152.8,242.0,324.7,57.7,Medium
1160386,244.9,269.0,328.5,187.1,Medium
1160387,494.8,33.7,356.0,309.2,High
1160388,52.3,33.2,140.2,143.5,Medium
1160389,369.2,428.7,321.0,366.4,Medium
1160390,292.5,190.6,16.2,461.5,Medium
1160391,50.2,275.5,278.0,333.6,High
1160392,220.5,176.9,117.4,41.3,Low
1160393,262.7,90.5,236.1,99.6,Medium
1160394,253.8,194.9,310.1,238.5,Low
1160395,389.5,359.6,270.6,184.1,High
1160396,150.8,207.9,405.3,41.7,Medium
1160397,64.8,330.7,346.1,161.8,Low
1160398,100.4,443.5,347.9,421.4,Low
1160399,242.6,191.3,121.2,55.0,High
1160400,311.0,359.9,126.0,48.1,Low
1160401,243.8,243.4,192.8,107.6,Low
1160402,141.5,379.1,157.9,88.3,Low
1160403,195.8,38.4,137.2,479.2,High
1160404,224.2,350.4,260.8,420.6,Low
1160405,88.4,442.0,436.2,173.1,Medium
1160406,304.1,115.9,343.1,458.5,Low
1160407,417.8,260.4,337.9,262.9,High
1160408,89.8,109.6,396.2,275.6,High
1160409,199.0,258.6,140.5,70.7,High
1160410,167.0,70.9,208.5,96.0,Low
1160411,390.3,286.3,402.2,174.6,Medium
1160412,439.6,331.5,49.8,330.7,High
1160413,87.3,132.6,104.2,179.6,Medium
1160414,385.1,458.9,65.4,253.0,Low
1160415,266.7,324.8,310.3,52.4,Low
1160416,26.4,191.1,112.7,438.0,Medium
1160417,76.3,81.0,165.0,210.8,High
1160418,445.7,25.8,205.5,287.3,High
1160419,496.9,68.9,101.6,479.2,Low
1160420,55.0,387.7,335.6,340.9,High
1160421,91.7,89.8,123.9,44.5,High
1160422,475.5,484.3,283.9,113.1,Low
1160423,34.6,301.5,270.9,60.7,Medium
1160424,293.9,413.2,156.5,199.5,Low
1160425,203.7,403.1,48.7,323.7,Low
1160426,250.4,120.7,378.0,330.7,Low
1160427,274.8,441.5,19.7,265.4,High
1160428,419.6,264.0,178.7,483.3,Medium
1160429,30.6,168.0,234.3,223.2,Low
1160430,95.6,137.9,485.5,37.0,High
1160431,187.6,491.1,349.9,345.2,Low
1160432,327.4,434.8,426.7,392.1,Medium
1160433,360.5,208.6,394.1,119.2,Low
1160434,166.6,359.5,84.3,194.9,High
1160435,440.3,396.9,425.0,299.4,Low
1160436,428.7,279.1,44.2,137.8,Medium
1160437,347.0,454.3,78.0,163.4,Medium
1160438,320.0,72.8,393.7,397.1,High
1160439,30.4,342.0,64.1,346.7,Medium
1160440,264.1,366.0,246.0,393.5,Medium
1160441,458.6,432.1,349.9,204.7,High
1160442,107.3,471.2,203.4,384.2,High
1160443,226.1,111.6,287.1,318.7,Medium
1160444,110.2,149.0,491.5,48.8,Low
1160445,420.3,234.0,346.3,245.7,High
1160446,479.8,367.4,452.1,104.9,Low
1160447,106.0,316.7,61.4,394.2,Low
1160448,171.2,267.8,262.8,446.5,Low
1160449,442.4,425.9,356.3,337.7,High
1160450,95.9,259.5,103.8,11.9,High
1160451,91.9,388.4,401.9,451.7,Medium
1160452,146.2,478.1,91.1,435.5,High
1160453,481.5,167.6,340.8,438.4,Medium
1160454,45.5,151.7,479.5,343.7,Medium
1160455,245.9,413.7,152.8,479.4,High
1160456,249.8,242.8,88.2,31.3,Medium
1160457,261.7,180.5,493.4,231.8,High
1160458,233.1,494.6,51.5,371.1,Medium
1160459,203.5,42.5,79.0,121.9,Medium
1160460,397.7,75.6,138.8,276.6,Medium
1160461,38.8,193.8,498.6,375.2,High
1160462,335.5,13.7,400.6,273.5,Medium
1160463,163.2,290.6,302.8,440.6,High
1160464,494.3,412.9,279.1,285.0,High
1160465,175.8,384.0,121.4,151.4,Medium
1160466,30.6,443.4,53.3,84.3,Low
1160467,470.3,198.4,17.4,468.3,High
1160468,156.5,246.8,344.2,193.3,High
1160469,114.6,425.8,222.5,358.6,High
1160470,347.8,121.2,130.0,46.5,Low
1160471,48.3,294.0,115.0,194.8,Low
1160472,164.4,499.0,266.6,105.4,Medium
1160473,164.4,488.1,381.7,31.0,Low
1160474,465.4,100.9,135.1,288.1,Medium
1160475,308.7,327.9,138.9,302.1,Low
1160476,335.8,13.2,240.5,108.6,High
1160477,386.2,434.3,384.6,81.4,Medium
1160478,364.5,98.0,360.5,98.2,Low
1160479,215.2,86.4,155.9,43.8,Low
1160480,360.4,70.4,474.9,422.1,Medium
1160481,93.8,,462.8,370.5,High
1160482,305.4,437.5,306.7,211.4,Low
1160483,366.5,80.2,53.3,30.4,Medium
1160484,75.0,101.2,131.3,20.8,Low
1160485,446.3,304.5,160.8,187.3,Low
1160486,204.8,74.0,303.4,69.3,Low
1160487,451.4,,239.9,382.0,Medium
1160488,244.3,72.0,497.9,418.6,Medium
1160489,393.8,485.6,396.2,407.2,Medium
1160490,465.6,375.3,246.7,305.4,High
1160491,129.1,166.5,465.2,483.2,High
1160492,266.2,251.1,67.0,77.5,High
1160493,271.7,494.9,101.8,374.2,Low
1160494,248.8,173.4,411.6,361.4,Low
1160495,12.8,,352.5,310.5,High
1160496,480.9,133.1,367.3,427.2,High
1160497,494.7,467.7,236.8,284.2,High
1160498,175.4,311.2,299.5,355.9,Medium
1160499,54.0,465.1,190.1,111.8,Medium
1160500,213.6,63.8,19.1,74.6,Medium
1160501,45.2,168.6,250.0,294.2,Low
1160502,217.5,317.4,139.9,205.2,Medium
1160503,299.2,34.3,485.2,460.9,Medium
1160504,118.9,425.6,311.9,370.1,High
1160505,160.6,439.0,128.4,76.2,Low
1160506,422.6,461.7,401.3,184.2,Low
1160507,376.4,300.7,122.0,304.2,Medium
1160508,154.1,74.6,353.3,104.2,Medium
1160509,197.2,222.1,85.8,406.5,Low
1160510,39.5,273.3,46.7,429.6,Medium
1160511,247.7,317.4,318.5,466.0,Medium
1160512,303.0,393.5,423.3,68.0,High
1160513,169.8,145.9,74.2,232.5,Medium
1160514,51.3,108.0,69.3,160.2,Low
1160515,27.3,366.8,332.9,28.4,Medium
1160516,66.0,279.1,194.9,116.1,Medium
1160517,80.0,300.3,276.9,406.3,Low
1160518,195.5,20.2,268.8,457.3,Medium
1160519,242.2,243.9,256.5,153.0,Low
1160520,35.5,60.6,253.8,57.7,Medium
1160521,438.8,315.7,224.4,228.1,Low
1160522,83.9,131.4,362.5,455.3,High
1160523,97.7,306.3,456.5,44.8,Medium
1160524,40.0,190.4,229.1,273.4,Medium
1160525,106.3,301.9,341.6,423.8,Low
1160526,163.9,342.5,465.7,35.3,Medium
1160527,145.1,162.1,390.1,397.7,High
1160528,256.3,15.9,303.6,16.8,Low
1160529,396.0,355.9,160.7,144.9,Low
1160530,274.5,243.2,60.0,388.1,Low
1160531,97.5,190.4,248.2,359.2,Medium
1160532,68.4,485.8,285.3,21.9,Low
1160533,300.6,141.1,225.0,225.0,Low
1160534,93.8,307.1,20.6,220.5,High
1160535,271.0,262.1,239.7,443.8,Medium
1160536,221.7,197.0,236.0,69.9,Medium
1160537,299.1,319.7,255.6,443.0,Low
1160538,462.7,303.3,217.5,179.2,High
1160539,482.8,330.3,223.2,473.0,Low
1160540,455.1,389.4,172.4,76.6,Low
1160541,256.5,372.3,29.6,51.2,Medium
1160542,368.9,160.8,83.6,118.4,High
1160543,119.8,124.4,255.0,178.8,High
1160544,100.3,466.2,401.1,400.2,High
1160545,165.3,135.0,421.0,429.3,Medium
1160546,123.7,458.7,101.1,459.2,Low
1160547,440.4,313.0,219.1,36.6,High
1160548,409.4,248.3,191.4,93.3,Medium
1160549,235.9,366.0,296.5,253.5,Medium
1160550,164.8,45.7,475.2,403.7,Medium
1160551,420.4,300.3,400.0,40.0,High
1160552,425.9,32.2,332.7,288.4,Medium
1160553,344.0,170.1,490.5,432.1,High
1160554,423.6,490.4,226.7,82.0,High
1160555,252.1,451.5,108.9,454.3,Low
1160556,370.2,124.0,238.7,161.4,Low
1160557,219.4,23.2,438.2,434.1,High
1160558,343.3,225.3,453.5,205.8,Low
1160559,229.7,499.3,361.5,317.5,High
1160560,117.7,398.8,102.5,169.1,Low
1160561,408.7,263.6,364.7,295.7,Low
1160562,421.8,481.5,385.2,57.4,Low
1160563,65.5,443.3,416.5,39.4,Medium
1160564,444.7,90.9,479.8,384.7,Low
1160565,454.8,407.6,209.9,341.4,Medium
1160566,450.9,352.8,190.7,497.6,High
1160567,478.8,477.5,420.8,224.5,Medium
1160568,309.5,272.6,216.3,125.0,Medium
1160569,168.5,234.1,438.4,288.3,Low
1160570,29.3,310.5,402.5,388.9,High
1160571,432.2,171.3,362.2,279.0,Low
1160572,88.3,230.4,398.2,167.3,Medium
1160573,292.7,11.8,145.1,157.8,Low
1160574,359.4,172.8,70.5,492.9,Low
1160575,178.7,369.1,280.1,483.2,Medium
1160576,160.9,236.5,241.5,431.6,High
1160577,38.7,285.1,342.1,142.7,Medium
1160578,158.1,215.9,313.0,216.6,High
1160579,378.1,312.4,259.9,323.0,Low
1160580,466.2,397.0,65.7,235.4,Medium
1160581,278.1,163.5,404.5,483.1,Medium
1160582,180.9,174.3,402.9,329.0,High
1160583,326.6,383.4,272.7,204.7,High
1160584,372.2,148.6,253.7,269.7,Medium
1160585,418.1,391.4,396.7,111.2,Low
1160586,125.2,417.6,110.3,339.1,Low
1160587,286.2,158.9,120.2,298.4,Low
1160588,103.0,479.8,210.7,69.1,High
1160589,187.0,415.0,368.0,148.9,High
1160590,448.1,171.5,51.2,157.1,Low
1160591,180.3,313.9,106.5,108.7,Medium
1160592,122.6,72.5,22.7,81.0,High
1160593,109.7,298.6,221.0,456.9,Low
1160594,477.1,100.2,40.6,141.2,Low
1160595,329.5,42.8,242.1,55.3,Low
1160596,165.6,447.4,89.8,78.3,Low
1160597,393.5,387.3,31.9,497.6,Medium
1160598,273.1,276.1,311.9,118.0,Medium
1160599,430.3,,377.1,162.2,High
1160600,433.4,248.0,72.9,483.1,Medium
1160601,222.7,368.0,156.9,431.5,High
1160602,65.1,303.6,302.7,187.2,Medium
1160603,384.2,344.4,27.3,440.2,Medium
1160604,436.3,24.4,372.9,384.5,High
1160605,431.6,426.4,34.3,97.2,Medium
