SubscriberID,FeedbackRating,BoxCustomizations,Price_K,DeliveryDelaysCount,Churned
1190043,208.3,140.7,54.8,0.6,102.0
1190044,144.0,103.3,113.8,7.5,68.2
1190045,106.2,54.8,61.3,0.6,117.4
1190046,109.3,120.6,87.8,1.1,137.6
1190047,80.7,105.8,73.4,1.9,68.9
1190048,121.9,126.3,83.3,1.2,129.8
1190049,151.5,112.2,55.1,6.5,113.3
1190050,88.5,81.6,68.8,12.7,126.4
1190051,79.3,85.7,50.3,2.0,52.9
1190052,123.1,121.2,29.3,0.3,133.6
1190053,129.3,118.4,124.9,6.3,104.5
1190054,85.9,92.5,103.9,1.1,126.5
1190055,56.8,110.4,64.2,6.9,67.0
1190056,152.8,107.9,80.3,0.3,132.0
1190057,131.8,137.4,61.4,2.1,118.7
1190058,127.9,55.5,49.9,1.2,83.8
1190059,192.5,93.1,77.2,12.1,131.9
1190060,124.5,117.8,75.2,15.2,101.6
1190061,110.3,98.9,77.4,3.3,88.8
1190062,,83.8,76.1,8.9,80.7
1190063,88.8,124.2,72.0,4.3,172.7
1190064,137.1,77.1,70.2,11.3,111.8
1190065,190.4,98.8,93.6,1.1,102.1
1190066,23.8,99.9,68.5,4.8,89.3
1190067,59.8,104.2,74.3,1.5,106.6
1190068,74.7,83.4,83.4,5.0,133.4
1190069,91.7,123.6,73.1,1.0,85.1
1190070,134.1,98.8,104.4,0.7,104.0
1190071,137.0,127.9,81.5,5.7,99.1
1190072,105.1,150.6,67.7,4.5,108.6
1190073,152.6,95.3,67.4,2.3,110.3
1190074,128.7,110.4,97.8,0.9,128.3
1190075,96.7,98.6,58.4,1.9,115.7
1190076,193.9,63.5,89.3,1.5,62.6
1190077,200.4,108.2,69.3,0.6,95.4
1190078,85.4,84.9,58.1,2.2,119.3
1190079,64.0,103.0,101.4,2.2,99.8
1190080,151.4,115.0,94.0,0.5,102.8
1190081,134.6,97.4,65.7,0.3,85.1
1190082,117.2,94.9,79.6,0.9,77.6
1190083,37.2,141.8,76.7,9.1,137.0
1190084,147.2,95.4,104.0,3.4,134.8
1190085,204.1,84.2,86.2,3.8,129.1
1190086,158.8,129.1,96.9,3.3,105.1
1190087,84.1,98.4,51.9,7.7,84.6
1190088,110.5,72.4,74.5,8.5,51.7
1190089,151.3,62.7,102.0,5.1,114.4
1190090,113.0,94.4,60.6,6.6,147.1
1190091,133.6,94.8,61.7,12.8,90.0
1190092,45.2,119.8,120.0,5.7,131.0
1190093,180.3,93.7,86.1,5.8,77.7
1190094,138.2,65.1,84.8,0.8,67.7
1190095,103.3,86.0,87.0,5.7,128.8
1190096,85.0,118.6,48.6,0.6,100.6
1190097,126.8,75.8,73.1,7.9,85.4
1190098,115.5,152.6,61.1,2.7,95.8
1190099,,83.7,89.0,0.1,103.6
1190100,99.9,105.3,86.7,8.1,110.4
1190101,79.2,81.0,49.6,2.6,84.8
1190102,119.4,111.4,101.6,1.6,138.2
1190103,159.2,105.2,47.8,10.4,95.0
1190104,90.7,80.8,79.0,2.1,89.9
1190105,138.6,103.9,90.1,7.1,76.9
1190106,104.7,99.6,29.4,24.1,110.1
1190107,103.9,120.6,76.0,3.4,87.5
1190108,164.1,135.8,107.5,0.6,82.8
1190109,136.4,91.3,75.5,0.0,98.0
1190110,79.4,135.6,67.9,1.4,152.4
1190111,96.9,53.7,75.7,11.7,75.1
1190112,60.8,128.0,76.3,2.2,103.2
1190113,22.6,57.1,101.3,1.2,85.9
1190114,123.4,174.4,64.9,1.4,88.3
1190115,,94.7,94.2,3.1,110.5
1190116,76.4,111.2,71.7,2.8,101.8
1190117,198.3,98.7,85.6,3.0,71.2
1190118,202.2,77.4,65.5,16.1,90.3
1190119,156.2,63.2,108.7,1.2,122.1
1190120,116.2,98.2,71.6,0.5,89.2
1190121,151.4,108.5,31.9,5.8,71.4
1190122,145.2,115.8,63.1,1.6,81.3
1190123,126.0,107.4,94.7,0.3,70.0
1190124,56.5,43.6,85.9,3.2,117.3
1190125,177.5,129.8,99.9,9.6,113.4
1190126,47.2,68.4,94.8,2.5,65.8
1190127,106.1,115.7,40.9,0.7,92.5
1190128,81.9,70.9,63.9,1.4,129.4
1190129,187.6,113.6,84.4,1.9,99.3
1190130,141.7,85.5,89.0,5.9,129.9
1190131,126.9,79.6,94.2,0.7,68.7
1190132,198.7,87.6,61.7,0.8,49.3
1190133,113.7,99.8,60.9,1.8,101.0
1190134,114.7,139.9,63.6,2.1,56.9
1190135,127.7,109.9,44.9,0.2,108.5
1190136,170.0,130.8,40.1,5.2,103.1
1190137,137.8,79.1,70.2,2.5,48.8
1190138,129.8,100.9,129.5,3.8,66.2
1190139,104.9,92.2,66.4,0.4,116.0
1190140,87.3,113.6,94.8,0.0,93.5
1190141,178.2,117.2,94.7,4.9,115.6
1190142,227.0,96.4,89.3,0.6,75.4
1190143,98.2,87.0,59.3,4.3,113.1
1190144,109.5,86.2,64.0,1.7,45.5
1190145,140.4,87.0,41.0,1.7,71.9
1190146,164.7,129.0,82.4,12.2,123.5
1190147,64.5,77.2,63.0,1.0,134.2
1190148,97.5,82.1,96.7,0.7,110.5
1190149,,87.1,99.2,19.6,50.1
1190150,51.8,82.3,65.4,9.1,87.8
1190151,85.4,42.3,63.8,0.9,111.6
1190152,52.2,148.8,80.0,0.6,132.2
1190153,73.2,112.2,67.9,4.7,108.4
1190154,118.3,119.6,60.2,0.4,119.0
1190155,61.8,41.6,89.3,0.1,78.4
1190156,141.1,110.0,59.9,2.2,108.2
1190157,64.8,120.5,100.9,2.0,126.5
1190158,119.9,99.2,69.2,0.5,53.1
1190159,88.7,98.1,111.6,17.3,134.1
1190160,140.1,82.2,80.8,4.9,118.7
1190161,112.0,100.3,72.5,0.5,133.0
1190162,128.6,154.7,65.8,2.4,73.0
1190163,100.6,81.6,56.9,4.2,108.7
1190164,182.8,143.4,89.9,0.9,79.7
1190165,195.4,140.3,77.2,2.1,86.5
1190166,122.1,101.6,74.5,2.2,120.8
1190167,139.7,124.9,90.8,2.0,89.0
1190168,112.8,145.1,59.1,1.7,130.4
1190169,130.5,125.4,96.7,1.8,130.8
1190170,131.5,96.8,89.7,0.9,76.7
1190171,109.9,107.9,126.3,2.3,119.5
1190172,162.8,157.0,54.7,6.6,125.3
1190173,105.0,68.3,34.4,1.4,107.5
1190174,91.1,117.7,65.4,2.2,71.7
1190175,89.7,96.5,63.1,0.7,165.9
1190176,81.0,85.9,60.9,6.6,71.0
1190177,206.8,87.3,80.9,0.1,82.1
1190178,108.1,128.4,63.8,0.4,168.3
1190179,,154.0,69.7,0.2,58.5
1190180,81.1,91.3,71.8,2.5,107.6
1190181,151.9,99.8,72.6,4.3,117.6
1190182,150.3,104.5,76.7,17.8,71.4
1190183,112.1,91.6,57.4,3.6,111.7
1190184,143.5,106.6,84.7,9.6,115.8
1190185,123.4,104.2,68.0,4.1,135.9
1190186,62.2,122.1,100.9,0.6,115.0
1190187,147.5,73.4,70.9,3.8,84.6
1190188,154.0,121.0,71.6,14.5,67.6
1190189,206.4,116.7,45.2,1.8,95.9
1190190,101.5,100.9,73.6,3.4,82.9
1190191,54.0,103.9,107.5,0.5,95.8
1190192,91.8,70.6,82.2,0.5,121.2
1190193,116.4,79.1,88.8,1.9,110.3
1190194,123.2,133.6,79.7,6.3,75.5
1190195,117.5,119.2,101.0,6.5,94.1
1190196,113.7,89.5,55.5,6.7,119.0
1190197,169.7,120.9,95.9,0.0,94.2
1190198,193.1,64.8,89.9,10.5,96.6
1190199,131.8,101.5,63.2,0.6,109.9
1190200,115.9,121.8,85.9,1.4,102.0
1190201,66.0,55.7,104.4,1.2,66.9
1190202,105.4,83.8,103.6,1.0,104.1
1190203,127.6,109.4,47.1,1.6,86.6
1190204,146.9,88.2,72.5,8.7,45.7
1190205,174.4,123.6,76.6,1.9,117.1
1190206,107.4,113.6,82.6,1.8,107.0
1190207,161.5,90.4,72.2,9.7,87.4
1190208,115.7,94.4,100.3,3.8,106.0
1190209,55.2,86.0,124.9,7.1,90.3
1190210,126.9,149.3,34.0,0.7,104.0
1190211,90.5,128.4,51.9,0.7,114.0
1190212,145.8,137.9,64.0,0.1,118.4
1190213,61.7,135.2,79.3,0.4,113.9
1190214,137.9,68.1,72.1,14.4,90.8
1190215,127.9,114.4,63.8,5.3,69.0
1190216,190.5,121.1,80.1,5.0,68.7
1190217,135.7,104.7,58.3,1.5,141.5
1190218,146.1,94.7,83.0,1.3,89.3
1190219,143.2,94.1,71.7,0.2,102.3
1190220,169.5,79.2,95.4,0.9,99.8
1190221,120.3,123.0,84.6,2.4,121.6
1190222,98.4,110.1,109.8,4.8,76.8
1190223,10.0,85.3,94.4,4.4,117.8
1190224,85.9,103.5,79.6,27.9,126.4
1190225,186.2,81.5,58.6,4.4,50.5
1190226,152.2,136.5,28.1,9.4,80.6
1190227,113.0,115.2,60.8,2.7,69.9
1190228,181.5,111.0,71.1,8.4,135.8
1190229,125.1,74.2,48.3,6.8,114.4
1190230,82.1,96.2,85.3,0.6,62.1
1190231,125.5,98.9,34.4,0.7,99.2
1190232,133.1,123.0,73.9,7.1,126.5
1190233,123.3,52.6,83.9,2.5,63.4
1190234,186.1,64.6,56.5,3.3,78.5
1190235,104.7,89.6,79.0,0.5,137.6
1190236,55.8,106.9,68.5,9.8,116.4
1190237,99.4,116.4,56.5,2.1,119.4
1190238,85.4,118.6,86.3,5.0,110.0
1190239,83.9,98.6,88.8,4.0,105.9
1190240,82.2,72.4,111.9,4.3,94.5
1190241,187.3,78.4,49.5,6.4,118.5
1190242,137.0,97.2,69.5,6.6,136.8
1190243,155.6,84.2,85.0,4.2,105.4
1190244,91.8,68.3,97.9,0.2,92.5
1190245,57.7,82.5,53.8,0.2,52.7
1190246,144.2,118.7,112.0,1.6,138.8
1190247,37.8,74.1,56.5,2.9,81.5
1190248,76.9,86.9,103.6,19.0,61.3
1190249,67.8,110.3,107.5,13.1,77.4
1190250,,116.9,67.7,2.1,102.8
1190251,126.4,123.5,91.0,2.4,122.6
1190252,81.3,87.0,92.8,3.8,156.9
1190253,143.0,78.2,76.8,2.7,73.0
1190254,194.4,143.4,70.9,1.5,74.2
1190255,141.8,104.2,73.4,7.0,65.2
1190256,110.5,127.0,70.5,0.0,78.6
1190257,129.4,128.6,97.6,3.3,82.8
1190258,147.9,121.9,61.9,0.9,96.5
1190259,102.3,81.5,61.8,0.5,88.4
1190260,110.4,73.9,84.0,5.9,138.5
1190261,171.6,123.6,66.0,0.1,120.6
1190262,62.3,91.5,77.4,0.1,90.9
1190263,152.5,132.2,38.9,3.8,51.3
1190264,108.4,100.3,78.6,5.8,99.5
1190265,105.3,74.0,55.3,1.9,159.6
1190266,163.2,118.9,80.9,5.5,89.1
1190267,114.4,113.2,95.9,3.1,104.1
1190268,121.8,91.5,99.1,0.4,69.2
1190269,57.9,95.0,72.0,1.3,125.2
1190270,122.2,110.4,98.3,1.2,119.8
1190271,159.0,113.8,102.9,1.8,122.7
1190272,135.3,74.3,86.6,0.1,103.1
1190273,177.9,91.4,123.7,1.2,71.5
1190274,146.3,104.3,118.6,2.3,92.2
1190275,97.5,117.2,80.8,5.4,98.4
1190276,25.2,99.8,105.5,3.0,86.5
1190277,117.2,108.1,43.6,5.1,114.7
1190278,78.6,103.3,73.4,0.2,149.9
1190279,143.4,102.6,71.8,0.2,107.7
1190280,99.9,86.8,64.9,2.1,69.7
1190281,143.7,118.1,72.2,1.5,141.8
1190282,89.4,145.7,49.3,6.8,130.6
1190283,130.2,78.7,87.9,5.9,126.7
1190284,101.5,104.0,85.8,0.9,118.5
1190285,99.5,89.2,58.3,0.5,136.9
1190286,165.7,126.4,80.2,2.4,105.6
1190287,106.2,115.3,89.9,5.3,137.4
1190288,128.7,97.5,71.6,1.1,96.8
1190289,172.4,21.2,77.7,4.4,112.9
1190290,186.0,91.0,80.7,0.3,124.3
1190291,144.7,133.7,140.5,0.8,84.2
1190292,105.1,101.7,58.8,2.7,107.0
1190293,121.4,120.2,76.0,1.2,57.5
1190294,137.0,135.5,75.9,3.7,99.6
1190295,145.7,123.8,84.5,2.6,93.2
1190296,61.5,135.7,67.4,1.8,107.7
1190297,198.1,59.3,86.8,2.7,138.3
1190298,129.5,143.5,78.6,0.8,125.7
1190299,143.0,125.0,41.4,10.6,83.2
1190300,122.7,82.5,101.0,12.5,75.1
1190301,97.0,104.7,78.9,1.2,102.1
1190302,147.1,103.7,45.0,1.2,103.4
1190303,114.6,119.7,79.5,10.3,129.8
1190304,147.4,99.0,67.1,7.1,100.5
1190305,52.7,174.5,30.2,10.1,84.9
1190306,82.6,69.4,69.6,1.2,96.1
1190307,99.3,123.2,111.7,4.9,97.3
1190308,165.3,94.1,112.8,3.8,134.1
1190309,95.3,112.5,64.4,14.0,130.3
1190310,147.3,129.6,103.3,5.6,86.6
1190311,73.7,113.7,45.5,4.8,109.6
1190312,113.6,98.2,99.9,2.2,79.6
1190313,,68.6,70.3,1.6,94.8
1190314,124.6,84.4,79.1,1.3,113.6
1190315,107.7,101.1,50.1,6.5,79.7
1190316,23.1,125.0,82.2,1.5,120.6
1190317,143.6,82.5,65.4,1.1,92.0
1190318,99.9,98.8,70.8,6.5,61.8
1190319,128.9,112.1,79.0,8.0,99.5
1190320,93.7,99.6,79.2,5.6,135.4
1190321,106.2,91.2,52.5,2.2,158.2
1190322,76.2,100.2,108.8,10.5,128.0
1190323,119.9,114.6,54.5,0.3,91.4
1190324,156.5,101.7,64.6,4.3,122.9
1190325,148.0,92.8,83.1,3.4,93.3
1190326,153.2,70.3,69.4,7.4,103.9
1190327,143.9,149.0,76.0,2.1,108.5
1190328,89.9,98.2,66.5,7.7,98.8
1190329,60.6,113.1,66.1,16.4,51.9
1190330,83.6,107.2,69.0,1.1,96.9
1190331,90.6,89.0,81.7,2.0,112.9
1190332,99.9,29.8,42.1,0.3,62.4
1190333,112.0,75.1,107.6,2.3,103.8
1190334,121.6,80.2,79.0,3.7,104.0
1190335,130.2,104.2,56.4,0.2,97.4
1190336,123.6,94.1,79.1,0.9,124.1
1190337,163.4,79.6,97.3,0.0,118.5
1190338,54.8,106.3,101.4,2.4,87.1
1190339,162.9,54.3,45.6,2.7,82.1
1190340,103.8,122.8,61.6,3.2,78.0
1190341,128.1,94.2,71.8,3.0,114.3
1190342,77.1,92.6,79.2,1.1,97.5
1190343,138.1,142.9,65.9,12.5,117.7
1190344,145.7,51.7,79.0,1.0,121.3
1190345,54.3,118.3,62.5,0.7,47.2
1190346,100.5,119.8,53.7,11.0,63.1
1190347,184.4,155.8,85.4,8.8,91.8
1190348,154.9,89.0,65.4,0.6,71.0
1190349,54.3,107.1,52.8,3.4,41.7
1190350,143.3,73.8,64.4,4.8,69.6
1190351,73.6,123.5,60.5,2.1,97.4
1190352,69.6,57.1,78.8,3.0,83.6
1190353,194.5,113.9,102.7,0.2,101.2
1190354,111.0,106.0,92.4,1.0,112.2
1190355,104.9,142.1,44.0,5.3,59.1
1190356,170.9,116.2,62.5,4.2,82.1
1190357,96.6,86.7,65.5,0.1,75.9
1190358,55.8,52.8,95.7,5.6,123.6
1190359,73.2,109.6,75.6,4.1,82.5
1190360,145.0,120.3,68.3,5.5,104.8
1190361,104.3,81.0,84.3,8.9,134.8
1190362,110.2,69.5,76.7,6.5,154.2
1190363,139.2,102.2,74.7,1.7,76.9
1190364,141.8,43.9,63.5,6.1,130.2
1190365,80.7,131.8,66.8,9.4,63.5
1190366,95.9,116.7,51.0,6.4,143.6
1190367,211.3,73.6,98.5,2.9,76.6
1190368,94.6,123.7,62.3,0.0,132.4
1190369,40.1,115.7,98.5,1.8,127.0
1190370,145.8,102.5,102.2,0.2,66.6
1190371,166.6,93.2,56.6,1.9,99.6
1190372,195.5,55.5,72.3,4.1,98.0
1190373,131.3,86.1,89.5,0.7,115.0
1190374,161.0,108.2,77.1,2.9,116.8
1190375,137.6,96.5,72.0,6.7,48.3
1190376,124.9,150.2,80.8,0.1,77.9
1190377,124.9,124.5,74.3,1.5,78.0
1190378,197.0,104.4,110.4,4.7,114.7
1190379,86.2,125.4,103.1,0.4,108.0
1190380,170.0,95.3,90.8,4.1,106.1
1190381,127.6,62.0,60.0,3.7,86.7
1190382,154.2,112.0,93.3,1.6,91.7
1190383,129.1,118.4,80.1,0.6,89.4
1190384,139.1,98.7,84.6,5.4,54.3
1190385,127.6,112.7,70.5,3.6,85.8
1190386,180.9,152.2,103.4,8.0,110.1
1190387,32.6,89.7,82.0,3.2,111.5
1190388,129.7,89.3,90.2,0.2,88.9
1190389,,115.3,99.9,2.2,140.2
1190390,183.4,129.6,74.1,16.2,102.7
1190391,165.7,99.8,82.3,7.4,123.7
1190392,160.0,83.8,77.7,17.6,97.4
1190393,165.6,46.0,72.1,5.2,112.2
1190394,137.1,83.7,94.7,11.7,117.7
1190395,141.0,99.4,103.8,1.8,88.8
1190396,165.5,101.3,49.4,1.8,103.2
1190397,191.8,87.4,38.8,5.0,132.9
1190398,128.2,149.2,85.5,0.6,75.4
1190399,129.4,102.6,81.6,0.8,77.2
1190400,166.8,101.4,90.6,1.9,116.4
1190401,160.1,131.7,101.6,0.9,61.4
1190402,160.2,90.6,66.3,1.5,109.1
1190403,116.0,143.7,66.9,0.3,101.7
1190404,77.1,114.1,120.9,16.6,100.2
1190405,159.7,78.4,75.1,2.6,81.6
1190406,88.2,55.4,68.5,6.3,77.8
1190407,124.7,68.0,76.4,0.9,88.7
1190408,94.4,82.1,66.7,5.0,88.5
1190409,116.2,57.7,81.3,4.6,96.1
1190410,101.0,69.7,116.6,2.1,117.8
1190411,179.2,84.7,45.3,3.7,123.0
1190412,121.4,85.1,89.6,0.1,92.7
1190413,203.6,130.7,87.7,2.4,99.6
1190414,161.0,119.9,86.9,13.5,84.4
1190415,155.1,100.8,83.4,1.6,146.9
1190416,156.7,103.7,66.8,0.7,101.4
1190417,185.0,55.2,62.0,3.1,111.6
1190418,115.9,119.1,73.0,12.0,63.1
1190419,151.6,138.2,93.6,1.0,68.0
1190420,129.8,101.6,47.5,4.0,121.5
1190421,111.0,75.2,72.6,1.9,128.1
1190422,114.2,88.6,113.5,4.1,139.2
1190423,172.1,117.2,28.6,0.2,130.7
1190424,106.3,60.4,53.6,4.4,79.8
1190425,165.8,132.9,92.8,2.6,99.8
1190426,103.0,77.9,94.4,4.1,138.2
1190427,120.4,126.5,81.2,0.5,152.3
1190428,185.6,81.1,74.4,2.1,43.9
1190429,143.6,122.3,76.7,12.9,109.6
1190430,133.4,97.1,86.6,7.9,87.0
1190431,114.7,162.4,73.5,3.5,103.6
1190432,112.5,125.8,88.6,13.4,106.4
1190433,138.6,81.1,72.2,1.3,100.8
1190434,107.2,110.3,67.1,3.4,88.8
1190435,104.0,80.9,51.7,2.6,50.7
1190436,137.3,87.5,76.3,1.1,125.6
1190437,121.2,94.0,98.6,0.6,107.9
1190438,126.2,98.8,126.5,2.5,142.0
1190439,121.7,105.0,87.3,1.7,160.4
1190440,139.0,122.4,82.0,1.2,141.5
1190441,105.3,83.2,63.2,1.7,57.9
1190442,76.0,56.5,59.9,2.8,97.9
1190443,156.6,107.0,77.5,3.0,85.1
1190444,167.1,117.7,88.1,2.1,89.4
1190445,109.9,99.6,29.7,3.5,86.2
1190446,125.4,95.3,36.1,6.0,98.8
1190447,88.8,116.9,55.6,4.0,91.1
1190448,111.8,106.6,91.1,1.6,92.2
1190449,100.9,98.5,109.5,3.8,90.6
1190450,153.2,116.4,130.5,1.8,113.4
1190451,162.6,82.5,90.9,14.4,134.7
1190452,79.4,83.6,80.6,1.1,133.0
1190453,116.7,88.7,72.0,0.4,119.2
1190454,79.2,130.0,39.0,1.5,125.8
1190455,158.4,93.9,85.6,5.9,110.7
1190456,114.6,98.2,58.2,2.2,122.7
1190457,29.6,132.3,112.7,3.9,53.4
1190458,146.7,91.3,79.2,0.8,133.4
1190459,223.5,93.4,90.9,0.1,67.2
1190460,90.4,118.3,87.3,1.5,113.9
1190461,70.9,64.5,61.7,7.6,112.0
1190462,105.0,131.9,109.6,0.8,109.7
1190463,119.8,93.8,61.5,5.8,72.6
1190464,130.4,127.2,73.5,1.3,93.6
1190465,131.7,86.1,99.5,1.0,84.8
1190466,100.5,31.1,134.1,3.2,106.6
1190467,67.2,147.3,61.6,2.2,58.6
1190468,96.5,126.2,45.1,0.9,110.5
1190469,136.8,90.7,73.9,0.6,87.3
1190470,159.6,65.6,63.3,0.4,111.6
1190471,96.2,108.3,49.1,12.9,100.8
1190472,145.2,110.6,104.5,3.5,111.5
1190473,106.4,75.3,61.1,0.2,34.4
1190474,133.1,123.0,82.2,2.3,97.0
1190475,79.6,73.3,77.1,6.4,60.5
1190476,87.3,109.7,75.6,5.8,106.3
1190477,101.4,85.5,50.4,9.3,91.7
1190478,91.9,101.2,83.6,3.0,50.0
1190479,196.8,88.1,78.1,8.9,80.0
1190480,130.2,101.8,120.1,2.3,107.3
1190481,108.3,102.5,70.2,0.7,97.0
1190482,109.4,77.0,60.2,0.9,132.7
1190483,162.7,92.3,105.6,1.5,75.6
1190484,137.1,94.8,56.2,1.3,85.8
1190485,153.8,72.4,67.0,0.9,123.2
1190486,168.4,101.7,96.3,10.6,88.5
1190487,177.0,95.0,75.6,19.5,70.7
1190488,208.6,54.1,58.8,7.0,88.3
1190489,67.3,103.3,52.6,0.3,135.8
1190490,169.4,104.7,81.4,0.4,133.0
1190491,72.5,76.3,57.0,0.9,93.6
1190492,79.3,97.2,99.1,11.7,77.1
1190493,67.7,105.6,71.6,0.7,69.7
1190494,138.1,158.5,92.6,2.2,103.6
1190495,149.3,74.1,111.5,4.0,57.4
1190496,83.3,133.4,76.8,8.0,127.4
1190497,54.1,127.5,49.2,1.5,80.0
1190498,168.3,63.2,87.0,6.6,106.2
1190499,142.2,102.1,86.3,1.0,83.3
1190500,187.6,145.1,94.1,2.4,92.8
1190501,106.1,99.9,114.7,0.4,122.0
1190502,127.9,131.2,61.7,6.3,63.4
1190503,98.9,56.7,84.8,0.5,66.2
1190504,89.6,107.6,81.8,2.5,89.6
1190505,111.2,102.6,70.5,1.5,139.9
1190506,129.7,90.5,129.5,0.8,96.8
1190507,154.4,83.9,61.9,7.3,98.0
1190508,106.3,130.4,76.6,5.8,109.2
1190509,114.1,88.0,60.1,4.5,148.6
1190510,131.8,75.1,77.6,9.0,103.8
1190511,233.4,144.0,107.6,9.4,64.4
1190512,118.5,145.3,41.9,1.8,108.2
1190513,11.4,111.2,51.1,3.1,114.0
1190514,89.7,151.2,110.5,2.6,67.8
1190515,107.8,70.4,63.7,3.5,110.3
1190516,116.6,70.3,108.8,4.6,89.2
1190517,155.2,97.8,89.6,3.2,103.2
1190518,89.7,109.4,93.7,1.8,74.0
1190519,128.9,92.8,63.4,7.0,102.7
1190520,84.7,101.7,87.6,2.4,130.5
1190521,176.8,81.6,103.6,6.3,98.3
1190522,117.8,118.5,70.6,6.4,28.1
1190523,177.4,123.8,81.8,0.3,98.1
1190524,130.8,83.8,67.2,5.4,60.2
1190525,95.6,80.2,69.2,5.5,112.0
1190526,143.5,124.6,66.9,1.2,128.4
1190527,88.3,80.5,38.5,0.2,112.2
1190528,95.2,143.5,83.4,4.0,100.1
1190529,139.0,113.1,53.0,0.7,93.5
1190530,87.8,147.3,66.2,0.5,99.4
1190531,135.8,119.8,69.1,5.0,94.4
1190532,149.2,78.9,60.9,10.5,148.6
1190533,86.6,137.4,95.0,2.0,133.9
1190534,100.4,60.4,73.6,2.0,93.5
1190535,116.3,60.5,68.3,0.1,99.8
1190536,142.9,114.3,54.2,1.9,92.4
1190537,92.0,113.5,96.1,0.1,82.1
1190538,84.7,121.4,44.7,3.4,103.7
1190539,217.9,94.3,69.8,0.1,137.8
1190540,138.8,77.2,65.3,1.1,143.9
1190541,136.9,90.1,65.5,2.7,88.1
1190542,62.1,82.5,62.5,3.8,114.6
1190543,94.9,102.1,56.4,4.8,65.9
1190544,121.5,114.4,103.9,2.4,92.2
1190545,117.1,125.8,103.0,13.7,114.6
1190546,116.5,78.2,53.9,4.2,84.8
1190547,90.1,101.9,68.6,15.5,102.6
1190548,188.6,123.2,82.4,3.8,147.7
1190549,124.9,90.3,56.1,14.5,71.3
1190550,148.7,120.2,61.6,3.6,122.8
1190551,138.5,86.5,88.0,1.4,92.5
1190552,85.9,102.7,104.5,0.6,68.8
1190553,163.5,120.4,87.4,0.7,84.7
1190554,118.5,92.3,74.4,6.6,123.3
1190555,128.6,82.4,74.7,0.1,136.0
1190556,81.1,87.1,88.9,8.9,81.8
1190557,115.1,98.6,72.2,0.8,81.2
1190558,61.9,94.8,70.5,1.4,86.3
1190559,,84.1,60.0,4.3,58.5
1190560,102.6,89.2,55.2,5.9,113.4
1190561,120.8,157.2,81.0,5.3,57.2
1190562,138.0,107.5,47.3,0.2,114.0
1190563,75.5,95.2,59.5,8.3,66.0
1190564,90.0,53.2,96.9,1.7,158.7
1190565,101.4,111.1,91.6,4.1,57.0
1190566,179.2,123.2,72.2,9.3,180.0
1190567,98.6,114.4,46.4,0.5,116.9
1190568,105.7,100.9,75.8,4.4,99.4
1190569,90.3,94.4,110.0,22.9,120.6
1190570,105.5,94.2,55.6,4.8,113.0
1190571,128.8,71.3,114.9,0.1,52.1
1190572,202.6,142.7,39.7,0.5,76.8
1190573,108.9,85.6,73.5,2.6,39.9
1190574,140.7,95.6,61.8,3.5,90.5
1190575,68.6,116.6,78.4,9.0,96.9
1190576,129.1,80.8,77.7,2.1,120.6
1190577,218.2,113.0,44.7,11.5,68.7
1190578,136.7,94.2,106.6,4.0,75.5
1190579,106.9,100.6,59.7,2.1,85.7
1190580,113.3,117.7,45.6,5.8,54.3
