CustomerID,YearlyFlights,PointsAccumulated,MembershipClass,RedemptionRate,Churned
860267,7,8992.5,Silver,21.22,No
860268,36,43506.2,Silver,83.07,No
860269,9,10419.1,Silver,29.71,Yes
860270,41,53742.0,Gold,8.47,No
860271,17,21345.0,Silver,74.55,No
860272,45,59023.8,Gold,11.79,Yes
860273,3,8201.0,Gold,53.13,No
860274,23,32606.5,Gold,7.36,Yes
860275,40,47510.6,Silver,60.39,No
860276,11,12914.2,Silver,75.66,No
860277,7,,Platinum,86.74,No
860278,26,31681.5,Silver,94.99,No
860279,45,54302.8,Silver,15.15,No
860280,34,41573.3,Silver,67.94,No
860281,8,10042.3,Silver,86.2,No
860282,23,43234.0,Platinum,61.62,No
860283,31,36670.2,Silver,12.94,No
860284,29,35232.1,Silver,8.88,No
860285,41,48888.3,Silver,67.58,No
860286,11,18555.4,Gold,78.89,No
860287,33,44838.8,Gold,18.41,No
860288,12,14578.7,Silver,20.01,Yes
860289,35,41634.3,Silver,27.39,No
860290,38,60825.6,Platinum,38.59,No
860291,8,9368.8,Silver,69.67,No
860292,46,60349.7,Gold,82.04,No
860293,23,33095.4,Gold,67.16,No
860294,2,2180.9,Silver,44.79,No
860295,37,48996.6,Gold,26.76,No
860296,24,27588.1,Silver,12.15,No
860297,15,17852.5,Silver,58.0,Yes
860298,22,30753.8,Gold,74.37,No
860299,16,23709.3,Gold,74.83,No
860300,31,41714.7,Gold,15.99,No
860301,11,12269.2,Silver,58.57,Yes
860302,46,55321.1,Silver,6.4,No
860303,20,23228.1,Silver,87.62,No
860304,25,29622.1,Silver,40.46,No
860305,5,10933.5,Gold,64.15,No
860306,36,43277.4,Silver,81.12,No
860307,8,9101.6,Silver,27.52,Yes
860308,7,13550.5,Gold,53.91,No
860309,17,20511.9,Silver,64.88,No
860310,46,59835.2,Gold,15.97,No
860311,4,9495.6,Gold,87.2,Yes
860312,25,29997.2,Silver,55.93,No
860313,28,33944.4,Silver,93.3,No
860314,18,26998.1,Gold,75.61,No
860315,14,21284.4,Gold,90.01,No
860316,4,4923.3,Silver,60.44,No
860317,1,2031.9,Silver,65.12,No
860318,30,40526.3,Gold,83.17,No
860319,29,39487.1,Gold,45.24,No
860320,39,47695.6,Silver,36.43,No
860321,1,15384.3,Platinum,25.51,Yes
860322,17,20345.7,Silver,59.25,No
860323,42,50818.1,Silver,34.51,No
860324,44,54056.3,Silver,25.07,Yes
860325,4,4844.7,Silver,82.24,No
860326,16,18914.1,Silver,41.58,No
860327,47,61933.1,Gold,9.05,No
860328,13,16823.7,Silver,39.71,No
860329,19,23550.9,Silver,46.64,No
860330,46,59927.7,Gold,57.43,No
860331,31,36893.8,Silver,55.41,No
860332,5,10899.1,Gold,46.22,No
860333,33,39908.3,Silver,25.94,No
860334,44,53423.5,Silver,87.12,No
860335,39,61828.0,Platinum,59.75,No
860336,50,64328.7,Gold,32.84,No
860337,35,42043.8,Silver,56.89,No
860338,44,67474.4,Platinum,60.0,No
860339,38,60909.4,Platinum,92.34,No
860340,30,42045.0,Gold,31.95,No
860341,50,65592.2,Gold,50.81,No
860342,31,36604.3,Silver,70.81,No
860343,36,48203.8,Gold,80.95,No
860344,36,47771.7,Gold,13.02,No
860345,37,44706.6,Silver,28.42,No
860346,6,6753.3,Silver,58.1,No
860347,46,55460.8,Silver,83.27,No
860348,24,29182.6,Silver,61.63,No
860349,17,35928.1,Platinum,84.52,No
860350,40,48932.8,Silver,46.57,No
860351,35,42032.9,Silver,44.51,No
860352,9,15507.0,Gold,67.22,No
860353,31,52101.8,Platinum,26.26,No
860354,14,17009.7,Silver,42.17,No
860355,28,33535.0,Silver,30.12,No
860356,24,27949.6,Silver,37.16,No
860357,49,58422.1,Silver,51.17,No
860358,23,27559.3,Silver,53.29,No
860359,4,4374.5,Silver,16.27,Yes
860360,50,64708.5,Gold,41.29,No
860361,14,21933.8,Gold,48.93,No
860362,26,31746.4,Silver,65.81,No
860363,47,56153.3,Silver,73.04,No
860364,9,10559.1,Silver,85.33,No
860365,27,,Gold,54.38,No
860366,20,24011.9,Silver,90.48,No
860367,6,13198.2,Gold,34.46,Yes
860368,26,35102.8,Gold,80.2,No
860369,9,11528.4,Silver,49.33,No
860370,49,58902.9,Silver,23.11,No
860371,7,7967.5,Silver,9.93,No
860372,50,65258.8,Gold,68.42,No
860373,18,21788.7,Silver,65.26,No
860374,16,18736.5,Silver,94.83,Yes
860375,20,24447.0,Silver,86.05,No
860376,14,17566.1,Silver,68.36,No
860377,24,29228.7,Silver,93.73,No
860378,22,41231.8,Platinum,78.01,No
860379,3,4496.9,Silver,46.9,Yes
860380,44,52737.4,Silver,88.65,No
860381,40,64329.9,Platinum,54.5,No
860382,1,17322.5,Platinum,27.47,No
860383,30,50870.1,Platinum,81.91,No
860384,13,20228.6,Gold,89.44,No
860385,32,42918.9,Gold,66.31,No
860386,34,40861.0,Silver,6.02,No
860387,32,53045.2,Platinum,86.17,No
860388,17,25226.6,Gold,44.42,No
860389,22,26850.9,Silver,70.84,No
860390,8,14539.0,Gold,9.03,Yes
860391,19,23593.8,Silver,92.01,No
860392,23,27182.2,Silver,55.38,No
860393,38,49950.3,Gold,70.29,No
860394,4,9759.9,Gold,42.06,Yes
860395,27,32128.4,Silver,53.57,No
860396,26,31767.0,Silver,51.63,No
860397,40,47522.7,Silver,65.82,No
860398,7,8876.6,Silver,18.28,Yes
860399,6,8003.2,Silver,52.1,No
860400,37,43717.1,Silver,81.55,No
860401,21,30181.1,Gold,51.25,No
860402,11,13365.7,Silver,21.42,Yes
860403,1,5913.5,Gold,9.46,Yes
860404,2,2567.2,Silver,17.72,Yes
860405,28,37821.2,Gold,57.71,No
860406,6,12365.0,Gold,23.12,No
860407,4,10323.2,Gold,63.83,No
860408,29,35483.8,Silver,58.78,No
860409,11,13321.2,Silver,68.02,No
860410,19,22501.3,Silver,94.77,No
860411,19,22435.0,Silver,9.79,No
860412,18,22222.1,Silver,23.01,Yes
860413,8,9357.9,Silver,16.89,Yes
860414,20,29355.0,Gold,40.54,No
860415,30,41044.9,Gold,54.59,No
860416,5,11157.6,Gold,67.18,No
860417,14,17372.2,Silver,77.25,Yes
860418,48,62566.0,Gold,19.27,No
860419,26,30524.0,Silver,6.22,No
860420,39,52398.3,Gold,52.18,No
860421,12,13363.0,Silver,32.67,No
860422,4,9982.8,Gold,53.43,Yes
860423,23,28019.8,Silver,42.06,No
860424,45,54339.2,Silver,9.54,No
860425,9,10995.1,Silver,36.93,Yes
860426,40,53145.4,Gold,90.0,No
860427,5,6613.5,Silver,21.61,Yes
860428,7,8586.5,Silver,10.78,Yes
860429,17,24881.2,Gold,54.47,No
860430,32,43193.8,Gold,54.87,No
860431,1,1678.4,Silver,78.71,No
860432,31,52390.6,Platinum,33.62,No
860433,29,40127.5,Gold,77.1,No
860434,22,,Gold,18.34,No
860435,29,39661.5,Gold,65.78,No
860436,28,33226.5,Silver,64.52,No
860437,13,16656.5,Silver,30.52,Yes
860438,6,7544.4,Silver,53.53,No
860439,25,30141.3,Silver,43.9,No
860440,35,41625.5,Silver,15.61,No
860441,31,41560.7,Gold,42.31,Yes
860442,8,14090.2,Gold,74.96,Yes
860443,19,22608.0,Silver,11.85,No
860444,8,24286.0,Platinum,84.0,No
860445,6,8563.5,Silver,73.8,Yes
860446,15,18381.2,Silver,74.93,No
860447,3,8311.9,Gold,30.44,Yes
860448,19,27782.6,Gold,23.9,No
860449,13,20300.0,Gold,52.67,No
860450,35,42488.4,Silver,52.25,No
860451,17,35281.7,Platinum,49.91,No
860452,31,38201.2,Silver,79.97,No
860453,17,20106.4,Silver,33.37,No
860454,42,50260.0,Silver,28.58,No
860455,13,15822.2,Silver,91.94,No
860456,10,17075.4,Gold,32.15,No
860457,31,37041.9,Silver,5.32,Yes
860458,29,35523.2,Silver,63.63,No
860459,49,63678.0,Gold,6.51,No
860460,27,36650.0,Gold,14.37,No
860461,20,38664.4,Platinum,39.99,No
860462,44,67167.2,Platinum,7.49,No
860463,48,57740.3,Silver,60.22,No
860464,47,71169.6,Platinum,65.36,No
860465,33,39773.7,Silver,43.92,No
860466,7,7834.0,Silver,10.41,No
860467,10,17048.8,Gold,32.52,No
860468,46,60393.5,Gold,66.54,No
860469,23,32889.0,Gold,94.58,No
860470,49,74695.5,Platinum,42.17,No
860471,35,47293.3,Gold,84.46,No
860472,17,25447.4,Gold,24.86,No
860473,35,46884.2,Gold,16.17,No
860474,16,18176.9,Silver,34.32,No
860475,2,8313.9,Gold,38.58,No
860476,8,24735.5,Platinum,94.16,No
860477,35,41776.5,Silver,71.14,No
860478,14,32267.2,Platinum,86.21,No
860479,21,30506.6,Gold,82.69,No
860480,10,13144.9,Silver,90.55,No
860481,20,28795.6,Gold,14.08,Yes
860482,2,7515.2,Gold,82.82,No
860483,50,60295.5,Silver,91.04,No
860484,33,38955.2,Silver,92.57,No
860485,18,21198.9,Silver,37.76,No
860486,38,45788.3,Silver,30.38,No
860487,39,51316.2,Gold,90.96,No
860488,25,35009.7,Gold,65.17,No
860489,43,51208.4,Silver,79.23,No
860490,22,,Silver,49.5,No
860491,19,28425.9,Gold,36.94,No
860492,34,45852.6,Gold,14.13,No
860493,11,13600.6,Silver,8.78,No
860494,8,8658.2,Silver,82.9,No
860495,5,6165.5,Silver,71.05,No
860496,35,47910.9,Gold,82.36,No
860497,48,62944.0,Gold,48.82,No
860498,17,19827.9,Silver,12.57,No
860499,30,35740.0,Silver,28.62,No
860500,23,26757.3,Silver,65.12,Yes
860501,47,62299.6,Gold,23.08,No
860502,44,58333.9,Gold,15.57,No
860503,23,27529.7,Silver,67.77,No
860504,51,77085.9,Platinum,88.14,No
860505,1,882.5,Silver,63.12,Yes
860506,34,41197.7,Silver,78.3,No
860507,20,28649.6,Gold,28.0,No
860508,49,63634.2,Gold,65.62,No
860509,35,41837.9,Silver,20.72,No
860510,14,16820.5,Silver,91.2,No
860511,35,42421.8,Silver,35.23,No
860512,18,21056.8,Silver,11.4,No
860513,23,28054.8,Silver,52.65,No
860514,40,63542.7,Platinum,34.97,No
860515,13,15276.0,Silver,90.34,No
860516,21,24718.3,Silver,77.1,No
860517,37,49412.7,Gold,94.06,No
860518,33,44358.8,Gold,46.46,No
860519,21,24913.2,Silver,7.06,No
860520,49,64396.2,Gold,52.5,No
860521,19,22598.7,Silver,30.63,Yes
860522,34,40442.8,Silver,87.92,No
860523,51,61154.8,Silver,30.82,No
860524,19,28307.7,Gold,34.75,Yes
860525,47,56736.8,Silver,77.83,No
860526,6,7531.6,Silver,90.57,No
860527,7,8666.5,Silver,30.43,Yes
860528,28,38871.6,Gold,16.89,No
860529,49,59081.8,Silver,50.72,No
860530,1,937.9,Silver,87.58,Yes
860531,4,5296.8,Silver,81.01,Yes
860532,39,47146.0,Silver,30.14,No
860533,9,11070.5,Silver,80.21,Yes
860534,42,50332.3,Silver,21.12,No
860535,37,44954.9,Silver,48.37,No
860536,43,56427.4,Gold,5.37,No
860537,16,19650.5,Silver,77.35,No
860538,29,40876.7,Gold,17.31,No
860539,47,56775.9,Silver,82.37,No
860540,8,24937.0,Platinum,41.96,No
860541,37,44311.2,Silver,56.3,No
860542,20,23474.1,Silver,78.57,No
860543,14,16717.3,Silver,91.3,No
860544,20,29108.9,Gold,94.89,No
860545,4,4476.0,Silver,51.5,No
860546,28,37171.3,Gold,66.3,No
860547,40,47911.9,Silver,61.4,No
860548,18,21711.8,Silver,11.89,No
860549,2,7545.9,Gold,66.2,No
860550,38,45667.6,Silver,72.69,No
860551,5,11896.0,Gold,66.36,Yes
860552,27,47463.4,Platinum,65.63,No
860553,24,43534.4,Platinum,30.34,No
860554,39,46723.1,Silver,26.38,No
860555,42,65230.2,Platinum,91.96,No
860556,26,31380.8,Silver,63.44,No
860557,15,23563.9,Gold,35.58,No
860558,31,37245.3,Silver,82.41,No
860559,37,43873.7,Silver,82.3,No
860560,25,30342.4,Silver,49.46,Yes
860561,34,56703.6,Platinum,37.76,No
860562,45,54013.0,Silver,31.83,No
860563,11,28485.0,Platinum,33.36,No
860564,47,56163.4,Silver,64.88,No
860565,17,,Gold,8.98,No
860566,15,22363.3,Gold,42.0,No
860567,4,10175.1,Gold,62.57,No
860568,7,7527.9,Silver,57.08,Yes
860569,27,34300.9,Silver,64.16,No
860570,23,27828.0,Silver,33.92,No
860571,42,50729.1,Silver,31.81,No
860572,2,16914.5,Platinum,13.42,Yes
860573,19,26907.0,Gold,81.78,No
860574,39,50650.6,Gold,43.12,No
860575,13,15169.3,Silver,49.49,No
860576,34,40279.0,Silver,18.24,No
860577,4,9933.2,Gold,64.63,No
860578,33,39736.7,Silver,82.9,No
860579,39,46181.4,Silver,47.98,No
860580,14,22416.9,Gold,29.35,No
860581,38,51064.9,Gold,82.5,No
860582,50,60696.2,Silver,13.17,No
860583,32,38808.0,Silver,75.91,No
860584,22,31332.4,Gold,52.7,No
860585,14,16685.4,Silver,12.73,No
860586,31,37169.5,Silver,44.56,No
860587,51,61500.5,Silver,39.28,No
860588,44,67248.4,Platinum,12.0,No
860589,38,45700.9,Silver,26.58,No
860590,41,49561.2,Silver,86.39,No
860591,46,55564.8,Silver,26.43,No
860592,10,17128.5,Gold,21.13,Yes
860593,29,39845.0,Gold,28.43,No
860594,39,46723.6,Silver,35.08,No
860595,14,31428.5,Platinum,10.69,Yes
860596,50,59683.5,Silver,72.52,No
860597,26,31952.8,Silver,25.12,No
860598,45,54268.2,Silver,71.85,No
860599,40,62549.1,Platinum,14.88,No
860600,45,54600.9,Silver,76.17,No
860601,44,53195.2,Silver,61.75,No
860602,31,36650.6,Silver,31.35,No
860603,37,48526.9,Gold,50.7,No
860604,8,9135.9,Silver,8.3,No
860605,39,46523.5,Silver,58.66,No
860606,39,52016.3,Gold,58.92,No
860607,27,32443.6,Silver,68.82,No
860608,21,24409.6,Silver,20.1,No
860609,14,21956.1,Gold,90.1,No
860610,2,6672.2,Gold,14.29,Yes
860611,19,22817.4,Silver,13.22,Yes
860612,11,12765.2,Silver,26.67,No
860613,21,25372.1,Silver,21.28,No
860614,28,33717.8,Silver,36.63,No
860615,6,7651.1,Silver,60.68,No
860616,26,30714.0,Silver,51.11,No
860617,15,32827.9,Platinum,16.37,No
860618,5,5850.1,Silver,53.93,Yes
860619,49,64012.3,Gold,10.88,No
860620,8,14439.8,Gold,9.08,Yes
860621,21,29825.0,Gold,91.66,No
860622,23,27831.3,Silver,72.37,No
860623,10,11548.5,Silver,50.68,Yes
860624,7,23299.3,Platinum,20.79,No
860625,26,30764.2,Silver,92.39,No
860626,14,22589.7,Gold,92.05,Yes
860627,11,12413.7,Silver,7.66,Yes
860628,27,32419.4,Silver,55.88,No
860629,28,33873.6,Silver,49.67,No
860630,2,2241.8,Silver,85.05,Yes
860631,21,24524.8,Silver,21.53,No
860632,48,62824.9,Gold,70.54,No
860633,47,56823.6,Silver,84.61,No
860634,41,49167.6,Silver,49.2,No
860635,32,38613.5,Silver,78.21,No
860636,7,8917.1,Silver,25.83,Yes
860637,33,39195.4,Silver,82.74,No
860638,46,55086.5,Silver,83.61,Yes
860639,25,28786.9,Silver,82.38,No
860640,16,19675.5,Silver,47.42,No
860641,4,10055.5,Gold,91.6,No
860642,45,,Silver,17.96,No
860643,14,21710.4,Gold,31.24,Yes
860644,23,27448.5,Silver,56.65,No
860645,26,30462.9,Silver,50.42,No
860646,9,16429.0,Gold,21.2,No
860647,31,,Silver,24.33,No
860648,30,40716.6,Gold,92.97,No
860649,18,21800.8,Silver,40.3,No
860650,31,37044.0,Silver,50.02,No
860651,42,65945.9,Platinum,91.59,No
860652,11,13255.5,Silver,9.88,Yes
860653,17,19869.2,Silver,66.4,Yes
860654,32,38756.5,Silver,28.47,Yes
860655,42,55398.3,Gold,6.27,No
860656,39,46888.1,Silver,71.36,No
860657,47,61696.7,Gold,7.44,No
860658,27,32010.7,Silver,84.07,No
860659,47,57296.0,Silver,13.43,No
860660,22,26612.1,Silver,88.67,No
860661,10,11937.8,Silver,81.42,No
860662,39,46955.9,Silver,60.93,No
860663,40,47598.2,Silver,64.86,No
860664,29,34717.0,Silver,92.78,No
860665,3,3644.3,Silver,72.01,No
860666,44,52783.8,Silver,65.14,No
860667,22,31204.6,Gold,43.99,Yes
860668,11,17872.8,Gold,85.5,No
860669,36,48027.4,Gold,77.48,No
860670,4,5559.1,Silver,35.18,Yes
860671,3,3514.1,Silver,20.13,Yes
860672,25,44559.4,Platinum,23.52,No
860673,30,36210.6,Silver,71.7,No
860674,2,2723.0,Silver,88.43,No
860675,19,22373.3,Silver,10.01,No
860676,40,47341.7,Silver,83.81,No
860677,26,46963.2,Platinum,76.46,No
860678,11,12208.3,Silver,11.3,No
860679,14,16531.4,Silver,14.46,Yes
860680,29,35190.8,Silver,62.37,No
860681,39,61785.6,Platinum,41.14,No
