DayID,TradingVolume,DailyRange_Percent,VIX_Index,InstitutionalBuy_Percent,PriceVolatility
1900318,72.7,234.7,415.7,340.0,159.0
1900319,422.2,28.9,162.1,51.0,305.9
1900320,30.1,143.4,462.7,197.0,142.5
1900321,462.2,99.9,381.5,435.9,90.4
1900322,453.9,319.3,135.7,259.7,193.8
1900323,306.1,299.1,12.1,286.5,234.7
1900324,98.5,239.7,270.3,281.1,233.7
1900325,400.3,474.4,411.4,338.8,432.9
1900326,177.9,160.8,394.1,246.8,463.2
1900327,38.5,78.0,,16.0,311.9
1900328,65.1,182.9,432.5,181.6,274.6
1900329,243.6,97.9,128.5,106.7,490.9
1900330,69.2,272.2,277.3,88.5,78.5
1900331,295.0,437.5,123.0,20.6,130.7
1900332,89.7,125.1,27.6,259.2,440.7
1900333,249.9,269.3,81.0,114.3,487.9
1900334,253.0,269.4,205.3,145.0,173.4
1900335,159.4,409.6,283.2,406.5,180.6
1900336,263.5,23.0,419.6,396.7,454.1
1900337,95.9,300.7,436.5,21.5,382.0
1900338,223.8,170.6,398.9,484.9,259.0
1900339,380.1,417.2,56.6,65.9,266.3
1900340,225.8,82.4,396.3,171.2,116.9
1900341,229.0,452.4,275.7,453.2,111.2
1900342,272.0,211.0,491.8,149.4,238.1
1900343,374.3,107.2,74.2,233.5,420.2
1900344,313.7,53.8,158.6,330.3,279.8
1900345,179.3,441.4,74.2,153.8,48.8
1900346,352.3,121.2,209.3,109.9,140.6
1900347,413.2,465.6,296.2,126.3,396.2
1900348,431.1,107.2,401.6,219.8,307.4
1900349,221.6,218.1,83.8,327.8,285.3
1900350,55.5,243.7,148.6,79.7,415.3
1900351,194.2,451.6,289.4,182.7,86.4
1900352,417.3,357.9,435.7,397.2,181.4
1900353,53.6,370.5,110.7,352.1,130.1
1900354,162.7,187.3,237.3,190.0,279.4
1900355,94.9,426.5,213.4,308.3,62.2
1900356,145.7,359.5,388.3,109.9,73.5
1900357,183.3,240.3,216.7,318.3,388.7
1900358,480.9,192.6,293.5,291.2,236.1
1900359,369.2,382.8,45.7,63.3,64.5
1900360,434.4,384.5,428.1,352.0,289.7
1900361,142.5,348.7,401.0,112.1,160.2
1900362,469.7,251.6,,84.8,365.7
1900363,186.9,185.6,491.7,264.7,209.2
1900364,22.5,484.6,405.1,212.4,288.2
1900365,261.6,216.1,263.6,427.9,375.9
1900366,332.6,72.3,412.4,461.1,436.3
1900367,354.4,331.6,12.1,73.1,298.3
1900368,83.0,43.1,467.5,118.6,460.9
1900369,49.7,292.2,331.6,312.7,464.9
1900370,406.1,292.0,104.7,324.8,421.6
1900371,267.0,53.4,405.9,40.2,113.6
1900372,132.1,369.1,389.8,307.3,71.5
1900373,484.9,40.7,301.2,93.2,116.9
1900374,364.5,487.2,143.8,62.4,410.3
1900375,33.4,396.9,394.4,80.6,216.5
1900376,394.5,181.3,157.4,133.1,290.2
1900377,36.0,176.0,67.7,136.2,144.9
1900378,476.9,102.5,147.6,138.2,79.6
1900379,221.6,442.4,,40.2,355.9
1900380,85.7,167.3,177.5,215.9,322.6
1900381,453.4,181.1,458.9,327.1,326.1
1900382,196.9,108.1,222.3,263.1,451.6
1900383,127.9,428.7,393.1,51.9,173.8
1900384,248.7,146.5,63.9,91.0,75.6
1900385,365.0,434.7,406.8,450.3,435.6
1900386,26.2,281.5,336.5,440.8,481.3
1900387,369.4,315.6,328.8,147.6,119.2
1900388,417.8,240.6,76.3,24.3,253.5
1900389,487.9,33.2,327.4,328.5,165.3
1900390,340.5,68.8,105.0,498.6,343.5
1900391,212.1,274.1,164.2,237.8,148.5
1900392,186.1,480.6,210.2,181.3,52.0
1900393,249.6,202.0,307.5,88.9,247.7
1900394,279.1,414.8,238.6,330.8,112.6
1900395,84.6,382.4,365.8,38.1,85.8
1900396,381.9,149.1,461.0,383.4,358.7
1900397,39.9,144.7,307.6,286.2,70.1
1900398,217.2,282.4,110.4,162.9,319.0
1900399,422.7,162.1,417.6,15.1,194.9
1900400,380.3,217.5,198.5,196.5,339.9
1900401,368.4,386.9,218.1,185.8,205.8
1900402,420.7,116.2,296.4,443.9,376.5
1900403,449.0,474.7,425.1,99.2,68.1
1900404,83.4,33.6,146.3,238.9,247.9
1900405,132.3,89.7,461.1,57.7,196.6
1900406,177.7,474.3,452.8,438.3,379.3
1900407,250.7,391.8,258.2,172.4,208.3
1900408,273.3,11.7,285.1,387.1,131.9
1900409,42.7,126.9,60.9,285.1,445.9
1900410,452.3,241.6,405.8,104.4,492.0
1900411,323.5,441.0,73.5,188.6,79.7
1900412,268.6,363.9,188.9,443.9,196.5
1900413,172.0,68.9,198.9,476.9,412.1
1900414,355.5,255.9,,466.3,437.3
1900415,353.4,140.8,277.0,107.3,241.5
1900416,151.9,43.3,96.0,412.0,320.5
1900417,285.3,44.1,222.8,148.8,221.4
1900418,211.5,276.3,114.3,331.2,161.8
1900419,466.1,168.6,336.2,148.1,401.5
1900420,435.0,129.4,466.5,143.7,58.1
1900421,489.8,159.5,96.5,419.1,46.1
1900422,255.6,466.3,158.7,370.7,177.8
1900423,389.1,276.4,401.7,399.4,266.2
1900424,189.5,63.1,311.0,326.3,188.2
1900425,358.8,256.0,470.8,128.0,38.2
1900426,438.2,246.3,283.6,110.7,310.8
1900427,458.2,146.3,142.8,455.2,73.1
1900428,176.9,346.6,440.9,305.1,273.2
1900429,431.6,145.0,292.3,182.4,409.0
1900430,224.4,77.8,485.5,306.3,314.9
1900431,107.0,182.8,92.8,455.7,180.4
1900432,217.0,459.8,322.0,485.3,15.7
1900433,229.4,255.7,111.4,350.1,450.6
1900434,278.7,467.6,182.8,182.6,148.5
1900435,360.7,200.7,255.8,291.2,465.2
1900436,197.0,278.4,134.2,157.7,165.9
1900437,308.5,350.1,136.0,392.6,202.5
1900438,195.6,474.1,251.9,437.7,339.3
1900439,482.3,206.1,293.7,417.3,468.1
1900440,378.7,287.9,149.7,171.2,462.7
1900441,206.7,75.3,137.6,317.7,244.5
1900442,495.1,487.6,255.5,393.1,437.9
1900443,220.2,30.2,369.6,30.0,397.8
1900444,498.6,382.8,303.3,351.7,276.7
1900445,56.5,455.9,261.6,77.6,472.0
1900446,236.2,72.2,82.6,484.8,53.1
1900447,316.5,100.2,153.1,217.0,39.4
1900448,332.3,190.1,317.4,432.3,68.5
1900449,250.5,250.5,78.2,81.4,469.3
1900450,201.4,57.9,315.0,66.1,453.5
1900451,75.4,179.0,234.5,493.9,151.6
1900452,430.8,477.9,354.4,397.3,144.0
1900453,85.2,417.8,168.7,117.7,414.3
1900454,84.9,273.2,337.9,235.0,30.1
1900455,258.6,210.4,369.9,297.2,265.0
1900456,138.4,447.3,181.0,328.5,353.9
1900457,80.7,39.3,42.2,159.2,253.9
1900458,45.0,105.7,424.8,115.1,216.5
1900459,20.6,66.3,336.0,32.3,219.5
1900460,414.1,321.3,176.2,442.7,268.3
1900461,209.5,446.3,42.9,231.4,474.1
1900462,314.5,219.0,351.1,387.7,150.2
1900463,339.7,93.4,139.2,91.0,276.2
1900464,220.3,150.6,234.5,484.5,269.5
1900465,140.8,406.3,437.2,440.5,32.4
1900466,77.6,468.4,326.7,156.9,398.3
1900467,16.0,414.5,365.0,301.7,486.0
1900468,414.7,346.0,333.9,342.5,245.1
1900469,340.6,456.5,427.0,440.1,335.0
1900470,492.3,155.0,176.5,310.6,135.7
1900471,214.8,105.0,120.5,267.2,335.5
1900472,354.8,87.9,278.0,107.6,213.7
1900473,116.3,245.9,381.5,42.4,281.3
1900474,411.8,384.8,206.1,94.9,423.1
1900475,483.1,140.4,366.9,28.2,156.4
1900476,299.4,418.6,243.9,158.2,295.6
1900477,264.7,139.2,192.2,298.0,467.8
1900478,128.8,470.3,72.5,42.5,231.4
1900479,173.2,359.8,21.1,423.2,18.1
1900480,132.1,416.7,14.9,169.6,437.3
1900481,338.4,183.8,282.4,110.9,380.4
1900482,120.6,212.3,188.2,318.6,322.2
1900483,105.2,22.6,469.2,271.2,232.9
1900484,417.8,460.1,308.9,448.2,230.6
1900485,336.6,270.4,374.2,299.5,225.8
1900486,397.8,10.7,104.8,252.4,86.7
1900487,120.0,184.8,210.7,378.8,416.3
1900488,390.7,74.0,241.2,297.5,442.1
1900489,426.0,459.8,91.4,136.7,469.6
1900490,484.9,163.8,498.8,271.1,236.5
1900491,257.9,335.1,467.9,240.3,474.0
1900492,227.3,472.9,51.6,73.3,14.2
1900493,444.0,111.3,139.8,78.0,124.9
1900494,53.4,112.8,210.2,357.7,427.0
1900495,446.8,318.7,303.2,79.8,90.7
1900496,401.9,486.9,406.8,265.5,275.0
1900497,364.5,470.2,371.2,115.0,299.5
1900498,262.5,352.7,92.2,18.4,246.9
1900499,283.4,401.6,381.0,385.6,446.5
1900500,292.4,25.8,183.4,107.3,244.0
1900501,298.5,257.1,474.5,390.1,396.9
1900502,390.8,489.1,103.7,181.2,267.9
1900503,248.4,125.3,64.8,55.5,55.0
1900504,490.8,275.8,305.8,467.4,88.7
1900505,323.5,464.9,113.4,339.5,429.7
1900506,389.4,430.1,78.7,288.2,342.8
1900507,178.6,183.3,180.5,224.9,315.7
1900508,73.8,350.0,253.6,117.7,203.0
1900509,37.3,344.0,390.6,166.8,327.6
1900510,381.7,391.0,44.9,145.7,13.7
1900511,456.8,18.7,338.5,57.5,192.4
1900512,374.1,52.9,150.3,404.5,196.0
1900513,308.5,305.5,339.8,467.4,430.3
1900514,72.0,283.4,457.9,66.8,159.9
1900515,54.7,161.1,137.2,132.4,184.4
1900516,146.2,223.7,19.3,200.3,18.3
1900517,14.7,227.1,227.7,110.0,206.3
1900518,426.0,60.2,445.4,159.4,352.8
1900519,112.5,61.7,262.3,108.4,380.5
1900520,204.4,476.0,359.7,413.8,350.1
1900521,285.5,172.6,315.2,286.8,98.8
1900522,366.3,362.5,198.3,387.4,93.7
1900523,76.6,402.3,200.8,259.7,134.9
1900524,308.6,349.4,121.2,379.8,127.9
1900525,117.9,251.4,405.6,352.8,215.2
1900526,74.1,51.9,323.9,190.8,454.1
1900527,222.4,189.9,223.7,487.4,292.6
1900528,210.3,477.3,315.8,495.0,91.6
1900529,356.0,484.8,296.4,401.5,237.6
1900530,114.1,206.2,39.4,404.4,142.8
1900531,349.4,303.4,205.3,399.0,318.6
1900532,291.5,140.2,471.6,138.2,167.6
1900533,170.5,301.4,260.9,244.0,463.8
1900534,346.4,291.0,143.8,23.8,151.7
1900535,38.2,455.0,378.5,26.6,223.0
1900536,282.9,75.5,65.1,463.9,497.1
1900537,85.0,100.0,430.4,124.5,309.8
1900538,22.0,480.9,181.0,72.5,266.6
1900539,173.0,350.8,457.6,467.6,307.2
1900540,182.1,59.7,29.7,151.2,450.3
1900541,441.8,288.2,234.3,336.1,398.9
1900542,194.0,102.5,47.3,414.8,197.4
1900543,14.3,149.2,156.5,21.4,291.4
1900544,172.4,198.5,371.7,312.9,85.3
1900545,115.6,474.5,49.5,68.2,256.8
1900546,92.8,252.4,202.1,193.4,310.7
1900547,106.5,107.5,232.2,192.4,322.2
1900548,489.4,148.5,261.7,271.4,281.0
1900549,310.8,124.7,242.5,466.8,133.0
1900550,37.3,33.8,449.3,403.5,217.1
1900551,342.2,174.5,451.8,242.0,403.9
1900552,50.2,322.9,17.2,219.9,466.5
1900553,202.8,230.7,445.8,484.1,449.1
1900554,489.7,77.6,251.1,427.1,30.2
1900555,288.8,413.7,64.2,346.2,83.3
1900556,60.1,104.9,241.5,333.5,390.4
1900557,325.5,228.3,104.4,483.3,303.5
1900558,121.1,51.0,453.6,24.7,264.0
1900559,395.5,246.0,486.6,83.8,243.4
1900560,417.1,155.8,96.8,181.2,308.4
1900561,283.5,202.0,89.8,88.7,127.5
1900562,424.8,335.3,129.1,28.7,240.0
1900563,276.2,165.3,188.2,488.7,149.8
1900564,316.6,393.0,18.7,429.7,80.3
1900565,334.4,381.2,139.0,300.7,324.1
1900566,162.1,459.8,61.7,172.0,489.1
1900567,470.5,153.8,291.7,75.2,120.6
1900568,444.2,295.1,464.1,255.5,182.8
1900569,255.8,214.2,102.1,389.1,198.0
1900570,452.6,119.1,106.8,469.4,175.5
1900571,274.9,481.6,119.1,395.7,229.1
1900572,199.2,94.8,483.4,118.9,386.6
1900573,355.7,193.5,361.0,190.4,212.5
1900574,145.9,258.5,99.5,295.3,460.8
1900575,428.3,464.9,340.4,493.8,49.3
1900576,246.6,164.3,204.5,309.4,390.1
1900577,112.0,73.5,335.6,464.7,124.0
1900578,126.5,346.7,75.4,184.9,143.5
1900579,437.7,274.3,214.1,242.4,344.9
1900580,219.9,316.3,107.3,361.1,175.9
