ReviewID,Category,ReviewText_Length,Rating,Recommended
120063,Clothing,160.0,5,Yes
120064,Electronics,104.0,5,Yes
120065,Electronics,119.0,5,Yes
120066,Clothing,91.0,5,Yes
120067,Electronics,62.0,5,Yes
120068,Electronics,189.0,4,Yes
120069,Sports,84.0,5,Yes
120070,Clothing,213.0,5,Yes
120071,Electronics,195.0,5,Yes
120072,Electronics,106.0,5,Yes
120073,Home,208.0,2,No
120074,Sports,206.0,4,Yes
120075,Clothing,173.0,4,Yes
120076,Home,208.0,3,No
120077,Beauty,158.0,4,Yes
120078,Electronics,183.0,5,Yes
120079,Beauty,187.0,1,No
120080,Clothing,143.0,3,No
120081,Electronics,85.0,5,Yes
120082,Clothing,140.0,5,Yes
120083,Electronics,84.0,4,Yes
120084,Electronics,,4,Yes
120085,Clothing,100.0,5,Yes
120086,Clothing,100.0,5,Yes
120087,Electronics,221.0,5,Yes
120088,Home,217.0,4,Yes
120089,Home,217.0,2,No
120090,Clothing,102.0,4,Yes
120091,Clothing,213.0,4,Yes
120092,Sports,67.0,5,Yes
120093,Electronics,369.0,1,No
120094,Clothing,170.0,5,Yes
120095,Clothing,121.0,5,Yes
120096,Sports,254.0,5,Yes
120097,Clothing,213.0,1,No
120098,Beauty,195.0,5,Yes
120099,Electronics,83.0,5,Yes
120100,Electronics,157.0,5,Yes
120101,Electronics,75.0,4,Yes
120102,Clothing,245.0,5,Yes
120103,Clothing,113.0,5,Yes
120104,Home,140.0,5,Yes
120105,Electronics,170.0,4,Yes
120106,Sports,198.0,2,No
120107,Electronics,95.0,5,Yes
120108,Clothing,49.0,3,No
120109,Clothing,307.0,2,No
120110,Clothing,16.0,5,Yes
120111,Sports,214.0,5,Yes
120112,Clothing,281.0,2,No
120113,Clothing,110.0,5,Yes
120114,Clothing,45.0,4,Yes
120115,Electronics,145.0,5,Yes
120116,Sports,73.0,3,No
120117,Home,180.0,2,No
120118,Electronics,109.0,4,Yes
120119,Electronics,145.0,5,Yes
120120,Home,294.0,1,No
120121,Clothing,180.0,5,Yes
120122,Electronics,162.0,5,Yes
120123,Clothing,125.0,3,No
120124,Clothing,118.0,5,Yes
120125,Home,336.0,1,No
120126,Home,248.0,2,No
120127,Electronics,132.0,5,Yes
120128,Beauty,135.0,5,Yes
120129,Electronics,212.0,4,Yes
120130,Home,51.0,4,Yes
120131,Electronics,217.0,4,Yes
120132,Home,155.0,4,Yes
120133,Clothing,194.0,5,Yes
120134,Electronics,175.0,4,Yes
120135,Home,124.0,5,Yes
120136,Sports,92.0,5,Yes
120137,Clothing,261.0,1,No
120138,Clothing,230.0,5,Yes
120139,Clothing,162.0,4,Yes
120140,Electronics,81.0,4,Yes
120141,Electronics,94.0,4,Yes
120142,Electronics,233.0,5,Yes
120143,Electronics,163.0,4,Yes
120144,Clothing,74.0,1,No
120145,Electronics,137.0,2,No
120146,Clothing,173.0,4,Yes
120147,Clothing,181.0,4,Yes
120148,Electronics,10.0,3,No
120149,Home,152.0,3,No
120150,Electronics,215.0,4,Yes
120151,Beauty,100.0,4,Yes
120152,Clothing,66.0,4,Yes
120153,Sports,176.0,5,Yes
120154,Electronics,182.0,5,Yes
120155,Electronics,221.0,5,Yes
120156,Electronics,126.0,5,Yes
120157,Clothing,184.0,5,Yes
120158,Clothing,193.0,4,Yes
120159,Electronics,104.0,4,Yes
120160,Electronics,10.0,5,Yes
120161,Clothing,82.0,4,Yes
120162,Home,157.0,4,Yes
120163,Clothing,105.0,4,Yes
120164,Clothing,263.0,4,Yes
120165,Clothing,159.0,4,Yes
120166,Electronics,86.0,4,Yes
120167,Clothing,251.0,5,Yes
120168,Clothing,263.0,5,Yes
120169,Electronics,146.0,5,Yes
120170,Beauty,173.0,3,No
120171,Electronics,287.0,4,Yes
120172,Sports,55.0,5,Yes
120173,Sports,176.0,5,Yes
120174,Clothing,149.0,4,Yes
120175,Home,95.0,4,Yes
120176,Beauty,278.0,1,No
120177,Clothing,157.0,4,Yes
120178,Electronics,259.0,5,Yes
120179,Electronics,212.0,5,Yes
120180,Electronics,143.0,5,Yes
120181,Home,209.0,4,Yes
120182,Sports,94.0,4,Yes
120183,Home,413.0,1,No
120184,Electronics,266.0,2,No
120185,Home,108.0,4,Yes
120186,Electronics,157.0,5,Yes
120187,Electronics,101.0,5,Yes
120188,Electronics,225.0,4,Yes
120189,Clothing,100.0,5,Yes
120190,Electronics,169.0,3,No
120191,Electronics,138.0,5,Yes
120192,Clothing,110.0,4,Yes
120193,Home,223.0,2,No
120194,Electronics,232.0,5,Yes
120195,Sports,99.0,4,Yes
120196,Clothing,152.0,4,Yes
120197,Electronics,84.0,5,Yes
120198,Clothing,18.0,5,Yes
120199,Home,241.0,5,Yes
120200,Electronics,18.0,5,Yes
120201,Home,120.0,5,Yes
120202,Clothing,23.0,5,Yes
120203,Sports,192.0,4,Yes
120204,Home,146.0,2,No
120205,Electronics,191.0,5,Yes
120206,Clothing,239.0,3,No
120207,Home,84.0,5,Yes
120208,Electronics,94.0,5,Yes
120209,Sports,268.0,4,Yes
120210,Electronics,122.0,1,No
120211,Electronics,278.0,5,Yes
120212,Clothing,99.0,5,Yes
120213,Clothing,129.0,3,No
120214,Clothing,183.0,4,Yes
120215,Clothing,160.0,5,Yes
120216,Electronics,146.0,5,Yes
120217,Electronics,107.0,4,Yes
120218,Electronics,188.0,4,Yes
120219,Clothing,121.0,5,Yes
120220,Clothing,75.0,5,Yes
120221,Clothing,217.0,3,No
120222,Electronics,238.0,4,Yes
120223,Sports,222.0,4,Yes
120224,Electronics,155.0,5,Yes
120225,Clothing,175.0,4,Yes
120226,Clothing,202.0,5,Yes
120227,Clothing,127.0,3,No
120228,Clothing,262.0,2,No
120229,Clothing,77.0,3,No
120230,Clothing,191.0,3,No
120231,Home,172.0,5,Yes
120232,Electronics,173.0,5,Yes
120233,Clothing,61.0,4,Yes
120234,Electronics,304.0,1,No
120235,Clothing,31.0,4,Yes
120236,Home,142.0,5,Yes
120237,Sports,173.0,5,Yes
120238,Clothing,164.0,5,Yes
120239,Clothing,73.0,5,Yes
120240,Home,273.0,5,Yes
120241,Electronics,51.0,4,Yes
120242,Clothing,247.0,5,Yes
120243,Home,17.0,4,Yes
120244,Electronics,56.0,5,Yes
120245,Clothing,139.0,4,Yes
120246,Clothing,82.0,5,Yes
120247,Sports,188.0,5,Yes
120248,Home,192.0,4,Yes
120249,Clothing,290.0,1,No
120250,Clothing,109.0,5,Yes
120251,Home,195.0,4,Yes
120252,Electronics,268.0,5,Yes
120253,Clothing,227.0,4,Yes
120254,Electronics,57.0,5,Yes
120255,Sports,328.0,1,No
120256,Clothing,211.0,5,Yes
120257,Beauty,110.0,3,No
120258,Electronics,278.0,1,No
120259,Home,91.0,3,No
120260,Sports,294.0,2,No
120261,Beauty,166.0,5,Yes
120262,Clothing,66.0,4,Yes
120263,Electronics,10.0,4,Yes
120264,Clothing,159.0,5,Yes
120265,Home,169.0,4,Yes
120266,Sports,88.0,5,Yes
120267,Home,42.0,3,No
120268,Clothing,157.0,4,Yes
120269,Electronics,352.0,1,No
120270,Clothing,105.0,4,Yes
120271,Clothing,71.0,4,Yes
120272,Clothing,78.0,4,Yes
120273,Electronics,173.0,4,Yes
120274,Electronics,315.0,2,No
120275,Clothing,162.0,4,Yes
120276,Sports,88.0,5,Yes
120277,Electronics,197.0,4,Yes
120278,Electronics,169.0,2,No
120279,Beauty,182.0,5,Yes
120280,Sports,131.0,3,No
120281,Clothing,188.0,4,Yes
120282,Electronics,232.0,2,No
120283,Electronics,202.0,5,Yes
120284,Electronics,196.0,4,Yes
120285,Clothing,220.0,2,No
120286,Home,64.0,4,Yes
120287,Electronics,96.0,4,Yes
120288,Beauty,56.0,4,Yes
120289,Beauty,246.0,5,Yes
120290,Sports,87.0,5,Yes
120291,Clothing,77.0,4,Yes
120292,Electronics,32.0,4,Yes
120293,Clothing,284.0,2,No
120294,Electronics,104.0,5,Yes
120295,Home,150.0,5,Yes
120296,Home,268.0,2,No
120297,Beauty,147.0,4,Yes
120298,Home,128.0,5,Yes
120299,Home,52.0,4,Yes
120300,Clothing,286.0,1,No
120301,Sports,70.0,4,Yes
120302,Clothing,146.0,4,Yes
120303,Clothing,160.0,5,Yes
120304,Sports,253.0,5,Yes
120305,Beauty,231.0,1,No
120306,Electronics,207.0,5,Yes
120307,Clothing,64.0,5,Yes
120308,Clothing,143.0,3,No
120309,Electronics,236.0,2,No
120310,Home,115.0,5,Yes
120311,Clothing,54.0,3,No
120312,Clothing,97.0,4,Yes
120313,Clothing,89.0,4,Yes
120314,Electronics,176.0,5,Yes
120315,Beauty,38.0,4,Yes
120316,Clothing,169.0,2,No
120317,Clothing,184.0,4,Yes
120318,Clothing,35.0,3,No
120319,Electronics,127.0,5,Yes
120320,Sports,167.0,4,Yes
120321,Clothing,195.0,2,No
120322,Home,180.0,4,Yes
120323,Home,143.0,4,Yes
120324,Beauty,86.0,3,No
120325,Electronics,174.0,5,Yes
120326,Electronics,258.0,5,Yes
120327,Clothing,165.0,3,No
120328,Clothing,184.0,4,Yes
120329,Electronics,59.0,5,Yes
120330,Clothing,138.0,5,Yes
120331,Electronics,135.0,5,Yes
120332,Clothing,212.0,4,Yes
120333,Home,102.0,4,Yes
120334,Electronics,111.0,5,Yes
120335,Home,134.0,4,Yes
120336,Electronics,154.0,4,Yes
120337,Sports,255.0,4,Yes
120338,Clothing,76.0,5,Yes
120339,Clothing,75.0,5,Yes
120340,Beauty,242.0,5,Yes
120341,Home,167.0,4,Yes
120342,Sports,174.0,4,Yes
120343,Electronics,115.0,5,Yes
120344,Clothing,82.0,4,Yes
120345,Electronics,127.0,5,Yes
120346,Beauty,119.0,2,No
120347,Electronics,170.0,5,Yes
120348,Clothing,192.0,4,Yes
120349,Sports,123.0,4,Yes
120350,Clothing,148.0,3,No
120351,Home,133.0,3,No
120352,Sports,123.0,3,No
120353,Electronics,128.0,4,Yes
120354,Clothing,70.0,5,Yes
120355,Clothing,135.0,4,Yes
120356,Electronics,99.0,3,No
120357,Home,157.0,4,Yes
120358,Electronics,124.0,4,Yes
120359,Home,167.0,5,Yes
120360,Electronics,113.0,3,No
120361,Home,124.0,4,Yes
120362,Beauty,199.0,5,Yes
120363,Electronics,211.0,5,Yes
120364,Clothing,78.0,4,Yes
120365,Clothing,288.0,5,Yes
120366,Electronics,206.0,2,No
120367,Clothing,223.0,4,Yes
120368,Electronics,80.0,4,Yes
120369,Electronics,204.0,5,Yes
120370,Clothing,138.0,5,Yes
120371,Clothing,156.0,1,No
120372,Electronics,214.0,5,Yes
120373,Clothing,125.0,5,Yes
120374,Clothing,219.0,4,Yes
120375,Electronics,192.0,3,No
120376,Clothing,96.0,5,Yes
120377,Home,155.0,5,Yes
120378,Sports,100.0,4,Yes
120379,Beauty,175.0,5,Yes
120380,Electronics,56.0,3,No
120381,Clothing,216.0,5,Yes
120382,Electronics,92.0,5,Yes
120383,Clothing,78.0,5,Yes
120384,Sports,106.0,4,Yes
120385,Clothing,164.0,3,No
120386,Home,213.0,5,Yes
120387,Electronics,235.0,4,Yes
120388,Beauty,194.0,5,Yes
120389,Clothing,293.0,2,No
120390,Electronics,162.0,2,No
120391,Electronics,195.0,5,Yes
120392,Sports,293.0,1,No
120393,Home,140.0,5,Yes
120394,Beauty,106.0,5,Yes
120395,Home,62.0,4,Yes
120396,Sports,97.0,5,Yes
120397,Electronics,67.0,3,No
120398,Clothing,41.0,5,Yes
120399,Electronics,134.0,5,Yes
120400,Electronics,155.0,4,Yes
120401,Electronics,135.0,4,Yes
120402,Beauty,154.0,4,Yes
120403,Electronics,157.0,5,Yes
120404,Clothing,187.0,5,Yes
120405,Home,57.0,5,Yes
120406,Clothing,191.0,1,No
120407,Beauty,146.0,5,Yes
120408,Beauty,190.0,5,Yes
120409,Clothing,184.0,4,Yes
120410,Clothing,144.0,4,Yes
120411,Electronics,167.0,5,Yes
120412,Clothing,75.0,5,Yes
120413,Clothing,206.0,5,Yes
120414,Sports,305.0,1,No
120415,Electronics,150.0,3,No
120416,Clothing,105.0,5,Yes
120417,Sports,140.0,4,Yes
120418,Clothing,143.0,4,Yes
120419,Electronics,134.0,4,Yes
120420,Electronics,143.0,3,No
120421,Home,119.0,3,No
120422,Clothing,130.0,5,Yes
120423,Clothing,170.0,5,Yes
120424,Electronics,53.0,1,No
120425,Clothing,112.0,4,Yes
120426,Clothing,172.0,5,Yes
120427,Clothing,139.0,1,No
120428,Clothing,227.0,2,No
120429,Beauty,157.0,3,No
120430,Clothing,140.0,5,Yes
120431,Clothing,212.0,3,No
120432,Home,136.0,3,No
120433,Clothing,26.0,4,Yes
120434,Clothing,156.0,4,Yes
120435,Clothing,95.0,3,No
120436,Home,241.0,5,Yes
120437,Clothing,114.0,5,Yes
120438,Clothing,74.0,3,No
120439,Electronics,257.0,5,Yes
120440,Electronics,204.0,4,Yes
120441,Clothing,160.0,5,Yes
120442,Home,193.0,5,Yes
120443,Electronics,129.0,2,No
120444,Electronics,269.0,4,Yes
120445,Clothing,132.0,4,Yes
120446,Sports,166.0,4,Yes
120447,Home,148.0,3,No
120448,Clothing,198.0,4,Yes
120449,Electronics,149.0,5,Yes
120450,Home,357.0,1,No
120451,Clothing,176.0,3,No
120452,Electronics,154.0,4,Yes
120453,Electronics,217.0,3,No
120454,Electronics,72.0,4,Yes
120455,Clothing,150.0,5,Yes
120456,Beauty,29.0,5,Yes
120457,Clothing,90.0,5,Yes
120458,Sports,126.0,4,Yes
120459,Electronics,196.0,1,No
120460,Electronics,214.0,4,Yes
120461,Electronics,150.0,5,Yes
120462,Electronics,159.0,3,No
120463,Electronics,54.0,3,No
120464,Clothing,110.0,4,Yes
120465,Electronics,195.0,3,No
120466,Electronics,218.0,4,Yes
120467,Clothing,121.0,5,Yes
120468,Electronics,245.0,5,Yes
120469,Beauty,69.0,3,No
120470,Clothing,188.0,5,Yes
120471,Clothing,12.0,3,No
120472,Home,49.0,5,Yes
120473,Electronics,258.0,4,Yes
120474,Clothing,38.0,4,Yes
120475,Home,246.0,4,Yes
120476,Clothing,198.0,3,No
120477,Electronics,242.0,4,Yes
120478,Electronics,145.0,5,Yes
120479,Sports,98.0,4,Yes
120480,Electronics,186.0,5,Yes
120481,Clothing,146.0,3,No
120482,Electronics,10.0,3,No
120483,Beauty,181.0,5,Yes
120484,Clothing,126.0,4,Yes
120485,Sports,318.0,2,No
120486,Clothing,51.0,4,Yes
120487,Clothing,103.0,4,Yes
120488,Beauty,258.0,2,No
120489,Sports,155.0,4,Yes
120490,Clothing,136.0,4,Yes
120491,Home,167.0,3,No
120492,Home,157.0,5,Yes
120493,Clothing,220.0,1,No
120494,Clothing,179.0,4,Yes
120495,Home,138.0,4,Yes
120496,Beauty,205.0,1,No
120497,Clothing,122.0,5,Yes
120498,Clothing,110.0,5,Yes
120499,Clothing,218.0,4,Yes
120500,Clothing,56.0,4,Yes
120501,Electronics,74.0,5,Yes
120502,Clothing,122.0,4,Yes
120503,Electronics,305.0,5,Yes
120504,Home,159.0,5,Yes
120505,Clothing,192.0,1,No
120506,Sports,197.0,5,Yes
120507,Electronics,232.0,2,No
120508,Sports,159.0,4,Yes
120509,Clothing,105.0,4,Yes
120510,Electronics,115.0,5,Yes
120511,Clothing,83.0,4,Yes
120512,Clothing,127.0,3,No
120513,Clothing,116.0,5,Yes
120514,Electronics,171.0,5,Yes
120515,Beauty,206.0,2,No
120516,Electronics,259.0,5,Yes
120517,Electronics,91.0,4,Yes
120518,Electronics,200.0,4,Yes
120519,Electronics,92.0,3,No
120520,Home,169.0,4,Yes
120521,Electronics,201.0,5,Yes
120522,Electronics,61.0,1,No
120523,Sports,230.0,5,Yes
120524,Clothing,52.0,5,Yes
120525,Clothing,219.0,5,Yes
120526,Electronics,103.0,5,Yes
120527,Beauty,49.0,4,Yes
120528,Home,55.0,5,Yes
120529,Electronics,313.0,1,No
120530,Electronics,208.0,4,Yes
120531,Electronics,119.0,4,Yes
120532,Clothing,166.0,2,No
120533,Clothing,130.0,5,Yes
120534,Home,199.0,2,No
120535,Beauty,423.0,2,No
120536,Clothing,225.0,5,Yes
120537,Clothing,323.0,2,No
120538,Clothing,170.0,3,No
120539,Sports,197.0,4,Yes
120540,Sports,176.0,4,Yes
120541,Sports,157.0,5,Yes
120542,Clothing,140.0,4,Yes
120543,Sports,197.0,3,No
120544,Clothing,197.0,2,No
120545,Home,312.0,1,No
120546,Clothing,108.0,4,Yes
120547,Sports,139.0,2,No
120548,Electronics,93.0,5,Yes
120549,Clothing,190.0,4,Yes
120550,Clothing,162.0,4,Yes
120551,Home,74.0,5,Yes
120552,Home,74.0,4,Yes
120553,Clothing,,5,Yes
120554,Sports,110.0,4,Yes
120555,Sports,148.0,5,Yes
120556,Home,113.0,3,No
120557,Home,108.0,5,Yes
120558,Clothing,89.0,4,Yes
120559,Sports,150.0,4,Yes
120560,Electronics,119.0,5,Yes
120561,Clothing,115.0,4,Yes
120562,Electronics,223.0,5,Yes
120563,Clothing,143.0,5,Yes
120564,Clothing,242.0,5,Yes
120565,Home,149.0,4,Yes
120566,Sports,84.0,5,Yes
120567,Electronics,72.0,5,Yes
120568,Sports,202.0,4,Yes
120569,Clothing,17.0,3,No
120570,Clothing,177.0,4,Yes
120571,Electronics,180.0,5,Yes
120572,Home,246.0,4,Yes
120573,Home,168.0,4,Yes
120574,Clothing,94.0,4,Yes
120575,Home,207.0,3,No
120576,Electronics,169.0,5,Yes
120577,Beauty,31.0,4,Yes
120578,Clothing,130.0,1,No
120579,Beauty,215.0,3,No
120580,Home,192.0,5,Yes
120581,Electronics,87.0,5,Yes
120582,Beauty,154.0,3,No
120583,Beauty,158.0,4,Yes
120584,Electronics,156.0,4,Yes
120585,Electronics,221.0,4,Yes
120586,Sports,198.0,4,Yes
120587,Clothing,59.0,3,No
120588,Clothing,242.0,4,Yes
120589,Clothing,179.0,2,No
120590,Beauty,186.0,5,Yes
120591,Clothing,136.0,3,No
120592,Sports,233.0,3,No
120593,Electronics,127.0,4,Yes
120594,Electronics,,5,Yes
120595,Electronics,207.0,4,Yes
120596,Clothing,115.0,5,Yes
120597,Clothing,253.0,5,Yes
120598,Clothing,87.0,5,Yes
120599,Clothing,78.0,4,Yes
120600,Electronics,110.0,5,Yes
120601,Electronics,139.0,3,No
120602,Home,184.0,3,No
120603,Beauty,168.0,1,No
120604,Clothing,266.0,1,No
120605,Electronics,185.0,4,Yes
120606,Electronics,234.0,5,Yes
120607,Home,191.0,1,No
120608,Sports,198.0,4,Yes
120609,Beauty,167.0,3,No
120610,Clothing,102.0,4,Yes
120611,Electronics,306.0,1,No
120612,Electronics,194.0,5,Yes
120613,Home,138.0,5,Yes
120614,Home,310.0,2,No
120615,Clothing,111.0,5,Yes
120616,Electronics,10.0,4,Yes
120617,Electronics,123.0,5,Yes
120618,Electronics,259.0,2,No
120619,Electronics,161.0,4,Yes
120620,Electronics,145.0,3,No
120621,Electronics,216.0,5,Yes
120622,Home,215.0,3,No
120623,Clothing,135.0,4,Yes
120624,Electronics,113.0,4,Yes
120625,Electronics,193.0,4,Yes
120626,Clothing,297.0,2,No
120627,Beauty,138.0,5,Yes
120628,Clothing,127.0,4,Yes
120629,Electronics,224.0,2,No
120630,Sports,199.0,5,Yes
120631,Electronics,140.0,5,Yes
120632,Beauty,137.0,5,Yes
120633,Sports,220.0,4,Yes
120634,Home,137.0,4,Yes
120635,Electronics,,3,No
120636,Clothing,83.0,5,Yes
120637,Sports,190.0,5,Yes
120638,Clothing,132.0,5,Yes
120639,Electronics,233.0,5,Yes
120640,Electronics,258.0,1,No
120641,Electronics,197.0,3,No
120642,Electronics,102.0,3,No
120643,Home,188.0,2,No
120644,Electronics,91.0,5,Yes
120645,Sports,188.0,2,No
120646,Sports,166.0,5,Yes
120647,Home,168.0,5,Yes
120648,Clothing,169.0,4,Yes
120649,Electronics,228.0,4,Yes
120650,Beauty,75.0,5,Yes
120651,Home,148.0,5,Yes
120652,Clothing,71.0,5,Yes
120653,Electronics,185.0,1,No
120654,Home,218.0,5,Yes
120655,Beauty,225.0,5,Yes
120656,Sports,204.0,5,Yes
120657,Electronics,175.0,4,Yes
120658,Clothing,147.0,4,Yes
120659,Electronics,222.0,2,No
120660,Clothing,185.0,5,Yes
120661,Beauty,119.0,5,Yes
120662,Electronics,220.0,5,Yes
120663,Electronics,94.0,5,Yes
120664,Beauty,127.0,5,Yes
120665,Electronics,190.0,5,Yes
120666,Clothing,212.0,4,Yes
120667,Electronics,184.0,5,Yes
120668,Clothing,219.0,1,No
120669,Electronics,142.0,4,Yes
120670,Electronics,197.0,4,Yes
120671,Clothing,129.0,4,Yes
120672,Electronics,109.0,5,Yes
120673,Clothing,226.0,3,No
120674,Electronics,120.0,5,Yes
120675,Home,158.0,4,Yes
120676,Electronics,136.0,5,Yes
120677,Electronics,153.0,4,Yes
120678,Sports,241.0,1,No
120679,Clothing,153.0,4,Yes
120680,Electronics,113.0,5,Yes
120681,Clothing,131.0,5,Yes
120682,Clothing,240.0,1,No
120683,Home,51.0,5,Yes
120684,Electronics,208.0,5,Yes
120685,Clothing,142.0,5,Yes
120686,Electronics,,5,Yes
120687,Electronics,169.0,5,Yes
120688,Clothing,201.0,4,Yes
120689,Electronics,124.0,5,Yes
120690,Clothing,,4,Yes
120691,Beauty,237.0,5,Yes
120692,Home,92.0,4,Yes
120693,Home,226.0,4,Yes
120694,Electronics,211.0,5,Yes
120695,Home,157.0,3,No
120696,Clothing,324.0,1,No
120697,Electronics,130.0,3,No
120698,Beauty,179.0,5,Yes
120699,Electronics,217.0,5,Yes
120700,Electronics,274.0,5,Yes
120701,Clothing,120.0,4,Yes
120702,Electronics,273.0,2,No
120703,Clothing,130.0,4,Yes
120704,Home,157.0,4,Yes
120705,Electronics,127.0,5,Yes
120706,Electronics,183.0,5,Yes
120707,Clothing,167.0,2,No
120708,Clothing,118.0,4,Yes
120709,Home,218.0,5,Yes
120710,Home,179.0,5,Yes
120711,Electronics,144.0,5,Yes
120712,Electronics,173.0,5,Yes
120713,Clothing,116.0,4,Yes
120714,Electronics,220.0,4,Yes
120715,Clothing,87.0,3,No
120716,Electronics,159.0,5,Yes
120717,Home,187.0,3,No
120718,Beauty,74.0,3,No
120719,Clothing,119.0,4,Yes
120720,Electronics,164.0,3,No
120721,Clothing,156.0,3,No
120722,Home,137.0,4,Yes
120723,Electronics,45.0,5,Yes
120724,Home,135.0,4,Yes
120725,Electronics,209.0,5,Yes
120726,Sports,226.0,3,No
120727,Home,99.0,5,Yes
120728,Home,192.0,4,Yes
120729,Electronics,141.0,5,Yes
120730,Clothing,177.0,4,Yes
120731,Electronics,129.0,5,Yes
120732,Electronics,110.0,5,Yes
120733,Clothing,192.0,5,Yes
120734,Clothing,131.0,5,Yes
120735,Clothing,139.0,3,No
120736,Beauty,153.0,5,Yes
120737,Electronics,70.0,4,Yes
120738,Electronics,104.0,5,Yes
120739,Clothing,167.0,5,Yes
120740,Sports,200.0,5,Yes
120741,Electronics,325.0,2,No
120742,Clothing,156.0,3,No
120743,Sports,246.0,2,No
120744,Clothing,21.0,4,Yes
120745,Home,173.0,3,No
120746,Clothing,67.0,4,Yes
120747,Sports,155.0,4,Yes
120748,Electronics,178.0,5,Yes
120749,Home,166.0,5,Yes
120750,Clothing,277.0,2,No
120751,Clothing,115.0,4,Yes
120752,Electronics,59.0,5,Yes
120753,Clothing,167.0,5,Yes
120754,Clothing,147.0,4,Yes
120755,Electronics,105.0,4,Yes
120756,Electronics,139.0,4,Yes
120757,Home,184.0,3,No
120758,Electronics,239.0,4,Yes
120759,Electronics,126.0,3,No
120760,Electronics,111.0,5,Yes
120761,Electronics,116.0,5,Yes
120762,Beauty,164.0,5,Yes
120763,Clothing,97.0,5,Yes
120764,Electronics,159.0,4,Yes
120765,Electronics,128.0,5,Yes
120766,Electronics,139.0,5,Yes
120767,Clothing,77.0,5,Yes
120768,Clothing,213.0,2,No
120769,Home,58.0,5,Yes
120770,Electronics,166.0,4,Yes
120771,Clothing,180.0,5,Yes
120772,Clothing,273.0,5,Yes
120773,Clothing,99.0,5,Yes
120774,Electronics,201.0,5,Yes
120775,Clothing,110.0,5,Yes
120776,Sports,168.0,5,Yes
120777,Home,161.0,5,Yes
120778,Beauty,246.0,5,Yes
120779,Clothing,60.0,5,Yes
120780,Beauty,142.0,2,No
120781,Beauty,232.0,5,Yes
120782,Clothing,193.0,5,Yes
120783,Home,139.0,4,Yes
120784,Clothing,212.0,5,Yes
120785,Electronics,207.0,4,Yes
120786,Clothing,223.0,4,Yes
120787,Clothing,194.0,5,Yes
120788,Electronics,322.0,2,No
120789,Electronics,137.0,4,Yes
120790,Home,171.0,4,Yes
120791,Home,211.0,5,Yes
120792,Electronics,233.0,4,Yes
120793,Electronics,112.0,4,Yes
120794,Clothing,192.0,5,Yes
120795,Electronics,111.0,5,Yes
120796,Clothing,49.0,4,Yes
120797,Clothing,197.0,4,Yes
120798,Electronics,127.0,5,Yes
120799,Clothing,106.0,5,Yes
120800,Home,149.0,5,Yes
120801,Clothing,203.0,4,Yes
120802,Home,145.0,3,No
120803,Electronics,192.0,4,Yes
120804,Clothing,161.0,4,Yes
120805,Clothing,140.0,5,Yes
120806,Home,121.0,3,No
120807,Clothing,85.0,5,Yes
120808,Clothing,194.0,4,Yes
120809,Beauty,219.0,4,Yes
120810,Electronics,167.0,4,Yes
120811,Electronics,96.0,5,Yes
120812,Sports,242.0,2,No
120813,Clothing,58.0,5,Yes
120814,Electronics,164.0,3,No
