DayID,AQI,PM25_Density,Temperature,RespiratoryAdmissions,RiskLevel
1360261,105.8,484.8,71.6,428.4,Medium
1360262,360.9,301.8,274.0,298.8,High
1360263,409.5,172.5,137.1,329.4,Low
1360264,271.7,306.8,459.8,126.7,Low
1360265,147.9,49.6,221.5,332.9,Low
1360266,465.6,88.2,222.5,49.0,High
1360267,391.4,275.2,95.6,212.6,High
1360268,271.1,240.6,443.9,461.3,Medium
1360269,400.8,115.2,223.7,301.6,Medium
1360270,156.7,228.9,234.7,181.4,Medium
1360271,283.8,379.8,21.3,147.3,Low
1360272,467.6,285.6,288.3,139.3,Medium
1360273,102.3,166.4,149.9,204.1,Low
1360274,69.1,385.1,165.0,490.2,Low
1360275,393.7,327.5,326.0,470.8,Low
1360276,54.2,392.3,229.6,356.4,Medium
1360277,246.6,74.4,80.0,130.5,Low
1360278,43.0,446.9,288.0,410.6,Low
1360279,48.4,154.3,62.0,70.2,Low
1360280,293.6,240.0,499.0,355.4,Low
1360281,314.1,110.1,470.0,256.1,Low
1360282,309.6,170.6,140.7,229.6,Medium
1360283,372.5,158.4,293.9,431.3,High
1360284,367.8,348.9,42.4,388.6,Medium
1360285,177.6,141.9,126.9,392.6,High
1360286,311.5,325.2,490.0,454.2,High
1360287,446.1,71.6,97.9,450.0,Low
1360288,273.8,252.0,345.3,292.0,Medium
1360289,258.6,105.3,240.6,369.5,Low
1360290,486.2,146.1,250.3,479.4,Medium
1360291,484.6,125.2,415.6,247.6,Medium
1360292,260.6,92.8,190.2,216.3,High
1360293,171.1,427.0,334.4,212.8,Medium
1360294,194.0,498.1,366.0,485.2,Medium
1360295,352.9,200.8,110.4,124.6,High
1360296,23.8,424.6,90.8,366.9,Low
1360297,275.8,271.1,290.0,93.3,Low
1360298,32.5,345.3,326.4,191.5,High
1360299,262.4,213.5,374.2,169.8,Medium
1360300,396.1,495.8,336.3,445.9,High
1360301,64.7,279.3,52.5,350.9,Medium
1360302,261.9,201.2,408.1,330.9,Low
1360303,138.7,227.9,199.3,471.0,Low
1360304,223.0,299.6,219.0,400.5,Medium
1360305,373.3,474.8,152.8,443.0,Medium
1360306,403.2,45.4,111.7,87.6,Medium
1360307,137.6,386.7,217.1,335.0,Low
1360308,361.7,298.2,98.2,450.7,Low
1360309,230.3,471.5,114.6,144.7,High
1360310,380.0,257.0,355.0,96.1,Low
1360311,423.4,286.3,155.9,318.2,Medium
1360312,452.4,176.9,138.7,171.0,Low
1360313,322.8,297.1,177.1,234.6,High
1360314,256.6,168.3,172.5,359.5,Medium
1360315,254.1,309.6,278.5,177.8,Low
1360316,461.1,157.3,493.7,300.2,High
1360317,196.4,398.4,252.0,482.6,Medium
1360318,305.1,223.9,191.3,160.9,Low
1360319,325.6,166.8,337.3,218.9,Medium
1360320,238.3,165.5,115.8,274.3,Medium
1360321,141.2,414.0,445.1,163.9,Low
1360322,122.5,310.7,314.6,238.1,Medium
1360323,362.1,194.4,339.7,138.4,Medium
1360324,493.1,498.2,145.0,88.7,Medium
1360325,275.9,120.9,156.3,224.4,Medium
1360326,412.5,227.8,367.5,162.3,Medium
1360327,116.5,,299.4,308.4,Medium
1360328,146.9,71.2,22.6,302.0,High
1360329,129.3,27.3,338.6,184.7,Medium
1360330,127.1,200.3,212.6,203.5,Low
1360331,365.2,34.5,176.7,293.5,Low
1360332,220.9,284.2,42.9,140.6,Medium
1360333,19.3,362.3,395.9,63.6,Medium
1360334,118.3,293.5,237.9,375.2,Low
1360335,53.2,,446.7,42.3,High
1360336,177.1,24.3,164.1,491.7,Low
1360337,317.0,149.0,84.7,479.8,Low
1360338,312.3,369.6,441.3,394.0,Medium
1360339,47.0,82.2,443.9,115.5,High
1360340,209.4,466.9,434.9,76.4,Medium
1360341,347.3,59.1,286.1,183.4,Low
1360342,114.0,214.4,379.8,154.8,High
1360343,363.4,271.6,403.1,373.6,High
1360344,151.7,175.4,132.1,58.8,Low
1360345,81.2,236.3,138.1,343.2,High
1360346,406.8,202.2,324.0,336.4,Medium
1360347,220.0,246.7,57.2,359.8,High
1360348,262.7,119.5,156.5,252.3,Medium
1360349,438.6,167.1,241.6,121.7,Low
1360350,209.7,490.8,13.7,279.4,Medium
1360351,251.4,479.1,360.1,320.6,Low
1360352,26.5,370.9,495.2,17.6,Medium
1360353,155.9,89.3,441.5,282.4,Low
1360354,393.6,63.9,441.1,248.7,High
1360355,10.2,165.7,421.1,451.4,Low
1360356,196.4,165.4,287.8,279.5,Medium
1360357,319.4,50.8,134.0,155.0,Medium
1360358,34.7,436.2,444.1,418.1,Low
1360359,185.7,88.7,17.1,424.1,High
1360360,115.2,496.0,201.5,452.9,Low
1360361,82.7,89.6,264.7,306.9,Low
1360362,365.7,410.6,155.7,402.2,High
1360363,462.2,356.3,404.8,483.7,Low
1360364,315.9,263.4,30.4,163.6,Low
1360365,222.6,484.9,64.6,364.3,Low
1360366,10.2,469.0,191.9,148.7,Medium
1360367,357.9,477.6,53.6,144.7,Low
1360368,196.6,497.8,70.3,336.6,High
1360369,213.1,71.2,347.6,498.2,Low
1360370,33.2,234.4,230.7,489.3,Low
1360371,58.8,331.5,418.8,133.0,Low
1360372,354.1,264.3,184.6,472.3,Low
1360373,394.6,158.3,482.9,416.6,Low
1360374,498.9,60.4,413.0,190.2,Medium
1360375,404.3,240.9,361.7,170.9,Low
1360376,249.7,165.2,131.5,11.8,Low
1360377,403.0,11.6,490.5,256.4,High
1360378,244.0,440.8,352.0,156.0,Medium
1360379,201.9,304.1,77.3,393.8,High
1360380,391.7,385.3,41.6,34.7,Low
1360381,451.4,39.5,309.4,104.6,Low
1360382,271.6,72.6,497.6,184.4,High
1360383,69.6,190.9,301.8,116.0,Medium
1360384,350.2,276.8,442.7,132.5,Medium
1360385,342.3,89.3,352.2,37.2,Medium
1360386,277.5,215.0,250.4,56.5,Low
1360387,161.9,130.8,481.6,278.0,Medium
1360388,218.8,439.4,485.5,65.5,High
1360389,494.2,377.0,393.7,497.8,Medium
1360390,458.1,232.2,427.5,34.7,Low
1360391,288.3,268.5,196.0,351.1,Low
1360392,379.4,213.4,142.6,188.5,Medium
1360393,390.4,374.8,117.6,200.7,Low
1360394,390.6,,446.8,214.2,Medium
1360395,346.8,76.6,90.5,241.6,High
1360396,446.9,,323.7,237.7,Medium
1360397,445.2,463.8,369.2,121.9,Medium
1360398,433.0,322.4,197.5,146.4,Medium
1360399,487.8,51.2,210.4,430.3,Low
1360400,23.7,60.0,43.8,340.8,Low
1360401,381.9,381.9,458.0,316.9,Medium
1360402,403.9,186.5,437.9,486.2,Low
1360403,273.5,461.3,40.6,361.2,Low
1360404,67.9,480.1,130.6,407.3,Medium
1360405,62.2,231.8,171.1,202.1,Medium
1360406,492.6,465.0,263.6,42.7,Medium
1360407,92.9,190.6,204.8,415.7,Medium
1360408,453.4,417.9,295.9,129.0,Medium
1360409,163.2,129.0,323.3,346.8,Medium
1360410,10.2,103.8,422.4,328.6,High
1360411,442.8,89.4,477.9,279.7,Low
1360412,270.8,232.5,438.3,24.9,High
1360413,41.4,399.4,223.4,33.1,High
1360414,133.8,447.0,127.4,30.0,Medium
1360415,276.5,269.7,191.5,99.1,High
1360416,115.4,83.5,438.4,477.9,High
1360417,457.6,81.1,120.4,397.7,Medium
1360418,369.7,89.5,81.2,322.2,Low
1360419,58.6,397.7,233.5,252.3,Medium
1360420,471.7,188.1,113.9,277.4,Medium
1360421,132.1,171.9,451.1,101.3,High
1360422,34.1,36.1,409.5,437.3,Low
1360423,209.9,360.9,293.7,206.2,High
1360424,381.1,333.9,419.1,218.1,Medium
1360425,274.2,454.7,174.7,231.4,Medium
1360426,301.7,496.4,422.2,12.5,Medium
1360427,414.4,221.7,119.2,16.5,High
1360428,58.4,65.4,284.0,420.1,High
1360429,492.3,161.3,174.7,274.5,Low
1360430,349.3,166.3,46.5,39.0,Medium
1360431,197.3,467.8,398.3,182.3,Medium
1360432,186.5,220.3,172.4,138.2,Medium
1360433,349.2,364.6,373.6,183.1,High
1360434,344.3,338.9,410.0,417.3,High
1360435,51.8,159.1,434.1,306.1,Medium
1360436,181.2,17.8,273.8,244.3,Medium
1360437,357.8,384.4,204.3,213.0,Low
1360438,370.7,14.2,408.6,247.3,High
1360439,349.5,243.0,417.8,124.9,High
1360440,226.9,202.1,236.2,436.6,Low
1360441,411.0,317.0,166.4,79.2,Low
1360442,343.7,61.1,104.4,460.2,Medium
1360443,228.3,93.7,316.4,464.9,Medium
1360444,74.9,468.6,413.7,169.3,Medium
1360445,149.3,367.6,318.7,236.1,Low
1360446,87.0,363.5,369.1,13.6,High
1360447,411.1,266.8,37.4,233.6,Low
1360448,467.1,158.7,222.4,422.9,Low
1360449,81.1,482.2,219.3,349.5,High
1360450,257.5,,466.3,19.9,Low
1360451,239.2,205.8,456.4,237.2,Low
1360452,334.2,101.2,296.0,37.7,Medium
1360453,286.7,142.6,267.1,445.6,Low
1360454,41.9,82.8,289.1,292.5,High
1360455,78.2,89.5,411.7,259.0,Low
1360456,465.2,444.0,277.2,124.1,Medium
1360457,118.7,195.7,31.8,328.6,High
1360458,173.4,464.9,231.4,150.6,High
1360459,184.5,119.7,306.2,250.3,Low
1360460,110.6,380.0,327.9,114.2,Low
1360461,220.3,189.9,132.4,151.9,Low
1360462,226.4,393.4,299.3,266.2,Medium
1360463,252.0,319.7,299.7,286.8,Low
1360464,153.9,68.8,404.4,127.0,Medium
1360465,479.3,393.7,453.4,74.8,High
1360466,271.2,484.3,485.3,441.0,Medium
1360467,176.0,18.4,345.6,355.2,Low
1360468,178.9,298.1,321.2,444.7,High
1360469,186.8,481.6,349.6,64.2,Low
1360470,362.2,365.7,302.9,273.3,Low
1360471,240.3,85.8,470.4,250.5,Medium
1360472,156.0,314.2,119.5,252.1,Low
1360473,410.9,324.9,233.6,427.8,Medium
1360474,191.0,360.7,424.1,224.2,Medium
1360475,378.2,307.3,305.2,420.3,High
1360476,477.0,444.0,68.7,363.1,Medium
1360477,336.9,262.7,462.0,232.2,Medium
1360478,479.7,17.4,391.0,171.2,Medium
1360479,334.1,495.7,48.4,182.5,Low
1360480,167.8,205.1,155.8,194.7,Low
1360481,368.9,377.6,69.2,231.9,Medium
1360482,111.3,166.0,409.3,289.8,High
1360483,480.2,420.2,68.1,418.2,Low
1360484,180.5,102.1,16.7,190.5,Low
1360485,75.5,97.8,354.9,102.0,Low
1360486,322.3,64.9,426.6,485.0,High
1360487,476.0,179.4,209.2,108.1,High
1360488,369.8,,451.6,405.9,Low
1360489,429.2,134.9,388.6,177.3,Medium
1360490,436.6,67.0,445.4,95.0,Medium
1360491,491.5,393.4,43.0,451.7,Medium
1360492,470.0,99.9,376.7,452.0,High
1360493,14.2,455.9,224.7,113.8,Medium
1360494,457.6,304.1,135.2,66.5,Medium
1360495,122.4,64.4,387.2,340.8,Medium
1360496,434.1,487.6,449.6,82.6,Low
1360497,376.6,63.2,494.4,191.7,High
1360498,458.6,474.9,168.0,213.8,High
1360499,453.7,281.0,129.5,444.8,High
1360500,295.0,447.1,123.4,239.5,Low
1360501,310.9,396.7,448.0,404.1,High
1360502,151.5,102.2,262.8,114.6,Low
1360503,292.8,137.3,453.4,260.2,High
1360504,289.7,121.0,435.0,494.3,High
1360505,70.3,26.5,228.6,199.7,Medium
1360506,475.3,160.7,416.0,217.7,Medium
1360507,488.3,400.5,273.6,241.2,High
1360508,182.9,434.3,284.4,219.4,High
1360509,358.0,333.1,99.1,191.0,High
1360510,359.0,74.1,486.0,280.8,Low
1360511,198.4,245.9,305.0,44.1,Medium
1360512,240.4,495.7,252.5,351.2,High
1360513,60.1,27.9,192.4,451.9,High
1360514,257.8,27.0,112.5,188.7,High
1360515,125.4,406.1,421.6,158.6,Medium
1360516,115.6,437.9,223.5,302.4,Medium
1360517,85.4,31.7,29.6,211.6,Medium
1360518,51.2,104.1,398.4,203.3,Medium
1360519,443.3,97.8,154.2,251.9,Medium
1360520,130.5,224.8,382.9,259.2,High
1360521,477.7,466.9,71.5,415.6,Medium
1360522,348.6,188.2,436.7,287.7,Medium
1360523,253.0,243.6,248.3,397.5,High
1360524,264.6,234.0,380.2,118.8,Medium
1360525,304.7,476.4,426.3,58.6,Low
1360526,112.5,163.8,308.2,203.1,Low
1360527,247.1,228.9,314.9,96.7,Low
1360528,233.7,174.2,358.3,174.4,High
1360529,367.4,331.2,165.1,277.8,Medium
1360530,388.8,498.1,72.0,60.8,Medium
1360531,198.5,161.3,261.8,244.4,High
1360532,199.0,157.5,355.7,164.6,Medium
1360533,286.0,269.3,122.3,85.6,Low
1360534,270.7,299.6,189.7,156.4,High
1360535,80.0,119.5,357.2,405.9,High
1360536,353.1,188.6,452.8,120.7,Medium
1360537,493.7,412.9,482.7,158.7,High
1360538,291.9,151.9,50.7,262.8,Low
1360539,59.3,448.2,375.6,483.3,Medium
1360540,51.4,42.8,87.7,350.3,Low
1360541,11.9,418.4,235.7,459.6,High
1360542,349.2,87.0,422.0,354.8,High
1360543,436.6,216.3,126.4,335.0,Medium
1360544,394.1,416.2,399.8,236.0,High
1360545,117.3,339.8,154.2,344.3,Low
1360546,396.8,110.2,222.4,383.3,High
1360547,208.9,87.7,263.0,402.8,High
1360548,223.2,93.4,230.6,405.7,Medium
1360549,125.2,71.6,402.0,143.9,Low
1360550,178.5,195.2,30.9,459.3,Low
1360551,192.9,494.0,247.7,115.1,High
1360552,230.3,413.6,18.7,354.9,High
1360553,66.7,104.1,363.8,386.8,Low
1360554,461.1,369.2,39.1,153.1,Medium
1360555,461.2,402.2,413.9,269.7,Medium
1360556,162.0,319.3,158.1,244.5,Medium
1360557,134.4,42.6,349.3,197.0,Low
1360558,440.7,85.0,11.8,258.2,High
1360559,189.6,148.3,407.2,404.5,Low
1360560,469.6,52.5,56.3,203.1,Medium
1360561,180.1,384.9,122.6,444.0,Low
1360562,165.0,482.4,147.9,388.7,Medium
1360563,423.4,24.5,20.2,178.8,High
1360564,428.5,16.6,471.9,83.1,Low
1360565,130.9,155.5,189.4,18.3,High
1360566,338.0,443.2,64.9,148.9,Low
1360567,110.8,205.3,105.1,265.0,Medium
1360568,126.6,467.7,259.7,480.1,Medium
1360569,332.8,446.5,327.4,294.3,Medium
1360570,341.7,113.9,317.6,118.6,Low
1360571,165.8,465.7,420.1,166.3,Medium
1360572,445.0,394.9,57.0,75.3,Low
1360573,281.8,140.1,490.1,158.7,High
1360574,71.5,385.6,489.0,189.7,Medium
1360575,187.8,494.0,486.4,248.5,Medium
1360576,123.2,200.2,209.0,263.3,High
1360577,385.6,262.2,50.9,273.5,High
1360578,42.4,62.1,152.2,449.6,High
1360579,299.1,55.0,433.7,179.1,Medium
1360580,104.1,286.0,172.4,350.9,Medium
1360581,80.5,297.9,495.7,144.6,Low
1360582,483.9,116.3,326.3,280.5,High
1360583,439.8,180.0,235.4,191.4,High
1360584,55.2,187.4,137.7,330.4,High
1360585,413.5,135.0,298.3,381.9,Low
1360586,426.3,299.7,342.1,227.6,Low
1360587,111.3,43.5,154.7,404.8,Medium
1360588,121.0,374.0,50.4,59.3,High
1360589,199.6,392.6,395.4,234.4,Low
1360590,498.3,419.3,25.0,430.1,High
1360591,16.9,332.8,390.2,73.2,High
1360592,273.1,12.7,45.5,277.8,Medium
1360593,350.7,95.4,423.9,108.7,Medium
1360594,111.4,419.6,328.0,452.5,Low
1360595,119.3,225.7,59.4,334.3,High
1360596,258.6,198.4,187.6,342.9,Low
1360597,340.3,339.9,217.5,40.3,Low
1360598,475.9,201.0,251.5,134.3,Medium
1360599,254.5,398.7,155.1,39.0,Low
1360600,494.5,305.4,182.1,181.5,Low
1360601,250.0,446.5,280.6,405.8,Low
1360602,167.9,406.2,204.3,422.2,Medium
1360603,338.5,18.6,375.2,82.2,Low
1360604,149.2,97.4,366.0,122.6,Medium
1360605,485.5,17.4,167.1,403.0,Medium
