EmployeeID,ExpYears,Department,Gender,EducationLevel,Salary
1280057,263.7,HR,M,105.1,363.2
1280058,346.5,Support,F,162.1,73.9
1280059,135.0,HR,F,403.5,223.6
1280060,467.4,Support,F,36.5,98.5
1280061,412.4,HR,F,315.8,442.9
1280062,108.7,Engineering,F,336.0,442.8
1280063,95.2,Support,M,458.7,414.6
1280064,463.2,Support,M,460.4,182.2
1280065,394.8,HR,F,75.3,131.2
1280066,270.8,Sales,M,254.2,399.6
1280067,44.4,Engineering,F,159.5,335.0
1280068,320.5,Engineering,M,26.2,387.8
1280069,102.4,Support,M,322.5,113.8
1280070,230.5,Support,M,146.3,179.0
1280071,409.6,Support,F,244.6,19.7
1280072,98.3,Support,M,143.2,
1280073,440.9,Engineering,F,41.1,343.6
1280074,362.7,Engineering,F,299.5,370.5
1280075,444.3,HR,F,77.4,101.2
1280076,270.5,Engineering,M,90.7,311.6
1280077,381.7,Sales,M,257.9,24.5
1280078,387.3,Engineering,F,149.2,483.8
1280079,259.1,Sales,F,94.9,81.8
1280080,269.3,Support,M,75.6,244.6
1280081,310.6,HR,F,230.4,51.2
1280082,159.9,Sales,M,387.6,296.8
1280083,285.6,Support,F,154.6,245.6
1280084,255.0,Sales,F,161.7,403.2
1280085,328.5,Support,M,363.9,105.0
1280086,46.2,HR,M,477.8,498.6
1280087,76.7,Engineering,F,183.6,81.7
1280088,90.0,HR,M,125.5,183.8
1280089,106.4,Support,F,93.9,337.6
1280090,215.3,Support,M,265.1,42.6
1280091,496.6,Engineering,F,190.1,252.6
1280092,167.9,Engineering,M,122.5,157.5
1280093,103.5,Sales,M,254.7,95.8
1280094,444.5,Engineering,F,91.3,81.6
1280095,251.9,Engineering,F,51.1,27.3
1280096,427.4,Support,M,279.1,235.7
1280097,491.0,Sales,M,410.3,83.6
1280098,432.5,Support,F,434.0,379.1
1280099,436.3,Sales,M,388.8,249.6
1280100,304.8,Support,F,223.3,417.1
1280101,149.4,Support,F,242.7,312.3
1280102,379.9,HR,F,203.4,233.0
1280103,403.9,Support,M,129.0,432.4
1280104,126.3,Sales,F,110.7,449.8
1280105,103.2,Engineering,F,93.9,153.7
1280106,493.4,Sales,M,71.7,123.2
1280107,192.3,HR,M,371.5,140.1
1280108,215.2,Support,F,59.1,177.9
1280109,460.8,Sales,M,260.9,21.0
1280110,409.0,Sales,M,313.4,325.7
1280111,421.3,HR,F,293.4,279.6
1280112,28.0,Sales,F,295.6,219.0
1280113,459.6,Sales,M,50.0,162.9
1280114,42.4,Support,F,393.0,269.7
1280115,319.1,Sales,M,344.3,373.2
1280116,194.0,Sales,F,446.8,292.4
1280117,187.7,Engineering,F,250.2,200.7
1280118,30.4,Support,M,450.2,257.3
1280119,310.6,Engineering,F,364.0,130.0
1280120,178.6,Engineering,M,395.1,370.0
1280121,498.8,HR,F,81.1,131.3
1280122,324.8,HR,F,15.2,33.4
1280123,223.4,Sales,F,173.4,393.3
1280124,285.5,Sales,F,411.3,255.6
1280125,149.0,HR,F,351.1,15.9
1280126,340.6,HR,F,193.2,168.4
1280127,402.3,HR,F,454.5,297.2
1280128,428.0,HR,F,109.2,76.9
1280129,480.1,HR,M,434.5,405.1
1280130,400.3,Sales,M,403.7,
1280131,96.6,Support,M,330.1,117.7
1280132,329.0,HR,F,308.7,47.8
1280133,330.1,HR,F,234.2,496.6
1280134,321.9,HR,F,377.5,355.9
1280135,85.4,Engineering,F,124.8,293.9
1280136,175.6,Sales,F,351.9,98.4
1280137,418.5,Engineering,F,300.9,36.0
1280138,342.1,Engineering,M,73.0,204.7
1280139,469.7,HR,F,343.7,357.3
1280140,33.4,Sales,M,352.4,211.7
1280141,73.2,Support,F,306.1,22.2
1280142,191.0,Engineering,M,83.4,131.9
1280143,480.8,Support,F,117.4,244.3
1280144,179.5,HR,M,99.9,118.3
1280145,494.5,HR,M,165.8,98.4
1280146,344.1,HR,F,376.8,190.0
1280147,15.1,Sales,F,492.2,401.3
1280148,290.1,HR,F,208.7,138.9
1280149,67.4,Support,M,143.6,226.7
1280150,340.4,Sales,M,286.4,300.8
1280151,238.5,Support,F,403.4,483.8
1280152,458.5,Engineering,F,480.5,248.2
1280153,313.2,Engineering,M,65.2,244.5
1280154,291.7,Sales,M,114.9,231.0
1280155,200.2,Engineering,M,177.0,87.6
1280156,166.6,Engineering,M,420.8,453.5
1280157,472.3,HR,M,453.0,344.2
1280158,241.3,Engineering,F,96.3,191.9
1280159,202.5,HR,M,65.6,447.0
1280160,95.6,Engineering,M,415.0,327.6
1280161,216.1,Engineering,F,211.8,346.9
1280162,387.7,Sales,F,132.9,15.7
1280163,285.4,Engineering,M,389.3,12.3
1280164,52.1,Support,F,434.7,185.2
1280165,297.9,Engineering,F,244.3,193.3
1280166,474.9,Sales,F,332.5,72.9
1280167,121.4,HR,F,225.4,113.6
1280168,412.9,Sales,M,334.1,456.6
1280169,348.6,Engineering,M,62.1,239.0
1280170,418.0,Support,F,273.8,461.4
1280171,470.1,Engineering,M,411.6,11.0
1280172,166.8,HR,M,376.7,245.6
1280173,143.0,Sales,F,285.0,303.8
1280174,427.2,Sales,F,186.9,225.8
1280175,428.6,Engineering,M,68.9,69.8
1280176,206.4,Support,F,409.5,102.5
1280177,160.7,Support,M,431.6,466.1
1280178,247.3,HR,F,327.8,464.5
1280179,469.5,HR,M,28.7,434.0
1280180,141.1,Engineering,M,456.5,184.2
1280181,326.4,Support,F,178.0,28.2
1280182,235.1,Sales,M,96.2,450.6
1280183,367.6,Engineering,M,433.8,169.4
1280184,332.1,Sales,M,296.9,224.2
1280185,431.6,Sales,M,333.1,22.6
1280186,195.3,Support,M,239.6,59.4
1280187,459.4,Engineering,F,485.1,142.2
1280188,431.9,HR,M,468.7,308.5
1280189,469.1,HR,M,218.7,173.0
1280190,267.6,Engineering,F,377.1,365.6
1280191,317.4,Support,F,46.5,445.2
1280192,172.4,Sales,F,390.2,154.5
1280193,34.6,Sales,F,435.9,402.4
1280194,360.6,HR,F,194.6,117.1
1280195,106.7,Engineering,M,282.4,45.8
1280196,142.9,Engineering,F,171.6,472.7
1280197,451.6,HR,F,372.6,259.7
1280198,368.3,Engineering,F,313.2,297.5
1280199,299.8,Support,F,400.2,228.6
1280200,12.2,HR,F,445.4,281.5
1280201,119.1,Support,M,47.0,261.9
1280202,224.9,Engineering,M,392.3,81.8
1280203,88.6,Sales,F,456.3,465.8
1280204,42.0,Sales,M,394.1,201.2
1280205,394.0,Engineering,F,352.1,219.3
1280206,413.5,HR,M,436.9,30.7
1280207,290.0,Engineering,M,17.9,260.5
1280208,34.4,HR,F,226.0,76.4
1280209,267.8,Sales,M,430.2,437.9
1280210,66.6,HR,M,443.7,471.6
1280211,125.2,Engineering,M,57.4,466.9
1280212,16.3,HR,F,133.7,97.6
1280213,62.1,HR,M,60.8,481.1
1280214,276.7,Support,F,348.7,
1280215,446.2,Sales,F,222.4,458.0
1280216,446.9,Sales,M,107.1,309.6
1280217,233.4,Support,F,476.1,296.2
1280218,312.6,Engineering,M,477.9,453.9
1280219,374.4,Sales,F,257.0,161.1
1280220,138.0,HR,F,319.4,477.2
1280221,204.4,HR,M,114.4,489.5
1280222,451.5,Support,M,415.1,81.2
1280223,306.5,HR,F,253.0,21.2
1280224,158.0,HR,M,11.8,240.2
1280225,54.5,HR,M,188.0,436.1
1280226,385.2,Engineering,F,51.1,395.9
1280227,83.3,Support,F,139.2,149.6
1280228,81.0,Support,M,469.2,236.2
1280229,335.4,HR,M,407.5,228.0
1280230,28.5,Sales,M,180.6,175.0
1280231,498.5,Engineering,F,135.2,196.2
1280232,237.5,Engineering,F,397.2,315.9
1280233,392.6,Support,F,82.9,365.3
1280234,403.1,Sales,M,327.1,56.7
1280235,307.9,HR,F,178.3,375.6
1280236,331.7,HR,M,43.4,317.7
1280237,55.0,HR,M,107.1,458.9
1280238,408.8,Sales,M,376.4,425.5
1280239,268.4,Engineering,F,242.7,381.0
1280240,71.7,HR,M,303.3,199.7
1280241,211.7,HR,M,274.3,227.3
1280242,190.6,HR,F,148.0,388.5
1280243,366.9,Support,F,54.1,379.1
1280244,269.1,Support,M,355.4,479.2
1280245,255.1,HR,F,68.0,362.5
1280246,242.4,Sales,F,460.4,14.5
1280247,166.5,Engineering,M,258.1,223.2
1280248,265.3,Sales,M,81.4,306.4
1280249,266.9,Support,M,44.1,103.2
1280250,306.8,HR,M,170.0,16.7
1280251,496.3,Engineering,M,131.3,238.9
1280252,47.0,Sales,M,214.7,111.2
1280253,53.8,Engineering,M,333.7,320.3
1280254,276.0,HR,F,467.5,204.5
1280255,386.0,Engineering,M,77.9,475.1
1280256,395.7,Sales,F,494.6,172.7
1280257,101.2,Engineering,M,182.3,102.3
1280258,20.0,Support,F,97.3,476.0
1280259,422.0,Support,M,298.3,416.2
1280260,202.2,HR,F,213.9,387.9
1280261,411.0,Engineering,F,426.3,167.6
1280262,89.9,Support,F,475.4,112.1
1280263,474.7,HR,M,48.8,90.7
1280264,36.1,Sales,M,310.7,163.9
1280265,226.8,Engineering,M,405.0,52.9
1280266,467.7,HR,M,489.4,367.2
1280267,34.5,HR,F,133.3,203.8
1280268,443.3,HR,M,437.1,22.7
1280269,21.4,Engineering,F,31.4,184.6
1280270,243.2,Engineering,F,422.9,432.4
1280271,381.3,Sales,M,273.5,267.0
1280272,98.3,Support,M,107.3,252.5
1280273,397.7,Sales,M,315.4,227.1
1280274,355.7,Engineering,F,42.4,417.9
1280275,462.9,Sales,F,261.3,173.7
1280276,427.5,Support,F,331.5,181.6
1280277,372.9,Engineering,M,315.4,137.9
1280278,347.0,HR,M,64.4,484.2
1280279,445.5,Support,M,50.1,108.4
1280280,44.7,Support,M,401.5,340.9
1280281,483.8,Sales,M,149.0,305.3
1280282,326.3,Support,M,485.4,330.2
1280283,423.4,HR,F,38.6,368.7
1280284,478.6,HR,F,63.6,59.4
1280285,131.8,Engineering,F,232.9,449.5
1280286,46.7,Sales,M,305.0,30.6
1280287,163.7,Engineering,F,225.2,279.6
1280288,416.6,HR,F,300.5,196.6
1280289,426.3,Engineering,M,97.2,217.3
1280290,403.5,Engineering,F,402.0,450.4
1280291,283.2,HR,M,452.0,52.4
1280292,314.2,Sales,F,391.9,368.0
1280293,247.0,Support,F,61.5,240.7
1280294,306.3,HR,M,50.4,172.1
1280295,64.9,HR,F,116.1,90.3
1280296,483.7,Support,M,99.1,190.3
1280297,243.7,Engineering,F,28.2,163.0
1280298,326.9,Engineering,F,57.0,496.8
1280299,478.1,Engineering,F,395.0,214.6
1280300,270.0,HR,F,177.3,185.0
1280301,468.2,HR,M,147.2,128.9
1280302,154.7,Engineering,F,53.9,237.3
1280303,344.8,HR,F,155.7,323.9
1280304,285.8,Engineering,M,451.3,216.4
1280305,226.3,HR,M,269.1,161.6
1280306,189.5,HR,M,152.8,268.9
1280307,438.6,Sales,F,372.3,12.5
1280308,37.9,HR,F,498.8,13.9
1280309,83.0,Engineering,M,488.0,468.3
1280310,378.6,Engineering,F,427.6,368.0
1280311,445.5,Engineering,F,479.9,287.9
1280312,437.8,Sales,M,456.5,213.8
1280313,77.5,Support,F,357.3,382.6
1280314,147.0,Support,F,417.4,430.3
1280315,72.5,Engineering,M,441.0,138.2
1280316,123.2,Support,M,152.1,244.7
1280317,333.0,Sales,M,437.6,42.2
1280318,157.4,Sales,F,199.9,404.8
1280319,423.6,Sales,F,249.5,139.0
1280320,154.8,Sales,F,302.6,431.5
1280321,316.6,Support,M,383.0,260.3
1280322,55.8,Support,F,408.8,63.2
1280323,122.8,HR,F,165.1,75.8
1280324,481.2,Support,M,162.8,290.0
1280325,84.8,Engineering,M,355.1,93.5
1280326,169.0,Support,F,419.4,142.4
1280327,398.2,Engineering,F,153.9,354.9
1280328,72.9,Engineering,F,415.2,339.5
1280329,248.5,Support,M,169.0,406.6
1280330,99.8,Sales,F,78.3,423.3
1280331,336.4,Support,M,481.4,190.1
1280332,250.8,HR,M,381.1,76.4
1280333,41.5,Sales,M,13.5,463.4
1280334,338.5,Support,F,19.9,56.1
1280335,244.7,Engineering,F,295.6,64.5
1280336,459.2,HR,F,56.9,112.0
1280337,433.6,Engineering,M,126.5,393.4
1280338,361.0,Engineering,F,475.5,56.3
1280339,451.8,HR,M,409.6,172.1
1280340,64.4,Engineering,F,472.5,109.8
1280341,139.4,Engineering,M,192.3,339.3
1280342,477.5,Support,F,178.6,186.4
1280343,478.8,Support,M,173.3,456.3
1280344,51.5,Support,F,282.4,427.4
1280345,479.1,HR,M,121.4,76.4
1280346,122.1,Support,M,232.1,305.7
1280347,473.8,Sales,F,444.6,29.8
1280348,78.7,Engineering,M,223.9,268.2
1280349,474.6,Sales,M,472.1,356.7
1280350,441.9,Sales,M,475.7,129.3
1280351,435.9,Support,M,182.5,417.0
1280352,61.5,HR,F,202.9,410.3
1280353,112.6,Sales,F,158.0,166.0
1280354,35.0,Support,F,12.8,213.7
1280355,454.7,Engineering,F,259.2,66.2
1280356,370.7,HR,M,493.0,344.6
1280357,484.8,Support,M,239.8,52.0
1280358,135.9,HR,F,349.0,243.5
1280359,181.1,HR,M,205.2,389.9
1280360,25.9,HR,F,192.7,327.4
1280361,425.3,Support,M,18.3,465.0
1280362,416.8,Support,F,486.7,68.6
1280363,337.1,HR,M,159.2,490.5
1280364,465.5,Engineering,F,56.4,249.1
1280365,433.2,HR,M,23.4,377.3
1280366,471.4,HR,M,434.0,184.7
1280367,392.4,Engineering,F,293.7,375.1
1280368,323.4,Support,F,141.3,
1280369,352.7,Sales,F,474.4,339.5
1280370,398.5,Sales,M,194.4,284.9
1280371,169.8,Sales,M,337.8,17.1
1280372,26.1,HR,M,484.5,283.4
1280373,431.6,Engineering,F,241.8,429.3
1280374,354.3,Sales,F,442.9,233.0
1280375,184.8,Support,M,207.0,83.5
1280376,168.9,Sales,F,165.8,225.4
1280377,36.2,HR,F,234.7,96.7
1280378,388.9,Sales,M,309.2,421.4
1280379,48.6,Engineering,M,386.6,282.0
1280380,161.4,Sales,M,26.7,385.7
1280381,311.6,Engineering,F,392.1,288.0
1280382,12.9,Sales,F,251.8,181.4
1280383,83.7,Sales,F,107.5,223.1
1280384,203.4,Sales,F,235.6,218.6
1280385,145.9,Engineering,F,300.3,195.5
1280386,34.3,HR,M,285.4,440.9
1280387,420.0,Support,M,51.1,46.5
1280388,170.9,Engineering,M,439.4,149.7
1280389,75.4,Support,M,305.8,76.1
1280390,464.9,HR,M,498.9,457.4
1280391,62.3,Sales,F,25.9,32.5
1280392,280.6,Engineering,M,419.4,260.5
1280393,405.2,Sales,M,199.2,92.2
1280394,133.7,Sales,M,407.7,489.4
1280395,255.5,Sales,F,411.7,25.2
1280396,115.5,Support,M,287.3,135.7
1280397,187.2,Sales,F,236.6,72.3
1280398,131.9,Sales,M,381.0,254.9
1280399,226.8,HR,F,54.5,418.2
1280400,202.5,HR,F,195.1,280.3
1280401,80.2,HR,M,246.0,148.8
1280402,302.4,Engineering,M,251.0,382.7
1280403,56.9,Sales,F,34.7,406.0
1280404,78.5,HR,F,60.1,217.6
1280405,237.1,Support,M,258.5,124.0
1280406,208.2,Support,F,399.8,429.5
1280407,45.2,Sales,F,313.2,305.4
1280408,132.3,Sales,F,103.3,68.4
1280409,263.6,Engineering,F,474.3,223.0
1280410,198.7,Engineering,M,245.8,496.5
1280411,494.1,HR,F,131.9,336.3
1280412,42.6,Engineering,M,253.8,33.0
1280413,312.0,Support,F,213.1,373.9
1280414,26.5,Support,F,10.7,190.6
1280415,135.9,Support,M,419.2,387.8
1280416,194.0,Support,F,462.1,69.9
1280417,34.1,Support,M,334.6,308.3
1280418,226.2,Support,F,382.8,478.9
1280419,131.2,Engineering,M,342.4,185.0
1280420,479.9,HR,M,287.1,376.3
1280421,31.7,Sales,F,100.6,471.5
1280422,355.5,HR,M,414.4,297.6
1280423,86.5,Support,M,394.4,473.6
1280424,176.4,Support,M,343.1,132.6
1280425,324.0,Engineering,M,483.7,468.4
1280426,444.1,Support,M,50.6,48.1
1280427,449.8,HR,F,89.2,113.5
1280428,239.2,HR,M,372.6,331.8
1280429,20.0,Support,F,454.9,
1280430,415.5,Support,F,187.7,11.6
1280431,54.5,Sales,F,81.8,296.6
1280432,460.3,HR,M,498.5,410.1
1280433,217.9,HR,F,286.9,36.5
1280434,181.3,Engineering,M,274.2,194.3
1280435,191.2,Sales,M,174.1,178.2
1280436,151.0,Support,F,410.0,456.8
1280437,427.6,Sales,F,113.4,483.0
1280438,72.0,Sales,F,122.5,472.3
1280439,72.3,Sales,F,242.1,309.6
1280440,486.9,HR,M,104.6,295.5
1280441,355.3,Support,F,413.1,139.1
1280442,462.1,Sales,F,108.6,35.8
1280443,199.5,Engineering,F,381.9,
1280444,380.8,Sales,M,170.2,386.1
1280445,297.5,Sales,F,324.8,17.6
1280446,338.9,HR,M,280.5,379.7
1280447,133.8,Sales,F,335.7,178.7
1280448,34.1,Sales,F,30.5,311.4
1280449,171.0,HR,F,239.1,309.6
1280450,489.7,Engineering,M,378.2,333.4
1280451,174.9,HR,F,312.1,403.5
1280452,376.9,Engineering,F,88.0,453.5
1280453,470.9,Sales,M,437.6,270.4
1280454,436.3,Sales,M,175.6,176.3
1280455,389.7,HR,M,434.7,205.7
1280456,324.4,Support,M,18.9,295.5
1280457,304.5,Engineering,F,134.3,347.3
1280458,378.2,Engineering,M,469.5,94.3
1280459,109.0,Sales,F,69.1,446.6
1280460,311.4,Engineering,M,330.9,432.0
1280461,191.5,Support,M,39.1,315.2
1280462,391.6,Sales,M,280.9,17.7
1280463,430.7,Support,F,145.7,497.3
1280464,227.0,HR,F,491.2,177.3
1280465,471.0,HR,F,197.9,360.4
1280466,377.2,HR,M,171.8,191.6
1280467,462.8,Sales,F,216.6,351.0
1280468,452.5,Support,M,171.3,66.7
1280469,412.9,Sales,M,358.6,326.1
1280470,79.7,Sales,M,80.9,151.4
1280471,59.5,HR,M,124.3,229.5
1280472,436.4,Engineering,F,458.4,127.8
1280473,50.4,Support,M,129.8,334.3
1280474,95.8,HR,F,365.2,114.5
1280475,22.6,Engineering,F,352.7,436.9
1280476,399.9,HR,F,257.5,280.7
1280477,62.9,Sales,F,161.6,249.6
1280478,481.5,Sales,F,327.0,194.5
1280479,64.9,Sales,M,197.5,462.7
1280480,25.5,Support,F,258.7,312.0
1280481,442.0,Sales,F,324.6,140.2
1280482,329.7,Sales,F,72.5,101.1
1280483,241.0,Sales,M,205.7,413.5
1280484,255.5,Sales,M,376.7,319.1
1280485,167.5,Engineering,M,446.0,493.1
1280486,42.8,Support,M,463.6,225.3
1280487,407.7,HR,F,355.3,444.3
1280488,397.4,HR,F,255.8,388.2
1280489,489.0,HR,F,457.8,458.9
1280490,470.0,Engineering,M,392.9,200.4
1280491,284.7,Support,F,463.8,404.3
1280492,57.8,HR,M,360.5,441.3
1280493,364.7,Sales,F,111.0,311.3
1280494,77.0,Support,F,191.7,157.7
1280495,212.0,Support,M,144.6,134.3
1280496,86.8,Engineering,F,467.6,333.1
1280497,477.0,Support,F,411.1,477.1
1280498,87.6,Sales,M,106.2,413.5
1280499,451.9,Sales,M,142.2,341.2
1280500,417.8,Sales,M,474.9,276.9
1280501,188.1,Sales,F,383.3,65.9
1280502,21.9,Support,F,465.1,75.5
1280503,191.8,Engineering,F,339.6,68.2
1280504,47.8,Support,F,475.5,416.8
1280505,248.1,Engineering,M,276.7,214.5
1280506,14.0,Engineering,M,332.4,457.7
1280507,442.7,Engineering,F,379.7,435.3
1280508,235.0,HR,M,169.4,210.7
1280509,47.3,Sales,M,80.6,349.6
1280510,423.9,Engineering,M,408.8,178.4
1280511,176.2,Engineering,F,476.3,250.6
1280512,348.5,HR,F,24.0,44.9
1280513,90.2,Sales,F,233.4,177.5
1280514,358.4,HR,F,216.9,480.7
1280515,405.8,Sales,M,255.9,38.1
1280516,380.1,Sales,F,392.0,368.1
1280517,328.4,HR,F,184.3,17.4
1280518,424.5,HR,M,314.8,192.4
1280519,491.0,Engineering,M,375.3,302.5
1280520,112.6,Support,M,100.4,138.8
1280521,28.5,Support,F,166.2,210.3
1280522,107.3,Support,M,370.1,408.0
1280523,110.9,Support,F,80.9,293.5
1280524,83.4,HR,F,340.8,68.2
1280525,438.2,Support,M,72.0,277.7
1280526,170.0,Support,M,464.8,376.5
1280527,44.0,Support,F,337.9,69.5
1280528,157.1,HR,M,397.5,221.0
1280529,485.3,Engineering,M,109.1,203.7
1280530,424.8,HR,M,62.0,336.7
1280531,314.4,HR,M,280.7,474.2
1280532,272.9,Engineering,F,393.1,203.7
1280533,422.5,Sales,M,407.8,360.4
1280534,184.5,Support,M,56.8,17.0
1280535,108.8,HR,M,202.2,268.5
1280536,147.8,Sales,M,397.7,338.8
1280537,246.3,HR,F,197.1,115.2
1280538,447.6,HR,F,247.0,216.4
1280539,185.5,Support,F,385.7,449.3
1280540,94.2,Sales,M,351.9,176.0
1280541,423.1,Engineering,M,357.9,399.3
1280542,310.5,Engineering,M,449.1,220.9
1280543,165.7,Support,M,49.6,355.6
1280544,472.6,HR,F,267.5,12.3
1280545,129.4,Support,M,375.6,209.4
1280546,253.5,HR,F,475.5,205.9
1280547,274.3,HR,M,161.9,245.1
1280548,305.3,Support,F,147.1,35.8
1280549,325.4,HR,F,419.7,134.0
1280550,243.0,HR,M,185.8,204.6
1280551,371.9,Engineering,F,28.2,483.5
1280552,184.9,Sales,M,149.0,245.7
1280553,136.5,HR,F,294.5,184.5
1280554,463.1,Engineering,M,39.3,91.5
1280555,78.2,Engineering,F,485.1,495.0
1280556,404.7,Sales,F,395.1,454.5
1280557,191.0,Support,F,236.8,82.2
1280558,93.9,Support,F,354.3,315.3
1280559,75.5,HR,M,348.4,450.7
1280560,158.3,HR,M,180.0,287.5
1280561,103.2,Sales,M,264.2,206.5
1280562,265.5,Sales,F,158.7,309.8
1280563,371.2,Engineering,F,213.4,385.0
1280564,258.5,HR,F,361.5,270.7
1280565,419.8,HR,F,331.9,137.7
1280566,34.9,Support,F,190.3,195.5
1280567,454.7,HR,F,12.1,358.6
1280568,26.0,Engineering,F,244.5,10.4
1280569,93.0,Engineering,F,244.5,45.8
1280570,14.8,HR,M,398.1,464.1
1280571,346.0,Support,F,449.5,351.9
1280572,304.3,Support,M,253.8,301.2
1280573,25.3,Support,M,318.2,410.0
1280574,87.5,Engineering,M,78.5,205.0
1280575,179.9,Engineering,F,11.8,296.0
1280576,445.2,Sales,M,390.7,408.8
1280577,146.6,Sales,M,233.8,366.9
1280578,347.7,Sales,F,291.7,156.0
1280579,221.6,Engineering,M,475.9,181.9
1280580,136.2,HR,F,32.4,314.5
1280581,448.2,HR,M,19.5,294.5
1280582,243.6,Support,M,460.7,95.4
1280583,47.3,HR,F,349.5,184.4
1280584,56.8,Sales,F,328.6,117.8
1280585,489.5,Sales,F,320.1,290.5
1280586,377.8,Engineering,M,129.1,153.1
1280587,66.2,HR,F,321.1,85.6
1280588,286.9,HR,M,238.7,467.5
1280589,443.0,HR,M,22.0,118.2
1280590,496.6,HR,F,231.0,45.0
1280591,346.4,HR,F,408.3,
1280592,23.4,HR,F,53.2,320.4
1280593,294.9,Sales,M,419.7,428.6
1280594,194.4,Engineering,F,282.8,220.3
1280595,290.6,Support,F,17.2,469.8
1280596,397.4,Engineering,F,47.6,361.5
1280597,408.2,HR,F,325.7,299.3
1280598,42.7,HR,M,152.2,486.7
1280599,146.9,Sales,M,410.1,64.5
1280600,247.1,Sales,M,218.9,234.7
1280601,106.2,Support,M,89.9,121.2
1280602,20.6,Engineering,M,60.7,297.2
1280603,283.2,Engineering,F,327.7,79.9
1280604,273.6,Sales,M,130.5,72.4
1280605,370.6,Sales,M,136.9,106.1
1280606,373.4,Sales,M,124.8,428.3
1280607,114.5,HR,M,88.3,489.3
1280608,136.5,HR,F,341.3,144.2
1280609,297.0,Engineering,M,232.5,323.0
1280610,468.5,Engineering,F,292.6,221.8
1280611,141.2,Sales,M,352.6,124.1
1280612,334.5,HR,M,472.3,
1280613,216.5,Sales,M,207.7,129.9
1280614,462.8,Engineering,F,347.7,432.4
1280615,353.1,Engineering,F,483.2,135.8
1280616,87.5,Engineering,M,345.7,354.8
1280617,332.7,Support,F,238.4,365.3
1280618,373.0,Sales,F,449.6,87.1
1280619,245.3,HR,M,417.9,349.4
1280620,359.4,Sales,M,476.9,244.6
1280621,108.5,Engineering,M,439.3,347.0
1280622,241.2,Sales,F,90.7,38.4
1280623,123.1,HR,M,290.1,453.9
1280624,76.2,Engineering,M,233.0,290.1
1280625,166.0,Sales,F,462.2,289.5
1280626,372.6,Support,M,109.4,383.1
1280627,215.5,Engineering,M,120.8,288.5
1280628,466.8,Support,M,332.8,386.9
1280629,438.5,Support,M,473.3,158.3
1280630,122.1,Engineering,F,123.8,55.4
1280631,118.1,Support,F,19.3,329.3
1280632,198.6,Engineering,M,205.5,146.5
1280633,468.1,HR,F,365.3,321.9
1280634,197.4,HR,F,385.6,224.5
1280635,433.5,Support,F,178.9,456.3
1280636,312.6,Engineering,F,332.1,152.0
1280637,321.4,Support,F,194.4,300.1
1280638,316.4,Support,F,318.5,494.9
1280639,154.3,Support,F,378.6,314.8
1280640,343.2,Support,M,214.3,217.6
1280641,250.6,HR,M,292.2,346.6
1280642,12.9,Engineering,F,407.6,417.2
