DayID,AQI,PM25_Density,Temperature,RespiratoryAdmissions,RiskLevel
1060080,91.6,99.2,361.9,469.0,Low
1060081,73.1,95.1,100.7,436.4,Medium
1060082,139.9,236.4,364.0,394.1,Medium
1060083,469.4,136.7,129.0,175.6,Medium
1060084,401.2,89.0,348.3,256.7,High
1060085,27.4,486.8,399.5,387.3,Medium
1060086,483.6,49.5,400.2,347.2,High
1060087,89.9,458.9,193.2,256.7,Low
1060088,403.8,311.3,434.0,490.0,Low
1060089,133.0,169.0,380.8,499.5,High
1060090,223.2,414.5,197.3,302.9,Low
1060091,283.7,289.2,227.1,494.6,High
1060092,413.6,53.4,103.9,325.2,High
1060093,96.2,171.5,37.8,442.9,Low
1060094,415.7,200.4,286.0,260.2,High
1060095,183.0,90.2,422.0,162.4,High
1060096,363.2,229.3,187.1,255.5,High
1060097,391.4,108.1,445.6,454.1,Low
1060098,443.2,433.2,255.7,314.2,Low
1060099,217.2,315.1,299.5,183.7,Low
1060100,486.8,303.9,146.0,296.2,Medium
1060101,434.0,,326.0,94.7,Low
1060102,495.2,147.0,477.6,409.8,Medium
1060103,213.0,93.9,246.2,495.7,High
1060104,215.1,345.5,325.6,57.8,Low
1060105,367.1,242.1,472.2,312.5,Low
1060106,357.8,479.7,44.9,381.1,Low
1060107,199.3,447.0,36.9,237.6,High
1060108,29.5,161.5,88.1,182.8,High
1060109,186.6,80.6,371.2,131.9,Low
1060110,221.0,438.6,472.1,335.6,Medium
1060111,143.3,180.5,163.9,443.2,Low
1060112,38.2,26.6,48.1,496.4,Low
1060113,121.7,242.8,341.7,324.5,High
1060114,482.3,229.3,385.6,462.1,Low
1060115,136.8,457.2,181.7,171.8,Low
1060116,397.8,123.9,480.9,250.1,Medium
1060117,357.4,398.8,498.2,253.1,Medium
1060118,369.3,480.4,130.8,370.9,High
1060119,389.9,78.7,416.2,37.8,Medium
1060120,172.2,183.0,296.4,10.8,Low
1060121,477.4,391.3,210.3,279.9,Low
1060122,155.9,393.3,296.1,326.0,Low
1060123,73.4,120.5,84.5,38.7,Medium
1060124,52.7,162.1,442.9,132.5,Medium
1060125,44.0,346.1,78.2,207.9,Medium
1060126,164.2,32.3,382.7,253.3,Low
1060127,449.9,367.1,270.1,365.6,High
1060128,103.9,213.0,77.5,248.4,Medium
1060129,326.8,47.1,362.5,157.5,High
1060130,351.8,323.1,306.8,424.7,Medium
1060131,339.8,18.7,114.4,381.6,Low
1060132,149.5,98.5,43.5,286.2,High
1060133,323.9,497.2,368.2,39.2,High
1060134,94.9,84.1,468.5,475.5,High
1060135,427.1,382.1,274.1,252.0,Medium
1060136,189.7,93.1,112.6,194.9,High
1060137,173.7,444.3,277.6,89.3,Medium
1060138,212.9,191.6,255.5,475.0,Low
1060139,29.3,217.1,260.2,392.4,High
1060140,123.7,275.9,29.4,72.9,High
1060141,392.2,469.4,398.2,186.9,High
1060142,443.5,478.2,197.7,91.3,Medium
1060143,92.8,115.6,94.3,251.2,Medium
1060144,495.2,39.2,43.4,406.4,Low
1060145,379.1,95.5,117.2,320.4,High
1060146,166.7,285.8,438.6,372.8,Medium
1060147,125.3,376.9,148.9,106.1,High
1060148,374.5,457.9,448.6,52.8,Medium
1060149,383.9,435.0,215.0,26.0,High
1060150,495.5,390.3,377.0,455.0,Medium
1060151,195.9,241.0,273.1,314.9,Medium
1060152,40.1,481.6,112.3,258.4,High
1060153,329.2,71.6,202.1,315.4,Low
1060154,316.6,251.1,221.0,39.5,Medium
1060155,265.9,233.4,231.7,43.2,Low
1060156,492.3,49.7,228.3,102.9,Low
1060157,354.7,402.0,73.0,20.5,High
1060158,161.0,278.6,28.0,375.7,Medium
1060159,306.1,346.1,12.2,12.4,Low
1060160,222.8,139.7,81.0,121.4,Medium
1060161,230.4,303.7,50.4,161.1,Low
1060162,15.4,293.4,159.8,319.4,Low
1060163,326.8,86.2,345.9,482.4,High
1060164,250.8,487.4,312.9,362.8,Low
1060165,405.9,440.2,458.1,409.4,Low
1060166,97.7,376.3,443.8,55.7,High
1060167,32.4,120.1,324.1,305.9,High
1060168,317.8,495.3,10.4,309.4,High
1060169,134.7,352.6,490.4,274.2,Low
1060170,383.1,491.0,58.1,44.9,Medium
1060171,33.0,11.6,200.2,370.5,Low
1060172,337.3,367.6,291.5,299.3,High
1060173,491.0,195.1,170.6,466.4,High
1060174,425.2,433.3,180.7,185.3,Medium
1060175,496.0,368.3,453.8,115.2,Low
1060176,313.9,339.3,288.3,184.5,Low
1060177,322.4,437.0,127.9,327.9,Low
1060178,348.8,310.0,144.4,18.0,High
1060179,466.8,439.4,385.0,242.4,Medium
1060180,91.2,94.8,446.8,185.3,Medium
1060181,331.3,207.0,156.2,259.0,High
1060182,18.9,166.5,438.6,415.5,Low
1060183,193.3,428.4,275.6,343.3,High
1060184,382.1,339.8,136.4,442.1,Medium
1060185,342.8,243.1,190.1,76.6,Low
1060186,310.5,77.5,90.4,122.9,High
1060187,316.2,371.6,218.3,253.7,Low
1060188,274.7,452.3,499.7,375.3,Medium
1060189,240.3,102.2,497.8,211.8,High
1060190,290.9,295.2,262.9,121.3,Low
1060191,104.2,368.4,298.3,285.2,Low
1060192,443.2,179.3,137.2,380.2,High
1060193,170.0,485.9,44.9,59.7,Low
1060194,49.9,293.5,254.6,342.2,High
1060195,62.7,99.2,55.3,470.5,Medium
1060196,313.5,252.7,63.1,377.6,Medium
1060197,474.3,,430.7,248.6,High
1060198,412.2,74.2,413.0,423.7,Medium
1060199,96.2,397.0,498.8,178.8,Medium
1060200,415.4,310.7,467.0,107.8,High
1060201,329.9,284.4,363.9,383.0,Medium
1060202,159.7,176.4,435.9,52.8,High
1060203,317.5,232.4,318.4,72.5,Medium
1060204,400.2,384.3,240.9,483.9,Medium
1060205,117.9,369.0,296.4,175.4,Medium
1060206,28.0,144.9,471.2,277.5,High
1060207,391.6,140.6,283.7,244.5,Low
1060208,179.2,45.0,193.7,194.9,High
1060209,389.9,232.8,377.8,37.3,High
1060210,471.1,121.2,471.2,45.6,Medium
1060211,464.5,461.4,165.5,305.8,Low
1060212,153.4,239.8,200.1,403.4,High
1060213,328.3,32.7,333.2,301.3,High
1060214,237.1,147.2,494.7,469.5,Medium
1060215,376.1,475.2,142.4,19.4,High
1060216,345.9,473.2,436.5,418.1,High
1060217,396.3,394.5,295.9,330.9,Medium
1060218,53.2,29.2,385.2,193.3,Low
1060219,358.0,358.3,98.6,261.6,Low
1060220,465.2,99.9,156.6,192.5,Medium
1060221,207.8,495.7,429.7,491.2,Medium
1060222,315.1,486.6,17.6,204.2,Medium
1060223,13.7,390.7,347.3,115.4,High
1060224,28.8,315.2,371.9,369.0,Medium
1060225,69.2,370.6,284.4,316.5,High
1060226,256.1,196.6,342.2,155.6,Medium
1060227,318.8,20.9,310.6,21.5,Low
1060228,68.5,147.8,312.8,216.4,High
1060229,403.7,267.8,142.3,233.5,Medium
1060230,447.7,57.6,176.8,88.1,Low
1060231,413.4,360.4,310.7,66.4,High
1060232,170.0,31.7,137.6,116.9,Medium
1060233,489.8,367.5,180.3,22.2,High
1060234,12.6,227.0,138.7,497.8,Low
1060235,295.0,,96.0,394.5,Medium
1060236,288.7,385.2,465.6,456.8,High
1060237,66.1,169.7,249.9,330.0,Low
1060238,351.5,189.6,38.9,241.4,Low
1060239,219.0,164.6,74.2,123.8,High
1060240,222.7,152.3,360.3,34.1,Low
1060241,48.3,288.3,50.9,142.0,High
1060242,108.7,137.0,120.2,58.3,Low
1060243,111.7,87.9,441.8,184.8,Medium
1060244,193.7,118.7,87.8,469.5,High
1060245,247.7,430.8,358.4,80.0,High
1060246,333.5,82.8,367.6,235.9,High
1060247,228.8,35.5,39.8,312.5,Low
1060248,220.8,367.6,19.2,143.1,High
1060249,161.0,382.6,48.1,218.3,High
1060250,237.0,488.4,208.4,256.7,Medium
1060251,344.9,405.5,18.4,104.0,Low
1060252,467.3,128.9,482.5,495.6,High
1060253,187.0,82.5,68.7,28.7,High
1060254,134.0,446.0,339.5,271.5,Medium
1060255,356.7,349.6,425.2,307.9,High
1060256,176.4,488.3,354.8,283.8,Medium
1060257,314.3,465.0,257.3,167.5,Low
1060258,407.2,433.1,438.1,19.1,High
1060259,197.5,176.2,266.9,118.0,Low
1060260,304.3,310.0,193.4,42.7,High
1060261,87.3,149.1,434.1,430.7,High
1060262,372.4,375.3,404.8,255.2,Low
1060263,398.1,52.0,488.4,141.0,High
1060264,478.9,155.8,23.6,126.0,Low
1060265,319.1,196.4,428.2,301.5,Low
1060266,261.9,81.7,30.9,11.1,High
1060267,46.5,339.0,234.8,147.0,Medium
1060268,449.6,239.8,440.7,390.1,Low
1060269,392.4,264.3,204.1,132.7,Medium
1060270,206.9,300.9,182.1,332.5,High
1060271,211.3,243.3,401.8,269.5,Low
1060272,21.4,378.6,200.4,198.1,Medium
1060273,359.2,282.6,280.2,196.0,High
1060274,183.6,382.3,346.0,244.5,Medium
1060275,64.7,306.4,349.0,459.6,Low
1060276,78.6,396.8,261.2,82.5,Medium
1060277,201.8,18.3,228.6,223.4,Medium
1060278,109.8,51.2,180.4,445.0,Medium
1060279,94.9,239.5,74.9,428.6,Low
1060280,120.2,449.3,422.9,65.5,High
1060281,32.2,237.9,328.1,277.4,Low
1060282,220.6,427.6,60.1,115.0,High
1060283,73.5,166.6,474.2,324.4,Low
1060284,470.1,349.2,456.5,484.5,Low
1060285,226.3,380.6,139.3,37.0,Low
1060286,131.1,248.1,348.4,410.0,High
1060287,393.7,478.2,167.8,349.8,Medium
1060288,12.8,323.6,392.8,251.0,Medium
1060289,74.7,143.9,262.9,233.8,Medium
1060290,200.0,92.1,345.9,272.7,High
1060291,77.3,429.9,355.1,354.3,High
1060292,310.7,200.9,350.4,89.2,Medium
1060293,336.6,107.2,197.7,398.3,High
1060294,63.9,325.3,51.2,493.2,Low
1060295,162.3,372.3,103.8,129.7,Medium
1060296,51.8,214.4,361.1,118.1,High
1060297,337.6,221.4,361.0,137.5,Low
1060298,202.2,478.7,113.9,323.4,Low
1060299,314.5,325.2,12.1,127.7,Medium
1060300,151.9,345.0,468.3,156.1,High
1060301,474.0,60.7,160.0,352.3,Low
1060302,430.7,64.7,196.9,316.4,High
1060303,474.9,117.3,307.2,228.0,High
1060304,31.0,289.0,123.2,299.3,High
1060305,99.1,472.5,159.1,181.8,High
1060306,79.9,455.8,84.1,352.8,Medium
1060307,240.1,173.9,158.3,356.2,High
1060308,309.1,202.9,480.0,273.7,Medium
1060309,415.5,120.0,170.3,276.2,Medium
1060310,425.4,406.4,494.7,162.6,Low
1060311,65.5,233.3,253.4,239.6,Low
1060312,293.0,485.3,415.0,68.2,High
1060313,247.0,259.1,458.4,137.1,Medium
1060314,330.5,254.8,213.3,348.4,Medium
1060315,331.0,392.0,480.8,372.9,High
1060316,485.6,95.2,235.8,133.0,Low
1060317,144.9,287.0,180.9,124.6,High
1060318,151.9,138.9,114.0,472.1,Medium
1060319,250.1,401.4,244.0,26.4,Medium
1060320,436.9,104.2,497.1,313.2,Low
1060321,270.9,384.4,323.2,496.3,Low
1060322,37.6,212.0,389.0,367.4,High
1060323,476.9,266.4,229.6,365.8,Medium
1060324,125.8,87.7,463.3,327.1,Medium
1060325,415.2,330.1,182.3,134.5,Low
1060326,299.3,24.9,328.9,370.0,High
1060327,186.2,244.5,347.2,265.9,High
1060328,302.7,91.4,399.9,475.2,High
1060329,446.5,132.6,182.2,454.7,High
1060330,381.4,398.0,147.4,258.0,Low
1060331,353.9,464.9,497.0,391.0,High
1060332,37.8,377.1,248.5,368.5,Medium
1060333,119.7,346.7,348.5,128.6,Medium
1060334,356.0,209.3,430.0,36.1,Medium
1060335,180.8,463.4,61.0,69.2,Low
1060336,407.6,68.7,274.9,478.2,Medium
1060337,202.9,281.0,321.4,331.5,High
1060338,394.6,159.0,98.5,258.0,Low
1060339,351.3,171.8,269.1,10.8,High
1060340,283.2,403.3,374.1,488.5,High
1060341,367.0,166.8,114.6,376.6,Low
1060342,253.9,,373.4,469.4,Medium
1060343,391.9,221.2,85.6,303.9,Low
1060344,86.4,297.9,278.4,419.1,Low
1060345,118.6,460.9,93.8,326.6,Medium
1060346,94.8,227.6,59.2,190.7,High
1060347,438.3,67.5,469.5,207.2,High
1060348,294.3,156.4,368.9,21.7,High
1060349,98.2,468.2,463.7,318.5,High
1060350,208.5,403.3,179.3,206.7,Medium
1060351,74.0,176.2,118.2,356.6,High
1060352,334.3,,73.8,258.9,High
1060353,160.2,120.3,463.2,16.0,Low
1060354,249.6,58.8,143.7,48.6,Medium
1060355,169.8,243.1,281.6,415.6,Low
1060356,324.6,476.6,468.3,210.3,Medium
1060357,46.2,57.2,153.6,70.2,Low
1060358,85.7,325.9,153.9,41.4,Medium
1060359,64.7,478.7,13.7,397.8,Low
1060360,48.3,236.9,24.0,446.7,Medium
1060361,384.3,389.8,420.6,17.1,High
1060362,277.8,243.5,351.6,94.1,Medium
1060363,57.2,203.0,41.3,497.5,Low
1060364,324.1,395.6,499.8,403.6,Medium
1060365,53.2,99.5,440.2,169.0,Low
1060366,273.7,480.6,343.5,382.7,High
1060367,70.1,184.1,74.6,10.3,High
1060368,106.6,354.9,400.6,71.7,Medium
1060369,191.7,386.2,51.5,495.3,Low
1060370,102.5,345.8,462.7,79.0,High
1060371,100.1,323.6,385.4,416.8,Medium
1060372,327.8,202.5,432.2,274.6,High
1060373,317.7,15.0,87.4,201.2,Medium
1060374,277.4,492.0,199.0,360.8,Medium
1060375,98.4,215.4,381.6,113.9,High
1060376,12.8,184.8,434.3,18.9,Medium
1060377,364.2,13.9,418.6,67.6,Low
1060378,256.4,51.0,186.1,317.2,Medium
1060379,68.1,486.9,168.0,110.7,High
1060380,167.5,254.8,493.4,460.3,High
1060381,200.8,393.7,113.6,258.2,Low
1060382,421.8,371.0,398.8,385.8,Medium
1060383,42.4,440.7,277.7,273.6,Medium
1060384,158.1,361.9,70.6,451.4,Low
1060385,196.4,344.4,129.9,458.8,High
1060386,440.6,69.6,287.1,480.9,High
1060387,93.5,123.5,188.4,453.8,Medium
1060388,282.4,128.8,369.3,161.8,High
1060389,266.9,433.0,123.7,48.9,Low
1060390,457.6,13.2,221.9,471.2,High
1060391,449.0,475.3,437.7,15.1,Low
1060392,428.0,291.3,152.5,197.7,Low
1060393,467.1,174.9,324.5,113.1,High
1060394,123.7,477.6,71.7,17.4,High
1060395,216.3,481.9,327.1,381.4,Low
1060396,255.2,126.2,372.5,61.6,Medium
1060397,313.1,465.7,29.6,350.0,High
1060398,30.8,183.0,131.2,485.8,High
1060399,222.7,277.2,110.8,78.9,Low
1060400,262.5,157.4,196.7,324.6,Low
1060401,486.6,108.2,184.8,217.9,High
1060402,36.2,371.4,460.8,352.8,Medium
1060403,357.4,217.3,88.9,168.5,High
1060404,491.5,21.1,104.0,220.1,Low
1060405,18.9,281.0,317.2,497.8,Medium
1060406,253.6,297.2,422.6,288.2,High
1060407,102.3,55.5,269.7,216.3,High
1060408,280.1,89.4,236.3,394.3,Medium
1060409,120.7,244.3,422.8,219.8,Low
1060410,24.0,365.5,253.5,388.4,High
1060411,369.9,352.9,271.5,74.2,Low
1060412,262.6,492.7,96.5,471.4,Low
1060413,385.7,308.3,57.8,242.3,Low
1060414,24.6,72.2,485.1,390.4,Medium
1060415,283.2,116.4,178.0,19.3,Low
1060416,225.2,476.6,228.5,136.0,Medium
1060417,426.9,237.5,13.8,401.0,Medium
1060418,487.1,61.3,29.3,94.8,Medium
1060419,46.2,324.8,119.9,447.0,High
1060420,439.2,60.8,375.2,148.5,High
1060421,450.4,230.7,102.4,276.6,High
1060422,382.2,310.6,23.7,54.7,Medium
1060423,384.4,166.9,406.6,331.4,Medium
1060424,411.1,410.3,248.4,401.6,High
1060425,478.8,77.2,133.9,18.1,Medium
1060426,490.9,187.7,63.5,93.5,High
1060427,459.1,168.8,251.2,279.4,High
1060428,345.8,153.4,269.3,415.8,Medium
1060429,238.6,231.2,48.9,57.4,High
1060430,263.7,142.7,459.4,246.2,Low
1060431,196.6,353.4,453.6,210.9,Medium
1060432,362.9,484.6,166.3,95.5,High
1060433,248.1,25.2,195.8,172.1,Low
1060434,40.8,303.3,281.0,380.5,Medium
1060435,134.2,209.4,58.5,384.5,High
1060436,453.5,24.0,388.6,120.9,Medium
1060437,241.5,289.0,497.1,458.5,Medium
1060438,159.8,214.1,319.5,389.8,Low
1060439,44.6,265.7,363.9,466.6,High
1060440,10.1,360.1,128.4,237.2,Low
1060441,352.4,274.7,23.3,263.6,Low
1060442,359.6,408.0,431.8,164.1,Low
1060443,265.3,458.4,72.6,54.3,High
1060444,243.6,,164.0,403.4,Medium
1060445,414.9,362.2,148.1,475.7,High
1060446,419.7,422.7,92.2,272.5,High
1060447,135.3,278.9,33.6,481.4,High
1060448,422.1,411.3,189.9,94.8,Medium
1060449,370.9,275.1,19.5,472.1,Low
1060450,435.0,440.1,466.3,349.9,Low
1060451,27.7,70.0,73.4,307.4,Medium
1060452,281.0,138.2,82.2,33.9,High
1060453,77.2,238.4,394.5,437.8,High
1060454,313.2,239.9,176.0,49.0,Low
1060455,41.8,395.7,321.8,205.7,Medium
1060456,406.4,96.4,287.6,406.4,Medium
1060457,110.3,140.6,172.7,272.7,Medium
1060458,285.1,35.2,433.5,375.3,Medium
1060459,12.1,304.5,22.0,445.0,High
1060460,23.6,359.1,24.5,446.0,Low
1060461,486.4,204.5,347.7,291.0,Medium
1060462,314.2,349.3,167.4,239.8,Low
1060463,435.9,475.0,471.8,277.3,Low
1060464,423.5,68.7,442.4,109.2,Low
1060465,453.0,198.9,425.9,260.8,Medium
1060466,215.2,,437.5,61.3,High
1060467,386.3,24.4,93.9,104.0,High
1060468,202.8,441.2,198.3,442.6,High
1060469,326.4,90.5,99.7,303.3,Low
1060470,486.8,189.4,297.7,366.7,High
1060471,163.3,295.8,117.5,436.4,High
1060472,259.1,369.3,71.6,432.2,High
1060473,232.7,413.3,188.1,241.5,Low
1060474,213.6,453.2,286.3,410.8,High
1060475,70.0,421.6,473.7,342.2,High
1060476,39.6,357.5,327.8,352.8,High
1060477,255.4,188.9,426.3,338.2,High
1060478,142.5,485.7,185.8,142.9,Medium
1060479,240.4,185.3,301.9,405.0,Medium
1060480,376.3,407.7,479.8,430.7,Low
1060481,218.2,61.1,142.3,299.1,Medium
1060482,223.9,492.2,153.9,264.9,Low
1060483,18.7,467.8,322.9,258.8,High
1060484,408.4,160.5,45.2,354.6,High
1060485,241.3,198.0,220.6,22.8,High
1060486,36.2,260.2,376.1,39.1,Medium
1060487,48.4,275.5,322.5,405.7,High
1060488,70.8,277.9,149.9,73.6,Medium
1060489,202.1,309.1,256.6,75.4,High
1060490,426.7,62.2,164.6,225.0,Medium
1060491,137.7,394.9,459.0,183.1,Medium
1060492,113.4,219.3,463.7,61.6,Medium
1060493,428.2,400.7,460.2,332.4,Medium
1060494,489.5,200.4,26.2,128.8,Low
1060495,413.9,250.8,490.6,351.7,Low
1060496,70.9,277.8,383.9,181.5,High
1060497,297.9,491.6,273.4,97.9,High
1060498,261.2,442.6,326.9,488.4,High
1060499,325.3,375.0,161.7,384.8,Low
1060500,278.3,429.9,377.6,66.0,Medium
1060501,493.2,334.8,375.2,472.0,High
1060502,499.1,302.8,70.3,390.9,High
1060503,295.9,172.2,50.1,43.5,Low
1060504,358.1,146.8,191.9,207.4,High
1060505,342.4,487.9,151.5,311.4,Medium
1060506,129.9,241.2,20.6,469.2,High
1060507,430.9,164.9,419.5,293.0,Low
1060508,314.8,116.4,45.6,327.6,Low
1060509,413.9,332.8,37.3,329.8,Medium
1060510,303.8,332.6,227.6,53.3,High
1060511,318.2,207.8,187.3,368.4,Medium
1060512,378.2,338.9,450.3,67.8,Low
1060513,284.4,119.9,116.3,385.5,Medium
1060514,429.3,310.3,364.3,348.1,Low
1060515,62.2,330.3,77.4,75.3,Low
1060516,124.5,118.0,229.3,256.4,Medium
1060517,65.7,157.5,316.7,315.0,Medium
1060518,321.3,245.0,209.4,472.5,Low
1060519,484.0,252.6,288.0,436.0,Low
1060520,138.0,27.5,19.9,186.3,Low
1060521,411.4,266.8,132.7,438.8,Medium
1060522,80.6,476.9,78.0,84.3,Medium
1060523,390.8,241.1,391.0,125.2,Medium
1060524,402.6,262.2,399.9,230.6,Medium
1060525,131.1,346.4,155.6,175.4,Low
1060526,206.9,147.8,385.5,352.5,High
1060527,207.1,40.5,31.6,127.0,High
1060528,125.3,96.9,73.3,176.0,Medium
1060529,230.6,71.6,269.3,123.4,High
1060530,11.6,15.6,418.7,135.8,Medium
1060531,320.2,358.3,120.1,335.5,High
1060532,400.9,365.7,304.2,330.7,High
1060533,77.7,416.2,376.5,78.9,Low
1060534,334.0,65.2,278.3,498.0,Medium
1060535,47.5,206.1,397.4,177.7,Low
1060536,458.7,196.3,66.5,271.3,Medium
1060537,46.4,244.0,499.8,10.9,High
1060538,298.1,256.7,118.1,499.3,Medium
1060539,108.4,484.6,394.0,65.7,High
1060540,423.0,,154.2,303.9,High
1060541,446.4,266.8,152.2,436.0,High
1060542,174.8,456.8,376.1,289.8,Medium
1060543,491.6,127.7,306.9,11.4,Low
1060544,71.9,282.2,49.6,327.8,Low
1060545,271.8,449.7,245.5,10.5,High
1060546,259.2,192.1,461.6,28.7,Medium
1060547,146.6,307.8,127.7,471.5,High
1060548,249.3,249.2,88.4,303.7,Medium
1060549,440.5,242.4,377.3,198.9,Low
1060550,326.4,117.6,420.7,344.3,Low
1060551,138.7,195.8,271.5,449.7,Low
1060552,398.4,359.8,95.6,453.0,High
1060553,156.9,81.0,390.2,250.3,Medium
1060554,179.0,283.9,106.5,463.4,Medium
1060555,15.7,424.8,55.7,278.9,Low
1060556,157.5,431.9,236.9,95.3,High
1060557,135.0,116.1,161.1,235.1,High
1060558,207.1,91.8,403.3,257.4,Low
1060559,131.3,231.4,413.3,61.0,Medium
1060560,85.7,264.7,457.7,64.1,Medium
1060561,370.6,72.8,233.9,394.8,Medium
1060562,432.8,24.7,159.5,146.2,Medium
1060563,237.3,389.7,40.2,480.9,Medium
1060564,40.9,376.1,412.3,382.3,High
1060565,490.7,302.4,291.2,97.5,Low
1060566,97.6,250.0,445.7,475.5,High
1060567,268.9,70.7,260.7,157.5,Low
1060568,83.5,148.5,427.8,116.6,Low
1060569,455.1,128.8,438.3,144.4,High
1060570,214.7,317.8,308.6,59.0,Medium
1060571,390.8,399.5,108.4,352.9,Medium
1060572,225.8,454.6,324.2,249.1,Medium
1060573,458.3,329.6,454.1,333.5,Medium
1060574,117.5,58.7,491.3,324.2,Low
1060575,221.9,472.7,268.0,428.0,High
1060576,225.7,263.8,254.3,51.0,Medium
1060577,417.3,268.6,98.0,258.6,Low
1060578,100.7,409.4,233.8,291.8,High
1060579,139.1,449.3,384.7,235.2,Low
1060580,94.0,58.2,341.0,223.5,Medium
1060581,414.0,212.7,320.3,102.6,High
1060582,64.4,105.5,168.2,129.3,High
1060583,468.7,358.7,199.6,15.4,Low
1060584,109.0,89.3,215.8,77.2,Low
1060585,214.7,481.4,220.9,274.8,Medium
1060586,375.7,353.5,97.5,442.2,High
1060587,80.2,492.5,462.8,281.0,High
1060588,144.3,438.2,430.6,494.8,Medium
1060589,363.9,303.2,119.8,169.9,Low
1060590,269.1,345.5,197.1,227.6,Low
1060591,471.1,175.8,177.5,409.1,Medium
1060592,412.6,238.6,434.3,243.2,Medium
1060593,489.4,235.8,322.4,99.3,Low
1060594,491.2,321.6,270.0,259.2,High
1060595,162.8,160.4,371.9,292.0,Low
1060596,21.4,308.7,299.7,301.5,Medium
1060597,310.7,477.9,142.4,471.1,High
1060598,437.6,297.4,364.3,324.1,High
1060599,418.4,461.9,345.4,158.0,High
1060600,423.6,73.0,91.1,233.1,Medium
1060601,132.6,224.3,55.1,360.9,High
1060602,162.7,332.2,306.2,71.0,Low
1060603,399.0,420.7,133.0,387.4,Medium
1060604,154.6,293.6,10.0,436.4,High
1060605,67.8,160.9,254.7,252.3,Low
1060606,429.2,388.2,411.2,340.3,Medium
1060607,231.1,451.8,480.6,343.3,High
