ProjectID,TeamSize,DeployCount_Weekly,SuccessRate_Percent,RollbackTime_Mins,PerformanceScore
1740103,484.1,367.3,442.3,215.7,280.6
1740104,367.1,141.7,299.9,318.4,224.4
1740105,80.8,189.3,496.2,191.8,339.6
1740106,291.1,269.9,398.9,110.8,293.1
1740107,38.2,262.5,361.9,440.0,187.7
1740108,179.9,284.6,117.2,203.5,170.8
1740109,397.0,123.7,121.1,252.0,271.1
1740110,367.2,31.6,94.4,122.2,103.6
1740111,364.6,405.6,55.0,440.2,232.4
1740112,468.9,181.9,367.0,36.3,382.7
1740113,70.4,92.7,65.4,402.8,192.7
1740114,225.0,406.8,61.6,404.3,40.3
1740115,159.9,440.0,20.2,194.2,169.5
1740116,402.1,311.6,422.4,19.7,489.8
1740117,145.5,229.9,105.5,495.6,193.8
1740118,492.0,359.8,124.3,312.7,364.2
1740119,322.3,387.7,396.6,106.9,26.8
1740120,105.5,473.9,208.5,422.4,284.2
1740121,459.5,400.9,308.5,129.9,356.9
1740122,379.6,411.9,139.4,307.6,32.9
1740123,338.6,475.4,129.7,102.0,449.4
1740124,407.8,293.9,417.2,29.0,411.6
1740125,19.8,314.2,215.6,456.3,122.0
1740126,388.9,391.6,141.1,74.6,180.2
1740127,402.1,273.0,197.9,300.6,110.8
1740128,67.4,191.3,22.9,333.9,47.8
1740129,209.6,283.9,236.8,196.4,96.6
1740130,355.0,228.7,203.0,460.8,322.3
1740131,474.1,267.3,480.1,377.8,139.0
1740132,89.9,200.0,350.8,248.5,32.9
1740133,74.0,236.7,385.2,83.4,468.1
1740134,70.9,370.3,256.3,483.3,345.5
1740135,432.3,227.1,169.9,482.9,179.9
1740136,118.6,85.7,108.7,79.0,99.2
1740137,164.4,358.0,331.2,214.7,344.6
1740138,187.0,303.5,17.5,133.9,489.5
1740139,26.3,341.6,311.3,47.9,83.1
1740140,12.9,226.2,123.1,16.6,191.4
1740141,286.9,12.5,380.1,17.1,123.0
1740142,166.5,229.3,156.2,20.7,146.8
1740143,170.5,190.4,98.8,216.9,175.3
1740144,122.5,327.7,470.0,219.7,335.1
1740145,348.9,210.9,409.6,283.5,318.2
1740146,470.4,445.9,112.8,234.8,70.5
1740147,127.5,232.6,445.6,65.8,224.6
1740148,104.5,214.7,10.6,210.7,205.2
1740149,484.1,30.0,117.1,142.4,492.2
1740150,174.5,345.6,276.7,491.8,160.3
1740151,52.6,278.1,22.1,404.7,167.9
1740152,79.6,245.3,91.5,265.3,67.7
1740153,439.5,452.4,95.2,106.7,437.5
1740154,195.7,250.7,348.1,240.3,281.1
1740155,417.8,382.8,173.6,492.3,113.8
1740156,446.8,406.6,306.9,337.7,480.5
1740157,490.1,33.3,331.4,308.6,95.4
1740158,368.9,495.3,373.3,212.7,259.0
1740159,255.8,439.2,62.6,139.5,225.0
1740160,93.0,112.5,497.1,261.8,44.6
1740161,280.7,178.5,326.4,232.7,21.4
1740162,118.4,64.8,359.9,489.3,189.6
1740163,98.8,321.7,219.0,77.0,265.2
1740164,241.0,123.2,327.6,210.5,117.5
1740165,380.6,398.6,107.5,262.6,491.4
1740166,88.4,271.6,147.3,301.7,195.6
1740167,386.9,136.7,,183.3,492.8
1740168,202.3,213.9,267.3,315.0,78.5
1740169,492.5,328.6,315.6,222.6,456.7
1740170,397.5,79.9,67.1,132.2,93.5
1740171,41.5,491.9,273.4,435.4,149.6
1740172,336.5,66.1,247.1,394.6,364.3
1740173,225.5,308.8,244.6,105.4,359.8
1740174,281.0,67.7,247.3,181.5,325.6
1740175,317.9,325.0,130.9,418.9,332.4
1740176,353.8,224.9,400.5,262.0,175.7
1740177,412.0,287.2,370.9,356.3,205.8
1740178,161.9,242.2,154.0,231.1,453.4
1740179,297.5,80.9,244.8,299.6,139.6
1740180,359.4,379.2,305.3,336.6,312.6
1740181,150.6,341.3,227.8,76.7,154.7
1740182,95.5,80.9,304.8,85.5,494.1
1740183,438.3,349.8,496.8,401.4,441.5
1740184,168.5,293.9,214.7,78.5,35.1
1740185,382.7,284.7,253.7,192.0,143.6
1740186,119.6,467.8,152.9,139.5,17.0
1740187,69.1,374.2,91.5,35.4,109.1
1740188,199.4,436.2,338.9,217.4,238.5
1740189,302.0,219.1,114.6,371.7,492.0
1740190,415.3,15.9,478.8,217.4,355.6
1740191,110.9,95.8,306.9,384.0,387.8
1740192,294.9,389.4,424.5,116.7,408.8
1740193,315.4,134.0,489.2,310.9,192.4
1740194,231.4,144.5,128.7,318.5,351.7
1740195,26.9,321.6,411.6,442.9,34.4
1740196,143.0,423.0,300.6,138.6,262.9
1740197,198.6,257.2,378.4,40.3,374.9
1740198,162.2,302.2,90.5,186.8,234.3
1740199,350.3,337.6,342.1,497.1,328.8
1740200,177.6,311.1,338.6,231.7,406.4
1740201,489.3,343.4,266.9,385.8,370.2
1740202,149.8,364.8,280.1,52.2,339.2
1740203,132.1,488.9,411.6,362.3,135.9
1740204,148.1,121.8,33.6,383.6,33.3
1740205,294.0,432.0,76.5,228.3,70.6
1740206,359.0,433.2,380.3,276.0,349.5
1740207,302.8,187.4,302.2,400.5,266.4
1740208,308.6,389.9,380.5,329.4,353.8
1740209,252.1,167.6,187.2,423.4,327.8
1740210,270.4,180.1,15.2,148.0,118.3
1740211,33.7,33.0,361.5,262.2,490.7
1740212,310.8,493.1,365.2,27.2,144.6
1740213,290.0,77.0,302.6,102.0,175.9
1740214,450.7,459.1,126.2,460.7,494.5
1740215,473.2,263.3,206.0,93.6,399.6
1740216,243.4,86.6,51.7,227.4,25.9
1740217,11.7,23.5,496.5,71.3,473.9
1740218,316.1,405.8,292.6,205.6,26.3
1740219,38.8,250.8,419.2,148.8,210.2
1740220,161.5,174.3,391.9,197.9,152.5
1740221,88.4,428.0,410.1,93.9,466.1
1740222,15.4,88.4,452.1,172.8,155.7
1740223,36.7,404.9,387.4,363.5,47.3
1740224,470.7,66.8,153.2,423.3,322.7
1740225,204.3,345.4,404.6,311.1,365.7
1740226,98.1,432.2,29.0,279.0,67.5
1740227,407.6,325.1,50.3,477.7,45.6
1740228,495.2,431.3,488.2,188.1,490.0
1740229,153.9,347.6,384.5,162.6,215.0
1740230,230.4,42.9,153.9,421.3,127.0
1740231,136.3,316.8,392.5,457.6,310.9
1740232,457.1,372.6,,462.1,43.3
1740233,39.7,34.4,38.5,277.3,345.3
1740234,445.5,10.1,56.3,170.9,392.8
1740235,218.9,39.1,83.1,388.0,265.8
1740236,426.4,20.3,430.7,296.8,55.7
1740237,308.5,358.0,24.1,377.6,119.1
1740238,80.0,355.4,151.4,151.2,456.1
1740239,282.9,434.1,106.7,426.5,17.3
1740240,106.7,380.9,465.0,24.4,73.6
1740241,250.4,121.3,13.7,309.1,391.8
1740242,180.5,218.6,421.0,52.2,416.7
1740243,74.1,412.8,374.5,38.0,405.1
1740244,311.7,184.8,106.5,201.8,474.2
1740245,461.3,363.4,328.1,315.6,88.9
1740246,250.1,358.7,243.6,338.4,75.0
1740247,43.7,394.9,61.2,282.7,87.7
1740248,230.6,366.1,376.2,323.0,150.1
1740249,121.6,288.3,276.5,229.4,310.6
1740250,103.9,449.7,296.3,452.1,38.3
1740251,454.4,377.1,386.3,294.6,334.7
1740252,212.0,92.1,18.8,363.9,382.2
1740253,62.0,121.4,165.4,192.6,319.1
1740254,433.2,329.4,359.8,97.7,73.0
1740255,483.1,469.6,75.9,47.9,272.2
1740256,413.8,96.6,357.8,17.9,415.9
1740257,367.4,145.8,252.8,465.6,465.1
1740258,228.9,145.0,377.7,408.4,89.0
1740259,126.8,28.0,147.7,379.6,169.8
1740260,237.1,145.9,467.4,406.0,438.3
1740261,45.3,433.3,401.5,40.6,482.4
1740262,60.8,202.5,253.7,99.6,483.5
1740263,360.7,79.1,157.5,105.7,263.4
1740264,235.4,439.5,348.7,334.4,357.5
1740265,120.8,296.2,244.8,296.6,271.0
1740266,443.9,306.2,270.9,125.3,220.3
1740267,441.0,277.1,254.9,451.6,142.0
1740268,321.1,116.8,315.9,113.5,414.8
1740269,480.0,137.5,187.6,370.1,57.0
1740270,151.1,321.4,58.5,256.6,306.8
1740271,409.2,439.8,277.4,128.2,162.8
1740272,142.3,83.6,286.6,50.8,49.4
1740273,69.1,351.1,291.2,397.6,119.0
1740274,311.2,330.7,55.3,491.1,180.4
1740275,60.8,370.4,414.5,456.8,440.5
1740276,194.3,162.5,341.1,397.6,367.0
1740277,33.8,59.6,341.6,145.4,56.4
1740278,271.2,55.1,80.7,300.5,267.3
1740279,198.5,308.5,102.9,479.6,31.7
1740280,16.0,450.5,483.3,461.0,155.7
1740281,99.3,325.0,256.9,299.9,76.8
1740282,341.6,17.9,228.6,263.2,122.1
1740283,407.6,199.6,422.4,334.7,285.3
1740284,246.3,91.5,45.1,259.7,361.2
1740285,104.6,431.0,246.1,298.1,277.1
1740286,16.6,189.8,228.2,432.2,278.5
1740287,333.4,334.2,482.5,427.8,245.4
1740288,286.1,259.8,212.9,310.6,274.8
1740289,109.7,106.5,213.7,185.8,245.2
1740290,327.1,213.3,205.3,319.5,438.2
1740291,279.2,249.3,434.9,83.5,442.1
1740292,220.0,305.8,358.1,414.6,77.1
1740293,70.1,295.7,117.6,60.9,108.8
1740294,347.3,109.0,107.7,212.9,130.2
1740295,496.5,355.7,317.0,491.5,304.8
1740296,123.4,239.1,352.7,193.5,196.1
1740297,304.8,109.7,22.2,495.5,202.8
1740298,114.0,156.5,199.7,92.9,225.7
1740299,234.9,447.8,339.6,310.6,359.0
1740300,122.8,385.8,63.0,324.5,473.6
1740301,84.9,152.7,451.4,197.9,129.9
1740302,57.6,61.2,102.9,116.7,156.7
1740303,282.2,183.5,490.5,348.6,276.4
1740304,241.8,134.9,460.8,81.4,372.3
1740305,423.4,224.0,323.4,209.2,161.1
1740306,123.6,138.0,412.7,136.3,449.7
1740307,264.0,349.6,457.2,244.5,306.5
1740308,254.8,218.8,348.0,280.1,177.6
1740309,87.3,458.5,,186.9,273.3
1740310,431.3,165.8,417.0,391.6,327.1
1740311,61.8,213.3,205.9,276.2,368.3
1740312,211.6,270.3,485.2,447.4,494.6
1740313,446.1,146.8,410.0,451.1,383.3
1740314,287.6,41.1,148.1,259.2,329.7
1740315,202.1,130.9,305.8,30.3,349.7
1740316,129.7,21.8,149.3,22.6,114.2
1740317,268.1,103.8,399.5,479.4,13.7
1740318,338.3,264.5,390.1,487.9,369.1
1740319,439.8,326.2,76.7,311.1,342.0
1740320,461.0,476.3,316.6,32.3,170.3
1740321,72.0,327.1,38.2,429.3,174.1
1740322,158.4,334.3,477.4,253.0,205.1
1740323,457.2,104.8,419.7,141.3,96.6
1740324,442.8,31.2,318.0,296.1,255.2
1740325,112.5,472.3,429.1,114.1,359.8
1740326,117.2,330.3,11.9,344.4,428.3
1740327,286.4,160.9,110.7,235.3,493.8
1740328,456.4,318.3,333.5,20.2,386.2
1740329,361.5,270.1,25.3,273.9,96.3
1740330,492.6,396.0,280.8,245.3,55.9
1740331,67.4,49.7,349.6,238.5,18.2
1740332,268.9,176.2,69.7,499.2,56.9
1740333,104.2,363.5,316.0,383.9,211.9
1740334,126.8,168.2,379.4,355.2,145.9
1740335,82.8,54.3,73.3,426.8,488.7
1740336,264.3,291.0,441.1,264.6,48.5
1740337,326.9,131.9,212.0,288.9,109.3
1740338,15.8,44.9,410.5,338.7,299.6
1740339,444.4,341.3,41.6,145.4,172.7
1740340,100.6,203.2,275.2,291.9,316.2
1740341,173.5,152.8,266.3,482.4,282.5
1740342,314.4,468.1,405.7,279.3,95.0
1740343,391.8,275.8,406.7,137.9,223.2
1740344,233.6,32.1,94.5,489.8,58.3
1740345,118.7,188.7,269.1,257.6,45.2
1740346,18.1,478.7,218.6,430.3,196.1
1740347,182.0,422.5,92.1,364.6,383.8
1740348,105.0,181.8,336.0,499.9,36.1
1740349,136.2,496.3,214.7,440.6,279.0
1740350,32.7,410.4,123.9,44.7,189.4
1740351,429.9,334.0,247.4,469.1,483.7
1740352,447.5,232.1,189.2,463.2,341.6
1740353,208.3,387.2,210.1,329.4,386.8
1740354,83.7,431.6,416.0,22.8,82.9
1740355,35.6,247.4,134.6,278.1,238.7
1740356,104.4,438.3,326.3,349.3,144.6
1740357,453.6,489.7,349.4,176.1,231.9
1740358,189.4,291.0,182.4,261.6,40.6
1740359,28.9,69.4,332.5,157.6,489.2
1740360,79.7,138.1,146.2,476.1,180.2
1740361,382.9,424.0,236.5,129.7,169.8
1740362,325.1,232.0,366.4,70.8,497.3
1740363,188.6,73.7,190.6,29.5,76.3
1740364,491.6,179.5,351.7,274.7,133.9
1740365,165.4,406.1,223.2,64.0,12.6
1740366,180.3,57.3,169.7,84.9,256.9
1740367,306.1,415.1,273.7,163.5,317.4
1740368,408.1,487.5,142.9,119.1,240.8
1740369,227.1,266.5,118.0,215.8,192.4
1740370,96.1,412.0,333.8,259.5,79.0
1740371,357.8,203.2,110.2,480.9,72.3
1740372,63.5,368.7,78.8,376.1,461.2
1740373,373.1,362.9,474.0,140.9,141.8
1740374,41.7,424.1,222.0,82.9,103.0
1740375,395.0,17.5,361.5,361.2,54.2
1740376,429.9,127.9,484.1,35.6,32.3
1740377,448.2,378.6,376.5,256.0,273.2
1740378,375.3,33.3,392.0,380.9,401.6
1740379,228.8,176.5,486.6,421.6,288.9
1740380,317.2,124.7,338.5,76.1,450.3
1740381,494.5,148.9,,88.9,236.2
1740382,408.5,113.7,378.4,248.9,75.9
1740383,355.9,338.5,444.8,393.4,442.9
1740384,359.7,356.1,392.4,178.2,480.1
1740385,155.4,316.8,97.5,163.0,307.4
1740386,410.5,280.7,24.3,180.1,380.9
1740387,417.8,337.6,405.6,157.0,256.8
1740388,469.0,414.8,168.3,273.5,56.9
1740389,490.7,304.4,55.9,16.2,438.3
1740390,113.1,238.8,276.7,315.5,10.3
1740391,46.3,237.0,,210.8,217.1
1740392,248.3,302.7,145.5,426.6,444.4
1740393,276.9,277.5,375.4,455.6,430.8
1740394,472.0,142.7,319.2,87.1,60.3
1740395,27.9,268.5,18.0,384.2,297.7
1740396,278.1,304.3,420.4,277.7,466.5
1740397,459.0,200.3,239.4,56.7,31.8
1740398,384.4,388.7,371.7,456.1,449.7
1740399,158.0,209.0,196.3,79.2,443.1
1740400,410.7,259.5,476.9,364.3,351.1
1740401,185.1,360.5,84.6,410.7,181.8
1740402,381.7,422.5,304.1,390.8,38.3
1740403,452.0,113.3,276.0,155.6,255.2
1740404,135.5,164.0,368.9,52.0,45.1
1740405,294.9,337.2,303.5,231.9,107.5
1740406,364.2,414.9,352.1,416.0,229.3
1740407,302.9,49.3,333.6,384.3,244.2
1740408,34.9,81.7,207.0,458.8,163.8
1740409,321.1,439.2,350.6,105.9,264.0
1740410,414.5,340.0,334.9,489.0,229.9
1740411,160.4,177.7,215.5,277.4,64.8
1740412,55.4,416.6,162.1,63.2,361.3
1740413,319.5,145.5,419.6,452.4,100.4
1740414,144.5,155.9,326.6,77.6,303.7
1740415,358.1,480.3,86.1,199.0,417.2
1740416,179.9,240.0,371.8,99.8,47.6
1740417,266.0,380.2,38.8,225.6,304.9
1740418,39.9,181.4,179.7,383.5,43.4
1740419,315.1,159.5,306.8,224.9,18.9
1740420,298.4,317.5,167.2,52.7,333.9
1740421,188.3,217.7,15.6,297.2,187.7
1740422,170.8,176.1,485.9,26.4,324.6
1740423,343.3,97.2,373.4,286.0,90.2
1740424,445.7,337.9,486.4,40.6,14.2
1740425,258.1,416.0,62.4,416.6,221.9
1740426,258.7,152.6,312.1,258.8,305.3
1740427,260.5,119.0,113.3,257.9,81.1
1740428,37.2,165.6,351.6,134.9,252.7
1740429,281.6,163.6,457.1,94.8,194.8
1740430,359.2,329.6,342.3,311.6,223.5
1740431,316.1,358.4,172.7,383.2,378.3
1740432,434.1,355.8,38.1,408.1,384.3
1740433,74.3,50.5,346.7,23.4,296.3
1740434,223.5,211.5,97.8,76.0,432.1
1740435,250.3,81.0,140.3,180.7,302.0
1740436,428.1,122.9,478.4,41.6,279.7
1740437,330.3,11.7,319.6,278.3,350.1
1740438,13.5,279.2,291.5,351.4,183.0
1740439,426.2,219.5,241.5,468.3,19.6
1740440,199.7,36.1,299.6,56.3,301.6
1740441,88.6,163.9,353.0,397.7,465.9
1740442,245.4,156.8,318.6,373.4,465.6
1740443,197.3,409.5,391.1,79.8,17.9
1740444,405.0,218.9,270.1,389.8,440.3
1740445,440.0,342.9,449.1,215.0,128.7
1740446,329.3,149.4,279.9,321.8,124.8
1740447,142.7,476.0,285.2,209.0,97.7
1740448,127.3,450.2,434.3,225.0,248.2
1740449,11.4,200.3,154.2,335.5,184.8
1740450,446.6,89.9,217.1,239.2,29.4
1740451,50.3,68.7,117.0,414.8,177.7
1740452,426.3,225.7,247.7,33.1,122.1
1740453,345.0,13.8,413.9,197.3,15.1
1740454,71.4,85.7,114.9,20.5,44.8
1740455,170.8,185.0,256.6,239.1,486.1
1740456,365.2,46.4,308.6,397.5,380.0
1740457,58.8,124.0,94.4,394.8,280.1
1740458,58.4,83.3,210.1,440.2,332.0
1740459,230.7,248.5,111.6,270.6,230.2
1740460,474.4,377.2,118.2,327.8,184.5
1740461,156.2,258.6,82.5,369.7,445.6
1740462,132.8,226.7,478.7,147.4,218.0
1740463,43.1,400.2,347.1,263.0,174.4
1740464,353.4,240.2,19.6,202.7,35.6
1740465,40.0,305.6,373.9,65.5,45.8
1740466,264.2,416.1,214.9,166.6,188.2
1740467,400.4,32.8,146.6,375.5,437.6
1740468,206.2,317.6,110.7,384.8,322.5
1740469,278.0,379.8,199.9,454.8,487.5
1740470,339.7,24.4,372.5,209.7,98.9
1740471,52.9,89.7,301.9,284.5,298.1
1740472,449.0,401.2,41.4,171.4,369.5
1740473,175.1,43.8,162.4,217.9,246.1
1740474,331.0,407.6,382.7,478.3,498.8
1740475,444.0,408.6,357.5,183.7,410.0
1740476,132.3,42.1,102.3,322.8,434.4
1740477,224.1,216.2,354.1,317.7,361.7
1740478,83.7,258.3,389.5,90.7,418.4
1740479,134.6,436.0,141.8,499.8,191.7
1740480,413.9,111.0,369.2,133.1,462.2
1740481,29.3,357.4,437.8,430.1,394.6
1740482,339.5,41.6,377.5,124.3,162.7
1740483,430.7,18.3,167.5,286.7,110.6
1740484,393.6,318.1,463.8,121.5,244.3
1740485,144.8,184.7,150.0,498.0,411.6
1740486,185.3,495.5,491.6,311.3,73.1
1740487,426.8,450.8,240.7,413.0,93.1
1740488,87.2,417.4,397.4,430.6,386.4
1740489,453.8,349.3,180.9,181.4,237.2
1740490,493.4,11.4,46.4,314.4,287.1
1740491,126.1,85.5,134.6,416.8,434.8
1740492,51.7,403.5,229.1,375.9,213.1
1740493,415.3,14.7,409.4,211.0,221.8
1740494,18.8,296.7,170.9,86.1,54.2
1740495,207.0,46.2,14.5,125.4,377.7
1740496,197.3,171.9,281.9,73.2,445.0
1740497,270.3,52.8,121.2,122.6,83.5
1740498,363.3,480.9,391.5,88.2,397.1
1740499,54.0,497.5,243.6,160.4,241.0
1740500,334.4,188.4,399.8,367.6,239.4
1740501,466.6,80.3,154.8,55.8,131.6
1740502,20.5,328.5,337.8,306.2,103.5
1740503,456.4,14.7,78.0,226.0,67.3
1740504,262.9,148.4,336.1,100.5,140.2
1740505,174.3,311.1,496.3,311.9,225.8
1740506,442.1,92.6,377.1,477.7,302.4
1740507,452.4,367.7,63.9,349.1,82.6
1740508,475.1,369.0,133.6,297.1,42.6
1740509,310.3,480.7,485.6,294.1,269.0
1740510,66.4,248.7,304.2,307.6,485.8
1740511,441.7,145.1,262.5,344.4,386.5
1740512,139.7,485.6,54.0,170.7,238.7
1740513,256.1,170.3,117.6,28.6,79.2
1740514,177.7,137.5,426.6,348.5,197.4
1740515,353.4,412.1,261.4,186.3,420.3
1740516,136.8,463.0,180.8,75.8,280.9
1740517,196.4,114.5,473.2,309.8,94.3
1740518,10.7,302.9,179.8,74.4,419.5
1740519,180.5,442.8,465.1,388.2,60.1
1740520,97.4,30.5,191.7,79.0,331.7
1740521,104.1,275.2,230.5,190.7,66.5
1740522,21.8,64.5,24.4,316.7,494.2
1740523,89.5,335.7,108.3,90.4,410.1
1740524,340.2,84.1,14.3,114.2,384.2
1740525,44.4,41.5,470.1,174.9,299.2
1740526,170.8,73.3,283.1,402.6,103.2
1740527,391.8,446.9,258.0,324.1,118.5
1740528,230.3,444.7,367.3,468.3,41.6
1740529,361.2,292.8,219.8,178.2,238.5
1740530,400.3,193.2,443.8,405.5,162.3
1740531,89.8,213.8,56.4,123.5,364.8
1740532,416.1,54.1,399.7,313.2,389.2
1740533,326.9,401.5,290.1,463.7,402.8
1740534,297.9,29.0,73.8,99.7,208.5
1740535,474.7,145.0,230.4,167.4,240.2
1740536,268.9,182.7,,109.9,11.6
1740537,364.2,157.6,60.9,179.2,440.2
1740538,54.5,323.6,37.1,178.2,471.6
1740539,195.4,201.6,63.1,274.8,299.4
1740540,116.9,453.1,379.0,148.7,412.9
1740541,346.9,420.8,32.3,177.6,316.0
1740542,97.3,101.2,195.3,486.4,49.7
1740543,290.3,159.9,486.9,140.8,165.5
1740544,164.2,261.4,254.7,283.3,460.0
1740545,129.3,436.0,447.3,294.1,341.9
1740546,413.4,216.2,403.1,111.5,449.9
1740547,443.1,318.6,271.3,99.7,342.9
1740548,397.9,90.1,274.0,201.6,101.2
1740549,399.6,211.3,403.3,112.0,334.0
1740550,14.3,107.0,12.9,233.3,153.3
1740551,371.3,137.7,53.3,491.9,68.2
1740552,355.9,182.6,236.9,156.5,263.9
1740553,198.3,104.9,241.3,459.7,137.1
1740554,60.8,412.6,445.2,61.4,248.2
1740555,115.6,73.0,350.5,485.0,222.3
1740556,346.3,126.0,68.1,124.5,397.4
1740557,333.6,271.7,313.9,234.5,45.1
1740558,468.7,23.8,318.3,187.6,297.5
1740559,346.0,21.6,206.4,54.3,256.7
1740560,17.8,208.7,249.5,275.6,232.2
1740561,431.6,329.0,228.9,189.0,249.4
1740562,21.6,334.4,490.7,39.0,412.6
1740563,117.2,26.9,361.0,219.1,285.3
1740564,117.9,280.1,193.9,429.0,115.4
1740565,347.5,327.2,128.9,409.6,486.4
1740566,49.8,406.1,23.1,265.3,405.1
1740567,141.1,149.7,337.2,470.0,63.4
1740568,206.6,295.7,314.6,123.4,199.8
1740569,423.1,401.6,23.7,313.5,382.5
1740570,123.2,221.0,269.9,61.0,399.7
1740571,420.1,117.6,207.2,289.8,484.4
1740572,491.5,396.7,390.4,320.6,121.8
1740573,474.1,202.0,,205.0,152.9
1740574,386.7,464.0,452.2,110.0,390.6
1740575,420.6,156.6,,150.9,468.3
1740576,398.8,231.2,224.2,153.1,439.4
1740577,476.7,65.7,142.2,65.6,208.3
1740578,21.0,278.7,447.1,317.9,441.3
1740579,110.9,132.0,108.1,179.2,76.2
