ProjectID,TeamSize,DeployCount_Weekly,SuccessRate_Percent,RollbackTime_Mins,PerformanceScore
1340064,71.4,131.9,184.5,281.7,27.5
1340065,71.1,50.7,268.6,122.0,325.0
1340066,353.3,348.1,281.7,120.3,233.3
1340067,388.8,323.9,64.4,41.1,191.4
1340068,497.4,36.3,463.8,349.0,15.7
1340069,216.7,59.5,132.6,191.5,412.8
1340070,147.3,312.4,29.1,172.3,491.9
1340071,171.0,474.0,368.1,188.8,403.5
1340072,36.6,321.9,442.9,438.3,31.5
1340073,419.5,358.4,92.7,411.2,298.8
1340074,19.0,310.2,266.4,370.4,434.5
1340075,356.7,96.4,268.4,104.3,341.2
1340076,280.6,476.4,184.1,167.8,24.0
1340077,26.2,372.5,68.7,17.3,236.1
1340078,134.1,127.5,32.4,131.3,429.5
1340079,421.6,59.6,317.5,477.4,73.5
1340080,239.1,384.1,408.1,219.5,410.3
1340081,390.3,229.2,307.0,318.1,198.8
1340082,358.0,149.3,466.2,147.8,225.7
1340083,229.3,387.8,18.2,172.6,137.7
1340084,338.2,400.6,450.5,414.3,156.7
1340085,49.1,296.4,314.7,474.3,83.8
1340086,340.2,416.7,79.3,357.5,480.2
1340087,366.8,458.9,67.1,299.6,350.4
1340088,479.9,383.8,41.1,141.3,259.4
1340089,359.8,209.4,226.0,465.5,97.8
1340090,372.3,399.6,86.7,173.9,250.3
1340091,498.6,180.2,319.9,137.9,477.5
1340092,389.7,126.8,116.1,331.9,130.6
1340093,64.1,456.0,280.2,94.6,276.1
1340094,235.8,52.8,272.0,341.1,34.2
1340095,397.3,309.6,85.5,46.7,169.5
1340096,19.5,215.3,489.8,336.0,248.4
1340097,367.5,290.0,299.9,426.4,370.3
1340098,214.5,107.3,359.4,62.3,100.5
1340099,177.6,417.3,457.7,213.3,186.5
1340100,76.7,129.8,,174.8,399.5
1340101,79.2,367.7,78.1,93.8,121.8
1340102,230.0,202.3,219.5,19.7,338.2
1340103,216.8,426.6,451.8,29.8,324.1
1340104,314.4,283.2,264.3,362.5,155.5
1340105,21.7,474.5,359.6,141.2,86.2
1340106,254.3,255.9,60.4,365.5,68.8
1340107,173.9,290.4,254.6,197.9,180.4
1340108,230.2,128.2,163.1,306.9,317.7
1340109,494.9,101.7,263.1,44.8,52.2
1340110,499.8,490.5,464.2,232.2,159.7
1340111,382.8,352.3,349.6,469.5,48.8
1340112,87.5,367.7,139.0,357.4,342.5
1340113,287.5,476.2,232.6,209.4,448.0
1340114,249.4,304.5,89.9,283.3,378.3
1340115,173.4,380.6,489.2,113.0,498.6
1340116,275.7,134.4,214.7,405.9,358.6
1340117,492.1,455.1,462.1,199.0,344.1
1340118,195.4,200.7,355.0,352.9,412.9
1340119,94.3,205.7,449.0,194.0,241.9
1340120,320.1,339.0,,287.1,241.3
1340121,74.1,244.8,29.1,423.4,252.9
1340122,438.4,143.4,291.9,283.9,70.2
1340123,268.5,356.8,242.7,469.4,365.1
1340124,80.8,358.2,263.7,170.7,435.4
1340125,46.9,444.4,293.5,44.0,307.7
1340126,486.8,266.5,459.4,65.6,330.8
1340127,478.8,15.1,346.1,190.0,337.5
1340128,28.9,68.8,322.0,181.6,367.4
1340129,476.9,411.2,397.0,70.2,392.7
1340130,358.4,91.7,476.7,194.7,264.6
1340131,174.8,279.4,279.6,49.4,354.6
1340132,100.2,194.0,327.3,238.5,287.3
1340133,64.9,41.3,66.9,373.4,339.6
1340134,84.5,21.6,46.7,98.9,251.4
1340135,499.0,199.1,186.4,213.8,155.6
1340136,325.7,21.1,115.9,99.6,106.7
1340137,222.1,117.7,428.1,62.3,74.0
1340138,225.9,115.3,29.1,187.7,471.3
1340139,266.7,34.4,364.2,158.2,139.6
1340140,401.8,444.4,419.5,490.9,435.4
1340141,189.6,120.1,326.8,237.7,458.9
1340142,335.1,87.2,130.8,55.9,289.5
1340143,226.0,137.3,305.6,257.2,60.4
1340144,325.8,419.5,38.4,437.1,401.4
1340145,233.4,140.6,11.4,235.5,227.3
1340146,469.1,337.5,296.1,410.4,283.6
1340147,345.1,247.5,279.2,64.1,206.8
1340148,185.5,142.3,233.1,27.6,195.5
1340149,270.4,479.6,97.0,140.3,421.0
1340150,285.6,33.5,110.8,228.1,391.8
1340151,179.9,137.8,190.3,244.6,134.8
1340152,59.6,372.3,243.8,10.9,275.9
1340153,172.0,86.5,165.9,283.6,348.4
1340154,277.1,156.8,145.7,125.2,396.0
1340155,352.8,84.0,345.5,158.3,243.8
1340156,321.2,477.9,321.0,409.4,140.8
1340157,435.3,168.2,81.3,482.2,400.8
1340158,396.2,331.7,386.5,56.2,354.6
1340159,377.3,417.3,385.3,450.6,307.6
1340160,487.9,95.5,116.7,385.9,495.9
1340161,364.2,384.2,365.9,85.6,150.3
1340162,448.5,61.8,323.8,349.9,245.5
1340163,110.0,85.1,367.1,328.2,60.8
1340164,232.5,172.1,379.4,33.3,330.7
1340165,365.8,479.0,356.4,197.4,290.1
1340166,395.2,454.4,49.2,305.8,294.9
1340167,251.4,367.1,301.3,260.4,302.0
1340168,298.6,168.6,430.0,115.9,463.3
1340169,438.9,211.4,164.9,380.9,291.8
1340170,236.1,483.4,311.1,84.0,414.8
1340171,253.6,200.1,205.5,412.0,310.9
1340172,120.5,342.1,427.6,289.1,125.2
1340173,110.5,102.0,444.8,23.7,249.2
1340174,91.9,139.1,345.2,216.8,338.7
1340175,325.3,123.8,304.6,303.9,396.3
1340176,461.5,358.6,267.3,499.8,289.1
1340177,211.1,252.2,326.1,324.2,309.6
1340178,117.2,31.0,17.6,418.2,401.9
1340179,439.1,89.5,222.3,111.9,344.5
1340180,193.0,14.2,159.0,281.3,135.7
1340181,254.2,221.2,241.9,219.9,469.5
1340182,38.5,387.2,266.0,221.7,473.4
1340183,353.4,19.5,379.8,96.3,344.1
1340184,314.2,85.8,355.3,359.6,318.6
1340185,185.0,295.9,235.7,182.7,69.4
1340186,353.4,317.4,382.7,340.5,161.7
1340187,272.1,250.4,192.1,144.2,294.9
1340188,473.0,115.5,399.1,18.3,109.8
1340189,492.9,216.2,148.3,317.0,131.9
1340190,33.0,433.1,459.3,83.1,450.5
1340191,83.6,369.1,103.4,48.7,394.8
1340192,388.7,243.8,19.6,274.0,116.9
1340193,446.6,175.7,214.9,272.1,325.8
1340194,459.4,140.3,270.4,58.5,158.9
1340195,296.1,237.9,491.7,77.3,240.8
1340196,87.2,40.1,270.2,252.3,182.8
1340197,119.1,75.2,44.2,342.0,304.3
1340198,469.0,56.8,418.1,465.4,159.1
1340199,282.8,210.8,226.7,182.7,280.1
1340200,248.3,246.4,274.1,346.9,367.2
1340201,217.2,268.4,57.1,134.0,388.9
1340202,114.8,445.7,401.5,254.4,308.1
1340203,234.8,455.6,135.5,210.2,145.9
1340204,437.7,282.2,48.4,366.2,131.9
1340205,362.3,496.6,212.7,318.5,359.6
1340206,419.8,116.4,288.9,71.4,233.7
1340207,204.6,81.0,268.5,83.7,192.3
1340208,75.7,374.7,482.6,227.4,278.3
1340209,411.8,180.2,91.3,137.9,444.4
1340210,467.1,100.9,472.6,372.5,137.3
1340211,266.2,100.0,472.4,470.6,132.8
1340212,289.2,87.6,206.9,273.7,387.2
1340213,382.7,152.7,121.0,251.9,237.6
1340214,477.0,473.7,135.9,68.1,225.3
1340215,362.7,143.6,243.8,197.6,117.8
1340216,294.6,97.7,213.0,168.6,190.3
1340217,497.2,419.2,180.7,298.2,378.4
1340218,283.6,171.0,309.3,407.2,416.6
1340219,220.2,425.3,467.0,238.1,307.6
1340220,416.3,77.9,481.9,42.4,210.4
1340221,354.9,18.5,190.9,214.9,86.5
1340222,428.2,347.2,224.9,369.7,496.7
1340223,323.2,352.8,406.8,392.2,495.0
1340224,211.8,489.6,314.2,260.0,144.6
1340225,198.0,10.9,191.6,48.4,319.8
1340226,473.3,218.1,332.6,345.7,266.5
1340227,477.2,418.3,158.4,250.8,121.9
1340228,374.3,195.0,110.7,310.0,72.1
1340229,108.2,405.7,389.3,15.4,295.3
1340230,301.9,87.2,258.0,362.6,296.7
1340231,454.1,131.3,437.5,215.8,384.9
1340232,186.0,336.7,41.4,436.8,187.6
1340233,371.0,348.1,210.1,271.0,442.8
1340234,315.9,136.5,456.5,70.9,67.5
1340235,31.5,81.1,146.0,115.4,251.0
1340236,250.7,328.9,271.4,185.1,476.5
1340237,272.8,456.5,101.0,40.3,482.7
1340238,481.6,82.5,403.5,93.1,230.4
1340239,345.0,279.1,466.1,231.0,133.1
1340240,217.2,127.8,251.6,110.5,60.7
1340241,47.5,454.1,193.0,322.0,442.1
1340242,204.2,82.9,441.1,54.6,183.3
1340243,395.0,493.9,287.4,345.5,52.8
1340244,33.4,384.1,269.9,444.9,263.1
1340245,318.8,31.0,403.8,436.6,171.7
1340246,50.3,383.2,224.5,183.8,285.9
1340247,113.2,351.7,355.7,483.3,114.6
1340248,479.9,467.4,272.9,488.0,138.6
1340249,266.9,26.9,90.9,259.6,325.8
1340250,89.7,419.6,462.4,277.3,226.3
1340251,75.5,125.5,307.9,386.6,301.0
1340252,203.7,383.9,269.1,128.8,170.2
1340253,468.6,44.3,228.5,65.8,275.0
1340254,125.9,108.8,262.6,153.7,331.7
1340255,138.8,476.4,329.7,400.6,305.1
1340256,303.7,267.9,312.8,29.3,494.2
1340257,322.3,460.3,449.7,360.8,277.5
1340258,115.2,322.9,230.3,249.0,234.5
1340259,342.7,386.0,98.9,77.4,319.2
1340260,28.7,472.1,354.2,372.0,258.6
1340261,175.1,354.2,291.1,159.7,292.9
1340262,102.8,23.4,198.6,469.3,435.2
1340263,182.0,359.1,478.8,60.4,154.7
1340264,399.2,321.6,206.4,360.6,95.4
1340265,148.6,276.1,123.5,207.2,214.4
1340266,320.2,380.0,297.8,362.0,199.9
1340267,142.7,304.7,252.2,468.8,163.9
1340268,426.4,142.3,44.0,201.6,483.5
1340269,398.8,313.0,147.1,75.6,325.6
1340270,293.6,385.2,29.8,433.4,497.7
1340271,445.6,182.7,79.9,246.8,33.1
1340272,56.3,375.8,206.2,244.0,272.3
1340273,438.6,382.9,450.1,103.7,318.1
1340274,134.3,240.9,498.6,428.3,16.1
1340275,136.8,291.7,,421.0,166.6
1340276,447.0,493.1,274.2,122.7,359.2
1340277,39.1,49.5,258.2,484.6,313.9
1340278,52.5,165.5,175.2,470.4,119.2
1340279,57.0,439.9,345.7,212.8,375.2
1340280,497.6,285.9,46.9,67.9,248.1
1340281,16.2,260.9,292.9,260.3,103.8
1340282,236.2,57.6,116.5,155.8,191.7
1340283,422.8,340.3,116.8,325.9,424.7
1340284,144.8,379.7,22.7,87.4,381.4
1340285,196.7,417.1,447.0,272.1,430.6
1340286,47.4,26.7,346.5,230.3,208.8
1340287,56.7,429.4,10.0,83.6,327.1
1340288,284.3,413.7,342.7,176.2,182.8
1340289,177.5,347.1,60.1,310.5,347.7
1340290,88.6,281.5,45.3,388.2,258.1
1340291,481.4,342.6,38.9,99.8,268.2
1340292,478.9,99.2,326.6,357.7,336.2
1340293,349.2,81.0,366.7,454.7,393.5
1340294,295.3,346.8,229.4,360.7,379.6
1340295,336.0,126.2,232.0,496.9,37.0
1340296,152.2,364.2,114.6,121.0,337.4
1340297,157.5,404.9,363.6,188.2,440.0
1340298,299.1,61.3,277.4,330.4,295.9
1340299,93.5,129.3,167.8,228.5,494.0
1340300,206.0,187.0,365.7,204.4,69.1
1340301,360.0,382.6,454.2,395.3,435.6
1340302,368.1,475.7,427.6,27.5,407.2
1340303,370.9,166.1,,255.8,304.6
1340304,164.2,44.4,480.9,350.8,246.2
1340305,98.1,339.4,52.3,404.8,190.4
1340306,155.3,413.7,470.7,368.6,468.2
1340307,166.4,332.0,263.4,146.5,284.9
1340308,92.9,355.0,361.7,288.7,368.2
1340309,394.5,258.6,279.7,174.2,390.5
1340310,198.1,225.0,494.9,410.7,81.5
1340311,81.9,149.9,65.9,289.4,179.2
1340312,80.6,322.6,467.8,48.0,417.6
1340313,247.0,145.9,374.9,42.5,162.0
1340314,479.7,228.6,103.6,385.3,299.4
1340315,348.0,166.1,66.9,22.0,11.0
1340316,77.5,392.9,195.4,129.3,483.9
1340317,132.9,325.1,65.5,205.2,466.6
1340318,53.2,232.7,316.9,219.7,158.4
1340319,126.1,360.0,66.0,182.6,259.6
1340320,342.3,169.9,495.4,198.9,285.3
1340321,49.0,86.1,165.6,430.1,406.6
1340322,433.3,475.5,423.5,98.8,470.8
1340323,164.9,216.2,239.1,110.6,390.8
1340324,94.6,308.3,440.0,308.5,131.8
1340325,104.8,92.3,295.5,131.5,251.0
1340326,67.4,55.4,252.6,242.7,229.4
1340327,444.3,242.1,136.7,477.4,219.9
1340328,94.9,496.2,298.1,336.2,382.3
1340329,185.5,311.4,183.3,475.4,71.7
1340330,287.9,91.1,142.1,285.6,103.9
1340331,81.3,128.9,389.6,297.9,409.4
1340332,26.6,367.6,473.1,441.3,328.3
1340333,83.5,300.1,336.6,477.1,212.2
1340334,306.2,389.1,229.0,334.7,164.1
1340335,498.8,199.8,305.5,141.4,300.0
1340336,482.7,383.9,437.2,115.4,109.3
1340337,493.9,360.0,404.7,223.8,238.9
1340338,490.8,351.0,152.5,439.8,201.3
1340339,402.8,230.3,118.1,159.2,223.3
1340340,93.7,217.1,132.7,303.0,262.0
1340341,382.5,123.1,416.7,22.1,105.9
1340342,425.5,211.9,,95.2,310.8
1340343,86.9,245.8,321.9,316.8,71.5
1340344,449.2,284.8,382.4,56.0,73.9
1340345,105.4,379.0,377.2,67.6,315.1
1340346,235.5,484.5,263.2,238.8,460.6
1340347,57.0,464.0,334.6,225.8,64.9
1340348,435.6,28.0,84.7,209.3,277.5
1340349,140.6,277.0,490.0,163.4,321.8
1340350,429.3,19.8,32.0,386.3,434.3
1340351,365.4,222.6,248.8,383.5,403.5
1340352,341.9,470.4,11.4,395.2,418.5
1340353,387.0,82.3,178.2,226.2,436.6
1340354,15.6,276.6,439.0,132.9,74.5
1340355,294.8,484.3,264.3,440.6,339.5
1340356,79.8,326.7,188.5,281.8,72.3
1340357,302.3,21.6,135.7,168.5,487.0
1340358,442.7,242.1,454.1,477.2,418.9
1340359,396.1,61.7,238.3,448.5,305.9
1340360,266.3,184.5,227.0,282.8,23.8
1340361,84.0,73.7,138.4,49.2,245.5
1340362,333.4,487.7,35.2,92.3,21.7
1340363,491.3,498.3,57.6,307.8,87.3
1340364,424.0,338.1,458.1,428.6,307.8
1340365,419.2,393.2,443.4,407.7,250.5
1340366,10.4,254.9,498.4,216.2,307.7
1340367,54.5,207.0,173.0,133.7,276.0
1340368,448.5,441.8,391.9,467.4,381.8
1340369,335.4,434.9,76.6,412.9,196.1
1340370,251.2,418.1,49.0,415.0,467.7
1340371,435.4,115.2,445.9,25.2,16.8
1340372,196.8,263.9,240.6,248.7,116.5
1340373,83.1,405.6,111.6,146.9,325.3
1340374,438.0,475.8,76.2,322.4,45.3
1340375,113.2,339.9,410.7,336.0,155.4
1340376,405.2,312.4,389.5,412.3,468.5
1340377,257.1,15.5,169.8,245.2,72.4
1340378,103.5,342.9,384.0,210.5,478.0
1340379,27.2,218.8,155.2,47.4,441.8
1340380,428.7,112.3,185.9,192.3,152.0
1340381,254.1,162.1,133.8,170.7,308.4
1340382,444.8,393.2,407.1,78.5,261.7
1340383,390.4,133.2,125.7,218.4,187.1
1340384,473.4,120.9,286.7,485.2,157.7
1340385,468.0,279.3,390.0,327.8,52.8
1340386,225.3,330.6,256.0,153.2,355.4
1340387,140.7,351.4,378.7,172.2,134.0
1340388,27.6,400.9,495.4,380.7,266.8
1340389,396.4,318.2,481.7,58.5,391.2
1340390,322.1,224.3,443.9,219.1,142.5
1340391,123.4,207.0,335.1,271.7,251.8
1340392,407.1,206.7,260.4,443.9,183.3
1340393,164.6,60.4,212.2,360.2,466.0
1340394,104.6,383.9,35.5,295.2,418.7
1340395,139.7,193.6,496.5,174.6,365.7
1340396,130.8,276.5,470.4,400.4,21.5
1340397,279.1,179.2,287.2,309.2,451.8
1340398,159.6,109.5,180.1,110.5,17.0
1340399,362.2,286.9,57.7,390.0,335.1
1340400,106.7,173.4,183.7,32.2,272.7
1340401,182.3,325.8,108.7,373.4,472.7
1340402,91.4,90.1,42.5,471.7,55.4
1340403,25.1,29.9,389.6,439.9,419.2
1340404,228.0,290.1,159.2,253.5,168.5
1340405,369.8,126.1,167.2,494.9,45.8
1340406,60.1,111.1,96.1,477.9,393.1
1340407,52.4,288.1,160.8,137.4,404.2
1340408,491.7,150.3,388.2,299.0,351.9
1340409,214.9,177.8,102.6,437.2,41.1
1340410,353.9,422.9,459.0,260.0,414.1
1340411,276.7,373.0,109.0,343.4,264.1
1340412,377.1,418.0,90.7,60.0,414.5
1340413,42.0,116.3,157.9,56.1,127.4
1340414,485.4,343.3,77.2,441.7,360.1
1340415,233.8,274.0,180.5,200.0,122.9
1340416,210.5,178.7,334.3,265.9,289.1
1340417,27.0,349.9,333.1,472.3,384.2
1340418,412.0,294.6,,496.5,111.1
1340419,224.0,99.3,293.5,239.2,303.8
1340420,36.2,368.1,429.0,330.9,84.2
1340421,419.1,265.4,217.1,249.3,67.1
1340422,267.2,271.3,276.3,307.1,139.8
1340423,281.2,98.3,173.0,82.0,101.8
1340424,365.9,367.2,256.3,416.0,232.1
1340425,358.0,77.6,360.3,94.5,435.5
1340426,70.8,21.3,226.6,59.6,344.8
1340427,499.3,368.9,17.6,376.1,258.5
1340428,399.3,247.1,265.1,418.3,130.3
1340429,393.8,390.1,32.0,155.9,478.6
1340430,59.1,212.4,304.9,408.1,245.7
1340431,419.5,317.1,180.2,268.9,224.2
1340432,192.8,307.3,266.6,360.1,409.9
1340433,378.6,228.2,290.8,300.3,77.6
1340434,240.9,455.1,194.6,208.8,149.0
1340435,369.3,230.3,163.9,154.4,88.9
1340436,367.2,153.7,82.6,254.3,246.9
1340437,111.9,475.0,148.8,89.1,356.7
1340438,299.6,213.5,265.6,301.8,362.8
1340439,67.7,325.2,270.2,497.1,487.7
1340440,166.8,292.5,253.8,364.1,116.4
1340441,383.6,338.2,383.8,91.5,371.5
1340442,88.3,345.1,96.5,101.3,372.7
1340443,119.6,470.1,281.5,360.8,395.5
1340444,224.3,346.4,419.0,196.7,153.0
1340445,499.3,180.4,127.5,369.1,420.0
1340446,50.5,150.9,445.5,115.3,222.6
1340447,203.4,280.7,35.4,164.7,391.7
1340448,238.6,461.3,434.2,187.0,273.9
1340449,421.3,23.2,224.0,15.9,345.0
1340450,270.8,459.9,298.8,52.1,409.9
1340451,252.3,39.7,49.6,383.7,403.4
1340452,306.4,100.1,124.0,225.1,364.2
1340453,112.7,246.1,271.7,400.6,289.9
1340454,453.7,20.2,477.6,101.2,181.7
1340455,165.6,471.0,46.5,215.6,296.1
1340456,32.4,92.1,195.7,406.1,353.0
1340457,209.0,454.2,131.2,154.1,497.5
1340458,299.7,197.8,167.2,70.4,67.5
1340459,207.9,493.5,413.6,411.2,217.1
1340460,257.1,415.7,401.4,59.2,54.4
1340461,152.9,144.9,419.0,407.5,438.0
1340462,412.9,339.7,256.5,50.2,329.0
1340463,28.7,386.6,203.4,319.4,350.2
1340464,141.1,374.5,242.2,123.5,70.1
1340465,17.3,287.6,290.9,441.9,274.0
1340466,218.2,138.9,409.6,114.9,215.7
1340467,230.5,471.1,19.8,225.9,381.4
1340468,90.7,26.2,163.7,298.8,285.3
1340469,62.2,450.2,326.9,416.6,86.0
1340470,42.7,80.7,411.8,480.9,28.0
1340471,486.4,112.7,372.2,167.7,388.7
1340472,475.1,111.4,70.6,488.4,366.0
1340473,135.4,365.1,112.9,436.8,444.6
1340474,73.6,327.2,65.2,285.0,36.4
1340475,480.1,140.3,64.1,204.0,204.5
1340476,65.3,218.8,204.9,359.2,229.3
1340477,73.6,126.3,236.4,289.0,277.8
1340478,260.0,21.3,299.6,255.3,359.6
1340479,394.0,306.7,13.2,379.2,248.9
1340480,372.0,85.1,212.5,335.0,66.7
1340481,456.0,322.8,226.0,310.8,283.9
1340482,491.4,442.2,157.3,191.4,341.9
1340483,419.2,219.3,135.0,457.9,202.7
1340484,192.7,435.8,312.0,16.1,290.6
1340485,337.0,478.0,488.0,441.8,306.4
1340486,252.9,233.8,469.5,472.6,356.3
1340487,146.5,307.0,431.9,33.2,150.9
1340488,324.3,226.8,93.4,192.4,97.5
1340489,218.9,190.0,202.2,96.9,45.2
1340490,468.0,494.6,403.5,402.4,208.9
1340491,460.7,270.4,144.4,433.9,267.3
1340492,250.2,473.5,341.3,381.7,171.9
1340493,257.3,128.0,98.1,230.4,107.6
1340494,313.6,472.2,447.2,42.5,183.3
1340495,498.0,220.5,216.3,91.4,206.1
1340496,414.4,412.5,165.7,33.0,141.5
1340497,155.0,409.2,499.0,210.8,343.0
1340498,10.5,91.1,264.0,465.8,385.7
1340499,376.5,297.4,18.5,324.5,147.6
1340500,174.5,161.3,313.1,55.9,307.8
1340501,280.5,374.2,186.3,137.3,121.5
1340502,278.2,319.1,105.8,348.4,351.3
1340503,72.6,153.1,80.2,375.1,461.2
1340504,342.3,207.8,372.7,317.8,41.5
1340505,350.0,343.6,211.2,95.4,465.6
1340506,23.3,409.8,94.7,377.0,432.3
1340507,150.5,332.2,70.0,20.5,384.1
1340508,324.9,326.8,431.5,181.2,128.6
1340509,299.9,195.3,359.8,62.0,257.8
1340510,184.4,36.9,244.5,331.9,214.6
1340511,13.6,325.0,162.5,414.5,487.8
1340512,466.6,482.8,54.5,100.9,189.9
1340513,181.1,249.7,198.6,244.5,358.7
1340514,152.9,379.2,163.9,259.5,480.5
1340515,343.4,209.9,477.1,69.6,316.1
1340516,491.8,290.0,303.0,343.2,200.4
1340517,295.2,92.1,266.6,299.9,108.9
1340518,261.2,487.5,465.2,366.8,204.6
1340519,157.0,137.6,381.8,224.1,249.7
1340520,338.9,226.4,411.9,98.9,126.6
1340521,27.1,265.1,261.3,256.4,110.3
1340522,197.4,69.9,71.3,107.3,150.2
1340523,33.2,17.9,238.2,85.8,165.9
1340524,474.3,384.9,315.5,154.1,414.0
1340525,373.5,395.0,451.4,237.5,289.8
1340526,334.9,185.3,365.9,379.6,388.0
1340527,343.4,34.0,270.4,319.1,257.2
1340528,336.5,78.1,221.9,205.4,220.7
1340529,266.6,497.6,461.4,272.8,263.0
1340530,126.1,132.7,244.1,68.6,28.4
1340531,121.9,305.6,453.7,264.5,66.0
1340532,171.1,283.9,431.7,464.0,345.3
1340533,448.0,92.8,431.9,410.0,74.9
1340534,18.2,62.8,365.1,373.3,319.0
1340535,80.4,478.2,212.1,348.8,311.0
1340536,167.2,481.3,415.3,306.7,453.7
1340537,496.8,336.1,206.3,250.9,442.0
1340538,228.9,251.6,80.1,213.0,286.9
1340539,346.8,404.8,63.5,95.2,121.3
1340540,192.6,180.6,442.0,492.9,66.0
1340541,154.3,366.4,256.4,41.9,236.4
1340542,145.8,438.2,74.6,454.9,433.0
1340543,90.4,197.7,118.9,44.3,441.0
1340544,183.2,100.6,204.1,133.4,171.3
1340545,365.6,383.2,75.3,238.3,455.8
1340546,169.9,427.2,145.3,310.0,350.3
1340547,399.3,307.4,332.9,470.7,147.9
1340548,126.3,38.1,146.5,144.6,432.4
1340549,338.7,379.7,251.0,44.4,221.2
1340550,469.3,55.4,275.8,452.9,414.0
1340551,317.4,268.9,251.4,182.5,289.6
1340552,292.9,44.6,283.3,162.3,289.3
1340553,488.5,227.9,171.9,480.0,180.9
1340554,232.7,267.6,,317.5,139.9
1340555,14.5,289.3,330.6,192.9,343.3
1340556,340.5,403.5,289.0,35.0,465.2
1340557,240.3,336.2,197.1,43.7,41.9
1340558,403.1,342.4,,406.5,26.2
1340559,225.5,281.2,437.0,178.1,285.2
1340560,58.2,279.0,463.1,477.0,376.2
1340561,17.9,121.4,25.5,326.7,61.5
1340562,327.2,328.5,382.5,463.3,384.2
1340563,15.3,195.6,35.0,183.5,425.7
1340564,454.0,89.8,471.2,484.5,164.3
1340565,153.6,243.9,277.9,198.5,145.7
1340566,103.0,121.0,354.9,448.3,206.5
1340567,429.7,307.2,471.7,420.7,41.8
1340568,234.1,61.8,230.9,335.0,414.2
1340569,81.1,27.8,268.4,63.3,483.9
1340570,408.3,68.0,253.7,40.3,441.2
1340571,94.8,161.4,329.0,145.0,17.7
1340572,224.5,328.1,276.1,450.5,331.0
1340573,105.4,439.6,91.8,207.9,254.4
1340574,97.1,22.7,365.8,125.5,239.2
1340575,371.1,101.7,306.5,188.1,135.2
1340576,145.2,471.5,106.5,232.1,228.0
1340577,499.2,131.5,55.2,460.4,399.5
1340578,415.8,270.8,23.9,440.2,272.6
1340579,67.3,360.0,137.6,92.5,497.5
1340580,274.9,245.3,351.0,346.2,329.0
