SectorID,TreeCanopyCoverage_Percent,AlbedoValue,SurfaceTempCelsius,PopulationDensity,HeatIslandSeverity
1590085,38.0,75124.0,110.2,71.7,115.4
1590086,59.6,58436.0,135.5,119.3,93.1
1590087,53.8,52126.0,145.2,75.4,104.2
1590088,46.0,72729.0,149.2,99.3,90.6
1590089,28.8,42014.0,108.3,85.2,117.2
1590090,17.7,62539.0,146.9,99.2,91.9
1590091,49.6,44414.0,160.1,55.0,106.5
1590092,50.5,57014.0,81.4,94.9,78.1
1590093,50.8,37239.0,120.8,94.7,52.6
1590094,56.2,56491.0,128.8,110.1,106.5
1590095,64.0,75096.0,162.3,105.7,96.7
1590096,65.2,54606.0,148.4,78.4,114.4
1590097,35.0,73575.0,56.5,120.7,58.1
1590098,9.2,89560.0,173.0,75.9,124.8
1590099,27.4,32653.0,114.1,93.8,101.2
1590100,69.9,98868.0,88.3,100.5,70.6
1590101,62.5,47879.0,156.4,105.0,86.1
1590102,26.5,56311.0,112.9,39.5,77.7
1590103,31.7,40855.0,165.7,121.8,39.6
1590104,34.7,54267.0,157.4,136.3,94.7
1590105,30.6,52218.0,124.2,88.2,110.1
1590106,61.5,83008.0,75.8,69.1,80.3
1590107,83.4,82531.0,91.9,111.5,76.1
1590108,44.8,68753.0,136.5,81.3,89.5
1590109,71.6,36312.0,159.4,91.0,95.6
1590110,28.7,77200.0,150.2,136.9,137.7
1590111,64.4,63347.0,173.9,99.1,94.0
1590112,49.9,86012.0,56.3,46.0,97.9
1590113,49.3,43303.0,110.7,90.6,129.5
1590114,50.0,84220.0,156.9,120.4,133.8
1590115,69.9,52440.0,134.4,107.8,139.6
1590116,53.9,76543.0,128.4,119.0,109.3
1590117,55.5,53867.0,118.3,132.3,139.2
1590118,14.7,60505.0,57.5,150.4,111.2
1590119,57.5,38941.0,134.7,126.1,103.9
1590120,31.7,104899.0,135.1,121.5,102.0
1590121,44.8,106888.0,118.8,107.7,102.8
1590122,20.2,86494.0,167.8,45.5,93.0
1590123,63.2,84792.0,145.3,90.6,140.0
1590124,45.6,57290.0,161.5,75.0,103.7
1590125,61.8,61623.0,91.4,64.3,92.0
1590126,41.1,58186.0,102.3,82.1,129.4
1590127,64.2,71705.0,129.6,81.9,106.3
1590128,50.0,41125.0,105.3,86.2,100.9
1590129,28.7,74101.0,80.4,99.1,65.6
1590130,39.3,30408.0,91.7,85.4,85.1
1590131,54.7,65035.0,117.7,100.4,135.5
1590132,68.7,111541.0,178.4,131.7,113.2
1590133,44.6,63214.0,113.6,99.3,113.4
1590134,58.6,100966.0,110.1,93.2,92.0
1590135,40.3,45480.0,89.9,122.9,116.5
1590136,46.5,67349.0,197.9,119.8,124.5
1590137,34.0,37733.0,146.7,71.3,66.0
1590138,46.3,47516.0,132.9,88.2,67.0
1590139,54.6,47981.0,127.7,81.0,82.1
1590140,68.4,72540.0,161.4,75.2,57.8
1590141,52.3,43474.0,86.6,72.7,104.3
1590142,42.7,67752.0,136.8,105.8,92.8
1590143,45.2,46845.0,115.9,84.8,67.2
1590144,71.8,20898.0,87.7,86.9,130.5
1590145,37.4,33619.0,118.8,117.0,73.2
1590146,37.6,40952.0,102.6,72.7,78.2
1590147,40.7,83041.0,34.3,87.0,85.8
1590148,49.5,81115.0,154.9,48.3,98.3
1590149,78.7,72857.0,133.4,116.8,77.9
1590150,69.7,92506.0,121.7,88.1,101.8
1590151,56.7,69262.0,151.3,147.6,75.2
1590152,30.5,58475.0,107.7,73.3,154.9
1590153,41.9,89375.0,103.4,75.5,123.4
1590154,54.0,70454.0,170.2,115.9,60.6
1590155,51.0,74122.0,83.2,114.7,137.6
1590156,73.8,101018.0,114.5,106.8,59.0
1590157,51.0,75029.0,57.1,132.1,96.4
1590158,22.1,80161.0,84.2,115.3,123.2
1590159,32.3,57342.0,170.0,96.5,46.7
1590160,21.3,51753.0,127.4,102.2,71.8
1590161,38.1,91267.0,127.9,140.4,63.6
1590162,37.5,78372.0,73.7,125.6,72.2
1590163,70.6,59302.0,97.2,116.2,93.9
1590164,23.9,75104.0,133.8,113.0,127.4
1590165,18.7,56673.0,77.5,98.1,136.4
1590166,45.2,72691.0,140.0,137.4,78.6
1590167,3.7,50493.0,107.5,131.1,84.0
1590168,61.4,67746.0,144.6,91.3,75.2
1590169,18.2,52721.0,143.2,129.4,49.2
1590170,36.1,57153.0,145.9,94.3,85.6
1590171,50.8,52795.0,86.0,101.8,125.4
1590172,66.0,96672.0,124.4,116.3,51.0
1590173,41.1,72720.0,104.3,107.0,117.3
1590174,34.1,,92.8,107.1,101.9
1590175,13.5,85685.0,118.8,96.9,86.6
1590176,44.4,70838.0,80.5,80.2,109.7
1590177,41.7,84870.0,140.7,90.0,70.6
1590178,12.0,73687.0,101.9,90.1,117.4
1590179,48.0,57253.0,116.0,101.2,148.5
1590180,41.3,62344.0,68.0,80.9,110.7
1590181,66.6,73364.0,122.3,96.8,132.0
1590182,38.0,51993.0,162.0,98.7,118.4
1590183,32.0,46520.0,76.8,90.5,98.6
1590184,10.2,100332.0,180.6,123.0,98.4
1590185,40.9,59599.0,144.3,93.1,110.0
1590186,59.4,66289.0,123.0,97.6,107.6
1590187,24.1,76892.0,124.1,135.5,135.7
1590188,45.6,49858.0,135.8,97.0,142.0
1590189,60.5,56025.0,110.4,117.2,118.3
1590190,71.2,87640.0,126.8,30.7,85.2
1590191,19.8,79993.0,187.1,84.3,114.6
1590192,57.3,55904.0,106.9,95.9,132.2
1590193,26.6,55545.0,105.1,115.5,65.8
1590194,66.3,66936.0,149.3,100.2,87.6
1590195,17.5,98430.0,156.3,95.5,67.1
1590196,29.8,67996.0,135.4,141.3,79.8
1590197,27.9,58906.0,166.7,68.3,110.6
1590198,42.0,79216.0,102.2,107.1,118.4
1590199,41.0,62747.0,74.9,49.1,61.3
1590200,41.5,48471.0,91.2,134.2,71.7
1590201,39.7,47729.0,155.3,135.6,107.6
1590202,37.6,51148.0,132.5,138.9,119.0
1590203,38.2,85408.0,77.0,91.5,83.4
1590204,21.2,15000.0,127.4,97.7,141.3
1590205,26.9,70391.0,97.3,97.9,103.8
1590206,36.4,32019.0,156.3,95.8,110.9
1590207,30.7,83274.0,120.2,138.2,114.1
1590208,23.6,34206.0,152.7,63.1,101.9
1590209,46.1,43692.0,104.9,136.0,88.0
1590210,27.4,88737.0,27.3,48.1,68.7
1590211,47.7,60517.0,97.9,94.7,87.9
1590212,48.1,47812.0,103.1,143.1,82.1
1590213,58.2,64503.0,135.5,80.0,123.3
1590214,53.0,61730.0,137.2,99.6,121.6
1590215,37.1,65338.0,143.8,94.8,53.9
1590216,53.5,93070.0,153.2,51.4,149.6
1590217,45.1,67412.0,103.6,103.3,85.3
1590218,59.7,38410.0,97.9,83.4,72.1
1590219,48.2,46368.0,99.0,120.8,106.8
1590220,64.3,17699.0,148.6,61.4,118.6
1590221,30.2,38551.0,83.4,94.8,53.5
1590222,52.8,69158.0,111.8,113.3,84.8
1590223,46.3,68397.0,157.9,136.1,93.1
1590224,48.9,73127.0,77.0,125.9,90.9
1590225,33.1,65008.0,145.7,102.9,110.4
1590226,53.3,83635.0,66.9,78.3,73.9
1590227,54.6,76821.0,181.2,80.8,109.1
1590228,69.6,76318.0,115.3,78.5,102.4
1590229,68.4,87050.0,70.4,55.7,107.6
1590230,66.5,71761.0,114.7,124.3,97.4
1590231,60.7,41183.0,170.3,130.3,131.2
1590232,55.7,53671.0,120.6,123.1,118.0
1590233,68.3,73459.0,114.4,154.4,79.6
1590234,35.1,51883.0,119.9,140.4,69.7
1590235,53.0,71507.0,139.6,80.4,82.9
1590236,40.0,88266.0,113.5,111.6,102.2
1590237,49.2,44847.0,120.2,120.1,81.5
1590238,30.6,61788.0,145.2,131.9,122.2
1590239,57.0,84770.0,133.8,94.7,80.2
1590240,19.7,66807.0,140.6,97.0,129.3
1590241,68.3,54926.0,133.0,122.0,117.1
1590242,74.4,50254.0,112.7,101.9,127.9
1590243,43.3,51907.0,129.8,99.3,97.3
1590244,45.9,121105.0,135.9,78.3,51.7
1590245,57.6,86959.0,140.1,111.4,114.5
1590246,56.4,81445.0,104.8,133.4,65.9
1590247,50.1,73960.0,171.0,106.9,101.3
1590248,46.9,71623.0,181.9,81.8,101.0
1590249,60.5,84752.0,142.6,113.0,132.8
1590250,37.9,66613.0,96.7,104.0,145.2
1590251,45.2,80994.0,97.0,111.5,125.4
1590252,30.9,77846.0,77.9,122.7,91.9
1590253,35.1,,149.8,100.7,124.8
1590254,30.0,72108.0,104.9,102.0,49.6
1590255,29.3,86287.0,110.9,125.6,105.9
1590256,71.8,69756.0,129.1,82.3,76.1
1590257,65.2,57177.0,93.0,64.9,73.5
1590258,35.1,74127.0,91.8,125.3,134.5
1590259,44.2,105472.0,104.2,98.6,101.4
1590260,42.3,73729.0,125.8,148.1,145.0
1590261,34.8,47961.0,114.7,74.3,106.6
1590262,42.9,62844.0,129.7,95.9,153.4
1590263,56.2,66540.0,152.2,121.3,105.6
1590264,50.0,73106.0,101.6,121.4,91.7
1590265,62.6,68068.0,91.3,111.5,17.4
1590266,47.0,82248.0,129.6,110.8,54.5
1590267,35.7,64705.0,93.4,137.8,64.4
1590268,55.4,101530.0,103.0,69.5,123.5
1590269,50.8,57667.0,69.9,86.5,109.1
1590270,73.4,87992.0,78.3,127.4,103.1
1590271,49.4,83740.0,131.2,108.3,40.8
1590272,67.6,65429.0,94.4,118.9,91.6
1590273,38.0,40782.0,94.0,109.7,64.4
1590274,61.6,77653.0,95.4,85.1,103.4
1590275,58.7,85613.0,145.0,93.5,111.9
1590276,30.6,38325.0,123.2,74.7,134.2
1590277,34.4,49125.0,112.1,97.5,118.8
1590278,55.3,48076.0,142.2,145.5,80.0
1590279,38.9,75248.0,83.7,120.8,61.8
1590280,60.4,62341.0,126.6,131.0,126.1
1590281,36.0,53025.0,101.1,145.0,98.1
1590282,66.1,50825.0,124.8,127.8,78.8
1590283,36.1,19782.0,101.9,173.1,145.8
1590284,37.6,42475.0,112.9,123.3,138.4
1590285,46.3,54660.0,195.7,117.4,75.2
1590286,46.0,61083.0,92.3,56.6,131.2
1590287,41.1,54870.0,52.0,105.4,72.8
1590288,46.3,90598.0,103.3,87.0,112.2
1590289,37.3,55211.0,150.6,128.2,101.8
1590290,60.9,67815.0,135.4,64.0,95.5
1590291,47.1,52184.0,104.9,135.2,96.0
1590292,53.7,49846.0,166.8,145.9,106.2
1590293,41.5,48464.0,158.6,111.4,86.4
1590294,54.3,58141.0,158.9,105.1,91.6
1590295,65.0,77034.0,146.1,118.1,102.3
1590296,50.4,,108.9,105.7,104.7
1590297,68.8,75880.0,116.3,78.8,123.0
1590298,43.9,44108.0,106.3,119.2,156.5
1590299,43.8,97226.0,85.2,106.8,127.4
1590300,29.5,69815.0,125.5,96.5,186.9
1590301,16.6,69045.0,142.8,54.2,131.9
1590302,30.7,59952.0,59.1,69.6,74.6
1590303,38.6,80546.0,123.9,136.4,98.2
1590304,51.4,78309.0,87.1,131.1,89.7
1590305,62.3,82443.0,131.3,91.3,121.0
1590306,67.4,65860.0,97.3,58.5,134.1
1590307,36.4,49575.0,101.1,90.0,125.3
1590308,33.6,90743.0,86.3,103.1,135.8
1590309,47.8,55799.0,93.2,136.5,58.2
1590310,47.3,59341.0,134.5,96.4,84.4
1590311,45.2,74755.0,128.3,68.5,69.8
1590312,44.5,99279.0,153.1,52.2,74.0
1590313,55.8,21202.0,150.5,125.3,109.9
1590314,39.6,59534.0,99.3,104.0,107.4
1590315,46.6,71520.0,173.2,129.2,59.2
1590316,49.6,61143.0,95.6,127.6,28.7
1590317,27.1,59175.0,146.4,93.9,88.8
1590318,44.4,49158.0,146.2,78.4,119.6
1590319,58.8,40319.0,130.8,52.4,121.0
1590320,22.8,104290.0,124.1,114.7,103.7
1590321,29.1,83493.0,129.6,134.3,116.3
1590322,49.3,22474.0,97.2,93.1,114.1
1590323,38.9,83046.0,166.6,82.8,95.6
1590324,55.0,45975.0,155.2,97.1,95.7
1590325,51.7,63839.0,129.3,61.0,117.4
1590326,47.5,71686.0,91.7,105.8,101.2
1590327,14.8,80031.0,117.9,45.7,91.9
1590328,26.5,70363.0,69.4,112.2,70.7
1590329,59.6,53483.0,80.2,77.1,108.3
1590330,31.3,47390.0,143.2,109.8,112.3
1590331,30.7,56418.0,125.6,145.4,100.8
1590332,48.6,56546.0,135.6,83.5,121.2
1590333,53.4,44443.0,103.8,106.7,54.5
1590334,47.7,72201.0,92.7,86.7,49.1
1590335,41.7,42113.0,121.1,73.5,110.0
1590336,16.1,44717.0,104.4,117.9,102.9
1590337,17.3,48389.0,91.5,83.0,107.5
1590338,53.9,54798.0,87.3,65.6,105.1
1590339,67.8,57744.0,69.4,94.4,58.7
1590340,60.7,67151.0,106.3,68.1,92.5
1590341,52.4,75919.0,211.2,121.1,130.9
1590342,40.3,53733.0,129.3,78.7,61.3
1590343,37.6,89525.0,116.4,132.8,85.7
1590344,61.8,89552.0,144.0,86.3,120.3
1590345,48.1,72746.0,85.7,110.7,126.2
1590346,13.5,60334.0,155.9,102.1,92.3
1590347,46.2,74839.0,87.5,135.9,70.1
1590348,15.7,70143.0,90.0,132.3,66.4
1590349,74.5,98142.0,116.6,107.1,120.1
1590350,36.9,74319.0,119.4,86.6,118.8
1590351,55.0,31686.0,173.6,92.7,88.0
1590352,49.3,82249.0,154.5,97.9,117.0
1590353,39.8,66237.0,116.3,144.4,74.6
1590354,60.3,51823.0,144.5,99.7,94.8
1590355,28.8,41720.0,82.4,98.2,111.1
1590356,62.5,66425.0,77.5,153.7,102.3
1590357,50.1,61099.0,85.0,67.5,51.2
1590358,54.9,49149.0,87.7,109.8,101.3
1590359,19.1,56601.0,125.5,51.2,125.2
1590360,53.3,52172.0,110.6,102.0,125.6
1590361,45.9,38621.0,110.3,123.5,70.3
1590362,47.2,75818.0,91.5,123.0,137.1
1590363,25.8,57323.0,121.4,115.2,73.1
1590364,17.1,66833.0,100.4,74.8,109.3
1590365,25.5,75058.0,128.8,87.8,57.1
1590366,25.1,52447.0,167.4,91.4,73.9
1590367,65.6,31839.0,81.3,52.0,93.7
1590368,38.5,58790.0,103.7,58.4,126.2
1590369,49.4,53128.0,53.6,132.2,153.1
1590370,26.6,97482.0,91.1,119.4,93.5
1590371,59.4,33878.0,101.5,85.2,118.6
1590372,37.4,35078.0,161.8,97.4,94.7
1590373,41.1,62833.0,139.4,83.0,68.8
1590374,54.0,48791.0,75.5,77.5,82.1
1590375,45.3,92677.0,106.6,145.7,94.4
1590376,52.0,60664.0,106.0,106.7,124.4
1590377,64.3,55153.0,134.7,97.7,139.3
1590378,47.3,64418.0,137.5,92.9,74.0
1590379,41.3,74153.0,98.5,111.4,105.9
1590380,42.1,76409.0,124.7,99.0,81.3
1590381,60.0,70054.0,126.7,84.1,61.1
1590382,47.0,65105.0,125.8,71.2,117.5
1590383,34.5,80791.0,87.8,123.6,123.7
1590384,23.4,52587.0,155.9,108.6,143.8
1590385,26.3,58280.0,84.7,101.9,90.2
1590386,56.6,81574.0,231.3,90.8,140.6
1590387,34.2,42129.0,102.5,85.5,94.9
1590388,51.1,60168.0,98.9,112.3,116.2
1590389,44.0,74960.0,136.7,108.4,99.6
1590390,47.9,66262.0,112.2,150.5,92.9
1590391,40.2,69451.0,153.2,95.2,106.0
1590392,58.1,57661.0,77.7,117.8,144.7
1590393,48.2,63284.0,111.9,94.1,111.8
1590394,30.7,69091.0,118.4,82.5,126.6
1590395,55.0,75631.0,104.8,30.9,126.6
1590396,58.5,87481.0,123.6,143.4,150.7
1590397,36.2,65701.0,108.9,121.6,85.5
1590398,56.8,55463.0,62.3,43.7,110.3
1590399,67.8,96071.0,120.7,93.5,128.7
1590400,55.1,93707.0,157.1,110.9,114.4
1590401,6.1,72239.0,126.9,66.7,88.4
1590402,47.8,54645.0,56.9,88.0,71.5
1590403,35.6,53794.0,132.2,79.6,108.5
1590404,56.1,71625.0,82.4,116.6,105.1
1590405,47.3,63101.0,118.4,90.7,106.2
1590406,37.8,57918.0,118.1,86.4,86.6
1590407,29.1,48448.0,84.5,92.5,103.9
1590408,37.6,60744.0,150.5,134.9,61.8
1590409,65.8,61534.0,166.4,119.2,30.6
1590410,43.8,58943.0,137.6,111.0,105.7
1590411,36.5,122254.0,153.2,76.6,91.7
1590412,42.5,73955.0,92.6,90.6,128.0
1590413,41.2,66606.0,124.6,75.8,85.6
1590414,55.5,47120.0,156.7,88.2,78.4
1590415,48.8,71557.0,125.2,93.8,80.9
1590416,58.5,68653.0,90.4,109.1,68.7
1590417,64.0,64390.0,117.0,95.8,117.3
1590418,29.7,78071.0,113.8,123.1,81.0
1590419,39.9,48512.0,95.6,136.8,116.2
1590420,61.9,59859.0,114.4,71.7,105.8
1590421,70.1,66849.0,150.3,85.3,84.7
1590422,30.1,57163.0,74.5,113.7,75.5
1590423,37.7,33338.0,125.9,73.3,168.1
1590424,37.3,58697.0,146.8,150.3,75.1
1590425,34.9,62142.0,121.5,70.1,97.6
1590426,67.5,48993.0,120.8,117.0,114.6
1590427,43.9,32082.0,155.8,126.7,107.1
1590428,28.5,48629.0,144.0,85.1,49.6
1590429,41.4,93707.0,96.9,114.7,121.2
1590430,42.9,48490.0,136.4,94.4,69.6
1590431,48.6,75608.0,103.0,110.9,148.0
1590432,47.5,64506.0,192.2,74.7,62.5
1590433,64.4,44424.0,132.9,118.5,96.2
1590434,21.8,68341.0,94.1,112.5,83.4
1590435,46.1,57040.0,140.2,99.6,153.4
1590436,35.7,60563.0,83.6,88.8,119.9
1590437,39.6,46644.0,120.3,74.7,73.2
1590438,43.1,53676.0,111.3,86.7,92.0
1590439,52.9,67631.0,141.6,99.6,118.7
1590440,47.6,65128.0,96.1,90.5,90.5
1590441,69.7,82983.0,103.5,134.0,115.8
1590442,48.1,97511.0,150.4,82.6,100.5
1590443,25.4,,88.3,82.4,119.6
1590444,27.6,28554.0,110.0,118.6,114.9
1590445,55.7,50862.0,129.6,81.4,83.3
1590446,60.1,56703.0,128.9,106.7,96.1
1590447,36.3,77598.0,159.7,104.1,104.3
1590448,7.3,53514.0,129.6,128.8,89.5
1590449,61.1,52190.0,124.7,102.3,107.9
1590450,44.1,58686.0,102.2,53.4,114.5
1590451,6.9,81833.0,114.6,91.3,80.3
1590452,38.5,95378.0,67.3,97.0,156.8
1590453,45.1,78984.0,139.4,60.8,123.4
1590454,53.6,64331.0,98.9,58.5,112.0
1590455,21.3,81994.0,120.4,108.5,62.4
1590456,53.1,83533.0,95.6,80.8,71.8
1590457,35.9,73696.0,145.2,84.5,139.1
1590458,46.9,77161.0,156.4,139.1,83.5
1590459,47.3,71025.0,156.7,89.7,136.0
1590460,32.8,61131.0,97.7,89.2,137.2
1590461,71.7,97256.0,185.0,96.9,69.7
1590462,58.5,54259.0,116.9,123.1,118.3
1590463,51.1,51231.0,124.1,84.4,71.0
1590464,40.0,61125.0,118.4,112.7,82.3
1590465,54.8,43002.0,110.2,72.8,102.7
1590466,33.3,79734.0,98.7,106.6,115.2
1590467,44.7,54925.0,156.9,129.5,131.4
1590468,68.0,77076.0,119.9,84.1,114.8
1590469,40.9,52692.0,87.2,108.8,132.8
1590470,46.4,84862.0,106.6,59.5,91.8
1590471,31.2,76394.0,102.2,102.0,90.5
1590472,64.4,47811.0,59.9,107.1,153.0
1590473,49.3,51670.0,157.5,102.6,79.4
1590474,33.9,70771.0,160.6,134.4,72.3
1590475,65.8,47716.0,139.8,103.1,78.5
1590476,18.9,39287.0,165.1,120.2,89.3
1590477,34.4,53401.0,37.2,87.9,75.9
1590478,52.0,81834.0,132.4,98.9,101.8
1590479,68.0,55028.0,146.4,126.0,91.3
1590480,67.4,58967.0,126.7,72.4,140.6
1590481,47.9,93586.0,124.4,124.7,158.9
1590482,28.3,64170.0,162.1,144.9,121.8
1590483,50.0,71676.0,120.5,93.3,88.4
1590484,28.9,70351.0,141.0,102.4,61.9
1590485,57.0,70501.0,106.4,81.2,74.6
1590486,55.2,62147.0,145.8,116.4,114.6
1590487,48.0,61415.0,179.9,162.7,142.9
1590488,62.1,74758.0,98.8,98.6,92.8
1590489,49.3,36488.0,94.8,118.7,111.7
1590490,45.1,44788.0,69.3,119.7,94.9
1590491,35.4,61807.0,132.6,108.9,86.7
1590492,25.3,74996.0,91.6,122.7,78.9
1590493,25.2,57107.0,96.4,104.7,101.8
1590494,42.7,51303.0,104.1,122.3,90.3
1590495,16.0,41481.0,161.7,102.6,119.8
1590496,42.9,59779.0,106.6,123.8,69.8
1590497,24.5,77562.0,126.8,97.7,96.6
1590498,24.3,59387.0,44.1,93.3,152.1
1590499,33.3,82589.0,89.6,168.1,134.0
1590500,48.8,55453.0,123.0,143.9,114.2
1590501,56.0,82870.0,125.9,77.4,60.7
1590502,28.3,41351.0,97.7,83.7,114.5
1590503,17.0,45465.0,142.4,101.8,115.1
1590504,35.6,59425.0,108.4,87.8,100.7
1590505,27.9,77229.0,156.6,127.3,99.3
1590506,26.4,70353.0,81.3,116.2,126.8
1590507,41.0,41233.0,111.8,108.7,72.9
1590508,83.5,69865.0,92.5,70.3,100.2
1590509,60.4,66848.0,94.2,125.4,118.8
1590510,65.4,54635.0,104.1,97.0,83.9
1590511,38.8,54541.0,139.4,125.3,140.4
1590512,46.2,44964.0,108.2,103.2,78.1
1590513,23.8,58465.0,154.4,113.4,109.6
1590514,25.2,77129.0,111.8,128.8,113.2
1590515,35.1,40266.0,142.1,56.1,87.6
1590516,49.0,,74.8,113.4,93.0
1590517,44.1,77388.0,79.0,136.5,85.4
1590518,32.3,43921.0,103.5,110.3,64.2
1590519,55.6,59573.0,132.9,60.2,81.2
1590520,27.2,94177.0,99.8,109.4,76.8
1590521,52.5,66555.0,107.2,73.5,91.1
1590522,43.4,65479.0,122.8,69.4,112.2
1590523,39.7,62623.0,163.9,79.1,95.1
1590524,48.9,54573.0,149.6,97.3,85.1
1590525,36.4,62034.0,135.5,95.3,78.7
1590526,48.8,87493.0,128.8,109.1,119.0
1590527,28.8,88180.0,117.2,105.9,109.6
1590528,53.9,73392.0,83.2,118.8,81.0
1590529,35.3,27988.0,125.2,108.8,111.5
1590530,40.1,40646.0,101.7,109.0,80.2
1590531,42.5,98601.0,117.2,95.4,168.6
1590532,56.8,28483.0,84.9,97.4,71.4
1590533,58.4,53960.0,121.1,94.7,23.6
1590534,47.6,76188.0,146.3,88.1,117.5
1590535,30.3,35856.0,121.0,86.1,67.1
1590536,31.9,54726.0,106.2,49.2,91.7
1590537,53.6,48052.0,149.8,125.2,118.2
1590538,25.9,82237.0,53.5,104.3,86.0
1590539,31.6,112879.0,145.1,91.4,97.2
1590540,30.7,61123.0,194.2,146.8,84.2
1590541,57.1,75765.0,107.9,101.4,56.7
1590542,28.0,91314.0,125.0,80.7,135.3
1590543,48.3,69235.0,230.9,89.5,76.1
1590544,24.5,40916.0,66.7,92.3,92.8
1590545,47.6,44074.0,185.1,91.6,145.7
1590546,57.4,63491.0,149.9,116.0,142.1
1590547,27.0,37167.0,195.0,97.2,77.2
1590548,64.6,76698.0,132.1,114.5,134.7
1590549,55.0,93456.0,82.3,121.6,99.9
1590550,47.7,73209.0,108.3,89.9,124.0
1590551,35.5,31854.0,197.7,107.4,90.5
1590552,36.6,73615.0,124.3,95.7,121.5
1590553,49.4,70848.0,90.3,90.4,146.8
1590554,43.5,64534.0,120.9,106.5,139.0
1590555,27.8,67248.0,143.1,69.9,115.4
1590556,44.6,58923.0,130.3,48.4,96.1
